year,trois_DET ans_NOUN,trois_DET champs_NOUN
1855,2.3691758997301804e-05,1.326734277995456e-08
1856,2.2106079882178165e-05,2.4850508928420112e-08
1857,2.161092913866014e-05,1.9526035899275485e-08
1858,2.193443492615188e-05,3.034079298913639e-08
1859,2.1087199911562493e-05,9.165912473463322e-09
1860,2.104177292494569e-05,1.876645328025006e-08
1861,2.051019737336901e-05,1.226150558863992e-08
1862,2.2135422227620438e-05,1.3102160245637151e-08
1863,2.3288418901756813e-05,1.4484400789882557e-08
1864,2.312832930329023e-05,1.9658385475018747e-08
1865,2.2560845991392853e-05,2.1651483383955394e-08
1866,2.119947566825431e-05,2.6760871407738307e-08
1867,2.270048128139024e-05,1.4073153309368536e-08
1868,2.237170212993078e-05,2.766329565417891e-08
1869,2.2142363320654113e-05,2.0022428159904848e-08
1870,2.3080692812982306e-05,4.6445795209848484e-08
1871,2.110427908519341e-05,2.442870794538976e-08
1872,2.2592858954340045e-05,3.809823734268747e-08
1873,2.293477791681653e-05,1.9155213859534115e-08
1874,2.4774911025815527e-05,2.5690820137924675e-08
1875,2.381757360581105e-05,2.574687130163511e-08
1876,2.354560041339937e-05,2.2974855795609983e-08
1877,2.3249342348208302e-05,2.6594708657512456e-08
1878,2.304455892954138e-05,1.872117572077059e-08
1879,2.5270002311117423e-05,1.9549841634436405e-08
1880,2.438589001485525e-05,1.9253539207397807e-08
1881,2.4694529884072836e-05,3.137628468152798e-08
1882,2.5368331648678577e-05,2.0631693686823382e-08
1883,2.5234384679606592e-05,1.6430281690738013e-08
1884,2.6099149067704275e-05,2.178560087884307e-08
1885,2.59469069305851e-05,2.9649923849461857e-08
1886,2.535694977723324e-05,3.549405214187118e-08
1887,2.574420284418011e-05,4.1785116700054914e-08
1888,2.613855019717448e-05,4.438430378783664e-08
1889,2.535500766498444e-05,3.195219733242993e-08
1890,2.684217861315119e-05,5.309053108248918e-08
1891,2.418952783500572e-05,2.358461426155145e-08
1892,2.4509883246537356e-05,1.5044429702015805e-08
1893,2.524519766211597e-05,4.741980674793922e-08
1894,2.5070673700611223e-05,2.3945849747519787e-08
1895,2.583430057256919e-05,2.5278181325916194e-08
1896,2.653898934568133e-05,4.717623269812066e-08
1897,2.5237243789888453e-05,4.4283021471969164e-08
1898,2.6292112238479604e-05,3.168678830434146e-08
1899,2.762849510418164e-05,5.1406477297177844e-08
1900,2.6809194423549343e-05,4.56812685456498e-08
1901,2.6167034434365632e-05,4.247441554028342e-08
1902,2.3879693230810517e-05,5.008489489810586e-08
1903,2.6142466367673478e-05,4.698191502505722e-08
1904,2.649851501246303e-05,6.987012834969164e-08
1905,2.6482950715944753e-05,4.851113610815361e-08
1906,2.6181327143603994e-05,6.121579243512087e-08
1907,2.5561474330970668e-05,4.474273873622536e-08
1908,2.555199364451255e-05,7.268855739539504e-08
1909,2.5955841465474805e-05,3.8506885458033935e-08
1910,2.5955471642191696e-05,2.3514262537105424e-08
1911,2.5373928224325937e-05,5.213966680628346e-08
1912,2.6378425786788284e-05,4.8968560761863955e-08
1913,3.145574316931743e-05,6.416617459592544e-08
1914,3.0512372518387565e-05,3.0135347550697134e-08
1915,2.3767686400333332e-05,4.00545903112004e-08
1916,2.2189180413079157e-05,4.1752356239044275e-08
1917,3.0912156830709137e-05,4.605898329401725e-08
1918,2.9761200266875676e-05,1.1371512442792664e-07
1919,2.5794866019168694e-05,6.261336782387161e-08
1920,2.347846157135791e-05,3.63467123065675e-08
1921,2.324984893675719e-05,4.316466206688574e-08
1922,2.4451953322568443e-05,5.3858929760508545e-08
1923,2.3331730176323617e-05,4.671017084234563e-08
1924,2.347435952287924e-05,5.543398540197586e-08
1925,2.392103704096371e-05,4.729216684928872e-08
1926,2.3410234689436038e-05,8.136681339809826e-08
1927,2.3821433273951698e-05,4.9056590789575694e-08
1928,2.3230283773045812e-05,4.456156144083678e-08
1929,2.4733930899856205e-05,5.681607362362229e-08
1930,2.3167798985923582e-05,4.411513399027456e-08
1931,2.3871410689935146e-05,9.010231494244181e-08
1932,2.4644709128551767e-05,4.3838147445462994e-08
1933,2.4466921672683384e-05,9.979476178756386e-08
1934,2.255652350413584e-05,8.027658893183798e-08
1935,2.3047324020808446e-05,9.454944382980557e-08
1936,2.2615017769567203e-05,2.667437248859983e-08
1937,2.2642607177658647e-05,5.9178256850422883e-08
1938,2.1637645772898395e-05,5.963998606084431e-08
1939,2.0906966142320016e-05,4.282333954108708e-08
1940,2.1067284592390934e-05,1.1157444901321867e-07
1941,2.1129806668795936e-05,9.444808357628176e-08
1942,2.195859110543097e-05,7.888950470658074e-08
1943,2.144039217455429e-05,4.93549991986697e-08
1944,2.175648410229769e-05,5.462416474699694e-08
1945,2.2120530275060446e-05,6.753362669087437e-08
1946,2.2322490394799388e-05,6.542919095409161e-08
1947,2.2332559410642716e-05,4.8875570479722796e-08
1948,2.2080804683355382e-05,5.6533816739090526e-08
1949,2.4222486786129593e-05,7.951776836989666e-08
1950,2.2786261808960262e-05,5.9558025178318985e-08
1951,2.2842054136162915e-05,8.102665649545315e-08
1952,2.1641100829583593e-05,7.803154566943249e-08
1953,2.1768518763565226e-05,3.3398865451061965e-08
1954,2.1434103132378368e-05,6.25442293511469e-08
1955,2.1927595184934034e-05,7.03920610689579e-08
1956,2.211071011970489e-05,6.889701786860769e-08
1957,2.1420548364403658e-05,6.361227011808523e-08
1958,2.2601422870138776e-05,9.761247321549149e-08
1959,2.264458544232184e-05,6.510627992284412e-08
1960,2.1691275833291e-05,5.675083258882552e-08
1961,2.222299212917278e-05,6.322824974702712e-08
1962,2.2427060230256757e-05,6.405376007379004e-08
1963,2.2090624383963586e-05,9.117135224556705e-08
1964,2.2542928491020575e-05,6.023128651388987e-08
1965,2.1709785301027296e-05,6.56645200436401e-08
1966,2.1010263935750118e-05,5.76063765578283e-08
1967,2.188625296639657e-05,5.669885982939604e-08
1968,2.198817458065605e-05,5.9286688780524344e-08
1969,2.206431292961497e-05,9.1289328318922e-08
1970,2.254478999930143e-05,6.62216388391812e-08
1971,2.213673053574894e-05,7.347908614896426e-08
1972,2.2983057874625956e-05,5.950970488610707e-08
1973,2.248119187697739e-05,5.182411455528779e-08
1974,2.3857486326051003e-05,6.131873053760728e-08
1975,2.4234380816778867e-05,7.596268458698319e-08
1976,2.3469454731639416e-05,6.227744142606184e-08
1977,2.24357902425254e-05,9.931761457693256e-08
1978,2.2778008883506118e-05,7.544551028360047e-08
1979,2.1723696363551426e-05,6.788288864356673e-08
1980,2.14853218949429e-05,8.868835443820444e-08
1981,2.1374032144194643e-05,9.55157997140077e-08
1982,2.168156379411812e-05,9.000878442577687e-08
1983,2.2520416564475454e-05,7.388919698314567e-08
1984,2.4002676809686818e-05,8.350572278104096e-08
1985,2.4357596544177795e-05,8.421781139134055e-08
1986,2.3507974674430443e-05,8.692004005439458e-08
1987,2.3487535941058013e-05,9.777306786418194e-08
1988,2.3617427359567955e-05,1.2292934936652955e-07
1989,2.493528404556855e-05,9.384688892666304e-08
1990,2.4277009401885152e-05,1.0406923500738685e-07
1991,2.3243054897648108e-05,7.854363470727321e-08
1992,2.3078401454768027e-05,1.1074987638082234e-07
1993,2.323420642369456e-05,1.124459103607478e-07
1994,2.415863696114684e-05,1.0127859351172219e-07
1995,2.363537896599155e-05,1.0519554649590646e-07
1996,2.3839920118007285e-05,1.2864802378942386e-07
1997,2.3756305495226115e-05,1.4192888020403416e-07
1998,2.488343511686253e-05,1.1920323306213731e-07
1999,2.3606003765053174e-05,1.3299285583912024e-07
2000,2.3897574692455237e-05,1.2989012265762767e-07
2001,2.34429886631915e-05,1.353794507608086e-07
2002,2.281039201079693e-05,1.3099852136377876e-07
2003,2.3260180682882492e-05,1.358416890084868e-07
2004,2.3878372530816705e-05,1.1804840838181008e-07
2005,2.3451924221262743e-05,1.324102356647927e-07
2006,2.3848759155953303e-05,1.288899511564523e-07
2007,2.281766421674547e-05,1.2103272695185296e-07
2008,2.3765879859638517e-05,1.2687170514169566e-07
2009,2.2844409841127344e-05,1.0966842900472784e-07
2010,2.3019516333988577e-05,1.3510048457732182e-07
2011,2.1793580572193605e-05,1.219847054478862e-07
2012,2.2037430767340993e-05,1.041701329640432e-07
2013,2.248676253202575e-05,9.650372367886462e-08
2014,2.405809539141046e-05,7.557403858271527e-08
2015,2.3099153622752056e-05,8.356489544780743e-08
2016,2.1769990212305856e-05,7.518964206809642e-08
2017,2.261559814087377e-05,7.748082797576217e-08
2018,2.1504907977032417e-05,8.260693640238514e-08
2019,2.2133900984044885e-05,7.21929556135592e-08
