year,seules_ADJ eaux_NOUN
1966,1.4401594583546284e-08
1967,7.395503320850594e-09
1968,8.533690198930799e-09
1969,9.991866889436096e-09
1970,1.2876429700270364e-08
1971,1.0276794526475896e-08
1972,1.5903454553267693e-08
1973,1.268036875501366e-08
1974,1.9689501584707614e-08
1975,8.567219822452898e-09
1976,1.9997344224975677e-08
1977,1.1753563455840776e-08
1978,1.6039596317796168e-08
1979,1.345953837272873e-08
1980,1.2507331170752423e-08
1981,1.771153890217647e-08
1982,1.6760255405756652e-08
1983,6.315316269933646e-09
1984,1.8556827185989277e-08
1985,2.1656008541981464e-08
1986,1.2588419195935785e-08
1987,4.888653482026939e-09
1988,1.679035044332977e-08
1989,8.232182935330457e-09
1990,6.538381391862913e-09
1991,9.96449056600568e-09
1992,1.5427843891302473e-08
1993,1.4955860550003308e-08
1994,5.802419433820205e-09
1995,7.0491861237087505e-09
1996,5.871901187504136e-09
1997,1.102825741838842e-08
1998,7.629006759657386e-09
1999,9.597422412355172e-09
2000,1.0161472552283612e-08
2001,1.095302959441824e-08
2002,9.200564754507923e-09
2003,7.91715315529018e-09
2004,1.1011977996133737e-08
2005,6.7556245042510454e-09
2006,5.353256948836815e-09
2007,5.991719120856942e-09
2008,1.1495087548496485e-08
2009,7.1522885392028e-09
2010,2.8342759250676863e-09
2011,4.5887662558641296e-09
2012,6.127654827992046e-09
2013,6.9728125495771565e-09
2014,4.980523993225461e-09
2015,5.098123256885856e-09
2016,3.5212781579474495e-09
2017,2.5156112748447867e-09
2018,4.130346731301415e-09
2019,3.3162841361900064e-09
