year,avons_VERB assez_ADV,avons_VERB chassé_VERB
1861,6.144900908111595e-07,7.262584489353685e-08
1862,6.316144549600722e-07,4.608346060308577e-08
1863,6.32318972293433e-07,7.441985161449338e-08
1864,6.213967367330042e-07,4.1234660130839984e-08
1865,5.563489935411781e-07,5.318734253023649e-08
1866,5.989569444864173e-07,5.400830360713371e-08
1867,5.925282948737731e-07,5.386620927083641e-08
1868,6.500874292214576e-07,6.125443974269729e-08
1869,6.309506943580345e-07,1.0255390492375227e-07
1870,5.682442179022473e-07,4.931282049369656e-08
1871,6.436433181988832e-07,2.0392660360357695e-07
1872,6.156191147965728e-07,1.040142336705685e-07
1873,5.692690479008888e-07,5.566984029314881e-08
1874,5.741599125030916e-07,5.556386639682387e-08
1875,6.562591465808509e-07,4.691652222277298e-08
1876,5.725576102122432e-07,4.292670396921494e-08
1877,5.739508992519404e-07,5.00970109840182e-08
1878,5.501609621205716e-07,4.1065803202400275e-08
1879,5.35787819444522e-07,3.9710613464194466e-08
1880,4.723534914319316e-07,4.043243251317108e-08
1881,4.943507860843965e-07,4.392679642251096e-08
1882,5.909981837248779e-07,6.122954232523625e-08
1883,5.213454414843e-07,3.222862687835004e-08
1884,5.142721875017742e-07,4.093052297093891e-08
1885,4.776215973834042e-07,3.867381437316908e-08
1886,5.408002721196681e-07,4.969167122226281e-08
1887,5.144792680766841e-07,4.439668899181015e-08
1888,4.1087182012233825e-07,3.550744054336974e-08
1889,4.7113829282352526e-07,6.265136676120164e-08
1890,4.6863863190083066e-07,5.177965434199905e-08
1891,4.716922887837427e-07,4.716922674674606e-08
1892,5.271818963592523e-07,4.5133290882404253e-08
1893,5.573367047873035e-07,3.3255449949365357e-08
1894,4.833280513594218e-07,5.608369946230596e-08
1895,4.5801655801369634e-07,7.04177907095982e-08
1896,3.9745975755067775e-07,4.48174191092221e-08
1897,5.02845352912118e-07,4.661370667236042e-08
1898,5.652696586366801e-07,6.167606869666997e-08
1899,5.129592750563461e-07,5.8039574923896e-08
1900,5.36754896529601e-07,4.360484595622438e-08
1901,4.716895602996374e-07,3.129693837422565e-08
1902,4.0755355712462915e-07,4.271947062761683e-08
1903,4.509184066137095e-07,5.0762071879262294e-08
1904,4.928531325276708e-07,4.245953988402107e-08
1905,5.40331484444323e-07,3.148063143498803e-08
1906,4.521738219409599e-07,3.961022088105892e-08
1907,5.518270995708008e-07,4.988558188756542e-08
1908,5.043996793574479e-07,3.634427869769752e-08
1909,5.187427518649201e-07,4.510806661528477e-08
1910,4.815079819309176e-07,4.542528131423751e-08
1911,5.341655651136534e-07,4.0966881442727754e-08
1912,5.454264169202361e-07,5.0010442009806866e-08
1913,5.186324187889113e-07,3.606033160963307e-08
1914,6.013675601934665e-07,8.170027143705738e-08
1915,5.478054276863986e-07,2.0262910993551486e-07
1916,6.614451990571979e-07,2.1535426242280664e-07
1917,5.132286560183275e-07,9.979446247143642e-08
1918,6.39791153389524e-07,1.3783650842924544e-07
1919,5.966685989733378e-07,6.44549373873815e-08
1920,6.057785526536463e-07,3.8618381381638756e-08
1921,5.687133466381056e-07,5.6038331308627676e-08
1922,5.349003231458482e-07,3.9840852394945614e-08
1923,5.382285621635674e-07,5.307974149104666e-08
1924,5.98171368437761e-07,4.769901096324247e-08
1925,5.38910740033316e-07,3.8493624288094e-08
1926,4.893154823548684e-07,5.015762383209221e-08
1927,5.273583383313962e-07,3.6792442870137165e-08
1928,4.85606733491295e-07,4.798937425221084e-08
1929,5.737309152209491e-07,3.676334259239411e-08
1930,5.08374398577871e-07,2.2057568216382606e-08
1931,4.584953501307609e-07,3.9918749195066994e-08
1932,5.238658218331693e-07,2.520693342944469e-08
1933,4.4391461528903164e-07,4.244144946596862e-08
1934,5.619361331810069e-07,3.1152108448395666e-08
1935,5.074552404948918e-07,5.38572777486479e-08
1936,4.971133193976129e-07,3.394919900756577e-08
1937,4.797216206497978e-07,3.5255130370615007e-08
1938,4.576720584736904e-07,4.2785206488815675e-08
1939,4.7564498117935727e-07,1.5294050470515685e-08
1940,3.930463492451963e-07,2.7893612752905028e-08
1941,4.397738848638255e-07,4.132103725851266e-08
1942,4.885080784333695e-07,2.4273694165799498e-08
1943,5.25485575053608e-07,7.258088174921795e-08
1944,4.884042823505297e-07,7.711646787811333e-08
1945,5.337334982868924e-07,9.149717072887142e-08
1946,5.902548423364351e-07,4.733175273941015e-08
1947,5.793543209620111e-07,4.2915136333476767e-08
1948,5.979538286737807e-07,4.1313175103141475e-08
1949,4.58454280760634e-07,3.6322930441201606e-08
1950,5.253868380350468e-07,3.19060831088791e-08
1951,5.160118234925903e-07,3.0918066329377325e-08
1952,4.2284662526981265e-07,3.268889159357968e-08
1953,4.438816745278018e-07,4.417269394707546e-08
1954,4.387868841604359e-07,4.29991580119804e-08
1955,4.270451654520002e-07,4.598947711542678e-08
1956,4.848954517910897e-07,5.319896345667985e-08
1957,4.3645087544064154e-07,2.6505112771246786e-08
1958,3.6894206800752727e-07,2.0680609225109947e-08
1959,4.1156471297654207e-07,2.2477168570844697e-08
1960,4.4846999003311794e-07,4.15249985508126e-08
1961,5.190274805499939e-07,4.516303420132317e-08
1962,4.724757616259012e-07,3.297817485758969e-08
1963,4.6749565285608696e-07,4.2029345337368795e-08
1964,4.6055640723352553e-07,4.319617374903828e-08
1965,4.377634752472659e-07,2.4624196015565758e-08
1966,4.4811113752984966e-07,2.658755882123387e-08
1967,4.609863708537887e-07,3.254021407883556e-08
1968,5.048351567893405e-07,4.8058151236318736e-08
1969,4.2374600184302835e-07,3.270065462857019e-08
1970,4.566533959859953e-07,3.49503110896876e-08
1971,3.828106116543495e-07,3.44272628183262e-08
1972,3.8219593534449814e-07,3.026786643545165e-08
1973,4.0907971765591356e-07,2.866866033457427e-08
1974,3.3472150562374736e-07,3.2628314272642456e-08
1975,3.786711317843583e-07,3.484002775167028e-08
1976,3.2567103858127666e-07,4.285145038807059e-08
1977,3.6083440591028193e-07,2.4682483612537e-08
1978,4.02772087682024e-07,2.9108898402796513e-08
1979,3.815486593339301e-07,2.1652301285257636e-08
1980,3.769254988128523e-07,3.1268328370970266e-08
1981,3.409471105442208e-07,2.6567308353264707e-08
1982,3.7803690133841883e-07,2.483000827169235e-08
1983,3.069243632580765e-07,3.031351525351056e-08
1984,3.224248814603925e-07,3.827345551599137e-08
1985,2.887467758228013e-07,2.3460676956688076e-08
1986,3.464812721176713e-07,1.978180286243969e-08
1987,2.6582054601931304e-07,1.9554613928107756e-08
1988,2.782400940759544e-07,1.798966131616453e-08
1989,3.5014218724427337e-07,4.280735410588932e-08
1990,2.9204770157775783e-07,1.961514328741032e-08
1991,3.1476068329538975e-07,2.6962739596569918e-08
1992,2.6668129748941283e-07,2.0937788391961476e-08
1993,2.514800030439801e-07,2.4926434250005514e-08
1994,2.89593458546733e-07,2.162719958676007e-08
1995,2.624466333145392e-07,1.626735190995987e-08
1996,2.615665266603173e-07,2.4555223632205525e-08
1997,2.3399084625452815e-07,1.965906726297817e-08
1998,2.574789732534555e-07,2.765514928171342e-08
1999,2.705559154492221e-07,2.6507166239753133e-08
2000,2.531532174998574e-07,2.2973763336153752e-08
2001,2.6550142706582847e-07,2.6725391677473453e-08
2002,2.7119762080474175e-07,2.6725450297249154e-08
2003,2.3584783548358246e-07,3.62522278862798e-08
2004,2.6869227554016106e-07,2.4666830356068203e-08
2005,2.2653860298760264e-07,3.422849559342467e-08
2006,2.915465984187904e-07,2.182481573242967e-08
2007,2.959909295441321e-07,2.915970043204652e-08
2008,2.856741900814086e-07,2.8950589481269162e-08
2009,2.827538025940157e-07,3.528462499957641e-08
2010,3.420026075673377e-07,3.070465481869178e-08
2011,3.1547767775919056e-07,3.4415748473293206e-08
2012,4.1804221950769715e-07,4.595741032176193e-08
2013,4.5239607970870566e-07,4.741512427131056e-08
2014,4.683857923737378e-07,4.049382340554075e-08
2015,4.716872581411735e-07,5.1646207310795944e-08
2016,5.165921947991592e-07,4.8676490393972927e-08
2017,4.180946007181774e-07,4.125602615090429e-08
2018,4.7679691306257155e-07,4.4917520369835984e-08
2019,4.425963879839401e-07,4.081580584625044e-08
