year,trois_DET eaux_NOUN
1946,1.3921104269343232e-08
1947,2.8610090296865565e-08
1948,1.0871888278529696e-08
1949,1.3743811422273211e-08
1950,1.70165788127008e-08
1951,1.0661401539380222e-08
1952,1.7926167217297007e-08
1953,1.185120990232491e-08
1954,1.2704296725729591e-08
1955,4.6928039232341234e-09
1956,2.8779767013986657e-08
1957,2.47381048978923e-08
1958,1.8198935247681902e-08
1959,1.705164498488898e-08
1960,9.689166802218097e-09
1961,8.33779090214648e-09
1962,1.268391242037481e-08
1963,2.392439713005956e-08
1964,1.0951143103454797e-08
1965,1.860494691641179e-08
1966,1.1632056873267516e-08
1967,1.4791006530678885e-08
1968,1.7067379731727783e-08
1969,1.0446042669753908e-08
1970,1.655541059797372e-08
1971,2.6719667811647696e-08
1972,1.8468529372484e-08
1973,1.0475087075523248e-08
1974,1.2938814686336286e-08
1975,2.1703624231150798e-08
1976,1.142705374768127e-08
1977,2.8796231177352638e-08
1978,1.8415833413776284e-08
1979,2.0481905949054635e-08
1980,1.8192481354706302e-08
1981,3.09951919685858e-08
1982,1.8622506647858472e-08
1983,2.084054306905614e-08
1984,1.681712458179163e-08
1985,3.128090220183566e-08
1986,1.3187867908825979e-08
1987,2.077677729861449e-08
1988,1.798966176025374e-08
1989,1.8659615408367358e-08
1990,1.9070277801347402e-08
1991,2.2859715009815318e-08
1992,1.1019888224161889e-08
1993,2.4926434250005514e-08
1994,2.215469208088905e-08
1995,1.8436332793747567e-08
1996,1.3345230698291743e-08
1997,8.151320618488e-09
1998,1.8118891276230897e-08
1999,1.1882523187622951e-08
2000,1.6788519130450652e-08
2001,1.8401088985875447e-08
2002,1.2267419968736704e-08
2003,1.750107614384433e-08
2004,1.3214373428827031e-08
2005,1.0808999029165989e-08
2006,1.4412614657288714e-08
2007,1.2382886716011399e-08
2008,1.0217855089811323e-08
2009,1.1443661795951243e-08
2010,1.1809482836078189e-08
2011,6.1183551280930004e-09
2012,7.829781378809741e-09
2013,6.972812605088308e-09
2014,9.311414264634443e-09
2015,7.536356427806368e-09
2016,7.45682449121432e-09
2017,4.528100561174142e-09
2018,7.48625367252842e-09
2019,5.35707450621814e-09
