year,ces_DET ans_NOUN,ces_DET champs_NOUN
1862,2.2589932147099034e-08,6.257411095944576e-07
1863,1.1487627959994029e-08,6.502996381385628e-07
1864,1.5343129544653777e-08,6.314656486594572e-07
1865,8.943004337069738e-09,5.426991309676055e-07
1866,3.1139921974343565e-08,6.558846052939771e-07
1867,1.4073153309368536e-08,5.789404031730783e-07
1868,3.210918098073279e-08,5.537599072624744e-07
1869,2.8324410261681976e-08,6.10928228894636e-07
1870,1.1468097138589428e-08,5.797123066031418e-07
1871,7.434823867669138e-09,6.903765292776143e-07
1872,7.861540973763681e-09,6.125954969959935e-07
1873,6.824045062359119e-08,6.213472891758443e-07
1874,7.766991494406739e-09,6.291263456859042e-07
1875,1.77367336373635e-08,5.452615425838303e-07
1876,4.111290130559553e-08,6.336223332681357e-07
1877,2.72131899237138e-08,6.790928077649028e-07
1878,1.2078177291652281e-08,5.459336183122332e-07
1879,1.8938908663557186e-08,4.6675244158578266e-07
1880,1.8611754359909582e-08,6.417846440953667e-07
1881,1.812851979643426e-08,5.055068026393883e-07
1882,1.4641846846075168e-08,6.262717562321996e-07
1883,1.2638677882037541e-08,5.31456391117402e-07
1884,1.1222884843675729e-08,5.24834915083261e-07
1885,1.2246707925545053e-08,6.007332233881613e-07
1886,1.6133659463957173e-08,6.001721546411432e-07
1887,1.697520390919749e-08,7.56049481687171e-07
1888,1.7119659467823567e-08,6.518151729473232e-07
1889,7.518164202302557e-09,6.277666839693552e-07
1890,1.9007721174801873e-08,5.564674032676464e-07
1891,3.505821055682645e-08,5.590190879090073e-07
1892,2.1312941633766513e-08,6.067919846586278e-07
1893,1.3548516419881196e-08,5.801228528667934e-07
1894,1.5123694296903523e-08,5.866732983861311e-07
1895,1.2037228547256973e-08,5.705646630715933e-07
1896,9.435246306477296e-09,6.197777446814712e-07
1897,7.574727733938857e-09,5.581991446845791e-07
1898,1.018503881233812e-08,6.326040979942604e-07
1899,1.1055156790007459e-08,5.748681655148857e-07
1900,1.7130475371551768e-08,6.800279344076898e-07
1901,5.588739082629246e-09,6.069370757089132e-07
1902,1.2766738111125164e-08,5.470056274603508e-07
1903,6.48026410310365e-09,6.485664583166795e-07
1904,6.987012746151322e-09,6.31518488170002e-07
1905,8.257214467732865e-09,6.6264144837902e-07
1906,5.658602919567102e-09,6.296481789291875e-07
1907,8.228549175370858e-09,6.104554812758067e-07
1908,9.822778146428846e-09,5.977160197900844e-07
1909,5.500983557560346e-09,6.128095710877801e-07
1910,1.2825962070195374e-08,7.139785198617687e-07
1911,1.276889838308648e-08,6.794117632935581e-07
1912,6.772247596043002e-09,6.173164388556529e-07
1913,4.772690798127144e-09,6.209801153289618e-07
1914,4.68772043404897e-09,6.790497995012856e-07
1915,1.64930663570928e-08,8.953379120324456e-07
1916,1.3184954461564757e-08,9.064656261159598e-07
1917,1.644963654179321e-08,9.200829929056908e-07
1918,3.2161855401113826e-08,9.269505838460645e-07
1919,2.0257266697409904e-08,7.449149173055503e-07
1920,5.300562211374427e-09,6.618130523605714e-07
1921,2.7261891411001216e-08,5.649269576579741e-07
1922,2.5084979815570563e-08,6.463071340334636e-07
1923,3.3971033541746465e-08,7.038373408541077e-07
1924,3.222906141964188e-08,6.974368904621997e-07
1925,1.8696902470694e-08,6.016003197828468e-07
1926,1.560459417238036e-08,5.606507365030211e-07
1927,1.783875902550136e-08,6.042879796552825e-07
1928,9.140832757381645e-09,5.038884038910396e-07
1929,3.119313785049371e-08,5.570203178706379e-07
1930,1.4705044848462023e-08,5.955542956570525e-07
1931,2.0529641986399838e-08,5.622840797414597e-07
1932,2.1919073223131136e-08,5.742797277719092e-07
1933,1.1470662197865522e-08,6.813573136810191e-07
1934,1.1981580172459871e-08,5.667287332755677e-07
1935,1.4361940969820353e-08,6.881763319199763e-07
1936,2.667437293268904e-08,5.650117191891013e-07
1937,8.813782592653752e-09,5.980781176972982e-07
1938,1.555825723809079e-08,6.378885464286554e-07
1939,1.988226649984881e-08,5.4599760179741e-07
1940,2.2822046030768206e-08,7.810211561931624e-07
1941,8.854508237732261e-09,7.172151090806267e-07
1942,2.730790527039062e-08,6.068423559213443e-07
1943,3.774205858952939e-08,6.619376557992496e-07
1944,2.2492303131116387e-08,8.000833506827121e-07
1945,1.9606536838523425e-08,7.84261473540937e-07
1946,1.6705325123211878e-08,6.194891515320933e-07
1947,2.0265480182857232e-08,6.49687489584494e-07
1948,1.848220909650422e-08,6.033897896884355e-07
1949,6.8719057111366055e-09,5.634962558787038e-07
1950,1.4889506072535141e-08,6.785360655570116e-07
1951,1.2793682113709792e-08,6.151628939576881e-07
1952,1.0544804140977249e-08,5.430574123721499e-07
1953,4.3095309543161875e-09,5.559294802282011e-07
1954,7.818028890937967e-09,6.273968038428279e-07
1955,1.1262729859851106e-08,6.091259425744511e-07
1956,1.3081711935925e-08,6.340270157778605e-07
1957,7.068030161150318e-09,6.440742286173418e-07
1958,1.2408365446248126e-08,5.807115153189102e-07
1959,1.6276571201956358e-08,5.944823477932459e-07
1960,1.5917916984520275e-08,5.986521003364942e-07
1961,1.04222386276831e-08,5.732231329602655e-07
1962,1.0781325554543031e-08,5.612631381879396e-07
1963,1.099229041123806e-08,6.155682603647961e-07
1964,6.69236516204208e-09,5.335640103076855e-07
1965,1.2038495422750373e-08,5.154664912687679e-07
1966,8.862519385033352e-09,5.605543709208405e-07
1967,1.3804939524852955e-08,5.586070273011501e-07
1968,2.7846778827278484e-08,5.344784765881627e-07
1969,1.2262746040825334e-08,4.777929127897096e-07
1970,1.4715919871566285e-08,4.796470203238812e-07
1971,2.3122787906615372e-08,5.410732502042492e-07
1972,1.0260293503705498e-08,4.6940844722342945e-07
1973,1.0475086797967492e-08,5.463584913378838e-07
1974,7.875800345225059e-09,4.680475669260886e-07
1975,8.567220266542108e-09,4.889027107601862e-07
1976,6.8562320265641574e-09,5.233590494313489e-07
1977,8.227494963097826e-09,5.324364416026128e-07
1978,8.910887139279566e-09,4.73465122219352e-07
1979,1.1118749476679568e-08,4.476759629667981e-07
1980,1.0801786243241907e-08,5.025673157632582e-07
1981,1.3283654287654656e-08,5.193276217951848e-07
1982,2.483000915987077e-09,5.114981997955681e-07
1983,6.315316158911344e-09,4.888054574436751e-07
1984,7.538711266352749e-09,5.155318589800117e-07
1985,1.0828004826102244e-08,5.305722172721516e-07
1986,1.019062523255343e-08,5.323103233756399e-07
1987,9.166225667378569e-09,5.175862001216558e-07
1988,7.195864348830128e-09,5.588788161148273e-07
1989,6.0369343968247335e-09,4.988702961838953e-07
1990,7.628111586832631e-09,5.154423758924054e-07
1991,9.37834432335194e-09,5.398409625989586e-07
1992,9.366905251440016e-09,5.476884519239889e-07
1993,4.985286850001103e-09,5.035139523101861e-07
1994,7.3848970827405935e-09,4.7105094491683985e-07
1995,6.506941097050856e-09,5.568857224247381e-07
1996,8.540947504798169e-09,4.985778216948233e-07
1997,9.589788629860152e-09,5.341512494538847e-07
1998,5.244941925219848e-09,5.559638567298464e-07
1999,8.683382124452521e-09,5.57107508569743e-07
2000,5.743440834038438e-09,5.288383704282751e-07
2001,3.94309060403053e-09,5.840155501424249e-07
2002,3.066854992184176e-09,6.046085601063567e-07
2003,6.667076501987168e-09,5.550341457549735e-07
2004,7.047666006343434e-09,6.087421562384066e-07
2005,1.0808999362232896e-08,5.706250476578134e-07
2006,7.41220168576362e-09,5.913289982117931e-07
2007,6.7906151812735516e-09,6.287310725383577e-07
2008,7.663391587975354e-09,5.415463295577183e-07
2009,9.059566208335923e-09,6.007922417339273e-07
2010,8.0304479732618e-09,5.951979042961852e-07
2011,5.353560678100777e-09,6.389857447608449e-07
2012,5.446804396402882e-09,6.066378528402083e-07
2013,1.1435412616833673e-08,5.734440842175559e-07
2014,6.929424548052232e-09,5.961470561643978e-07
2015,5.541438599654391e-09,5.820726753924532e-07
2016,9.528164313099552e-09,6.317586880300041e-07
2017,9.307761950072546e-09,5.35322083550227e-07
2018,7.744400343234759e-09,5.720530067421237e-07
2019,3.5713829116268414e-09,5.204015138815521e-07
