year,ses_DET ans_NOUN,ses_DET chants_NOUN
1853,8.300985521181303e-08,1.061809433267058e-06
1854,1.080698244226852e-07,1.0874526275017615e-06
1855,1.0189318899733735e-07,1.20573607276242e-06
1856,1.2942973603990993e-07,1.0074810248283939e-06
1857,1.9818926455528185e-07,1.4576185947134945e-06
1858,1.1255455079073329e-07,1.4132935994837226e-06
1859,1.217029423905558e-07,1.652919440431333e-06
1860,1.1580275360856263e-07,1.3566773446882507e-06
1861,8.677372975718356e-08,1.2808557254828656e-06
1862,9.894390129439046e-08,1.2722649582741496e-06
1863,1.0538649997116067e-07,1.1687412424521426e-06
1864,1.1699136004406085e-07,1.0136054982012865e-06
1865,8.425251252219823e-08,1.1720042270013664e-06
1866,1.1093597684919132e-07,1.0397814822482587e-06
1867,9.899735431417866e-08,9.977380486247966e-07
1868,8.842374432660449e-08,1.0566391051014534e-06
1869,8.497323022993442e-08,9.444726281060412e-07
1870,8.601073497871425e-08,1.0372894259091936e-06
1871,7.965882775629041e-08,7.317990959876397e-07
1872,7.498700549390946e-08,9.439896633267608e-07
1873,9.098726883038921e-08,9.493803361237951e-07
1874,7.528007572865647e-08,8.029874880577381e-07
1875,9.669380807153516e-08,8.610898589722638e-07
1876,9.915464427301401e-08,1.0441467637178903e-06
1877,1.063788335198268e-07,8.497937198370664e-07
1878,1.0568405106603507e-07,9.022398437252832e-07
1879,1.2951769345903585e-07,7.862701334460098e-07
1880,8.407378460084658e-08,9.145430848178648e-07
1881,7.181682448731408e-08,8.408843896745566e-07
1882,6.122954476772691e-08,7.434065238953735e-07
1883,6.066565261253487e-08,7.507374668591638e-07
1884,6.139578090369469e-08,7.17604486055734e-07
1885,5.41433392009516e-08,5.749506977181795e-07
1886,6.195325363833604e-08,7.253693219411161e-07
1887,5.353718296463583e-08,6.672560779463765e-07
1888,6.213802317134309e-08,6.093330728873525e-07
1889,6.82899904402845e-08,7.944193622932971e-07
1890,4.653614471550327e-08,5.977600636697389e-07
1891,5.2268602779292905e-08,6.865034851699647e-07
1892,4.8894397863818995e-08,5.547633641356242e-07
1893,3.879802479289651e-08,5.160752962751758e-07
1894,5.9234470217717217e-08,6.37085600274645e-07
1895,2.6481904225050812e-08,6.722792527114052e-07
1896,4.776593365285464e-08,5.513722332040061e-07
1897,3.845631113552628e-08,5.034280432525406e-07
1898,3.791097891170381e-08,6.439207584918449e-07
1899,5.030096339453394e-08,5.68787802635029e-07
1900,4.568126776849368e-08,5.310447228623616e-07
1901,7.041810740071597e-08,5.024276337195488e-07
1902,4.9593866791042274e-08,4.4879994831603653e-07
1903,5.238213796054936e-08,4.91420053094771e-07
1904,5.4283715300584845e-08,4.923156584624166e-07
1905,5.47040444054403e-08,5.61490609563009e-07
1906,5.247068113334308e-08,4.964138042851118e-07
1907,5.914269740614486e-08,5.379414211859057e-07
1908,4.71493368792153e-08,5.235540658787841e-07
1909,5.005894987419879e-08,7.151278502703917e-07
1910,4.2753206530576904e-08,5.680831947074694e-07
1911,5.5863928927202267e-08,5.102238773702084e-07
1912,5.5219864347755276e-08,6.824341660660593e-07
1913,4.984810397790085e-08,6.289345968468751e-07
1914,7.500352927625187e-08,5.685535313659784e-07
1915,4.1232666947443875e-08,4.830112398934716e-07
1916,4.6147340837521256e-08,4.4828844192323913e-07
1917,3.947912841084644e-08,6.338593365740053e-07
1918,1.1026920887502456e-07,4.835764428889888e-07
1919,8.471220486194753e-08,5.285305082480818e-07
1920,4.391894581345923e-08,6.027496652905029e-07
1921,5.300923133777502e-08,6.277807731436269e-07
1922,6.861480361664007e-08,6.920503636820285e-07
1923,9.342034656967257e-08,6.624351378547999e-07
1924,7.606058605169608e-08,6.845452560355625e-07
1925,7.478760966073139e-08,5.774043501105552e-07
1926,5.684530801630672e-08,5.81828439649712e-07
1927,5.6861046204836896e-08,6.031730475086761e-07
1928,4.798937336403242e-08,6.604251616693091e-07
1929,6.57283965033173e-08,5.982397963677499e-07
1930,4.20144132817768e-08,5.73496759415093e-07
1931,4.5621425748265665e-08,5.7026785604819e-07
1932,5.58936368300067e-08,5.107143978833051e-07
1933,1.835305885045102e-08,5.276504708717766e-07
1934,2.516131836216573e-08,4.301387246385957e-07
1935,5.0266793394371234e-08,5.337854815934406e-07
1936,6.304851440930292e-08,5.540994489905415e-07
1937,2.3923124259361828e-08,4.5076202681570976e-07
1938,1.1409389033545381e-07,4.965677184998185e-07
1939,7.188203721142372e-08,4.052923525676988e-07
1940,2.02862628917444e-08,3.6515273471593446e-07
1941,4.7224041566096275e-08,4.0435586079468067e-07
1942,5.765002231150618e-08,5.856028444384265e-07
1943,5.2258234184421326e-08,4.151626482595816e-07
1944,4.4984606262232774e-08,5.141097769723046e-07
1945,3.267756065739036e-08,4.6402135467360495e-07
1946,3.897909195416105e-08,5.568441672210156e-07
1947,3.4570525775379224e-08,5.56704685905629e-07
1948,4.892349725338363e-08,5.240249940641206e-07
1949,2.846932456446183e-08,4.358751564126351e-07
1950,1.0635361658017928e-07,4.105249651331633e-07
1951,4.797630914765705e-08,4.168608160881604e-07
1952,1.5817205323287453e-08,3.7855846723999775e-07
1953,2.801195131407752e-08,4.0186376892847875e-07
1954,3.518112912104243e-08,4.4855939762555863e-07
1955,1.6894094123642844e-08,4.439392533583941e-07
1956,4.622205040938354e-08,4.3867342647274654e-07
1957,2.738861626383482e-08,3.560520083212282e-07
1958,4.797901348441158e-08,3.937588015645588e-07
1959,5.968075811324525e-08,4.014887506897935e-07
1960,3.045166724335857e-08,4.297837623568057e-07
1961,5.2111194193127375e-08,3.3490126227775363e-07
1962,4.122271529682919e-08,3.7227283655738574e-07
1963,3.9442925370281046e-08,4.5133051074230934e-07
1964,5.718930329301486e-08,4.197938121563993e-07
1965,7.387258760260806e-08,4.700485281006195e-07
1966,5.040558159752351e-08,4.292782875836565e-07
1967,7.247593147852172e-08,4.659167220921745e-07
1968,8.623518454875523e-08,7.312024994376998e-07
1969,4.678010531722343e-08,3.79690948903999e-07
1970,4.2768142805016396e-08,4.354992659827417e-07
1971,5.6008531923446014e-08,4.74274090223048e-07
1972,2.9241836674298582e-08,6.151046001434679e-07
1973,5.6785999680286636e-08,4.691736528172896e-07
1974,3.0378086990356934e-08,3.6003659698025103e-07
1975,3.712462071092659e-08,3.3469274995923115e-07
1976,3.542386795007957e-08,3.0338827006204383e-07
1977,3.64360481786008e-08,3.138201511987404e-07
1978,3.3861370818399905e-08,3.950493123738852e-07
1979,2.6333880187578984e-08,3.1893255325599057e-07
1980,1.8760996423061727e-08,3.6384963664204406e-07
1981,2.024175771442316e-08,3.1817514933862867e-07
1982,4.03487647737677e-08,3.5196537151449547e-07
1983,1.4525227021167098e-08,3.3155409973062433e-07
1984,2.3775934665515308e-08,3.102469676719011e-07
1985,1.9249785432329247e-08,2.917545725011905e-07
1986,2.2179595993154777e-08,3.7945092756785925e-07
1987,3.1165165836899433e-08,3.1409597411879986e-07
1988,3.717863328311921e-08,2.9143252344709936e-07
1989,2.2501301488730974e-08,2.7330847185425e-07
1990,2.3429198747759727e-08,3.192909572291569e-07
1991,2.285971378856999e-08,3.393788370331663e-07
1992,2.975369950419804e-08,3.4988144559378043e-07
1993,2.8249958761161764e-08,3.4841615015324123e-07
1994,3.481451560372051e-08,3.37067797673285e-07
1995,3.633042044981494e-08,3.589662398439941e-07
1996,3.20285515886809e-08,3.346983881158394e-07
1997,2.3494983403260505e-08,3.6297352323799714e-07
1998,3.337690390736725e-08,3.886025261579107e-07
1999,3.427650954734851e-08,3.299685111812778e-07
2000,2.9600811024543816e-08,3.7553268406043117e-07
2001,2.716351391041094e-08,3.601355977878029e-07
2002,4.3812214689520346e-08,3.8335688934409973e-07
2003,1.833446089394286e-08,3.5335505454980876e-07
2004,2.026204010130428e-08,3.3035935054215315e-07
2005,3.7831496380036356e-08,3.792157041715427e-07
2006,2.141302812841417e-08,3.257251020016838e-07
2007,2.3567429258131156e-08,3.351368240700481e-07
2008,1.6604014163590364e-08,3.401694383953213e-07
2009,3.0516430937765904e-08,3.466475844149386e-07
2010,2.2201827765133686e-08,2.683114459500757e-07
2011,1.4913490886669933e-08,3.2159603424730676e-07
2012,1.8723389366703813e-08,2.862976646866855e-07
2013,2.036061236276865e-08,3.0736157619060123e-07
2014,2.0138640005606945e-08,3.460381350350872e-07
2015,1.994917830927534e-08,3.7061139845917523e-07
2016,3.2934305949083864e-08,4.612874402454281e-07
2017,1.2829617646037406e-08,2.830062770797781e-07
2018,1.6779534151023512e-08,3.219088888783972e-07
2019,1.836711227554133e-08,3.4591393482941157e-07
