year,leurs_DET airs_NOUN,leurs_DET chères_ADJ
1850,4.8880770542325536e-08,2.7155984128057753e-08
1851,4.6435958633850305e-08,2.0638204034639784e-08
1852,1.6211258824228025e-07,2.278690836021724e-08
1853,9.73424918448984e-08,3.702597695109944e-08
1854,9.248282384355377e-08,2.5978321716024766e-08
1855,1.1356845419641104e-07,3.131092896069276e-08
1856,1.1027413204800496e-07,3.158085348786699e-08
1857,1.0007093553809909e-07,2.7336451324799782e-08
1858,1.04235298392652e-07,4.8447393652395476e-08
1859,1.2883198241553373e-07,4.7357211485632433e-08
1860,9.566314140840859e-08,3.707518914097818e-08
1861,7.969978632615948e-08,2.5937801240161207e-08
1862,7.861296413835817e-08,4.517986340601965e-08
1863,7.841554694465458e-08,4.744889636754124e-08
1864,1.0212770273909655e-07,3.452204211384924e-08
1865,1.0119715088130476e-07,5.17752880568878e-08
1866,9.244664234131506e-08,6.082016312802807e-08
1867,9.268870115874961e-08,5.046923945428716e-08
1868,1.0620729096189052e-07,4.198892966655876e-08
1869,1.8215526154108375e-07,4.541672637969896e-08
1870,9.518521082441112e-08,4.529898589566983e-08
1871,6.266494922968491e-08,5.523012092112367e-08
1872,9.494322972258828e-08,8.526748729309475e-08
1873,7.72194583831265e-08,2.6937019725892242e-08
1874,1.0276327522262818e-07,3.764003864148435e-08
1875,7.895707676564001e-08,4.520006413599731e-08
1876,8.94810217033637e-08,3.688068872520489e-08
1877,7.792867950939808e-08,4.391219476929109e-08
1878,1.0266450534146543e-07,6.401433694236403e-08
1879,1.1118971743329098e-07,3.29903571127943e-08
1880,8.086486347202992e-08,3.529815373326528e-08
1881,1.0737661404469634e-07,4.5321300490286376e-08
1882,1.118104702158007e-07,4.5256619785050134e-08
1883,1.1438003311159406e-07,2.274962085380139e-08
1884,1.181703774832954e-07,3.234831424947515e-08
1885,8.572695131547903e-08,3.0294486919046903e-08
1886,9.873799999837729e-08,5.0337018109303244e-08
1887,9.989254978748363e-08,5.876032105334161e-08
1888,7.735549889531512e-08,4.628648753168818e-08
1889,8.833842990441099e-08,3.947036120166558e-08
1890,8.061895417910137e-08,3.867087983167039e-08
1891,8.732681422429778e-08,4.206985337873448e-08
1892,1.0029619978979554e-07,6.205826963423533e-08
1893,9.9766346517427e-08,5.2962381147381166e-08
1894,9.830401559440816e-08,4.348062176973144e-08
1895,9.328852534906673e-08,4.634333095054899e-08
1896,1.0083919566028499e-07,4.8945342001616154e-08
1897,9.905413378419325e-08,5.535378022614168e-08
1898,9.73237049839426e-08,6.507108452069588e-08
1899,8.954677177541726e-08,3.924580482816964e-08
1900,5.5544270072260815e-08,3.633737222230593e-08
1901,6.482937253693422e-08,4.8622027293276915e-08
1902,7.46363142400952e-08,2.7006560543441083e-08
1903,9.342380824506336e-08,5.34621804604285e-08
1904,7.954445280233813e-08,6.019580212068831e-08
1905,5.728442398211797e-08,4.5930754311029887e-08
1906,1.0751345680404256e-07,5.7100447037328195e-08
1907,7.611408170404843e-08,3.754275823553144e-08
1908,8.74227243929937e-08,5.746325371092098e-08
1909,9.131632561221181e-08,4.8408654862441836e-08
1910,1.1115833142838483e-07,3.4202564336283103e-08
1911,8.086969005560718e-08,4.362706818028528e-08
1912,8.439262089154909e-08,3.80287765722187e-08
1913,1.198475674257793e-07,4.454511426388308e-08
1914,1.0112083170810138e-07,6.161004506566314e-08
1915,6.832842192050492e-08,6.243804051564439e-08
1916,9.998590799753515e-08,5.0542325880087446e-08
1917,6.68951898319392e-08,6.470190072604964e-08
1918,8.155327257952649e-08,3.2161853624756986e-08
1919,1.2798909510003398e-07,7.734592344377234e-08
1920,1.0979736009275598e-07,5.83061847692079e-08
1921,8.405749696294151e-08,5.14946840723951e-08
1922,1.2690049133734504e-07,3.541408943874558e-08
1923,9.554353530560888e-08,2.229349149729387e-08
1924,1.0055467192238154e-07,5.1566498626698376e-08
1925,8.908524051776112e-08,4.8391981977147225e-08
1926,1.0811754602713108e-07,5.015762383209221e-08
1927,1.0703256236865855e-07,5.686104742608222e-08
1928,9.940655920637198e-08,2.9707706517001498e-08
1929,1.2254447256943024e-07,2.0052731031228177e-08
1930,9.348207452575252e-08,2.941009036305786e-08
1931,1.1633463614657558e-07,3.763767608688795e-08
1932,8.110057425625428e-08,4.4934100884574946e-08
1933,5.7353312543639845e-08,2.523545639121494e-08
1934,7.308763727564838e-08,3.1152108448395666e-08
1935,8.138433482685059e-08,3.8298509252854274e-08
1936,8.123559069872499e-08,2.9099314957647948e-08
1937,6.547381470323188e-08,3.651424407280501e-08
1938,7.649476430060531e-08,2.2040865133021725e-08
1939,6.117620365841958e-08,3.211750509990452e-08
1940,6.085878911932241e-08,1.2678914806940611e-08
1941,1.6233264865661567e-07,5.017554371988808e-08
1942,7.58552971547033e-08,6.371844563091145e-08
1943,9.580676185727555e-08,3.4838823381733164e-08
1944,1.0603514510876266e-07,3.855823393905666e-08
1945,9.149717072887142e-08,3.485606470121638e-08
1946,9.744773166175946e-08,2.227376683094917e-08
1947,7.390940259810463e-08,2.0265479960812627e-08
1948,7.610321417494958e-08,1.7395020535104777e-08
1949,5.006674186347482e-08,1.2762110479513922e-08
1950,6.70027759941405e-08,3.084254984742074e-08
1951,8.742349344448286e-08,1.9190522948520083e-08
1952,5.588746121443222e-08,1.687168627029223e-08
1953,4.201792791480585e-08,2.5857186614075545e-08
1954,4.788542540268281e-08,3.0294863506696856e-08
1955,7.414630021074231e-08,1.9709776921672528e-08
1956,4.534993758298356e-08,3.226822542501395e-08
1957,6.714628852932947e-08,1.8553580005686854e-08
1958,6.038737820901474e-08,2.5643954515430778e-08
1959,9.998464456373313e-08,1.7826719656000023e-08
1960,8.304999910002664e-08,1.5225833038812198e-08
1961,7.087122311233429e-08,2.084447814354462e-08
1962,6.468795565872654e-08,1.5220695814832652e-08
1963,6.595373935880389e-08,2.7157422977097667e-08
1964,8.517555327713922e-08,2.251068309533366e-08
1965,6.730613089089843e-08,2.2435377999840966e-08
1966,9.637989828448212e-08,3.600398557068729e-08
1967,8.677390361810922e-08,2.7116845657815247e-08
1968,1.0420084683993025e-07,3.6829611360644776e-08
1969,6.358461177025099e-08,2.2708789515490935e-08
1970,8.921526339911168e-08,2.345349692234322e-08
1971,9.40326732035146e-08,3.134422499329048e-08
1972,8.259536166121961e-08,2.3085661382538092e-08
1973,6.615844849733321e-08,1.9847533394568018e-08
1974,5.5130603415776136e-08,2.81278591529599e-08
1975,6.682431896720686e-08,2.4559364319998167e-08
1976,4.97076848571254e-08,2.0568696967870892e-08
1977,4.583889934295371e-08,2.703319701424789e-08
1978,6.178215161689593e-08,2.7326720442033547e-08
1979,6.96384847564957e-08,1.462993370893173e-08
1980,5.742002096020826e-08,2.38776323158163e-08
1981,6.768338045581856e-08,2.909752794266751e-08
1982,5.959202153960064e-08,3.1037512115972277e-08
1983,7.830991677337806e-08,2.5892795463278162e-08
1984,7.19077029032178e-08,1.9716628330002095e-08
1985,6.015558084992989e-08,3.789801539255677e-08
1986,6.234264771087794e-08,3.6566362382473017e-08
1987,4.277571941102565e-08,2.5054349706010726e-08
1988,5.336932984434384e-08,2.278690480750356e-08
1989,7.134558510646372e-08,3.896566624916886e-08
1990,7.192219286800139e-08,2.9967580417178397e-08
1991,6.271768021592905e-08,2.8135033858234237e-08
1992,6.942529445774781e-08,2.975369817193041e-08
1993,5.705383482323967e-08,3.212740296021366e-08
1994,6.435410382366058e-08,3.639699386326356e-08
1995,6.235818617028599e-08,3.958389171998533e-08
1996,7.313186389801274e-08,2.3487604750016544e-08
1997,6.13746503619339e-08,2.8769367332870388e-08
1998,5.1018981039874234e-08,3.337690301918883e-08
1999,6.763897908435013e-08,3.153438754566196e-08
2000,7.554833558742757e-08,2.9159007652879154e-08
2001,7.97380550476845e-08,2.760163475556965e-08
2002,5.8270244962521645e-08,3.023042793870445e-08
2003,7.167107307637366e-08,2.8335076507346457e-08
2004,6.386947482006633e-08,3.523832958762796e-08
2005,8.737274237446968e-08,3.1526248278623825e-08
2006,1.037708292628281e-07,2.4295550460351478e-08
2007,6.950394615401478e-08,2.995859560428471e-08
2008,8.174284071849058e-08,3.7039725953036395e-08
2009,7.390698275600016e-08,3.576144536054926e-08
2010,8.644541260593996e-08,3.684558436134466e-08
2011,8.871615253536191e-08,3.4033352136475514e-08
2012,1.1472331484796428e-07,3.880847998516401e-08
2013,1.2160585427523074e-07,3.458514896692577e-08
2014,1.3663958675635968e-07,4.179309343044224e-08
2015,1.3365950124466508e-07,4.521813679048137e-08
2016,1.2863022025300097e-07,4.2669604738421185e-08
2017,1.0716504039720576e-07,3.647636503956164e-08
2018,1.20038200268624e-07,3.639868140226099e-08
2019,1.2168211460661382e-07,4.1070901346529354e-08
