year,nos_DET aises_NOUN,nos_DET chaises_NOUN
1850,1.3577992064028876e-08,3.326608055687075e-08
1851,1.1608989325395669e-08,3.418202609850596e-08
1852,4.231854688896419e-08,6.901177851403872e-08
1853,5.3747385209135246e-08,1.6721408258035808e-08
1854,6.078927583530458e-08,4.780011297889075e-08
1855,4.2455496895854594e-08,2.653468555990912e-08
1856,3.468716869292621e-08,1.1907535124588975e-08
1857,4.393358210563747e-08,2.4407546206361985e-08
1858,2.838332058274773e-08,2.8872689128434104e-08
1859,4.124660435422811e-08,1.2730433596175317e-08
1860,4.165237399433863e-08,4.165237399433863e-08
1861,3.159695793897299e-08,4.1500482161893615e-08
1862,4.201727321628823e-08,1.9427341513278407e-08
1863,3.596127129412707e-08,3.146611149418277e-08
1864,4.315254997777629e-08,3.1165731662063934e-08
1865,5.318734253023649e-08,3.247722446531043e-08
1866,4.184427027098536e-08,4.184427115916378e-08
1867,3.6396087921275466e-08,4.755755256269367e-08
1868,2.4699369660652337e-08,1.975949714960734e-08
1869,2.8324411260882698e-08,5.567211758261692e-08
1870,2.6376625328339287e-08,1.6055336615750093e-08
1871,2.442870794538976e-08,4.885741589077952e-08
1872,6.47065334646868e-08,4.112190699068208e-08
1873,2.573981916498269e-08,2.454261860407314e-08
1874,1.6131444624534197e-08,2.5093358835270863e-08
1875,5.778742462325681e-08,4.291145216939185e-08
1876,4.17175023414984e-08,1.934724735974669e-08
1877,4.08197848855707e-08,2.8450154232473324e-08
1878,4.1065803202400275e-08,3.804625947623208e-08
1879,3.5434087664043545e-08,1.8327975581655664e-08
1880,3.8507078414795615e-08,1.6686400927667933e-08
1881,2.4403776777148778e-08,6.2752567586699115e-09
1882,2.0631693686823382e-08,2.5956001792337702e-08
1883,2.7805091562527195e-08,3.033282658382319e-08
1884,2.772712726084592e-08,2.9047466654219534e-08
1885,1.8047780159236027e-08,3.867381448419138e-08
1886,2.5813855941692054e-08,3.355801325710672e-08
1887,4.243801043912754e-08,3.1991731541669566e-08
1888,1.5851536971922542e-08,1.9655905347804037e-08
1889,1.566284169030041e-08,2.694008721659813e-08
1890,1.9007721618891082e-08,4.522526708683472e-08
1891,1.9122660788184476e-08,2.677172439291553e-08
1892,2.7581453565517222e-08,2.507404928131507e-08
1893,2.155445777418663e-08,3.571881679320654e-08
1894,4.0329851458409394e-08,2.898708117982096e-08
1895,3.009307292245467e-08,4.814891552129552e-08
1896,1.3563166589847242e-08,3.3613066108273415e-08
1897,2.9133568446582103e-08,4.836172351474488e-08
1898,3.168678830434146e-08,7.582195327149321e-08
1899,4.366786754417262e-08,5.472302611053692e-08
1900,2.1283318218934255e-08,4.77576902468968e-08
1901,1.7325090695408107e-08,3.185581232134638e-08
1902,2.897067474805226e-08,2.2587305192889318e-08
1903,1.7280704867062013e-08,3.240132318005351e-08
1904,2.0961039126632386e-08,2.042357660769767e-08
1905,2.167518786677647e-08,3.4061010012464976e-08
1906,2.211999294843281e-08,3.600929154856658e-08
1907,1.7485668024619372e-08,3.445705232252294e-08
1908,2.161011281032188e-08,3.3397445697858075e-08
1909,3.190570296851547e-08,4.1257375293923815e-08
1910,3.954671612405036e-08,3.4202565779573035e-08
1911,3.1922244403403965e-08,3.298631845449762e-08
1912,1.6670147928721235e-08,2.5005221004903433e-08
1913,3.234823608977422e-08,2.121195802340381e-08
1914,3.616241528447972e-08,2.343860305842327e-08
1915,3.2986132936230206e-08,2.4739600590351074e-08
1916,6.152978926365904e-08,4.1752354906776645e-08
1917,6.031533672512523e-08,3.070598708632133e-08
1918,2.412139110674616e-08,2.756730310693456e-08
1919,4.6960025201769895e-08,5.340552100552287e-08
1920,2.8774479687854182e-08,3.9375604554692245e-08
1921,2.3475516641724425e-08,2.7261890522822796e-08
1922,3.7627472693202435e-08,2.951174282728175e-08
1923,2.441668023323018e-08,2.9724654737606215e-08
1924,2.5783249313349188e-08,3.2229060309418855e-08
1925,2.639562701745035e-08,2.639562701745035e-08
1926,1.3375366592072169e-08,2.229227646921572e-08
1927,2.2298449309232637e-08,4.794166685861967e-08
1928,1.7139061725401916e-08,3.884854038460617e-08
1929,1.2254447234738564e-08,5.23599084090165e-08
1930,1.575540586884472e-08,2.7309368988426286e-08
1931,3.877821086462063e-08,4.44808918587114e-08
1932,1.0959536389520963e-08,1.8631212128639163e-08
1933,1.3764794637438627e-08,3.326492148403304e-08
1934,2.156684431042777e-08,3.474658250013363e-08
1935,7.180970484910176e-09,3.2314365405738954e-08
1936,2.182448710641438e-08,1.4549657034734764e-08
1937,1.7627565185307503e-08,2.5182236629284205e-08
1938,9.075650453382877e-09,2.9819993030422154e-08
1939,1.8352860564618823e-08,2.4470480752825097e-08
1940,1.7750480196809804e-08,1.0143131667916805e-08
1941,1.7709016475464523e-08,6.198155233505531e-08
1942,3.3376331032286544e-08,3.3376331032286544e-08
1943,2.9032351633873077e-08,2.6129117092210663e-08
1944,1.6065930807940276e-08,5.46241629706401e-08
1945,3.0499055725385915e-08,4.35700817646989e-08
1946,5.568441707737293e-08,3.897909373051789e-08
1947,1.7881307101674793e-08,5.006765979587158e-08
1948,2.391815279167986e-08,4.8923493922714556e-08
1949,2.7487622844546422e-08,2.7487623288635632e-08
1950,1.701657836861159e-08,3.6160228367165814e-08
1951,1.3859822622919182e-08,2.4521223385143287e-08
1952,1.687168627029223e-08,3.268889159357968e-08
1953,7.54167928107563e-09,2.693456935265459e-08
1954,1.4658803948464083e-08,5.374894995746615e-08
1955,1.6894095011821264e-08,2.627970285828951e-08
1956,1.657016923672927e-08,4.098936656760088e-08
1957,1.3252556385623393e-08,1.9437083054185678e-08
1958,1.2408365002158916e-08,3.2261748661444045e-08
1959,1.705164542897819e-08,2.7902692267822715e-08
1960,2.422291700554524e-08,3.4604165088936156e-08
1961,1.80652133252579e-08,2.7097821930777144e-08
1962,1.0147130247162295e-08,3.488076105728766e-08
1963,1.6165133231993423e-08,2.069137117199915e-08
1964,2.7377858202726202e-08,3.589541464066315e-08
1965,1.094408652591028e-08,2.5171399187229326e-08
1966,1.8278946356531378e-08,2.991100300775429e-08
1967,1.2818872185960117e-08,2.5637745149076352e-08
1968,1.8414805680322388e-08,4.2219310159019585e-08
1969,1.7712855182594467e-08,2.8613074576355757e-08
1970,9.657322941336588e-09,2.2993624781975086e-08
1971,1.3873672877195986e-08,2.3122789238883e-08
1972,2.1033601527165047e-08,2.8728821543921867e-08
1973,1.3231689521830958e-08,3.1425261282080896e-08
1974,7.313243344242437e-09,1.800182936051442e-08
1975,1.6563292959403952e-08,1.1994108817248161e-08
1976,1.199840671262109e-08,1.8854638739185248e-08
1977,8.815172591880582e-09,2.1744092415509897e-08
1978,1.485147826940647e-08,2.970295653881294e-08
1979,1.462993370893173e-08,2.2237498953359136e-08
1980,1.1370301145063877e-08,3.2973872521324665e-08
1981,1.0753434587229549e-08,2.2771977692404022e-08
1982,1.1794254461960918e-08,3.2899762802962584e-08
1983,6.946847541655643e-09,2.3366669821278663e-08
1984,1.4497521405587577e-08,1.7397024820731133e-08
1985,7.218669662023558e-09,1.9851341903631692e-08
1986,1.3787316177626963e-08,3.416856597660001e-08
1987,9.777306964053878e-09,3.238733015109574e-08
1988,1.0194141530917022e-08,5.636760702643073e-08
1989,9.329808037250586e-09,2.1952489270837816e-08
1990,1.198703181159999e-08,2.7243254541176043e-08
1991,1.1136783939491579e-08,2.6376593631471934e-08
1992,1.652983172562017e-08,3.581463758894898e-08
1993,9.416652346772025e-09,3.101956319584431e-08
1994,6.857404422078162e-09,3.112206670152773e-08
1995,2.331653803366862e-08,3.524593128467757e-08
1996,7.473328622609188e-09,3.683283633648671e-08
1997,1.006927874414032e-08,3.596170927711029e-08
1998,1.4781200263769279e-08,3.24232790616108e-08
1999,8.683382013430219e-09,2.6050146928469076e-08
2000,1.1486881668076876e-08,3.35770380388567e-08
2001,7.0099388516098315e-09,2.8039755406439326e-08
2002,1.3581786362237835e-08,4.468845959948453e-08
2003,9.58392298855415e-09,4.0419152136372816e-08
2004,9.690540814233373e-09,3.700024714392569e-08
2005,1.1259373877692269e-08,2.9724747108161864e-08
2006,1.2353670086895363e-08,3.3766695661796575e-08
2007,1.1184542181297275e-08,3.874645104762209e-08
2008,1.1069342775726909e-08,4.810906906183021e-08
2009,1.7165493915172192e-08,4.6251467544777825e-08
2010,1.795041271179798e-08,5.857503193595903e-08
2011,1.5295887223487625e-08,7.418505718059798e-08
2012,2.3148919225945974e-08,8.612759350157262e-08
2013,2.7054513296320692e-08,1.031976242238386e-07
2014,2.9666599843380936e-08,8.207036916729749e-08
2015,2.4825643762937943e-08,9.708600146041135e-08
2016,3.127723502416302e-08,1.0563834251797743e-07
2017,2.213737992917686e-08,8.376985860536479e-08
2018,3.201018827780899e-08,1.1694044044219254e-07
2019,2.1683396411731337e-08,9.79579319881907e-08
