year,certaines_DET eaux_NOUN,certaines_DET chaux_NOUN
1848,3.5640332640696215e-07,8.045221711050488e-10
1849,2.295959706799522e-07,8.379414939696517e-10
1850,1.8805518653408626e-07,0.0
1851,2.6055732860186254e-07,1.2898877521649865e-09
1852,1.9922268812422317e-07,5.859490892490271e-09
1853,3.5831590494694865e-07,5.3747386541402875e-09
1854,3.4447256069825016e-07,1.4547860249791711e-08
1855,2.748993566115132e-07,1.5920811335945473e-09
1856,3.1736170846841105e-07,2.174419400091665e-08
1857,4.2566758384765535e-07,7.810414537345878e-09
1858,4.012814329712455e-07,0.0
1859,3.304820559435484e-07,1.018434669930457e-09
1860,3.7487135529090665e-07,3.2040287090140396e-09
1861,3.7397591512444706e-07,1.414789119191795e-09
1862,3.0993384747546315e-07,5.421583654241502e-09
1863,2.8918854866333277e-07,5.494083077373091e-09
1864,3.317951708936562e-07,3.3563094525845827e-09
1865,2.875882021413645e-07,9.88437331983505e-09
1866,2.5106563050769637e-07,1.4596839292835284e-09
1867,2.766102511486679e-07,7.76449837758264e-09
1868,3.126940377740084e-07,4.93987406535723e-10
1869,2.5003617842855874e-07,2.9301114867763545e-09
1870,3.2970780239338637e-07,1.3188312220080434e-08
1871,2.81461204565403e-07,3.18635318130589e-09
1872,2.3221783251869965e-07,9.675742762560446e-09
1873,4.3039372599196213e-07,1.7958012854535355e-09
1874,3.1904413688721434e-07,1.1949218281515073e-09
1875,2.6433456490337903e-07,1.716458086775674e-09
1876,2.569556336595724e-07,4.836811839936672e-09
1877,2.640916321183795e-07,2.4739263970730008e-09
1878,2.699472734235542e-07,0.0
1879,2.058842643037906e-07,0.0
1880,1.7905791160899298e-07,1.2835692508872398e-09
1881,1.6873468577927042e-07,3.4862537301449947e-09
1882,2.509080232471206e-07,1.3310770263785798e-09
1883,2.995366603641969e-07,9.479008689083912e-09
1884,2.4096193840250635e-07,1.9805090900604227e-09
1885,3.1196876904004966e-07,6.445635691854079e-10
1886,2.1360965263284015e-07,2.5813855497602844e-09
1887,2.2002475930094079e-07,6.528924623161458e-10
1888,2.669398799781675e-07,1.9021844099853524e-09
1889,2.2115932551969308e-07,4.385595886446936e-09
1890,2.0187509974789464e-07,1.9663159989136147e-09
1891,2.7026693416587477e-07,3.824531802365527e-09
1892,2.5199419440014026e-07,5.014809900671935e-09
1893,2.019960607668736e-07,6.158416554491453e-10
1894,3.459545077078019e-07,1.1342770944722247e-08
1895,3.1657912380467224e-07,4.814891596538473e-09
1896,2.305738355801168e-07,2.9485144326102386e-09
1897,2.3831258211259865e-07,5.826713334045053e-09
1898,1.969107437105322e-07,7.355861253444118e-09
1899,3.709005138574639e-07,2.2110313580014918e-09
1900,2.149096012260543e-07,1.5573159428683425e-09
1901,2.492577539925378e-07,1.6766216748287377e-09
1902,1.9002798801182053e-07,4.910284012726862e-09
1903,2.570504911147964e-07,2.7001101354784396e-09
1904,3.423636343313774e-07,4.837162670412454e-09
1905,2.8332568291489224e-07,7.2250627702885595e-09
1906,2.428055161374232e-07,1.388929860013377e-08
1907,1.8257093969964444e-07,6.685696440911215e-09
1908,3.0745294665734946e-07,3.929111258571538e-09
1909,2.7174858097112065e-07,9.351672325408344e-09
1910,3.5217952287780463e-07,6.947395991829808e-09
1911,2.57506110656891e-07,5.852411444351446e-09
1912,2.458846850572627e-07,2.0837684910901544e-09
1913,2.8689175124441135e-07,1.060597942803554e-09
1914,2.0559003388598285e-07,1.0045115628187773e-08
1915,1.9084833979832183e-07,5.890381071793627e-09
1916,1.7250316020067658e-07,0.0
1917,1.447568021006873e-07,0.0
1918,2.572948254453422e-07,0.0
1919,1.2522674097681374e-07,9.207848372660976e-10
1920,1.9233468151469424e-07,4.543339038320937e-09
1921,1.575131491904358e-07,7.572747429129834e-10
1922,2.0731999050838112e-07,5.90234855435412e-09
1923,1.7091676163261127e-07,1.0615948120573648e-09
1924,1.6243447031882852e-07,1.289162443462999e-09
1925,1.7597085033571602e-07,0.0
1926,1.69421309870188e-07,1.1146138456652466e-09
1927,1.7281298703153425e-07,0.0
1928,1.19973431189635e-07,1.1426041224282812e-09
1929,1.893869105984436e-07,0.0
1930,1.9326630429361558e-07,5.2518016602221e-09
1931,2.0757749474853426e-07,2.2810713318222042e-09
1932,2.4878148430218516e-07,1.0959536611565568e-09
1933,2.2138377353542182e-07,0.0
1934,1.6414764303362972e-07,1.1981580172459871e-09
1935,1.6037501104904095e-07,4.787313656606784e-09
1936,1.9763285052931678e-07,1.2124714565686645e-09
1937,1.8005299207146663e-07,2.5182236296217297e-09
1938,2.1651907644582025e-07,3.8895642262559704e-09
1939,2.599988597751235e-07,0.0
1940,2.1807733396883577e-07,2.5357829169792012e-09
1941,2.1841118957866001e-07,0.0
1942,1.7295007204154444e-07,0.0
1943,1.4806499937236595e-07,5.806470415592457e-09
1944,8.675602458652065e-08,3.2131861615880553e-09
1945,5.010559434026618e-08,0.0
1946,1.336425956566245e-07,0.0
1947,1.0728784172187034e-07,0.0
1948,1.261139015440449e-07,2.174377566888097e-09
1949,1.502002318076734e-07,9.817008317369869e-10
1950,1.478315301284283e-07,0.0
1951,1.8230996623458395e-07,3.198420528427448e-09
1952,1.7504375193766464e-07,0.0
1953,1.4652405688764247e-07,0.0
1954,1.4951980276123322e-07,9.772536113672459e-10
1955,2.4778004004133436e-07,0.0
1956,1.578526607204367e-07,8.72114158667614e-10
1957,1.9083681301879096e-07,9.718541527092839e-09
1958,1.894343713004787e-07,3.3088974338291166e-09
1959,1.4416390570204385e-07,2.325224457422337e-09
1960,1.4049291152673504e-07,0.0
1961,1.6258693058546214e-07,1.3896318540318475e-09
1962,1.1352101747519328e-07,2.5367825617905737e-09
1963,1.3643372476224158e-07,6.466053248388448e-10
1964,1.1924577680844095e-07,6.083968329129164e-10
1965,1.2695140938490113e-07,1.0944086747954884e-09
1966,1.1521275400383502e-07,1.1078149508847446e-09
1967,9.219727470366479e-08,4.930335584241163e-10
1968,9.566715997166853e-08,1.3474247551048535e-09
1969,1.1127306631664169e-07,1.8167030935156703e-09
1970,1.1772736119297633e-07,4.5987250119061684e-10
1971,9.351883356600865e-08,0.0
1972,9.593374983296599e-08,2.0520587451500205e-09
1973,1.025455880210302e-07,5.513203782392395e-10
1974,1.0857352972237777e-07,5.625571675160757e-10
1975,6.111283967769054e-08,1.1422960355389478e-09
1976,7.541855229220573e-08,2.285410749536254e-09
1977,8.932708350783969e-08,0.0
1978,7.6633630108347e-08,5.940591352171509e-10
1979,9.246117693706424e-08,0.0
1980,1.0631231894819848e-07,0.0
1981,9.994368177501656e-08,6.325549528618524e-10
1982,1.1608029559795341e-07,1.8622506869903077e-09
1983,6.252162920716842e-08,1.2630632095778083e-09
1984,1.3105759233411618e-07,5.799008495621649e-10
1985,8.782714644439693e-08,1.2031116103372597e-09
1986,1.1629301566173922e-07,0.0
1987,7.882953623195021e-08,0.0
1988,8.275244267608173e-08,1.7989661427186832e-09
1989,6.750390468823753e-08,0.0
1990,9.535139522398595e-08,0.0
1991,9.847261495110615e-08,0.0
1992,6.060938728680298e-08,2.2039776670368383e-09
1993,5.096070943011455e-08,5.539207426075166e-10
1994,6.066165436635629e-08,5.274926606624319e-10
1995,4.609083248396928e-08,0.0
1996,4.2704735747634004e-08,0.0
1997,4.5551499017193464e-08,0.0
1998,4.625085425757902e-08,0.0
1999,5.072923414672914e-08,4.570201161957499e-10
2000,6.229424398540573e-08,0.0
2001,4.775520734412453e-08,0.0
2002,5.082216913976367e-08,0.0
2003,4.583615087483395e-08,0.0
2004,3.832168493644872e-08,4.404791253964646e-10
2005,5.134274694285068e-08,0.0
2006,4.6943946507838064e-08,0.0
2007,4.633596084602232e-08,0.0
2008,6.55645715497144e-08,4.257439678578834e-10
2009,6.150968534512913e-08,4.76819250749827e-10
2010,5.99921712307605e-08,0.0
2011,5.621238674535789e-08,3.82397197240536e-10
2012,5.719144535731857e-08,6.808505426114664e-10
2013,4.797295183323058e-08,2.789125042035323e-10
2014,6.496335558381361e-08,0.0
2015,5.652267276445855e-08,4.433150790905671e-10
2016,7.2082632307513e-08,0.0
2017,5.484032605806988e-08,0.0
2018,5.008045445009657e-08,5.162933414126769e-10
2019,5.050955920182787e-08,0.0
