year,vos_DET arts_NOUN,vos_DET chars_NOUN
1904,1.1824175416563776e-08,1.0749250378694342e-09
1905,1.083759415543284e-08,1.4450125374043665e-08
1906,1.3374879592742417e-08,3.0865106026567446e-09
1907,7.199980611716228e-09,4.6285588695127444e-09
1908,8.840499887696751e-09,1.4734167219643268e-09
1909,1.980354014108343e-08,3.850688656825696e-09
1910,1.5498036631811374e-08,8.550641084070776e-09
1911,1.1172785363555704e-08,3.1922244847493175e-09
1912,1.6149205250837184e-08,6.251305251225858e-09
1913,6.893886850267705e-09,3.71209285532359e-09
1914,3.348371857558874e-09,4.68772043404897e-09
1915,7.0684572639478915e-09,1.1780761921542648e-09
1916,1.0987462051303964e-09,2.197492410260793e-09
1917,1.0966424213165737e-08,2.1932848870420685e-09
1918,8.040463406189247e-09,1.1486376294556067e-09
1919,1.2890987832747669e-08,2.762354567309444e-09
1920,2.2716695191604686e-09,7.572231730534895e-10
1921,7.572747762196741e-09,0.0
1922,3.6889677978990676e-09,7.377935484775833e-10
1923,1.1677542488541803e-08,6.369568872344189e-09
1924,1.1602462102189293e-08,0.0
1925,7.698724546756353e-09,5.499089184013428e-09
1926,4.458455382660986e-09,5.573069339348535e-09
1927,1.1149224654616319e-08,3.3447675740205796e-09
1928,5.713020723163709e-09,2.2852082448565625e-09
1929,2.116677211283502e-08,0.0
1930,9.453243521306831e-09,3.1510810627466412e-09
1931,1.1405356659111021e-09,1.1405356659111021e-09
1932,1.0959536833610173e-08,0.0
1933,9.176529758292418e-09,2.2941324395731044e-09
1934,4.7926320689839486e-09,4.7926320689839486e-09
1935,4.787313656606784e-09,3.590485242455088e-09
1936,9.699771652549316e-09,0.0
1937,1.0072894518486919e-08,5.0364472592434595e-09
1938,3.8895642262559704e-09,5.186085783037697e-09
1939,1.070583532936098e-08,1.5294050470515685e-09
1940,5.0715658339584024e-09,1.01431314458722e-08
1941,2.3612020783048138e-08,8.854507793643052e-09
1942,9.102635090130207e-09,9.102635312174812e-09
1943,8.709705845433291e-09,0.0
1944,6.4263723231761105e-09,0.0
1945,2.178504043826024e-09,8.714016175304096e-09
1946,1.1136883415474585e-08,1.5313215584455975e-08
1947,5.960435700558264e-09,1.4305045148432782e-08
1948,6.523132700664291e-09,8.697510267552389e-09
1949,9.817008539414473e-09,5.890204990421921e-09
1950,8.508289184305795e-09,6.381216888229346e-09
1951,5.330700769690111e-09,9.595261585282344e-09
1952,2.1089607837865287e-09,1.1599284199803606e-08
1953,6.464296320451979e-09,3.232148326759443e-09
1954,3.9090144454689835e-09,2.9317608341017376e-09
1955,1.8771215692936494e-09,1.0324168187025862e-08
1956,7.849027205963921e-09,1.657016923672927e-08
1957,7.951533653738352e-09,0.0
1958,1.6544486891589827e-09,9.099467845885556e-09
1959,4.650448914844674e-09,3.875373910666724e-09
1960,4.8445834566201995e-09,1.2457499920515147e-08
1961,1.042223907177231e-08,7.642975030641708e-09
1962,8.878739354845067e-09,1.3952304200870458e-08
1963,9.69907976156037e-09,5.819447812527301e-09
1964,5.475571551727398e-09,9.125952438182594e-09
1965,4.377634699181954e-09,6.5664522708175355e-09
1966,1.163205709531212e-08,9.970334780007306e-09
1967,1.4791006641701188e-08,8.381570493209978e-09
1968,1.4372530943163042e-08,8.533690087908496e-09
1969,1.9983733778872192e-08,1.2716921737876419e-08
1970,1.1496812390987543e-08,1.0117195303749327e-08
1971,1.284599360218408e-08,1.335983357275694e-08
1972,1.0260293947794707e-08,7.182205663536223e-09
1973,1.1577728109557484e-08,7.1671650836435674e-09
1974,3.937900228123681e-09,5.625571564138454e-09
1975,5.711480177694739e-09,4.569184142155791e-09
1976,9.712995518995626e-09,4.570821499072508e-09
1977,1.1753563677885381e-09,5.289103655048422e-09
1978,2.970295565063452e-09,1.7821774056514528e-09
1979,1.2289143591637242e-08,8.192762912528906e-09
1980,4.548120546843393e-09,8.527726191864815e-09
1981,1.012087935681194e-08,5.69299452024552e-09
1982,4.345251713999687e-09,1.1173504455008754e-08
1983,6.946847763700248e-09,3.157658134966823e-09
1984,2.3196033982486597e-09,2.145633182237816e-08
1985,3.0077789148208467e-09,4.812446441349039e-09
1986,2.997242676272549e-09,3.5966913891627428e-09
1987,6.721898593298192e-09,5.49973533381376e-09
1988,3.5979323409485175e-09,5.99655392008458e-09
1989,8.232182935330457e-09,5.488121956886971e-09
1990,8.172976073694826e-09,2.724325431913144e-09
1991,4.68917216167597e-09,5.2753188484189195e-09
1992,2.2039776670368383e-09,9.366905473484621e-09
1993,4.985286516934195e-09,3.877445031719162e-09
1994,3.6924485691258724e-09,1.3714808844156323e-08
1995,2.7112254663563817e-09,7.0491861237087505e-09
1996,2.6690460952494277e-09,1.3345230698291743e-08
1997,6.7128524960935465e-09,1.9659066707866657e-08
1998,1.2397135762398648e-08,1.9072516899143466e-09
1999,6.398281460207045e-09,5.027221222642098e-09
2000,4.418031274155965e-09,6.185243983658495e-09
2001,3.5049694258049158e-09,7.0099388516098315e-09
2002,7.009954394732176e-09,3.9430991805033955e-09
2003,5.416999737661854e-09,3.750230681554001e-09
2004,1.1452457648886138e-08,6.166707589017051e-09
2005,4.954124666056714e-09,7.656374423348211e-09
2006,7.000412693969338e-09,4.941467679486777e-09
2007,3.595031605740928e-09,4.393927499624084e-09
2008,4.6831836186811415e-09,8.940623436037853e-09
2009,5.721830786953319e-09,5.245011536203492e-09
2010,3.7790344187271785e-09,6.140930874920514e-09
2011,6.883149605840799e-09,4.206369030868018e-09
2012,1.1574459418683958e-08,6.808505564892542e-09
2013,7.2517249982695375e-09,1.2272150518022329e-08
2014,6.496335386296792e-09,9.094870148662615e-09
2015,7.536356344539641e-09,7.093041265449074e-09
2016,1.1392369991813922e-08,9.11389658186934e-09
2017,2.264050280587071e-09,5.534344982294215e-09
2018,9.293279867872428e-09,1.2132893190131e-08
2019,7.908062094053037e-09,1.0969247177250452e-08
