year,aux_ADP eaux_NOUN,aux_ADP chaux_NOUN
1840,2.9867470612288116e-06,2.5478754661634184e-08
1841,3.1569836771438986e-06,5.5216716976502767e-08
1842,2.960357287307147e-06,2.683306021822318e-08
1843,2.984171503683797e-06,2.0674189471492355e-08
1844,3.0132201809252024e-06,6.586273748609983e-09
1845,3.1840780287950565e-06,1.2276501593078137e-08
1846,3.3522874929303725e-06,9.952652257894101e-09
1847,2.8972396854953786e-06,1.3483059113639229e-08
1848,2.8616852807417104e-06,2.011305433313737e-08
1849,3.248699144364764e-06,1.1731181359664333e-08
1850,2.825580084575563e-06,8.146795238417326e-09
1851,3.3221058104437873e-06,4.514607354622058e-09
1852,3.4011089322660837e-06,1.3672145637855238e-08
1853,3.696625697102718e-06,3.702597672905483e-08
1854,3.664502229661082e-06,5.871100922094641e-08
1855,3.744044054343476e-06,3.290301009428731e-08
1856,3.5986641719887302e-06,3.31340110903966e-08
1857,4.2073725019520225e-06,1.8061584339257308e-08
1858,3.873833929191051e-06,5.872411001917044e-09
1859,4.611981612612226e-06,8.656694694408884e-09
1860,4.119007746439252e-06,2.0597327843319135e-08
1861,3.6874119793139926e-06,1.744906619194353e-08
1862,3.82718618041622e-06,4.2920870635398956e-08
1863,3.674542448095508e-06,2.7969877081091e-08
1864,3.6171427453268734e-06,2.3973639073915365e-08
1865,3.7061691671169683e-06,1.6473954644879996e-08
1866,3.5197844674428325e-06,5.352174259343201e-09
1867,3.5323615446003487e-06,1.455843445796745e-08
1868,3.5329979581888438e-06,8.89177353968762e-09
1869,3.425300214132676e-06,2.3929244363785074e-08
1870,3.923236146619047e-06,1.7202147262196377e-08
1871,3.2256515467565805e-06,2.549082545044712e-08
1872,3.2159749991933495e-06,1.269941218851045e-08
1873,4.123159801139309e-06,5.9860045809045914e-09
1874,3.550112662509264e-06,2.9873046258899194e-09
1875,3.733296491503779e-06,1.4303817685856757e-08
1876,4.018786015080877e-06,2.7207066821688386e-08
1877,3.7486169475187125e-06,1.1132669008873108e-08
1878,3.6820324211817024e-06,1.0266450745088918e-08
1879,3.814662775880606e-06,4.887460214320072e-09
1880,3.3039072224738675e-06,7.701415727368044e-09
1881,3.977118396392143e-06,6.275256814181063e-09
1882,3.624522761924709e-06,1.9966155395678697e-09
1883,3.839630316804232e-06,1.9589950994713945e-08
1884,3.39525268344687e-06,3.9610181801208455e-09
1885,3.6933492033597304e-06,1.6758653187398664e-08
1886,3.4371147457079587e-06,2.3877817056927597e-08
1887,3.7286687710746946e-06,1.4363633837888301e-08
1888,3.3586235552718335e-06,1.394935256193719e-08
1889,3.472138734750274e-06,3.759081934617825e-09
1890,3.6737336674974586e-06,1.8352281916378388e-08
1891,3.140578314742015e-06,2.103492668936724e-08
1892,3.5279188104198056e-06,7.522214628963297e-09
1893,3.449329160076786e-06,1.9706933196417253e-08
1894,3.5118477423878858e-06,2.8356926806694105e-08
1895,3.2873672566324785e-06,8.426060515986933e-09
1896,3.3837152635385337e-06,1.1204354777305525e-08
1897,3.165653367886989e-06,2.1558839713442524e-08
1898,3.2614757063953448e-06,6.2241901632731356e-09
1899,3.372928309985923e-06,4.9748205555033564e-09
1900,3.1634277384284815e-06,3.1146317747143826e-09
1901,3.0631878296105697e-06,5.588739027118095e-09
1902,2.8243951923911936e-06,1.0311595854961553e-08
1903,3.4285998609107082e-06,1.1880484818149739e-08
1904,3.286045743067234e-06,6.987012746151322e-09
1905,3.0236887518242384e-06,7.74113850798841e-09
1906,3.360181295875009e-06,8.745113966313056e-09
1907,2.879992280213628e-06,7.1999805006939255e-09
1908,3.0941751774093973e-06,1.1787333775714615e-08
1909,3.0101382684222244e-06,1.3752458727367411e-08
1910,3.3903293044090788e-06,6.412980813053082e-09
1911,2.9544037545292667e-06,6.384448969498635e-09
1912,3.0068778951175545e-06,3.646594803896619e-09
1913,2.7899029930722463e-06,5.302989825040072e-09
1914,2.698787728405705e-06,7.366418142140674e-09
1915,2.220673532615791e-06,2.1205371680821372e-08
1916,2.2172698876943286e-06,1.3184954461564757e-08
1917,2.071557680949354e-06,0.0
1918,2.064101794374551e-06,6.89182577673364e-09
1919,2.204358924728922e-06,1.1049418380260079e-08
1920,2.267883445483676e-06,1.514446346106979e-08
1921,2.3990464246281817e-06,1.0601846622826372e-08
1922,2.7563966220611746e-06,1.254249004656316e-08
1923,2.380095640575064e-06,3.1847844361720945e-09
1924,2.5615658660882445e-06,7.734974438733389e-09
1925,2.5691744021116847e-06,1.0998177923937646e-09
1926,2.1980185849201916e-06,7.802297141701331e-09
1927,2.65909023866584e-06,7.804457302640344e-09
1928,2.3274845055709648e-06,9.14083297942625e-09
1929,2.3829329673930033e-06,1.2254446790649354e-08
1930,2.5124620428584876e-06,7.352522590764465e-09
1931,2.185266243515116e-06,7.983749661377715e-09
1932,2.266432183262168e-06,4.383814644626227e-09
1933,2.4696335252372137e-06,1.0323595756034365e-08
1934,2.4358552295211666e-06,2.3963160344919743e-09
1935,2.161472160366884e-06,0.0
1936,2.2600467524114265e-06,4.849885826274658e-09
1937,2.116566883980653e-06,6.295558963032022e-09
1938,2.1651907946562687e-06,5.186085783037697e-09
1939,2.2145785747440527e-06,1.2235240376412548e-08
1940,2.426744296180061e-06,2.5357829169792012e-09
1941,2.2815115485741444e-06,2.9515025978810172e-09
1942,2.4273693295384646e-06,0.0
1943,2.4416208086464053e-06,5.806470415592457e-09
1944,1.7351205627846866e-06,0.0
1945,1.8582639409459034e-06,2.178504043826024e-09
1946,1.8501147280858277e-06,8.352662561605939e-09
1947,1.80243573399963e-06,1.1920870957027319e-09
1948,1.9960786410422315e-06,1.4133454406817236e-08
1949,1.848542678928311e-06,1.9634016634739737e-09
1950,2.0292270388466704e-06,1.595304199852876e-08
1951,2.0757748222521855e-06,1.4925962910083967e-08
1952,2.1015794349210637e-06,1.2653764258629963e-08
1953,1.87787811967155e-06,2.1547654771580937e-09
1954,2.0688458768347573e-06,1.9545072227344917e-09
1955,1.8911999255522005e-06,5.631364707880948e-09
1956,1.823590656258034e-06,6.976913269340912e-09
1957,2.0585638385028915e-06,3.534015080575159e-09
1958,2.0589614422306113e-06,8.272243334772611e-09
1959,1.926835943244498e-06,6.975672928177801e-09
1960,1.8630882969716822e-06,4.8445834566201995e-09
1961,1.9711927397025875e-06,1.320150300188061e-08
1962,1.7319882541499965e-06,6.976152100435229e-09
1963,1.8292464885050208e-06,5.1728425987107585e-09
1964,1.8750789969601556e-06,4.258777719368112e-09
1965,1.7395626281668797e-06,6.566452104284082e-09
1966,1.699942078658978e-06,3.8773524391189085e-09
1967,1.5688328369733995e-06,2.958201350544698e-09
1968,1.7224580073360585e-06,4.042274071025531e-09
1969,1.5637272010593506e-06,5.450109363813738e-09
1970,1.7167040438081926e-06,1.747515510075459e-08
1971,1.678200632682092e-06,4.6245578477766e-09
1972,1.6442120243098657e-06,2.565073486948677e-09
1973,1.5420430745649583e-06,3.859242703185828e-09
1974,1.4710869749023914e-06,3.3753429495853027e-09
1975,1.5980722078978715e-06,4.569184142155791e-09
1976,1.4443795803842363e-06,2.856763492431469e-09
1977,1.3710532495991856e-06,4.7014254711541525e-09
1978,1.448316185648224e-06,5.940591352171509e-10
1979,1.7269173215872513e-06,8.192762801506603e-09
1980,1.5548887062344363e-06,3.4110904101325445e-09
1981,1.3789697419497315e-06,5.060439622894819e-09
1982,1.544426535993182e-06,4.966001831974154e-09
1983,1.343899265648929e-06,9.472974182855864e-09
1984,1.3813238100013336e-06,5.799008495621649e-10
1985,1.6097633457334837e-06,6.015558051686298e-10
1986,1.5879391597195536e-06,1.1988970927134801e-09
1987,1.4452081895655056e-06,1.8332451112712533e-09
1988,1.2604755763589992e-06,5.996553809062277e-10
1989,1.3753234755498056e-06,5.488122178931576e-10
1990,1.4270017452133743e-06,0.0
1991,1.3768581208495334e-06,2.9307326565586322e-09
1992,1.428728560348702e-06,2.754972139307199e-09
1993,1.2668167705953692e-06,1.1078414852150331e-09
1994,1.433197537537012e-06,5.274926606624319e-10
1995,1.2363187735786596e-06,8.133676288046843e-09
1996,1.254451706955706e-06,1.6014276571496566e-09
1997,1.1771465757703936e-06,1.438468344439059e-09
1998,1.1305234552949628e-06,4.768129224785866e-10
1999,1.268687850775052e-06,2.2851005809787495e-09
2000,1.173870980863967e-06,4.4180314962005696e-10
2001,1.1649642326361231e-06,4.3812117822561447e-10
2002,1.1776723436440761e-06,4.38122149670761e-10
2003,1.1921566098749281e-06,1.2500769308587678e-09
2004,1.191495990759961e-06,2.2023956547378987e-09
2005,1.1597155742393284e-06,1.3511248786457486e-09
2006,1.1707160831875285e-06,8.235779835885637e-10
2007,1.119253095094308e-06,1.1983438408247338e-09
2008,1.3449252431740888e-06,1.2772318758180745e-09
2009,1.325557462017457e-06,9.53638501499654e-10
2010,1.300460217734667e-06,1.8895172648747405e-09
2011,1.3873370336980884e-06,7.64794394481072e-10
2012,1.4781264763286117e-06,2.382976926895708e-09
2013,1.2366980790545767e-06,5.578250084070646e-10
2014,1.382203651090208e-06,8.661780737106994e-10
2015,1.5352001083712707e-06,1.3299452372717013e-09
2016,1.8057942234861457e-06,1.2428040818690533e-09
2017,1.313400698421674e-06,7.54683426862357e-10
2018,1.3883128469061035e-06,0.0
2019,1.5050827668616762e-06,5.1019755087367e-10
