year,quelques_DET oies_NOUN,quelques_DET choix_NOUN
1928,0.0,1.1426041446327417e-08
1929,4.4561625500705304e-09,1.0026365515614089e-08
1930,3.1510810627466412e-09,3.1510810627466412e-09
1931,4.5621426636444085e-09,6.843213995466613e-09
1932,8.767629400274757e-09,3.287861094491973e-09
1933,1.3764794637438627e-08,6.882397318719313e-09
1934,1.0783422155213884e-08,1.3179738189705859e-08
1935,1.196828414151696e-08,3.590485242455088e-09
1936,2.424942913137329e-09,6.0623572828433225e-09
1937,5.0364472592434595e-09,3.777335333410292e-09
1938,6.482607117774819e-09,5.186085783037697e-09
1939,3.058810094103137e-09,7.647025235257843e-09
1940,1.5214697501875207e-08,0.0
1941,1.1806010391524069e-08,2.9515025978810172e-09
1942,1.2136847082899749e-08,0.0
1943,1.4516176261025748e-08,1.4516175816936538e-08
1944,1.6065930807940276e-08,3.2131861615880553e-09
1945,8.714016175304096e-09,1.9606536838523425e-08
1946,2.7842208538686464e-09,1.2528993842408909e-08
1947,5.960435700558264e-09,3.5762612871081956e-09
1948,4.348755133776194e-09,2.174377566888097e-09
1949,1.0798709482173763e-08,2.9451024952109606e-09
1950,2.1270722960764488e-09,7.444753258312176e-09
1951,6.396841278899501e-09,2.6653504292539765e-08
1952,6.326882129314981e-09,6.326882129314981e-09
1953,9.696444758233724e-09,8.619061908632375e-09
1954,5.863521668203475e-09,1.07497895029951e-08
1955,4.6928039232341234e-09,1.8771215692936494e-09
1956,4.36057079333807e-09,1.2209598665435806e-08
1957,2.6505113659425206e-09,6.184526224473075e-09
1958,6.617794590102477e-09,9.926692190465047e-09
1959,1.3176271185244559e-08,1.240119618106661e-08
1960,6.920833239831836e-09,6.2287499602575735e-09
1961,9.032606829162404e-09,1.111705483225478e-08
1962,2.5367825617905737e-09,1.0781325721076485e-08
1963,8.405868778815773e-09,7.112658795271898e-09
1964,1.2776333657704697e-08,9.734349326606662e-09
1965,6.0192477668863376e-09,1.3680108879032815e-08
1966,7.200797069728537e-09,1.3847687219126215e-08
1967,4.930335695263466e-09,1.429797347185513e-08
1968,7.635406917838594e-09,1.1677681377442184e-08
1969,7.720988265402795e-09,9.537690970340407e-09
1970,4.59872487312829e-09,1.10369398065302e-08
1971,7.193756479395574e-09,1.6956711701432425e-08
1972,2.5650733759263744e-09,1.8468528373283277e-08
1973,2.7566018356850464e-09,3.0322621746847744e-08
1974,4.500457340128605e-09,2.0814616030762068e-08
1975,1.7134440533084216e-09,2.056132819561185e-08
1976,6.856232359631065e-09,3.028169270891112e-08
1977,2.3507127355770763e-09,3.29099798523913e-08
1978,2.3762365408686037e-09,2.5544542481270582e-08
1979,5.851973350345929e-09,2.4578288626564415e-08
1980,4.548120602354544e-09,3.354238975461499e-08
1981,5.69299452024552e-09,2.5934752567735586e-08
1982,9.932003885992913e-09,1.924325643276603e-08
1983,2.526126308133314e-09,2.652432762317858e-08
1984,5.219107646059484e-09,2.84151425167245e-08
1985,7.820225467192188e-09,3.789801406028914e-08
1986,4.795588426365072e-09,2.8773530447168127e-08
1987,3.055408426266837e-09,3.4831656225975394e-08
1988,1.7989661427186832e-09,4.257553198883102e-08
1989,6.036934285802431e-09,3.0733483313838406e-08
1990,9.262707045820662e-09,4.358920735469951e-08
1991,6.447611611282156e-09,2.6962739596569918e-08
1992,6.611932834577061e-09,4.352855809131029e-08
1993,7.75489034099408e-09,4.985286583547577e-08
1994,4.2199412852994556e-09,3.2177051689785685e-08
1995,4.337960546330066e-09,3.253470559627658e-08
1996,3.2028553142993132e-09,2.4555223632205525e-08
1997,2.876936688878118e-09,3.404374937510113e-08
1998,5.2449422582867555e-09,3.57609692969163e-08
1999,7.769341975327748e-09,4.798711117359744e-08
2000,5.743440834038438e-09,5.522539447966324e-08
2001,4.381211921034023e-09,3.943090742808408e-08
2002,5.695587723675288e-09,4.6002824660718034e-08
2003,5.000307723435071e-09,3.3752077355231336e-08
2004,3.9643121285681815e-09,3.9643119897903034e-08
2005,5.404499625605297e-09,3.918262070357059e-08
2006,2.4707338397433887e-09,4.159068867082283e-08
2007,5.991719120856942e-09,3.8746451824778205e-08
2008,5.960415716543821e-09,3.4911003865545354e-08
2009,6.675469732542183e-09,3.9099177229218185e-08
2010,9.919965127114239e-09,3.2594171361921553e-08
2011,1.56782850591064e-08,3.212136401309351e-08
2012,1.3957436206801788e-08,2.4170194290462632e-08
2013,1.3666712872506537e-08,2.7891250198308626e-08
2014,1.2776126934177512e-08,2.6418430554286942e-08
2015,1.0639561565106703e-08,2.4603987069937716e-08
2016,1.5120782848043746e-08,2.257760622903504e-08
2017,7.798395401659164e-09,2.3898308443293104e-08
2018,1.3165480483579017e-08,3.3559067524890906e-08
2019,9.693753133532823e-09,2.653027264543084e-08
