year,trois_DET arts_NOUN,trois_DET chars_NOUN
1846,4.27378594736183e-08,1.3465353276842507e-08
1847,1.88762818709165e-08,2.588747349818732e-08
1848,1.126331028444838e-08,3.298540818263973e-08
1849,4.1897072478036534e-09,1.508294644736452e-08
1850,7.467895635215882e-09,1.5614691761811628e-08
1851,9.674158363282004e-09,2.7087642573420112e-08
1852,1.1718981340891332e-08,3.515694446676321e-08
1853,1.0152284346531815e-08,1.1346670270029335e-08
1854,9.871762074453727e-09,1.9223958980241207e-08
1855,1.3798036491152743e-08,5.306937111981824e-09
1856,3.1063134287023786e-09,4.141751386299575e-09
1857,1.0739319711294826e-08,2.2943092758964667e-08
1858,5.872411001917044e-09,1.7127865348243176e-08
1859,2.4442432078330967e-08,1.0693564256314403e-08
1860,1.0985241161165504e-08,2.654766717569146e-08
1861,1.131831339762357e-08,1.131831339762357e-08
1862,1.1746764450037972e-08,1.3553958955192513e-08
1863,1.2986014041871385e-08,1.3485475847119233e-08
1864,1.1507347408290514e-08,1.582260189536555e-08
1865,1.8827376990770972e-08,9.413688495385486e-09
1866,6.325297008391573e-09,1.5569960709616026e-08
1867,1.747012134956094e-08,1.3102591012170706e-08
1868,2.321740755206747e-08,1.1855697756857353e-08
1869,8.301982323821733e-09,2.197583537366654e-08
1870,2.1789386295267832e-08,1.9495765446464475e-08
1871,1.0621177271019633e-09,1.3807530230280918e-08
1872,1.4513614199351821e-08,1.632781609917089e-08
1873,1.6162211291526063e-08,2.334541804316359e-08
1874,4.182226343019124e-09,6.572069999322139e-09
1875,2.0597497041308088e-08,8.582291044501034e-09
1876,1.753344314181504e-08,1.8138044621807126e-08
1877,1.6699003291265058e-08,1.6080521580974505e-08
1878,8.4547240319921e-09,1.2682086270032755e-08
1879,8.553055264037823e-09,2.0160773384070296e-08
1880,2.5029599504122757e-08,1.0268554229142524e-08
1881,6.275256814181063e-09,2.858728076482464e-08
1882,1.3310770041741193e-08,2.2628309004346647e-08
1883,1.579834707499117e-08,1.832608226282062e-08
1884,2.3766108192546653e-08,2.1125430293977843e-08
1885,1.5469526104539e-08,1.4180398411056672e-08
1886,1.7424351739236954e-08,2.9040586824180536e-08
1887,1.1752064210668323e-08,2.3504129420537367e-08
1888,1.0779045211961602e-08,9.510921605837552e-09
1889,6.891650361495749e-09,1.942192429105205e-08
1890,2.6217545912032847e-09,1.114245701261396e-08
1891,7.011642266796514e-09,5.099376032546843e-09
1892,3.1342561879199593e-09,6.8953636134239105e-09
1893,4.310891643655168e-09,1.1700991287000306e-08
1894,1.071261657159539e-08,2.0164926173293907e-08
1895,1.023164486468886e-08,1.3240952112525406e-08
1896,1.2383760683576384e-08,1.828078999288607e-08
1897,7.574727511894253e-09,1.2818770045441852e-08
1898,7.921697076085366e-09,3.3384293107729945e-08
1899,9.39688327150634e-09,1.7688250864011934e-08
1900,8.824790675987515e-09,2.0245107812399965e-08
1901,6.706486921359556e-09,2.0119460319989457e-08
1902,8.838511089681589e-09,1.1293653123800595e-08
1903,5.400220270956879e-09,1.3500550455347593e-08
1904,1.5048950530172078e-08,6.987012746151322e-09
1905,1.3934049469810361e-08,1.0837594377477444e-08
1906,1.3889298322578014e-08,1.2860461473529483e-08
1907,6.685696163355459e-09,1.902852098112362e-08
1908,9.331638795018193e-09,1.9645555626723876e-08
1909,1.1001967337165297e-08,7.701377313651392e-09
1910,2.0842187531400214e-08,9.085056262847502e-09
1911,9.044636040123066e-09,1.8621309383348716e-08
1912,8.335073964360618e-09,8.335073964360618e-09
1913,5.302989658506618e-09,2.227255668785233e-08
1914,7.366418142140674e-09,1.8081207919795617e-08
1915,8.246533234057551e-09,1.5314990053916233e-08
1916,3.2962386153911893e-09,1.7579939504130948e-08
1917,8.773139548168274e-09,5.483212217605171e-09
1918,4.594550517822427e-09,9.189101035644853e-09
1919,1.1049418269237776e-08,4.511845874688447e-08
1920,9.843901249695364e-09,6.057785384427916e-09
1921,1.2116395886607734e-08,3.0290990271630847e-09
1922,1.475587119159627e-08,1.475587119159627e-08
1923,1.2739137744688378e-08,8.492758496458919e-09
1924,7.734974771800296e-09,2.8361574200275186e-08
1925,1.2097995494286806e-08,1.3197813508725176e-08
1926,1.1146138456652466e-08,6.687682962969177e-09
1927,1.2264147031260109e-08,1.783875902550136e-08
1928,2.7422499715434867e-08,1.1426041446327417e-08
1929,7.798284462623428e-09,1.8938691281888964e-08
1930,1.260432402894196e-08,9.453243521306831e-09
1931,2.167017765231094e-08,1.8248570654577634e-08
1932,8.767629289252454e-09,1.753525857850491e-08
1933,9.176529758292418e-09,6.882397540763918e-09
1934,1.677421224144382e-08,7.188948103475923e-09
1935,1.795242621227544e-08,8.377798899061872e-09
1936,1.2124714565686645e-08,8.487300195980652e-09
1937,1.1332006444320086e-08,1.6368453148452033e-08
1938,5.186085783037697e-09,1.1668693011834819e-08
1939,4.588215141154706e-09,1.2235240376412548e-08
1940,5.0715658339584024e-09,1.0143131756734647e-07
1941,2.9515025978810172e-08,7.083605968460915e-08
1942,6.068423541449874e-09,3.944475324146879e-08
1943,1.161294105322952e-08,9.580676341158778e-08
1944,1.6065930807940276e-08,1.7993843215435845e-07
1945,1.3071024262956144e-08,1.4813827764470489e-07
1946,1.6705326011390298e-08,7.656607525774461e-08
1947,2.3841741914054637e-09,5.006765868564855e-08
1948,1.848220954059343e-08,1.8482208874459616e-08
1949,1.4725512254010198e-08,2.945102428597579e-08
1950,2.9779012589159493e-08,1.7016578146566985e-08
1951,1.3859822178829972e-08,4.051332691545895e-08
1952,1.1599284199803606e-08,2.8470969581917416e-08
1953,5.386913692895234e-09,4.094054362191457e-08
1954,1.074978994708431e-08,3.518113089739927e-08
1955,8.447047505910632e-09,3.2849627462638864e-08
1956,4.36057079333807e-09,5.84316470764179e-08
1957,5.301022731885041e-09,3.79906617276049e-08
1958,1.6544486503011768e-08,2.4816730892496253e-08
1959,1.5501495198577686e-08,1.1626122287111684e-08
1960,9.689166802218097e-09,3.114375068946629e-08
1961,4.16889545107324e-09,2.5013373039506348e-08
1962,8.878739188311613e-09,4.946725828958165e-08
1963,1.6811738112743058e-08,2.392439624188114e-08
1964,1.3384730657151067e-08,4.380457196972998e-08
1965,1.1491291473930687e-08,3.7757098170221326e-08
1966,1.21859649038214e-08,2.4925836950018265e-08
1967,6.4094360374689074e-09,3.254021452292477e-08
1968,8.533690143419648e-09,3.727875141912307e-08
1969,9.537691469940768e-09,4.223834793037895e-08
1970,9.657322275202773e-09,3.954903471381499e-08
1971,1.1304474689666222e-08,3.339958420944811e-08
1972,8.721249722398738e-09,2.7189778872838133e-08
1973,8.269805285010534e-09,3.804110626504098e-08
1974,8.438357623763437e-09,3.3753430273009144e-08
1975,6.282628195464213e-09,3.0270845385871326e-08
1976,1.0855700893763753e-08,2.2282755141045385e-08
1977,9.990529348247179e-09,1.9981057530760182e-08
1978,1.4257419356233925e-08,2.019801059738313e-08
1979,4.0963813452421505e-09,2.750427530173738e-08
1980,5.68515062804309e-09,3.0699813802215203e-08
1981,6.958104536991527e-09,2.71998629175485e-08
1982,1.3035754475865247e-08,4.407326636979292e-08
1983,1.1999100157922271e-08,3.789189806369109e-08
1984,8.118612115914914e-09,6.552879572296888e-08
1985,9.62489299372038e-09,4.57182425250835e-08
1986,1.3787316233138114e-08,2.8174082178367144e-08
1987,1.9554613928107756e-08,2.0776777187592188e-08
1988,1.139345240375178e-08,2.99827696004229e-08
1989,1.426911733215519e-08,3.896566624916886e-08
1990,8.717841726291198e-09,4.79481288007122e-08
1991,1.2309076702354815e-08,3.516879187870359e-08
1992,1.0468893751891528e-08,2.920270425477156e-08
1993,1.7171543575944526e-08,4.4867579873653085e-08
1994,1.582477948680605e-08,5.64417161896813e-08
1995,2.2774293340077634e-08,1.8436332238636055e-08
1996,1.7081894343462523e-08,2.6690461396583487e-08
1997,2.3015493066935733e-08,4.5072008791890994e-08
1998,1.4781200707858488e-08,2.002614329921215e-08
1999,2.102292517847104e-08,2.7421207526856506e-08
2000,1.0161472663305915e-08,3.7111465012173994e-08
2001,1.5772362582655575e-08,3.242096724420662e-08
2002,1.7086763726137377e-08,2.1467984723244626e-08
2003,1.2084076683738232e-08,2.9168461423978442e-08
2004,1.4535810971549878e-08,3.7000245534102305e-08
2005,1.2610498645315715e-08,2.8373623006672233e-08
2006,1.68833483860098e-08,1.647155989381588e-08
2007,9.986198756806175e-09,7.988959188631739e-09
2008,1.0217855395122655e-08,1.788124590063056e-08
2009,1.3350939243039761e-08,2.8132336682418213e-08
2010,1.0392344540477438e-08,3.684558569361229e-08
2011,1.0707121356201554e-08,1.8737462026408025e-08
2012,6.127654827992046e-09,2.4510620311168907e-08
2013,5.29933741333366e-09,2.4544299703777028e-08
2014,7.57905826986871e-09,3.0099687742257686e-08
2015,7.093041182182347e-09,2.349569871995527e-08
2016,5.799751928714514e-09,2.195620485423433e-08
2017,2.264050197320344e-09,1.6854596496251872e-08
2018,6.7118134383648e-09,2.1168027108942056e-08
2019,6.887666825772243e-09,1.7346716951749386e-08
