year,leurs_DET aises_NOUN,leurs_DET chaises_NOUN
1911,1.2662491144510568e-07,1.0321525767409412e-07
1912,1.2085857292731816e-07,1.2658893133732363e-07
1913,1.1136278743606454e-07,1.1401427602031333e-07
1914,1.118356180995761e-07,1.1049626946757485e-07
1915,9.542416989916092e-08,7.775302890422608e-08
1916,1.3624452321892022e-07,8.57022028899479e-08
1917,1.864292187292449e-07,9.650453591802943e-08
1918,1.6540381864160736e-07,8.844509835626013e-08
1919,1.0128633221029304e-07,1.1601888716405995e-07
1920,9.389567168227586e-08,1.120690318323625e-07
1921,1.0450391130234493e-07,1.128339377487464e-07
1922,1.165713783279898e-07,1.1952255807301526e-07
1923,8.705077192416866e-08,1.2420659478706852e-07
1924,6.445812061883771e-08,1.2762708134772538e-07
1925,8.35861513337477e-08,1.3417777311452994e-07
1926,1.0700293273657735e-07,1.4935825665141067e-07
1927,7.246995892273844e-08,2.0068605222078872e-07
1928,8.455270261720216e-08,1.5310894574405154e-07
1929,8.466708578680482e-08,1.437112422397746e-07
1930,7.457558837131728e-08,7.877702756786675e-08
1931,9.352392282835353e-08,1.1975625113791466e-07
1932,6.685317543997371e-08,1.2274680849522213e-07
1933,7.455930273181366e-08,7.226517428904344e-08
1934,5.990790441501304e-08,1.186176472600664e-07
1935,8.138432860960165e-08,1.1968283786245593e-07
1936,9.214782892286166e-08,9.33602990471627e-08
1937,7.051026074123001e-08,1.0576538922446588e-07
1938,7.130867629712156e-08,1.1668692923016977e-07
1939,6.117620188206274e-08,8.258787431714154e-08
1940,1.0143131845552489e-07,7.86092684279538e-08
1941,1.534781404188834e-07,7.378756849973911e-08
1942,7.888950648293758e-08,6.978687139280737e-08
1943,1.1612940653549231e-07,1.0161323160673419e-07
1944,1.1888788975511488e-07,1.1567470181716999e-07
1945,1.568522947081874e-07,1.764588346553353e-07
1946,1.0162406027802717e-07,1.225057246756478e-07
1947,1.299374901009287e-07,1.57355496410716e-07
1948,8.371353743541476e-08,1.21765141747332e-07
1949,8.049946842447753e-08,9.031647829615963e-08
1950,9.997239658332546e-08,9.678178969352302e-08
1951,8.315893040844458e-08,8.102665483011862e-08
1952,4.956057964022875e-08,1.012301140690397e-07
1953,7.218464048719397e-08,1.1851209791302608e-07
1954,5.570345606997762e-08,1.2899747048322752e-07
1955,6.757638004728506e-08,8.91632772059836e-08
1956,6.889701609225085e-08,1.0029312846882021e-07
1957,5.3893728590992396e-08,1.0425344643127943e-07
1958,7.445019178931034e-08,9.430357295059366e-08
1959,7.208195285102192e-08,9.920957266817965e-08
1960,5.329041741219953e-08,9.68916695764932e-08
1961,1.2020315409699833e-07,1.208979746314398e-07
1962,7.29325009274362e-08,1.0273969125451643e-07
1963,7.241979460559378e-08,1.1703556657138847e-07
1964,7.969998705448234e-08,1.0586104592924528e-07
1965,6.402290608775729e-08,1.0944086636932582e-07
1966,6.369936045302893e-08,1.1632056917676437e-07
1967,9.959278202131827e-08,1.074813127388552e-07
1968,6.961694509755034e-08,1.230647955763331e-07
1969,6.131372742856911e-08,1.0900218450071719e-07
1970,5.8863680152398956e-08,9.105475773374394e-08
1971,6.320228607137324e-08,8.992195799084612e-08
1972,4.514529194921124e-08,7.695220033410166e-08
1973,7.387693301552645e-08,1.1246935749387177e-07
1974,3.206575982517279e-08,7.98831206738626e-08
1975,3.484002775167028e-08,6.968005550334055e-08
1976,4.8564977817022736e-08,7.484719860562095e-08
1977,3.761140376923322e-08,8.403797835399018e-08
1978,5.405938097169383e-08,8.495045300538351e-08
1979,5.0326971035019596e-08,8.309802412842515e-08
1980,4.946081233470068e-08,9.323647276460179e-08
1981,5.756250232025195e-08,1.0247389919948446e-07
1982,5.959202198368985e-08,8.938803119917793e-08
1983,4.104955309003344e-08,1.130441601437937e-07
1984,5.9149886766363124e-08,9.278413415358955e-08
1985,5.594468888148185e-08,9.20380351931982e-08
1986,4.016305155118971e-08,1.0909963693572777e-07
1987,4.522004459772688e-08,9.349549473514074e-08
1988,4.197587699650285e-08,1.1093624863178775e-07
1989,4.555141330797596e-08,1.0646957093740639e-07
1990,4.413407239667322e-08,8.881301027940935e-08
1991,5.9200797153380336e-08,7.854363670567466e-08
1992,4.7936513425383964e-08,9.807700962483068e-08
1993,5.705383543386233e-08,9.25047634048326e-08
1994,5.960666982218754e-08,7.859640754892538e-08
1995,6.181593903420435e-08,8.621696573340998e-08
1996,6.405710450962943e-08,7.63347216548027e-08
1997,4.938741327009666e-08,7.767729215402142e-08
1998,4.91117297940491e-08,8.439588838893286e-08
1999,6.718195777466462e-08,8.226362427365963e-08
2000,5.6108998336412697e-08,9.101144937684325e-08
2001,4.731708713734406e-08,7.886181005445358e-08
2002,4.468845915539532e-08,9.594875383100998e-08
2003,6.667076490884938e-08,9.208899687251915e-08
2004,5.85837227617958e-08,1.0263163674473219e-07
2005,5.6296869388461346e-08,1.0358624180639708e-07
2006,7.041591487677579e-08,1.0624155988292472e-07
2007,6.950394038085506e-08,1.242283168834124e-07
2008,6.002989749731569e-08,1.2644595415167714e-07
2009,7.438380578150827e-08,1.4876760223714314e-07
2010,8.597303491342245e-08,1.8800696399701167e-07
2011,8.37449860568995e-08,2.3135030846610505e-07
2012,1.1438289249099398e-07,3.1080827778140474e-07
2013,1.034765375607094e-07,3.171235134491468e-07
2014,1.0848880549474416e-07,3.575150011592143e-07
2015,1.0972048158919279e-07,3.4578575736077255e-07
2016,1.2573033814078372e-07,3.392855125738947e-07
2017,9.760572083905572e-08,2.92817145197688e-07
2018,1.1771488317435796e-07,3.5804944342743283e-07
2019,1.3214116734161507e-07,3.3315898928520937e-07
