year,moins_ADV armé_VERB,moins_ADV charmé_VERB
1840,6.369688665408546e-10,3.567025785855549e-08
1841,5.778493683550323e-09,5.585877360658742e-08
1842,1.0062397137744483e-08,3.890793820460203e-08
1843,0.0,4.0757687003178944e-08
1844,1.0977122322231025e-08,2.195424464446205e-08
1845,1.5066614622583074e-08,1.3950569588416784e-08
1846,1.1709002656346001e-08,2.6345256642912318e-08
1847,6.47186837454683e-09,3.66739207890987e-08
1848,8.04522137798358e-09,4.263967667839097e-08
1849,1.6758829879393033e-09,3.6869426622843093e-08
1850,2.0366988096043315e-09,3.326607966869233e-08
1851,3.8696632564949596e-09,2.644269869733762e-08
1852,5.859490670445666e-09,3.059956199535918e-08
1853,2.030456869306363e-08,2.030456869306363e-08
1854,4.1565315633818045e-09,1.1950028522278444e-08
1855,9.552486801567284e-09,4.2455496895854594e-08
1856,1.1389816201301528e-08,1.9155599773057475e-08
1857,3.270611159678083e-08,3.856392183365642e-08
1858,5.3830437884982985e-09,2.6915218498402282e-08
1859,1.0693564256314403e-08,4.379269213927728e-08
1860,2.5632230560290736e-08,2.9751696217772405e-08
1861,1.0846716413936974e-08,2.6880993431177558e-08
1862,3.162590545002786e-08,1.8975542914745347e-08
1863,6.493007020935693e-09,1.9978482868054925e-08
1864,2.0617330065419992e-08,2.7329949858767577e-08
1865,1.3179164426446732e-08,4.6597758540656287e-08
1866,1.1190909532388105e-08,2.968023871119385e-08
1867,6.308654931785895e-09,3.2513838732484146e-08
1868,2.321740844024589e-08,1.8277534152844055e-08
1869,1.953407657850903e-09,1.8069020057964735e-08
1870,8.027668307875047e-09,2.8096838633473453e-08
1871,2.1242354542039266e-09,1.5931766128574054e-08
1872,3.628403577593531e-09,2.7213026498884574e-08
1873,7.781805422268917e-09,2.3944018323618366e-08
1874,7.169530746864439e-09,7.169530746864439e-09
1875,6.293679799540541e-09,2.9751941355016243e-08
1876,1.0278225381910033e-08,2.0556450763820067e-08
1877,5.566334504436554e-09,1.9791411176584006e-08
1878,1.0266450800600069e-08,1.6305540029293297e-08
1879,1.4662380642960215e-08,1.8938909107646396e-08
1880,1.1552122813895949e-08,1.4119262203848848e-08
1881,1.045876096839038e-08,1.6036766581351003e-08
1882,1.7304001787010748e-08,5.390861801402025e-08
1883,1.3902545781263598e-08,2.1485751844352308e-08
1884,9.902545450302114e-09,4.027035060971684e-08
1885,1.9981470700258797e-08,3.287274097374393e-08
1886,5.162771099520569e-09,2.1296431285122708e-08
1887,3.264462256069578e-09,1.2404957061562527e-08
1888,1.2047167485818022e-08,1.3315291091942072e-08
1889,8.14467782106476e-09,3.696430539434914e-08
1890,7.865263995654459e-09,1.3764211992395303e-08
1891,9.561330394092238e-09,2.1672347472190268e-08
1892,2.0686091062316336e-08,2.1312942521944933e-08
1893,1.539604177480669e-08,1.847524977449666e-08
1894,5.671385139294216e-09,1.1342770278588432e-08
1895,1.6250259138317347e-08,1.0833506536300774e-08
1896,1.2973464080801023e-08,2.7126333179694484e-08
1897,1.3401440845939305e-08,1.0488084178916779e-08
1898,1.0185038590293516e-08,7.921697076085366e-09
1899,1.9346524382513053e-08,1.0502398950507086e-08
1900,1.5573159539705728e-08,1.4015843596837385e-08
1901,2.794369402536745e-09,1.5648469187112823e-08
1902,1.8659077838378835e-08,8.347482705062248e-09
1903,1.1880484152015924e-08,6.480264325148255e-09
1904,1.666133897515465e-08,3.2247751136083025e-09
1905,1.0837593933388234e-08,1.186974607492175e-08
1906,1.4918134283448126e-08,1.0802787109298606e-08
1907,9.771402353919711e-09,2.3657079850636364e-08
1908,1.6698722404839828e-08,1.8663278922304016e-08
1909,1.870334465081669e-08,1.4302557360679202e-08
1910,1.0153886620400954e-08,6.947395991829808e-09
1911,1.5429085564733214e-08,1.8621308939259507e-08
1912,1.927485904218429e-08,9.376957876838787e-09
1913,1.6439267724877027e-08,1.2196876397752021e-08
1914,1.4732836284281348e-08,1.4732836284281348e-08
1915,2.591767644943843e-08,8.246533234057551e-09
1916,3.625862632361532e-08,4.394984820521586e-09
1917,1.864292187292449e-08,1.0966424213165737e-08
1918,3.101321510712296e-08,8.040463406189247e-09
1919,2.7623545728605592e-08,1.1049418269237776e-08
1920,2.3473917476479755e-08,1.4387239843927091e-08
1921,1.6660043622440668e-08,1.2873671018098776e-08
1922,2.2871599725249325e-08,1.4018077365562931e-08
1923,1.2739137744688378e-08,1.5923921736771263e-08
1924,2.707241142374528e-08,1.1602462102189293e-08
1925,1.8696901804560184e-08,4.399271169575059e-09
1926,2.452150482668003e-08,1.671920735191179e-08
1927,1.5608915049369898e-08,6.689535148041159e-09
1928,1.3711249802206282e-08,5.713020723163709e-09
1929,1.6710609784809094e-08,0.0
1930,1.575540586884472e-08,2.10072066408884e-08
1931,1.9389105432310316e-08,1.0264820993199919e-08
1932,2.6302888755935783e-08,7.6716757391182e-09
1933,1.605892663292252e-08,4.588264879146209e-09
1934,7.188948103475923e-09,5.990790086229936e-09
1935,4.787313656606784e-09,1.3165112555668657e-08
1936,1.091224355320719e-08,8.487299751891442e-09
1937,2.1404900962807005e-08,1.2591118148108649e-09
1938,2.2040864577910213e-08,1.0372171566075394e-08
1939,1.3764645423464117e-08,6.117620188206274e-09
1940,1.2678914806940611e-08,2.5357829169792012e-09
1941,1.7709016475464523e-08,1.1806010391524069e-08
1942,1.2136847082899749e-08,3.034211770724937e-09
1943,5.806470415592457e-09,1.1612940831184915e-08
1944,1.927911696952833e-08,0.0
1945,1.3071024262956144e-08,6.535512131478072e-09
1946,2.3665876369705074e-08,4.1763312808029696e-09
1947,1.4305045148432782e-08,4.7683483828109274e-09
1948,1.4133454406817236e-08,6.523132700664291e-09
1949,1.0798709482173763e-08,1.9634016634739737e-09
1950,2.0207187034770868e-08,2.1270722960764488e-09
1951,1.0661401539380222e-08,3.1984206394497505e-09
1952,2.214408811873625e-08,5.272402070488624e-09
1953,1.1851209791302608e-08,4.3095309543161875e-09
1954,2.14995790059902e-08,2.9317608341017376e-09
1955,1.6894095011821264e-08,4.6928039232341234e-09
1956,2.0930739808022736e-08,3.488456634670456e-09
1957,2.6505112771246786e-08,3.534015080575159e-09
1958,6.617794756635931e-09,8.272243334772611e-09
1959,2.8677767716089875e-08,2.325224457422337e-09
1960,2.0070416439921246e-08,6.920833239831836e-09
1961,1.598076693198891e-08,2.779263708063695e-09
1962,1.0147130247162295e-08,4.43936931660005e-09
1963,1.2285501393982656e-08,5.819448034571906e-09
1964,1.6426714100070683e-08,7.300761772910391e-09
1965,8.208064727899256e-09,6.0192477668863376e-09
1966,1.9940669560014612e-08,2.769537488234164e-09
1967,9.860671390526932e-09,5.423369309198733e-09
1968,1.7067380397861598e-08,1.1677681044375277e-08
1969,1.862120674323009e-08,7.72098829315837e-09
1970,9.657322941336588e-09,7.3579600190498695e-09
1971,8.221435976452085e-09,1.0276794526475896e-08
1972,9.747278983951446e-09,1.0260293947794707e-08
1973,1.2129047988196362e-08,6.064523994098181e-09
1974,9.00091468025721e-09,1.0688586016271984e-08
1975,1.7134440977173426e-08,3.998036124386317e-09
1976,1.0284348483935446e-08,6.8562320265641574e-09
1977,1.4104276857551667e-08,2.938390863960194e-09
1978,1.841583241457556e-08,5.346532105932056e-09
1979,1.345953837272873e-08,8.192762912528906e-09
1980,1.3644362084619388e-08,5.116635559687666e-09
1981,1.0120879245789638e-08,1.8976649140967083e-09
1982,9.932003663948308e-09,2.483000915987077e-09
1983,6.946847541655643e-09,4.4207211225000265e-09
1984,1.3917620833581168e-08,7.538710988796993e-09
1985,1.3835783185811579e-08,3.609334831011779e-09
1986,1.1988970705090196e-08,2.3977941854269602e-09
1987,1.3443797186596385e-08,3.0554083707556856e-09
1988,1.3792074149421296e-08,3.597932174415064e-09
1989,6.585746614717891e-09,1.0976244357863152e-09
1990,7.083246433836621e-09,5.448650863826288e-09
1991,1.1722930737256831e-08,2.9307325455363298e-09
1992,8.264915862810085e-09,5.509944056569793e-09
1993,9.970573700002205e-09,6.093128224193833e-09
1994,1.0549853435293244e-08,6.329911705904578e-09
1995,1.4640617607142303e-08,3.795715741716776e-09
1996,1.814951344769611e-08,2.6690460952494277e-09
1997,5.274384040632185e-09,1.917957792585412e-09
1998,8.582632382569955e-09,3.337690568372409e-09
1999,1.0054442389773044e-08,3.1991407301035224e-09
2000,1.4579503826439577e-08,8.836062992401139e-10
2001,1.3143635152479405e-08,2.190605918883648e-09
2002,1.0514931148009055e-08,3.504977197366088e-09
2003,7.500461585152607e-09,5.8336921959778465e-09
2004,1.3214373595360485e-08,3.9643119897903034e-09
2005,7.205999352777326e-09,2.702249757291497e-09
2006,1.4000825387938676e-08,1.2353669198716943e-09
2007,9.586750948642475e-09,3.994479413904628e-09
2008,1.1920830711442676e-08,3.8316958494988285e-09
2009,6.198650481792356e-09,3.814554005998616e-09
2010,1.322662068758973e-08,4.723793023408973e-10
2011,1.4531093661673822e-08,2.2943831279320648e-09
2012,9.872333173177594e-09,6.808505315092361e-09
2013,9.204112638716566e-09,6.693900100884775e-09
2014,1.2343037619766406e-08,6.712880029624557e-09
2015,1.086121984017474e-08,9.97458915463767e-09
2016,1.4292246497404903e-08,1.2428039930512114e-08
2017,9.056201122348284e-09,4.528100561174142e-09
2018,1.1874746796980418e-08,4.904786798931582e-09
2019,9.183556137770665e-09,5.867272001580659e-09
