year,les_DET airs_NOUN,les_DET chairs_NOUN
1875,5.059546225538725e-06,1.7948430439673757e-06
1876,5.622189149789847e-06,2.065318611244038e-06
1877,5.453770590690965e-06,2.232718529171507e-06
1878,5.661645488430622e-06,1.7151011491023382e-06
1879,4.9705468612160075e-06,1.548102986248523e-06
1880,5.092560776631672e-06,1.7065053228293436e-06
1881,4.6862222120580554e-06,1.980889344110892e-06
1882,4.654776411427974e-06,1.921409733540713e-06
1883,4.673151266842979e-06,2.02850775110619e-06
1884,4.776327870104069e-06,1.6174158048443132e-06
1885,4.115538224880311e-06,1.7061597432643794e-06
1886,4.749103958090473e-06,1.625627533030638e-06
1887,4.286238905137907e-06,1.3710742194916747e-06
1888,4.136617135941378e-06,1.6460236196280675e-06
1889,4.393740184127637e-06,1.3977519799368565e-06
1890,3.71699246670687e-06,1.4052604200287533e-06
1891,3.5829491729089114e-06,1.262732993723148e-06
1892,3.7648685022872996e-06,1.3728041707850025e-06
1893,3.584814301405004e-06,1.4065823350506435e-06
1894,3.7456348422892916e-06,1.4537650656620826e-06
1895,3.4932039127966164e-06,1.4065501687809956e-06
1896,3.2740304334311077e-06,1.1758675384498929e-06
1897,3.1312759176671534e-06,1.2206964896677164e-06
1898,3.361628749587453e-06,1.157699394127576e-06
1899,3.362978596044286e-06,1.1326008646506125e-06
1900,3.5008463044050586e-06,1.1150381666880094e-06
1901,3.4393098715668202e-06,1.0769499532159443e-06
1902,3.139144510555525e-06,1.0498186568952406e-06
1903,3.284413992332702e-06,9.936405191979247e-07
1904,2.8754244212336744e-06,9.846313275829743e-07
1905,2.86680175776155e-06,9.986068931766567e-07
1906,2.9651078818915266e-06,1.0468415112541152e-06
1907,3.1772486011050205e-06,1.0018259004596075e-06
1908,3.5833495246606617e-06,1.656120382165227e-06
1909,3.83418556992865e-06,1.1502556702680522e-06
1910,4.158283601896073e-06,1.0201983897673017e-06
1911,3.5673109337608366e-06,9.619236536195785e-07
1912,3.4496786867066476e-06,9.100858946453627e-07
1913,3.7995920649791515e-06,9.905984654778877e-07
1914,3.5224870913452833e-06,9.335260457987715e-07
1915,3.3504486083302254e-06,9.577759385592799e-07
1916,3.2621775183372392e-06,1.0350189185714953e-06
1917,3.5257055444049e-06,9.343393401195499e-07
1918,3.842192910497033e-06,7.718845118631634e-07
1919,3.598427042561525e-06,9.088146484259596e-07
1920,3.47338261974528e-06,8.942805536094056e-07
1921,3.3978916675891924e-06,1.0404955048670672e-06
1922,3.2521939488106e-06,8.661696000444863e-07
1923,3.3121758917786792e-06,7.622250954852916e-07
1924,3.4781603801548044e-06,8.057265290517535e-07
1925,3.682189920084511e-06,9.54641834027825e-07
1926,3.2412969517281454e-06,8.136681017845149e-07
1927,3.245539367924266e-06,1.3702397509973707e-06
1928,3.1455890976417322e-06,9.792117445783788e-07
1929,3.111515525233699e-06,9.19083550598998e-07
1930,3.3779589330151794e-06,7.856695560803928e-07
1931,2.9756575230521776e-06,7.002888935403462e-07
1932,2.972226369024611e-06,7.627837739221377e-07
1933,2.59695791271497e-06,7.123281218213151e-07
1934,2.801293334186994e-06,7.009224436416162e-07
1935,2.5468508866310913e-06,7.611828749531924e-07
1936,3.1948622023492135e-06,7.420325580653753e-07
1937,2.445195036671066e-06,7.000661597089675e-07
1938,2.598229063011104e-06,8.09029401693806e-07
1939,2.720811654199906e-06,7.478790635673249e-07
1940,2.842612751408069e-06,9.002029202065387e-07
1941,3.3233918941277807e-06,6.965546397452727e-07
1942,3.5469934971388284e-06,5.977397350420688e-07
1943,3.6464634760591252e-06,7.780670507884224e-07
1944,3.6148344975117652e-06,7.743778738245055e-07
1945,3.5596755836309057e-06,8.082250246843614e-07
1946,3.1893250564962727e-06,7.990713655203763e-07
1947,2.9229974742861486e-06,8.356530294406639e-07
1948,3.0191232767151632e-06,1.0610963059320966e-06
1949,2.5946352124606165e-06,6.312336608971236e-07
1950,2.7098902108946277e-06,6.338675326844623e-07
1951,2.9883909462569136e-06,7.153800538617361e-07
1952,2.2639694776671604e-06,6.137075931889058e-07
1953,2.347617026998705e-06,8.241977837997183e-07
1954,2.7832183491227624e-06,6.332603526004732e-07
1955,2.5031416512888427e-06,6.053717136467185e-07
1956,2.667797218691703e-06,6.226895230554419e-07
1957,2.60545267138923e-06,6.45841250701551e-07
1958,2.5495054600810363e-06,5.509314036089563e-07
1959,2.1237049807609765e-06,5.875066975136178e-07
1960,2.7551836652150996e-06,6.111096091387935e-07
1961,2.3227696104299866e-06,6.288084115624315e-07
1962,2.598933818376281e-06,6.240485106445703e-07
1963,2.8651081862562933e-06,7.46182550415142e-07
1964,2.677554412855443e-06,6.67411310217858e-07
1965,2.7135862268323763e-06,6.183409020366071e-07
1966,2.6227519995813964e-06,7.328195792410952e-07
1967,3.0997019209166865e-06,7.720905550456791e-07
1968,3.874295273931239e-06,7.096437286691071e-07
1969,2.6033354814103404e-06,6.422045295551015e-07
1970,2.76521328146373e-06,7.753450184111443e-07
1971,3.0943429010221735e-06,7.764118592490377e-07
1972,3.6531776146375705e-06,8.336488406257558e-07
1973,2.7147015728701263e-06,7.249862825631226e-07
1974,2.1073391138770603e-06,6.188128693906947e-07
1975,2.064700005632858e-06,6.671008776493181e-07
1976,2.120289774865114e-06,5.59354305096349e-07
1977,2.1050632454944207e-06,6.017824745185862e-07
1978,2.7017809429707995e-06,7.348511381621847e-07
1979,2.590083479248051e-06,7.291558823396826e-07
1980,2.4861163652190044e-06,7.004105775365588e-07
1981,2.3834669704569933e-06,7.375590733715853e-07
1982,2.230976434702825e-06,6.35027490147877e-07
1983,2.3897155401186865e-06,6.62476658419564e-07
1984,2.6808815292156396e-06,8.043224966058915e-07
1985,2.4356993861829324e-06,7.314918590850539e-07
1986,2.50089924236363e-06,6.527994820260119e-07
1987,2.3923847791706976e-06,6.245255050885135e-07
1988,2.2888845663260327e-06,6.782102524027778e-07
1989,2.4295917810945866e-06,6.673556676162207e-07
1990,2.481860441605477e-06,6.314986222832886e-07
1991,2.812917117012148e-06,6.406581469775574e-07
1992,2.4552311685965833e-06,7.895749867259383e-07
1993,2.629461711478598e-06,8.330967773417797e-07
1994,2.501897675699638e-06,7.45874608298891e-07
1995,2.6591697732669672e-06,7.130522963194608e-07
1996,2.4144190717834135e-06,7.291833874489839e-07
1997,2.427655047654298e-06,7.619087583066175e-07
1998,2.6777814383649456e-06,6.360684459139065e-07
1999,2.632435851523951e-06,7.051820212211624e-07
2000,2.6777688617585227e-06,7.19255538683683e-07
2001,2.6076973185240604e-06,6.966126591123611e-07
2002,2.7203005288356508e-06,7.395501953055827e-07
2003,2.9714327283159037e-06,7.592133783873578e-07
2004,2.8291974274452514e-06,7.034451563470157e-07
2005,2.84321721011338e-06,7.696908106424871e-07
2006,3.0950060931900225e-06,8.174011618677923e-07
2007,3.3805279358034568e-06,8.336478742876352e-07
2008,3.5519819263640784e-06,7.991214339142516e-07
2009,3.661018190825871e-06,9.045260895845786e-07
2010,4.531534784746327e-06,1.0949752464739504e-06
2011,4.854914891438966e-06,1.0726241264080727e-06
2012,6.316590933863608e-06,1.3354883492411318e-06
2013,7.086329823380311e-06,1.3549569004567275e-06
2014,6.7843399875755495e-06,1.7464315078541404e-06
2015,7.366123313090611e-06,1.46360471120488e-06
2016,8.214520626381727e-06,1.650236562511509e-06
2017,7.32973659722802e-06,1.2832133506890386e-06
2018,8.429521308528365e-06,1.4962180472366526e-06
2019,8.10168209142148e-06,1.5515107492092284e-06
