year,derniers_ADJ ans_NOUN,derniers_ADJ champs_NOUN
1880,2.2462462112571302e-08,1.6686399817444908e-08
1881,1.045876096839038e-08,1.8825771164188154e-08
1882,1.7304001787010748e-08,1.5972924316542958e-08
1883,1.3270612164717477e-08,1.7694148368718743e-08
1884,2.0465261485469455e-08,5.941527270181268e-09
1885,1.6114089618213256e-08,9.023890079618013e-09
1886,1.2906927970846027e-08,1.936039106809062e-09
1887,2.0892558794116667e-08,1.9586774424595887e-09
1888,1.4583413587843097e-08,1.0779045211961602e-08
1889,1.4409814674820609e-08,8.771191772893872e-09
1890,1.3108772733971819e-08,8.520702365899524e-09
1891,2.995883363610119e-08,1.0198752065093686e-08
1892,1.5044429702015805e-08,1.9432388143059143e-08
1893,1.7243566574620672e-08,1.4164357686752282e-08
1894,2.3315696040526745e-08,8.822155450616265e-09
1895,2.2268872967856623e-08,3.611168697403855e-09
1896,2.0049897742069334e-08,8.845543852942228e-09
1897,1.5732126712464378e-08,6.409385022720926e-09
1898,2.8857609635224435e-08,4.52668391659472e-09
1899,1.1055156790007459e-08,8.844125432005967e-09
1900,1.9206897405865675e-08,6.22926377147337e-09
1901,1.2295225282343836e-08,3.353243460679778e-09
1902,9.329538919189417e-09,8.347482705062248e-09
1903,1.5660639007819555e-08,4.860198465905796e-09
1904,1.1824175416563776e-08,1.1824175416563776e-08
1905,3.1996705729397945e-08,2.7352022868853965e-08
1906,2.211999294843281e-08,1.2860461140462576e-08
1907,2.2114226894132116e-08,6.685696440911215e-09
1908,1.7680999775393502e-08,2.2101250607420297e-08
1909,1.5952851484257735e-08,3.795678793494517e-08
1910,1.1757131268552712e-08,8.550641084070776e-09
1911,9.044636151145369e-09,1.0640748726586935e-08
1912,4.532196484774431e-08,1.3544495303108306e-08
1913,2.1742257771961704e-08,1.0075680734189518e-08
1914,9.37544086809794e-09,1.0714789944188396e-08
1915,1.4136913861761968e-08,2.3561524287174507e-08
1916,1.648119329900055e-08,1.538244731591476e-08
1917,9.869782324756216e-09,2.52227767560953e-08
1918,2.986458014220261e-08,3.790504266021344e-08
1919,4.327688785110695e-08,1.8415696745321952e-09
1920,2.3473917920568965e-08,3.786115865267448e-09
1921,1.1359120755116692e-08,1.2116395886607734e-08
1922,1.8444838545406128e-08,2.3609393551282665e-08
1923,3.1847843473542525e-08,1.0615948120573648e-09
1924,2.5783249313349188e-08,7.734974438733389e-09
1925,2.969508017258704e-08,7.698724324711748e-09
1926,1.2260752413340015e-08,4.0126099776216506e-08
1927,1.6723836537835268e-08,2.6758140592164636e-08
1928,2.5137291359556002e-08,9.14083297942625e-09
1929,2.33948540540041e-08,1.1140405931087116e-08
1930,1.8906487042613662e-08,4.201441416995522e-09
1931,1.3686427990933225e-08,1.0264820993199919e-08
1932,3.1782654730250215e-08,1.2055489939655217e-08
1933,2.1794258842078307e-08,1.1470662641954732e-08
1934,3.354842448288764e-08,5.990790086229936e-09
1935,3.7101681726881e-08,4.787313656606784e-09
1936,2.66743711563322e-08,1.33371855781661e-08
1937,1.1332006444320086e-08,5.0364472592434595e-09
1938,3.1116513810047763e-08,1.5558256905023882e-08
1939,2.2941076593951948e-08,1.070583532936098e-08
1940,2.028626333583361e-08,1.2678914806940611e-08
1941,2.9515025090631752e-08,1.4757512545315876e-08
1942,3.034211815133858e-08,1.8205270180260413e-08
1943,2.322588166236983e-08,8.709705845433291e-09
1944,2.2492303131116387e-08,1.927911696952833e-08
1945,3.485606470121638e-08,1.9606536838523425e-08
1946,2.7842208538686464e-08,6.960552134671616e-09
1947,1.0728784083369192e-08,1.0728784083369192e-08
1948,9.784699273041042e-09,1.4133454406817236e-08
1949,6.8719057111366055e-09,2.4542520904446974e-08
1950,1.701657836861159e-08,2.3397795700930146e-08
1951,1.1727541604500402e-08,1.8124383771578323e-08
1952,1.0544804140977249e-08,2.003512733494972e-08
1953,1.8315507332999914e-08,1.1851209791302608e-08
1954,8.795282724349818e-09,6.840775057526116e-09
1955,2.815682353940474e-09,1.0324168187025862e-08
1956,1.5698054411927842e-08,1.2209598665435806e-08
1957,1.8553580005686854e-08,1.501956425897788e-08
1958,1.0753916868111446e-08,1.2408365002158916e-08
1959,3.8753737996444215e-09,1.705164542897819e-08
1960,2.145458388724819e-08,1.4533750203327145e-08
1961,1.876002997391879e-08,1.042223907177231e-08
1962,1.7123282347597524e-08,3.805173953708163e-09
1963,1.0345685197421517e-08,6.466053470433053e-09
1964,1.8860301764789256e-08,4.867174663303331e-09
1965,1.9699356812452606e-08,3.830430195250756e-09
1966,1.0524241922382771e-08,1.0524241922382771e-08
1967,1.3804939413830652e-08,1.5777073869571723e-08
1968,2.110965446888713e-08,1.4821671889819754e-08
1969,2.043791091921321e-08,8.175163657142548e-09
1970,1.4715920038099739e-08,9.197449912790034e-09
1971,1.4387513402880359e-08,9.24911525146399e-09
1972,1.128632298730281e-08,9.234264020108185e-09
1973,1.2129047988196362e-08,1.268036875501366e-08
1974,1.0688586016271984e-08,9.563471792262135e-09
1975,1.1422960355389478e-08,1.028066431985053e-08
1976,1.1427053969725876e-08,1.5997875024709174e-08
1977,5.876781727920388e-09,1.4104276857551667e-08
1978,1.485147826940647e-08,1.4257419245211622e-08
1979,1.462993370893173e-08,1.345953837272873e-08
1980,1.0233271119375331e-08,9.096241093686785e-09
1981,1.0753434587229549e-08,6.958104314946922e-09
1982,7.449002747961231e-09,8.690503427999374e-09
1983,8.841442245000053e-09,1.705135410645653e-08
1984,1.1018116197192285e-08,1.4497521405587577e-08
1985,8.421781494405423e-09,9.02333674446254e-09
1986,9.591176741707841e-09,1.498621315931814e-08
1987,6.110816741511371e-09,1.5277041853778428e-08
1988,7.795519785247507e-09,4.197587610832443e-09
1989,1.4817929994137558e-08,9.329808037250586e-09
1990,1.3076762783725826e-08,5.993515905799995e-09
1991,1.1136783939491579e-08,1.1722930182145319e-08
1992,5.509944056569793e-09,1.1019888113139586e-08
1993,4.4313659408601325e-09,8.862731881720265e-09
1994,4.2199412852994556e-09,1.0549853435293244e-08
1995,8.675921314704738e-09,1.7351842629409475e-08
1996,4.804283193493575e-09,8.007138063703678e-09
1997,3.3564262480467733e-09,1.4864173003559245e-08
1998,1.2873949017944142e-08,7.629006759657386e-09
1999,1.1882523409667556e-08,4.113180906983871e-09
2000,3.97622823555821e-09,1.1486881668076876e-08
2001,9.20054432640427e-09,1.4019877703219663e-08
2002,7.009954394732176e-09,1.1829298429688606e-08
2003,1.4584229823810801e-08,9.58392298855415e-09
2004,7.047666006343434e-09,1.1452457648886138e-08
2005,1.216012357474483e-08,1.8014997493764895e-08
2006,8.64756888319107e-09,7.823991232669414e-09
2007,5.192823504529542e-09,1.1983438241713884e-08
2008,6.3861596011349775e-09,8.51487946817997e-09
2009,7.629108011997232e-09,1.0013204487790972e-08
2010,5.668551850135373e-09,1.4171378737160012e-08
2011,1.529588788962144e-09,1.6825476123472072e-08
2012,2.382976926895708e-09,1.3617010630184723e-08
2013,6.9728125495771565e-09,1.3945625099154313e-08
2014,6.712880029624557e-09,1.2992670939127038e-08
2015,8.201329393386914e-09,1.0417904761084174e-08
2016,9.942432654952427e-09,1.0563834251797743e-08
2017,4.024978128569501e-09,8.804639684001359e-09
2018,7.744399788123246e-09,1.0067719991013746e-08
2019,6.12237061048404e-09,1.0714148679369373e-08
