year,tels_ADJ chants_NOUN
1909,6.60118004702781e-09
1910,5.878565634276356e-09
1911,5.3203743632934675e-09
1912,7.293189607793238e-09
1913,8.484783542428431e-09
1914,4.68772043404897e-09
1915,1.1780761921542648e-09
1916,5.493730803607377e-09
1917,5.483212106582869e-09
1918,1.4932290071101306e-08
1919,1.8415697411455767e-08
1920,2.2716695191604686e-09
1921,3.7863738810983705e-09
1922,3.6889677978990676e-09
1923,3.1847844361720945e-09
1924,6.445812328337297e-09
1925,6.598906754362588e-09
1926,1.0031524944054127e-08
1927,6.689535148041159e-09
1928,9.14083297942625e-09
1929,1.7824650200282122e-08
1930,6.302162347537887e-09
1931,4.5621426636444085e-09
1932,7.6716757391182e-09
1933,4.588264879146209e-09
1934,3.5944740517379614e-09
1935,1.3165112555668657e-08
1936,3.6374143697059935e-09
1937,1.2591118370153254e-08
1938,1.8151300906765755e-08
1939,4.588215141154706e-09
1940,1.0143131667916805e-08
1941,5.9030051957620344e-09
1942,9.102635090130207e-09
1943,2.9032352077962287e-09
1944,2.5705489292704442e-08
1945,1.742803235060819e-08
1946,6.960552134671616e-09
1947,8.344609447874518e-09
1948,1.3046265401328583e-08
1949,8.835307596655184e-09
1950,1.1698897850465073e-08
1951,7.462981344019681e-09
1952,1.0544803918932644e-09
1953,9.69644453618912e-09
1954,6.840775057526116e-09
1955,1.220129064449793e-08
1956,1.1337483840634377e-08
1957,1.8553580005686854e-08
1958,9.926692356998501e-09
1959,1.007597205671118e-08
1960,1.4533750203327145e-08
1961,4.86371165564492e-09
1962,6.341956293454132e-09
1963,3.879631726988464e-09
1964,3.6503808864551957e-09
1965,9.302473458205895e-09
1966,1.0524241922382771e-08
1967,9.367637332502454e-09
1968,1.122853987567396e-08
1969,1.2262746373892242e-08
1970,1.1496812390987543e-08
1971,1.3359833239690033e-08
1972,1.128632298730281e-08
1973,4.9618833486420044e-09
1974,9.00091468025721e-09
1975,3.998036124386317e-09
1976,8.570290255249802e-09
1977,9.402850942308305e-09
1978,1.0099005187669263e-08
1979,4.096381456264453e-09
1980,1.0233271119375331e-08
1981,3.1627747087981106e-09
1982,8.069752865935698e-09
1983,1.0104505676622466e-08
1984,6.378909400694965e-09
1985,7.820225356169885e-09
1986,5.395036861699509e-09
1987,4.277571630240118e-09
1988,1.139345240375178e-08
1989,4.390497743145261e-09
1990,5.993515905799995e-09
1991,1.0550637696837839e-08
1992,1.0468894195980738e-08
1993,9.970573700002205e-09
1994,5.274926717646622e-09
1995,1.0844901865425527e-08
1996,1.014237493990322e-08
1997,5.753873377756236e-09
1998,1.0489884516573511e-08
1999,6.8553016596695215e-09
2000,8.394259509714175e-09
2001,8.762423675534592e-09
2002,8.324320788233308e-09
2003,4.583615265119079e-09
2004,1.0131019578807354e-08
2005,7.205999352777326e-09
2006,7.412201963319376e-09
2007,6.391167151065247e-09
2008,9.366367237362283e-09
2009,1.0013204487790972e-08
2010,3.3066551718974324e-09
2011,3.4415748029203996e-09
2012,2.382976926895708e-09
2013,3.0680376017500066e-09
2014,2.815078836704288e-09
2015,5.54143841924315e-09
2016,4.971216327476213e-09
2017,4.779661555431858e-09
2018,3.0977600484760615e-09
2019,4.08158040698936e-09
