year,dix_DET ans_NOUN,dix_DET chants_NOUN
1848,2.2406747234526847e-05,3.539897619475596e-08
1849,1.9788825625255413e-05,3.77073661184113e-08
1850,2.018232657974295e-05,4.0055077477063605e-08
1851,2.0541463300105534e-05,4.192135172331746e-08
1852,2.0848719827881723e-05,2.864639925270751e-08
1853,2.0599582569502672e-05,4.598387448595531e-08
1854,1.93372233638911e-05,6.234797461646124e-08
1855,2.0927905950429704e-05,3.980202833986368e-08
1856,2.0336517081886996e-05,4.40061072026765e-08
1857,2.0284135189285735e-05,4.9791394229892205e-08
1858,2.151847257891859e-05,3.131952558410589e-08
1859,2.1541420380799536e-05,4.7357211041543223e-08
1860,2.2547208232026605e-05,6.362285631666964e-08
1861,2.1855191164377175e-05,4.5744847909645614e-08
1862,2.180605986268347e-05,4.0210078988689446e-08
1863,2.190241190191955e-05,6.592899542967601e-08
1864,2.2096982945640775e-05,5.7057263358473165e-08
1865,2.1638775081100903e-05,3.906680645648919e-08
1866,2.1109948761477426e-05,5.887391729686442e-08
1867,2.4091296779715776e-05,6.648351558169452e-08
1868,2.2148913160435768e-05,4.791677810089823e-08
1869,2.1258936442336562e-05,4.49283774628384e-08
1870,2.0962534961199708e-05,5.447346484999116e-08
1871,1.8884452458678425e-05,2.2304472935275044e-08
1872,2.111851802055753e-05,4.716924784098353e-08
1873,1.95419108877104e-05,2.8732820567256567e-08
1874,2.0336972283985233e-05,3.0470506118263074e-08
1875,2.1083827846268832e-05,1.2587359321525327e-08
1876,2.081884662175071e-05,6.046014533467314e-08
1877,2.0745727681514836e-05,8.906134696395895e-08
1878,2.151606599909428e-05,6.280652525836317e-08
1879,2.293135179343153e-05,5.681672377022551e-08
1880,2.2367478493379167e-05,6.674560304453792e-08
1881,2.298278025136824e-05,5.717456375009533e-08
1882,2.3556070232189086e-05,3.793569547383413e-08
1883,2.2371723446212854e-05,3.09647596452578e-08
1884,2.150040694459676e-05,4.423137056619453e-08
1885,2.1295734939030808e-05,4.254119545521462e-08
1886,2.1249966550840327e-05,5.6145136539953455e-08
1887,2.4395979721703043e-05,2.0892558405538608e-08
1888,2.2036805887637456e-05,4.438430223352441e-08
1889,2.3295030700865027e-05,3.0072656975743683e-08
1890,2.336704335448303e-05,2.5562107097698572e-08
1891,2.2598523003125592e-05,2.2947192590550003e-08
1892,2.1383148805398378e-05,2.9462007944403013e-08
1893,2.1303811081452295e-05,2.0322774574310642e-08
1894,2.1235556459942018e-05,3.0247388593807045e-08
1895,2.2980273683970154e-05,2.1065151400989635e-08
1896,2.209321991131219e-05,3.3613066108273415e-08
1897,2.1869987506306643e-05,2.7968224403096542e-08
1898,2.2040989847482706e-05,2.3765091228256097e-08
1899,2.2889149363436445e-05,2.8743407654019393e-08
1900,2.311316472969338e-05,2.8031687082652468e-08
1901,2.250529314551386e-05,1.676621691482083e-08
1902,1.996325022446399e-05,1.5712908307818907e-08
1903,2.1366511077758332e-05,3.0241231741001684e-08
1904,2.1281903400449664e-05,2.3110888314192835e-08
1905,2.2547355570168293e-05,1.7030505006232488e-08
1906,2.225785794962576e-05,2.572092228092515e-08
1907,2.204942688877054e-05,1.0285686968813934e-08
1908,2.2889528167979734e-05,2.0627833663411366e-08
1909,2.322625255146704e-05,2.9705310655714356e-08
1910,2.2801352884016524e-05,1.5498036631811374e-08
1911,2.2852071197121404e-05,1.808927285740225e-08
1912,2.3193385914055398e-05,3.438218010298755e-08
1913,2.2215283820514742e-05,1.2196876508774324e-08
1914,2.186888536925835e-05,1.4732836561837104e-08
1915,1.8632453645750502e-05,4.712304768617059e-09
1916,1.8714944360453956e-05,3.2962386153911893e-09
1917,1.7660329035606992e-05,5.483212106582869e-09
1918,1.7873949730073946e-05,7.925599732061528e-08
1919,2.0472730057008448e-05,1.5653341733923298e-08
1920,1.945457751162394e-05,1.817335615328375e-08
1921,1.9785316851539392e-05,2.4990066127550392e-08
1922,1.9981663342605316e-05,1.2542490601674672e-08
1923,1.8994054471477284e-05,3.078624999375279e-08
1924,1.9873728433594806e-05,2.5783249313349188e-08
1925,2.0431314396773814e-05,1.7597084678300234e-08
1926,1.9116741668767645e-05,2.0063049888108253e-08
1927,2.123481442595221e-05,2.0068604555945058e-08
1928,2.117588280725613e-05,2.5137291359556002e-08
1929,2.2207285383046838e-05,2.2280811862174232e-08
1930,2.2871597366247443e-05,1.6805765667982087e-08
1931,2.1752297016064404e-05,1.710803587684495e-08
1932,2.050967702871276e-05,1.6439305028370654e-08
1933,1.9996805008304364e-05,2.6382522833046096e-08
1934,1.94161500530754e-05,1.4377896206951846e-08
1935,1.9255772485848865e-05,2.6330225111337313e-08
1936,1.8547176296124235e-05,3.394919900756577e-08
1937,1.9016364944945963e-05,1.0072894518486919e-08
1938,1.8481912661627575e-05,2.5930429359277696e-08
1939,1.7702863942758995e-05,4.282334131744392e-08
1940,1.866082618562359e-05,1.5214697057785997e-08
1941,1.76470347241775e-05,2.3612020783048138e-08
1942,1.8390357467978902e-05,1.8205270180260413e-08
1943,1.8406511799184955e-05,1.4516176261025748e-08
1944,1.8536870811658446e-05,6.4263723231761105e-09
1945,2.0525865124909615e-05,8.714016175304096e-09
1946,1.953409434918285e-05,2.7842207650508044e-08
1947,2.0027062646477134e-05,2.3841741914054637e-08
1948,1.9391098931009765e-05,4.2400363886585524e-08
1949,2.1791794551973e-05,1.2762110923603132e-08
1950,1.944569555689668e-05,1.2762433776458693e-08
1951,1.876833107417042e-05,1.5992102864181845e-08
1952,1.8024234123004135e-05,1.581720565635436e-08
1953,1.8192684933637793e-05,2.6934568575498474e-08
1954,1.9405324337640195e-05,2.443134050622575e-08
1955,2.0543218738566793e-05,2.2525457943345373e-08
1956,2.2007801135259797e-05,1.744228228517386e-08
1957,2.0477850171118916e-05,9.718541527092839e-09
1958,2.263947499159258e-05,3.3916198127759145e-08
1959,2.2621332277594774e-05,2.015194455751157e-08
1960,2.117013752922503e-05,2.4222917505145602e-08
1961,2.1869331703783246e-05,1.5285950449861474e-08
1962,2.159372820642602e-05,2.156265105357491e-08
1963,2.1457597881635593e-05,1.8751554753393407e-08
1964,2.149466081391438e-05,1.8860301764789256e-08
1965,2.1018665734118258e-05,3.392666764190366e-08
1966,2.121188617820735e-05,2.215629846258338e-08
1967,2.204648785664176e-05,2.2186509740507177e-08
1968,2.3881307924966677e-05,3.952445962185358e-08
1969,2.3281505036720773e-05,1.5896152283367826e-08
1970,2.3631467797713412e-05,2.8512094379928854e-08
1971,2.3510737946708105e-05,2.3636628765366652e-08
1972,2.341450237963727e-05,3.3858967796174255e-08
1973,2.274196538110118e-05,2.2052815351614186e-08
1974,2.2818444449512754e-05,3.937900150408069e-08
1975,2.2102857542449783e-05,3.4268879289811593e-08
1976,2.2296466795523884e-05,2.3425460682346966e-08
1977,2.2224814301807783e-05,2.8796231177352638e-08
1978,2.4256621827589697e-05,2.4950484345254154e-08
1979,2.3761937427480007e-05,1.931151172307466e-08
1980,2.3672398356211488e-05,1.364436125195212e-08
1981,2.3489927343689487e-05,1.5181318924195608e-08
1982,2.303728331298771e-05,3.1037512115972277e-08
1983,2.3720327590126544e-05,1.3893695083311286e-08
1984,2.48307751462562e-05,2.7255339318799088e-08
1985,2.5361592633998953e-05,1.9851341570564784e-08
1986,2.5502938569843536e-05,8.991728361884554e-09
1987,2.5003017981362063e-05,2.13878585952898e-08
1988,2.5061997348529985e-05,2.0388282950811742e-08
1989,2.5958818014260032e-05,1.2073868682627165e-08
1990,2.6422143037052592e-05,7.628111475810329e-09
1991,2.6545404352873447e-05,1.5825955934634095e-08
1992,2.6245517801726237e-05,1.4325855279828659e-08
1993,2.593346152934828e-05,1.4401939474328884e-08
1994,2.56160981280118e-05,2.584714020592571e-08
1995,2.5520765348119312e-05,1.843633334885908e-08
1996,2.5282806518589496e-05,2.081856020907935e-08
1997,2.5684332285891287e-05,1.917957803687642e-08
1998,2.6387780508230207e-05,3.623778221939489e-08
1999,2.5746684514160734e-05,1.6452724072024694e-08
2000,2.6073012122651562e-05,2.5182778862209432e-08
2001,2.6455071520103957e-05,1.358175683030538e-08
2002,2.567395790720184e-05,2.1029862962151924e-08
2003,2.5632825554566807e-05,1.750107703202275e-08
2004,2.6275902200723067e-05,1.4976290096946343e-08
2005,2.514263223929447e-05,1.8014998492965617e-08
2006,2.559556810410868e-05,3.211954113790938e-08
2007,2.5213154913217295e-05,1.8374606058912946e-08
2008,2.5303667825937737e-05,1.6178271167177627e-08
2009,2.43397148551594e-05,2.4317782010285782e-08
2010,2.4732363726798212e-05,8.0304479732618e-09
2011,2.3976686634341604e-05,8.412738006224885e-09
2012,2.512849073355028e-05,1.2255310044562151e-08
2013,2.526919456613541e-05,6.693900211907078e-09
2014,2.7515445708559128e-05,7.795602663396295e-09
2015,2.5791848770495562e-05,8.866302012022764e-09
2016,2.465992531597294e-05,1.1392370435903132e-08
2017,2.523963098610693e-05,9.056200789281377e-09
2018,2.5311797799076885e-05,8.002547013941097e-09
2019,2.5908086399795138e-05,7.142765656720229e-09
