year,plusieurs_DET arts_NOUN,plusieurs_DET chars_NOUN
1885,1.933690718658454e-08,3.2228177904158883e-09
1886,4.1947515683204983e-08,1.097088819790315e-08
1887,2.285123557044244e-08,7.834709436771448e-09
1888,3.297119732792453e-08,1.014498351992188e-08
1889,4.197641673142627e-08,1.0650732740202784e-08
1890,1.7696843102044113e-08,1.3764211992395303e-08
1891,2.932141229816665e-08,6.3742202627281586e-09
1892,2.1312942521944933e-08,8.775917548220491e-09
1893,3.1407925149551374e-08,1.1085149742573464e-08
1894,1.7014155417882648e-08,1.0082462864602348e-08
1895,9.629783193076946e-09,3.611168697403855e-09
1896,1.6511680689390573e-08,5.897029087265082e-09
1897,2.7385553380554484e-08,4.661370955894029e-09
1898,2.8857610523402855e-08,3.96084842702038e-09
1899,3.592925956752424e-08,4.4220627160029835e-09
1900,3.9452002220663474e-08,6.748368863718213e-09
1901,2.6267072517072165e-08,6.14761275219422e-09
1902,2.160524809058373e-08,4.910283735171106e-09
1903,2.214090244478939e-08,8.640352211486402e-09
1904,2.2573424907079698e-08,1.0749250378694342e-08
1905,1.9610883583709438e-08,7.74113850798841e-09
1906,1.0802787109298606e-08,2.572092316910357e-09
1907,2.674278576364486e-08,3.5999902503469627e-09
1908,2.2592389292697135e-08,1.0313917275794893e-08
1909,1.705304847332556e-08,6.60118004702781e-09
1910,2.778958352323002e-08,7.481811059584231e-09
1911,1.9685384544665396e-08,1.0640748726586935e-08
1912,1.8753915753677575e-08,6.251305251225858e-09
1913,3.7651225748280837e-08,1.3257474229533273e-08
1914,2.0090231700464756e-08,2.0090231700464756e-09
1915,2.2383447872975637e-08,7.068456930880984e-09
1916,1.4283700888739759e-08,1.0987462051303964e-09
1917,5.483212106582869e-09,7.676496771580332e-09
1918,1.378365155346728e-08,3.44591288836682e-09
1919,5.524709190130039e-09,1.381177283654722e-08
1920,3.7861159984942105e-08,1.4387239843927091e-08
1921,2.574734203619755e-08,6.058197998815018e-09
1922,2.8773949167781865e-08,6.640141991809401e-09
1923,2.5478274601198336e-08,5.307974060286824e-09
1924,3.480738497430025e-08,6.445812328337297e-09
1925,2.859526304632709e-08,1.3197813508725176e-08
1926,3.6782257240020044e-08,4.458455382660986e-09
1927,3.7907366134959375e-08,4.4596899506643695e-09
1928,6.8556245125250825e-09,1.7139061725401916e-08
1929,1.2254447234738564e-08,8.912325100141061e-09
1930,2.4158287814657342e-08,3.1510810627466412e-09
1931,2.2810713318222042e-08,6.843213995466613e-09
1932,2.191907289006423e-08,9.863582839386709e-09
1933,2.982372038218273e-08,2.2941324395731044e-09
1934,2.875579241390369e-08,5.990790086229936e-09
1935,3.590485242455088e-08,7.180970484910176e-09
1936,2.5461901032031165e-08,9.699771652549316e-09
1937,1.510934133364117e-08,6.295559185076627e-09
1938,1.8151300906765755e-08,2.5930428915188486e-09
1939,1.6823456405745674e-08,1.070583532936098e-08
1940,2.5357829613881222e-08,3.803674442082183e-08
1941,2.3612020783048138e-08,7.673907065353092e-08
1942,3.3376331032286544e-08,1.5171058853624686e-08
1943,2.9032351633873077e-08,2.0322646676618206e-08
1944,2.2492303131116387e-08,6.747690939334916e-08
1945,6.535512131478072e-09,6.317661593868706e-08
1946,2.7842208538686464e-08,3.062642850437669e-08
1947,4.172304723937259e-08,3.099426404418182e-08
1948,3.1528474497832804e-08,1.6307831973705333e-08
1949,1.1780409536754632e-08,6.871905600114303e-09
1950,1.9143649998554224e-08,9.571825110299415e-09
1951,2.7719644801749155e-08,1.9190522948520083e-08
1952,2.319856839960721e-08,1.898064705407876e-08
1953,2.8011951869189033e-08,2.4779802321184263e-08
1954,1.6613311615287785e-08,8.795282724349818e-09
1955,1.6894095011821264e-08,4.6928039232341234e-09
1956,1.3081712602058815e-08,1.3953826538681824e-08
1957,2.8272120311534366e-08,1.4136060155767183e-08
1958,2.0680608614487284e-08,9.926692023931594e-09
1959,1.3951345856355601e-08,1.5501495642666896e-09
1960,1.5917916873497973e-08,1.5225833482901407e-08
1961,2.6403005282116254e-08,7.642975030641708e-09
1962,2.2196847748734427e-08,1.0781326054143392e-08
1963,2.4571002010809195e-08,1.4871922360271128e-08
1964,2.8594651979574337e-08,7.909158994401366e-09
1965,3.337946569148542e-08,1.3132903875501256e-08
1966,3.545007687399959e-08,1.772503954722282e-08
1967,3.9935719176042994e-08,1.5284040699725665e-08
1968,3.8626174897471444e-08,2.335536153363904e-08
1969,4.7234279820784764e-08,2.2708788627312515e-08
1970,2.667260581845632e-08,1.4256047675687e-08
1971,4.419021681911772e-08,1.7984391531555843e-08
1972,3.231992540264628e-08,8.208234758555477e-09
1973,2.3155456441159572e-08,1.2129047988196362e-08
1974,1.6876715414060328e-08,1.2938814575313984e-08
1975,2.2845921154868165e-08,4.569184142155791e-09
1976,2.9138986334942274e-08,1.3712464053128315e-08
1977,2.7033195959536016e-08,1.1165885327457659e-08
1978,2.673266097374949e-08,1.0099005409713868e-08
1979,2.3407894067517532e-08,7.022368020415115e-09
1980,3.52479344600809e-08,1.3644361418485573e-08
1981,1.8976649196478235e-08,1.012087935681194e-08
1982,1.8622506203769262e-08,1.6760256071890467e-08
1983,2.2735137661378246e-08,1.6419821502466903e-08
1984,3.537395221187012e-08,1.913672886821871e-08
1985,1.9851341237497877e-08,1.7445118238867963e-08
1986,2.5176838613916175e-08,1.019062523255343e-08
1987,2.0165694891716157e-08,1.2832715001742656e-08
1988,2.398621568033832e-08,1.8589317196671118e-08
1989,2.7440611005680182e-08,1.2622680900520322e-08
1990,3.705082662897041e-08,1.7435683119515488e-08
1991,1.3481369798284959e-08,1.875668864670388e-08
1992,2.4243753726782558e-08,8.815910890191958e-09
1993,2.7696036852820072e-08,1.3294098266669607e-08
1994,3.2704544739026176e-08,2.6374633810277714e-08
1995,2.6027763999625364e-08,1.3013881972057106e-08
1996,2.2419987644184403e-08,1.3879039695297024e-08
1997,1.7261619689179497e-08,1.5343662340683295e-08
1998,4.100591088906924e-08,1.1920323395031573e-08
1999,4.0674789814065804e-08,1.4624643496219392e-08
2000,3.048441687969472e-08,9.277865808954289e-09
2001,2.541102750441837e-08,1.6210483400058706e-08
2002,2.935418369487408e-08,8.762442771370615e-09
2003,2.2918075992528486e-08,7.500461363108002e-09
2004,3.832168307682515e-08,1.4535810777260849e-08
2005,3.332774656250592e-08,8.557124231423074e-09
2006,3.1707752479182005e-08,6.176834599358472e-09
2007,3.395307507370049e-08,1.3980677726621593e-08
2008,3.4485261313221827e-08,1.1069342942260363e-08
2009,3.290052807969346e-08,1.2397300741540107e-08
2010,2.6453241208646006e-08,1.6533275415397952e-08
2011,2.4473420484616426e-08,1.5678285225639854e-08
2012,2.6212746445652968e-08,1.1914884856523145e-08
2013,2.4265387144062345e-08,1.338780020176955e-08
2014,2.0788273907834665e-08,1.4941571535587173e-08
2015,2.8815481001309706e-08,8.201328949297704e-09
2016,2.7548822445488952e-08,7.66395813478482e-09
2017,1.911864622172743e-08,7.2952728302766445e-09
2018,3.43335089247887e-08,1.290733342429462e-08
2019,2.8315964406555594e-08,1.2499840273960672e-08
