year,des_DET eaux_NOUN,des_DET chaux_NOUN
1872,6.733107710488184e-06,1.0885210410815915e-07
1873,8.112831608286797e-06,4.070483006213266e-08
1874,7.736521247636574e-06,3.764003864148435e-08
1875,7.623934770606411e-06,6.350895398465894e-08
1876,7.904559844007508e-06,1.1426967727601323e-07
1877,7.546712389228105e-06,8.90613488513381e-08
1878,7.1859116275163615e-06,4.3481438893877566e-08
1879,7.152798069398614e-06,4.093248051617593e-08
1880,7.279762776590815e-06,5.45516933847523e-08
1881,7.238857200775328e-06,6.902782218043413e-08
1882,7.0413976160921266e-06,1.6638462607687643e-08
1883,7.053014144275949e-06,1.421851316685263e-07
1884,6.847280161537128e-06,3.498899481257922e-08
1885,7.208154563898006e-06,7.8636752220973e-08
1886,6.695468691475526e-06,8.454037470073672e-08
1887,7.375726312375264e-06,7.31239544471407e-08
1888,6.678569661744405e-06,7.164894566535907e-08
1889,6.352222271743813e-06,3.57112810434046e-08
1890,6.851300383914349e-06,6.226667031983268e-08
1891,6.857385699277074e-06,1.306715091686783e-07
1892,7.3040705999005695e-06,5.95508664602562e-08
1893,6.971327501048563e-06,6.527921403431947e-08
1894,7.339402820605301e-06,5.797416280373113e-08
1895,6.161255665659837e-06,5.2963808894190834e-08
1896,6.510909507539964e-06,4.540712206235753e-08
1897,6.841144177371916e-06,6.118048934133924e-08
1898,6.608392482121417e-06,7.355861175728506e-08
1899,6.924950255893236e-06,3.537650172802387e-08
1900,6.856861965331973e-06,2.6474371694895638e-08
1901,6.472318631267626e-06,2.962031714348612e-08
1902,6.062236636239504e-06,6.923499995536986e-08
1903,7.404242083453028e-06,1.0638433711740447e-07
1904,6.919829928619947e-06,4.622177662838567e-08
1905,6.729629639323775e-06,3.767353973227472e-08
1906,6.96574034719788e-06,7.459067230541905e-08
1907,6.356554379749468e-06,3.9085609415678846e-08
1908,6.3288159140029165e-06,3.5362001771233054e-08
1909,6.2133607130476776e-06,5.5009836685826485e-08
1910,7.122683996385604e-06,5.344150721953156e-08
1911,6.413179164610483e-06,3.8838731342139e-08
1912,6.157015072005834e-06,2.344239469209697e-08
1913,5.958439423636719e-06,3.2878535061175995e-08
1914,5.755851248068211e-06,3.9510787530616653e-08
1915,5.268356662924134e-06,3.887651434109074e-08
1916,4.6861523514962755e-06,3.515987745394966e-08
1917,4.420565666407583e-06,3.289927441585405e-08
1918,4.654279464944011e-06,5.743188236095875e-08
1919,4.755853723281689e-06,7.642514265882028e-08
1920,5.151389402158202e-06,8.253732408647352e-08
1921,5.319097759581837e-06,6.058197776770413e-08
1922,5.0915132021600584e-06,4.2792026033744435e-08
1923,5.053191209469787e-06,4.883336313099562e-08
1924,5.75997785290383e-06,5.4144823624646676e-08
1925,5.5727766365976095e-06,3.40943513421621e-08
1926,5.224195156472433e-06,3.566764272822098e-08
1927,5.202228344103332e-06,5.4631201340527014e-08
1928,5.289114298534514e-06,6.96988489146122e-08
1929,5.342938777630479e-06,2.2280812084218837e-08
1930,4.97450676562039e-06,3.15108099613326e-08
1931,4.785687728769972e-06,2.9653926425510235e-08
1932,5.736221488916726e-06,3.178265661762936e-08
1933,4.8887962478261215e-06,2.2941324839820254e-08
1934,4.89088120048109e-06,2.2765002327673756e-08
1935,4.832793294440307e-06,3.949533677882755e-08
1936,5.008719377030957e-06,2.3036958562983045e-08
1937,4.882835717978651e-06,1.1206095029692165e-07
1938,5.153672823610123e-06,4.537825049055755e-08
1939,5.677151669658542e-06,1.0094073044086826e-07
1940,5.773977530765251e-06,3.042939566988423e-08
1941,5.776090482356722e-06,4.42725407445721e-08
1942,5.291665118534183e-06,4.5513175450651033e-08
1943,6.21001997913595e-06,3.4838822493554744e-08
1944,4.4920344279830715e-06,2.5705489292704442e-08
1945,4.028054089388888e-06,2.178504043826024e-08
1946,4.195820942243245e-06,2.7842208538686464e-08
1947,3.857593902978351e-06,4.887557025767819e-08
1948,4.4379048134146615e-06,3.479004262452179e-08
1949,4.915376095482316e-06,2.4542520016268554e-08
1950,4.415802159485338e-06,3.1906085995458966e-08
1951,4.885054256220656e-06,5.010858850074129e-08
1952,5.54867567714723e-06,2.4253048902522778e-08
1953,5.548521041731647e-06,3.232148060305917e-08
1954,5.312350786823572e-06,2.247683239531284e-08
1955,5.132050361567053e-06,2.0648336374051723e-08
1956,4.85767606051013e-06,2.616342520411763e-08
1957,5.200303036190235e-06,2.7388616929968634e-08
1958,5.048550388409012e-06,2.5643954959519988e-08
1959,4.817864891037971e-06,1.6276571201956358e-08
1960,4.924864803967921e-06,1.4533750203327145e-08
1961,4.858153069164928e-06,2.0149661827950638e-08
1962,4.328385351470843e-06,1.0781326054143392e-08
1963,4.393036736161093e-06,2.069137017279843e-08
1964,4.560542503639908e-06,7.909158605823308e-09
1965,4.31798943267836e-06,1.6963335014441583e-08
1966,5.06160660762589e-06,9.970334224895794e-09
1967,5.0047836275268764e-06,1.725617487791098e-08
1968,4.77662083397945e-06,1.077939770777192e-08
1969,4.685277286142764e-06,1.3625273714845676e-08
1970,4.679662534812223e-06,2.2533753529785372e-08
1971,4.647680352576344e-06,1.3359833239690033e-08
1972,4.618158200742073e-06,1.7955513686995772e-08
1973,4.508698193461669e-06,7.167165139154719e-09
1974,4.984256406714849e-06,1.3501372464475025e-08
1975,4.726249731135113e-06,1.1422959911300268e-08
1976,4.724515587639644e-06,1.599787480266457e-08
1977,4.3552831421322935e-06,7.052138428775834e-09
1978,3.976631784752271e-06,1.009900552073617e-08
1979,4.152560173054098e-06,2.2822695622259914e-08
1980,4.253629711570284e-06,1.591842130332921e-08
1981,3.919943097230316e-06,1.5181319312773667e-08
1982,4.038600888378596e-06,1.8001757084995518e-08
1983,3.4879489696493238e-06,5.052252838311233e-09
1984,3.709045756750129e-06,1.8556827185989277e-08
1985,4.073134419968483e-06,5.4140022465176685e-09
1986,3.33952788267311e-06,1.1988970927134801e-09
1987,3.661601468252229e-06,5.49973533381376e-09
1988,3.44262155849151e-06,5.3968984281560495e-09
1989,3.4772741805966234e-06,4.939309850016116e-09
1990,3.6582242799454434e-06,9.80757164370516e-09
1991,3.1874648271923434e-06,5.861465368628416e-09
1992,3.114220390898481e-06,5.5099441120809445e-09
1993,3.0160983719440537e-06,6.647049133334804e-09
1994,3.1296139688663516e-06,7.912389798914177e-09
1995,3.113028970602727e-06,9.760411145975922e-09
1996,3.033103904925838e-06,3.2028553142993132e-09
1997,2.9220088073600436e-06,4.315405033317177e-09
1998,2.8899631168144424e-06,4.768129224785866e-10
1999,3.118248304900817e-06,6.855301576402795e-09
2000,2.7762909446948925e-06,3.5344251969604557e-09
2001,2.794336861455804e-06,3.066848330846028e-09
2002,2.485466890078669e-06,3.943099347036849e-09
2003,2.755586173464053e-06,7.083768960303161e-09
2004,2.3332178891166677e-06,3.964312045301455e-09
2005,2.4833675205115924e-06,1.3511248786457486e-09
2006,2.58891749460588e-06,5.7650457740976435e-09
2007,2.371921908661534e-06,7.190063211481856e-09
2008,2.570216256714275e-06,4.6831836186811415e-09
2009,2.640624948924142e-06,3.814554005998616e-09
2010,2.650992591668455e-06,3.30665506087513e-09
2011,3.1027709646025414e-06,5.3535606503452016e-09
2012,2.6028916657594436e-06,8.851057470282697e-09
2013,2.386096483064648e-06,1.9523875849358774e-09
2014,2.5058532671096145e-06,3.031623174720721e-09
2015,2.4663834317095734e-06,3.9898357534484674e-09
2016,2.929910493776333e-06,6.006886238418829e-09
2017,2.845408030083263e-06,2.264050280587071e-09
2018,2.4431000227309596e-06,1.5488800242380307e-09
2019,2.2912971751054556e-06,1.7856913725466939e-09
