year,ses_DET ans_NOUN,ses_DET champs_NOUN
1893,3.879802479289651e-08,5.327030425661405e-07
1894,5.9234470217717217e-08,5.671385521210937e-07
1895,2.6481904225050812e-08,5.519069441461966e-07
1896,4.776593365285464e-08,6.480835033073618e-07
1897,3.845631113552628e-08,5.593644996082503e-07
1898,3.791097891170381e-08,5.850738844515035e-07
1899,5.030096339453394e-08,5.936619054125458e-07
1900,4.568126776849368e-08,6.032003714295797e-07
1901,7.041810740071597e-08,5.443431556617639e-07
1902,4.9593866791042274e-08,5.229452275656854e-07
1903,5.238213796054936e-08,5.735033914433529e-07
1904,5.4283715300584845e-08,5.014525319424479e-07
1905,5.47040444054403e-08,5.630387995836372e-07
1906,5.247068113334308e-08,6.20903049419752e-07
1907,5.914269740614486e-08,5.785698782290183e-07
1908,4.71493368792153e-08,5.623540459964715e-07
1909,5.005894987419879e-08,6.067585083258109e-07
1910,4.2753206530576904e-08,6.62674658258311e-07
1911,5.5863928927202267e-08,6.081187589046522e-07
1912,5.5219864347755276e-08,6.772247544972743e-07
1913,4.984810397790085e-08,5.599957031421354e-07
1914,7.500352927625187e-08,6.703440451616416e-07
1915,4.1232666947443875e-08,7.834206581236458e-07
1916,4.6147340837521256e-08,7.295674739893343e-07
1917,3.947912841084644e-08,9.70528524213421e-07
1918,1.1026920887502456e-07,8.855995936585259e-07
1919,8.471220486194753e-08,8.646169629145106e-07
1920,4.391894581345923e-08,7.140614250999988e-07
1921,5.300923133777502e-08,6.255089273210501e-07
1922,6.861480361664007e-08,6.935259104778879e-07
1923,9.342034656967257e-08,6.284641180798189e-07
1924,7.606058605169608e-08,6.664969856018388e-07
1925,7.478760966073139e-08,7.005839268714453e-07
1926,5.684530801630672e-08,7.445620635593286e-07
1927,5.6861046204836896e-08,7.837904796303974e-07
1928,4.798937336403242e-08,5.530203752712737e-07
1929,6.57283965033173e-08,6.717665046451771e-07
1930,4.20144132817768e-08,6.648780885853967e-07
1931,4.5621425748265665e-08,7.048510468621316e-07
1932,5.58936368300067e-08,6.553803020281634e-07
1933,1.835305885045102e-08,9.084764514000199e-07
1934,2.516131836216573e-08,7.033187383598261e-07
1935,5.0266793394371234e-08,1.1645140460814218e-06
1936,6.304851440930292e-08,6.498846865099495e-07
1937,2.3923124259361828e-08,6.131874537018689e-07
1938,1.1409389033545381e-07,6.197372264260537e-07
1939,7.188203721142372e-08,6.51526551820325e-07
1940,2.02862628917444e-08,1.3338218636249621e-06
1941,4.7224041566096275e-08,9.090627735020007e-07
1942,5.765002231150618e-08,1.0862477743955878e-06
1943,5.2258234184421326e-08,1.1990360953006984e-06
1944,4.4984606262232774e-08,7.904438206196573e-07
1945,3.267756065739036e-08,6.818717928069873e-07
1946,3.897909195416105e-08,7.809739557274042e-07
1947,3.4570525775379224e-08,7.331335618587786e-07
1948,4.892349725338363e-08,6.425285805633507e-07
1949,2.846932456446183e-08,7.107513901871698e-07
1950,1.0635361658017928e-07,6.455664465221389e-07
1951,4.797630914765705e-08,6.54610040839998e-07
1952,1.5817205323287453e-08,7.391907299592049e-07
1953,2.801195131407752e-08,6.70132083158137e-07
1954,3.518112912104243e-08,6.674642083481785e-07
1955,1.6894094123642844e-08,6.607467648578336e-07
1956,4.622205040938354e-08,5.886770706453603e-07
1957,2.738861626383482e-08,5.910640465955908e-07
1958,4.797901348441158e-08,5.368685958018204e-07
1959,5.968075811324525e-08,5.689048987456147e-07
1960,3.045166724335857e-08,5.917312719816437e-07
1961,5.2111194193127375e-08,6.163017260973902e-07
1962,4.122271529682919e-08,6.259510740846963e-07
1963,3.9442925370281046e-08,5.644864593534749e-07
1964,5.718930329301486e-08,5.36605990753003e-07
1965,7.387258760260806e-08,5.07258394399912e-07
1966,5.040558159752351e-08,5.48368383590514e-07
1967,7.247593147852172e-08,5.01415128084659e-07
1968,8.623518454875523e-08,5.609778259696441e-07
1969,4.678010531722343e-08,5.441025718866399e-07
1970,4.2768142805016396e-08,5.265539906318395e-07
1971,5.6008531923446014e-08,5.36962540209629e-07
1972,2.9241836674298582e-08,5.022413942512571e-07
1973,5.6785999680286636e-08,5.072147706286501e-07
1974,3.0378086990356934e-08,4.646722109313828e-07
1975,3.712462071092659e-08,4.911873130453159e-07
1976,3.542386795007957e-08,4.730800240437816e-07
1977,3.64360481786008e-08,4.5662594683193447e-07
1978,3.3861370818399905e-08,4.889106763883433e-07
1979,2.6333880187578984e-08,4.781062106218315e-07
1980,1.8760996423061727e-08,5.33267158431272e-07
1981,2.024175771442316e-08,5.269182743461442e-07
1982,4.03487647737677e-08,5.81022241874507e-07
1983,1.4525227021167098e-08,4.944892371128162e-07
1984,2.3775934665515308e-08,5.625038239642777e-07
1985,1.9249785432329247e-08,4.740259873514674e-07
1986,2.2179595993154777e-08,5.32310308720696e-07
1987,3.1165165836899433e-08,4.906985688890586e-07
1988,3.717863328311921e-08,4.539391218472133e-07
1989,2.2501301488730974e-08,4.697832496347587e-07
1990,2.3429198747759727e-08,4.887439946088534e-07
1991,2.285971378856999e-08,4.794678396535801e-07
1992,2.975369950419804e-08,4.854260691189438e-07
1993,2.8249958761161764e-08,5.716462005977974e-07
1994,3.481451560372051e-08,4.837107621114001e-07
1995,3.633042044981494e-08,5.086259138309401e-07
1996,3.20285515886809e-08,5.204639883515938e-07
1997,2.3494983403260505e-08,4.694201809485321e-07
1998,3.337690390736725e-08,5.268782636846936e-07
1999,3.427650954734851e-08,5.443109856173578e-07
2000,2.9600811024543816e-08,5.659498150123454e-07
2001,2.716351391041094e-08,5.568520080601047e-07
2002,4.3812214689520346e-08,6.103041449989632e-07
2003,1.833446089394286e-08,5.983701534262309e-07
2004,2.026204010130428e-08,5.01705727629087e-07
2005,3.7831496380036356e-08,5.782814511690049e-07
2006,2.141302812841417e-08,5.723867104734381e-07
2007,2.3567429258131156e-08,5.831940086409304e-07
2008,1.6604014163590364e-08,5.930613404814267e-07
2009,3.0516430937765904e-08,5.593090044442306e-07
2010,2.2201827765133686e-08,6.164550043763484e-07
2011,1.4913490886669933e-08,6.198658759615228e-07
2012,1.8723389366703813e-08,5.954037725075523e-07
2013,2.036061236276865e-08,5.960359956702632e-07
2014,2.0138640005606945e-08,6.39889051967657e-07
2015,1.994917830927534e-08,5.944855345774158e-07
2016,3.2934305949083864e-08,6.317587200044272e-07
2017,1.2829617646037406e-08,6.361981199631828e-07
2018,1.6779534151023512e-08,5.361706261197696e-07
2019,1.836711227554133e-08,5.74737512692991e-07
