year,les_DET airs_NOUN,les_DET chères_ADJ
1891,3.5829491729089114e-06,1.2365987078766238e-07
1892,3.7648685022872996e-06,1.2411654282118434e-07
1893,3.584814301405004e-06,1.3425348344142662e-07
1894,3.7456348422892916e-06,1.4178463469960434e-07
1895,3.4932039127966164e-06,1.6491003052010456e-07
1896,3.2740304334311077e-06,1.3681107091656486e-07
1897,3.1312759176671534e-06,1.3925845898654643e-07
1898,3.361628749587453e-06,1.652239633997965e-07
1899,3.362978596044286e-06,1.6085253662367904e-07
1900,3.5008463044050586e-06,1.3756290506705682e-07
1901,3.4393098715668202e-06,1.3692410227861274e-07
1902,3.139144510555525e-06,1.0900830105242676e-07
1903,3.284413992332702e-06,1.312253496976723e-07
1904,2.8754244212336744e-06,1.4403995240996892e-07
1905,2.86680175776155e-06,1.5172631506743528e-07
1906,2.9651078818915266e-06,1.260325195318046e-07
1907,3.1772486011050205e-06,1.3268535603572218e-07
1908,3.5833495246606617e-06,1.4979736384646003e-07
1909,3.83418556992865e-06,1.2762282075584608e-07
1910,4.158283601896073e-06,1.849076074478262e-07
1911,3.5673109337608366e-06,1.6759178400604924e-07
1912,3.4496786867066476e-06,1.3179835889332026e-07
1913,3.7995920649791515e-06,1.1825666845766136e-07
1914,3.5224870913452833e-06,1.1518398945753461e-07
1915,3.3504486083302254e-06,1.9791679761738123e-07
1916,3.2621775183372392e-06,2.2304547364626615e-07
1917,3.5257055444049e-06,3.026733068622889e-07
1918,3.842192910497033e-06,1.918224796781942e-07
1919,3.598427042561525e-06,1.9796873296229478e-07
1920,3.47338261974528e-06,1.6734631991255355e-07
1921,3.3978916675891924e-06,1.5296950395260467e-07
1922,3.2521939488106e-06,1.5862561753010596e-07
1923,3.3121758917786792e-06,1.7410154384833731e-07
1924,3.4781603801548044e-06,2.2818175082761627e-07
1925,3.682189920084511e-06,1.3197813419907334e-07
1926,3.2412969517281454e-06,9.808601575400644e-08
1927,3.245539367924266e-06,1.5162945388169646e-07
1928,3.1455890976417322e-06,1.2568645324506633e-07
1929,3.111515525233699e-06,1.0026365782067614e-07
1930,3.3779589330151794e-06,1.2394252379976933e-07
1931,2.9756575230521776e-06,8.325910005879678e-08
1932,2.972226369024611e-06,7.890866315918288e-08
1933,2.59695791271497e-06,8.488289893193723e-08
1934,2.801293334186994e-06,9.345632356883016e-08
1935,2.5468508866310913e-06,1.1728918636322305e-07
1936,3.1948622023492135e-06,1.1154737578067397e-07
1937,2.445195036671066e-06,1.1206095074101086e-07
1938,2.598229063011104e-06,9.464606520737107e-08
1939,2.720811654199906e-06,7.952906511121682e-08
1940,2.842612751408069e-06,2.9922237132495866e-07
1941,3.3233918941277807e-06,1.1806010080661622e-07
1942,3.5469934971388284e-06,1.6384743695141424e-07
1943,3.6464634760591252e-06,1.4806499493147385e-07
1944,3.6148344975117652e-06,1.5101975492370912e-07
1945,3.5596755836309057e-06,1.3506725338174874e-07
1946,3.1893250564962727e-06,1.1693727319794789e-07
1947,2.9229974742861486e-06,1.0609575085140932e-07
1948,3.0191232767151632e-06,1.1306763170182421e-07
1949,2.5946352124606165e-06,6.184715140022945e-08
1950,2.7098902108946277e-06,5.636741473580287e-08
1951,2.9883909462569136e-06,6.396840923628133e-08
1952,2.2639694776671604e-06,7.275914626347912e-08
1953,2.347617026998705e-06,5.4946518446286063e-08
1954,2.7832183491227624e-06,1.1727043602860476e-07
1955,2.5031416512888427e-06,6.569925314892089e-08
1956,2.667797218691703e-06,7.587393469066228e-08
1957,2.60545267138923e-06,6.272876884594325e-08
1958,2.5495054600810363e-06,6.948684472263267e-08
1959,2.1237049807609765e-06,6.2005983458846e-08
1960,2.7551836652150996e-06,5.7442918421912736e-08
1961,2.3227696104299866e-06,7.920901623492682e-08
1962,2.598933818376281e-06,8.307963206277691e-08
1963,2.8651081862562933e-06,5.108182143942486e-08
1964,2.677554412855443e-06,5.293052529609099e-08
1965,2.7135862268323763e-06,8.755269309546065e-08
1966,2.6227519995813964e-06,6.53610809919769e-08
1967,3.0997019209166865e-06,7.001076340884538e-08
1968,3.874295273931239e-06,8.578604404618773e-08
1969,2.6033354814103404e-06,6.903471838626274e-08
1970,2.76521328146373e-06,6.300253385660426e-08
1971,3.0943429010221735e-06,8.786659755344317e-08
1972,3.6531776146375705e-06,4.565830646896529e-08
1973,2.7147015728701263e-06,6.560712595415907e-08
1974,2.1073391138770603e-06,3.3190871606691985e-08
1975,2.064700005632858e-06,7.996072337590476e-08
1976,2.120289774865114e-06,4.8564978705201156e-08
1977,2.1050632454944207e-06,5.7592462354705276e-08
1978,2.7017809429707995e-06,4.3960376228113773e-08
1979,2.590083479248051e-06,5.383815437909334e-08
1980,2.4861163652190044e-06,5.5145959798608146e-08
1981,2.3834669704569933e-06,5.503228006631389e-08
1982,2.230976434702825e-06,6.642027550185503e-08
1983,2.3897155401186865e-06,6.125856488736758e-08
1984,2.6808815292156396e-06,4.755186999716443e-08
1985,2.4356993861829324e-06,4.812446308122276e-08
1986,2.50089924236363e-06,7.972665549971225e-08
1987,2.3923847791706976e-06,6.53857421539783e-08
1988,2.2888845663260327e-06,6.176450262351807e-08
1989,2.4295917810945866e-06,4.9941911939299644e-08
1990,2.481860441605477e-06,5.012759007883005e-08
1991,2.812917117012148e-06,5.8028504668072856e-08
1992,2.4552311685965833e-06,6.005839336964414e-08
1993,2.629461711478598e-06,7.64410632569934e-08
1994,2.501897675699638e-06,5.0639296311771886e-08
1995,2.6591697732669672e-06,5.585124540630204e-08
1996,2.4144190717834135e-06,6.245567973905963e-08
1997,2.427655047654298e-06,4.986690349539913e-08
1998,2.6777814383649456e-06,4.86349165385036e-08
1999,2.632435851523951e-06,4.113181084619555e-08
2000,2.6777688617585227e-06,4.5063921483290414e-08
2001,2.6076973185240604e-06,4.4688358791233895e-08
2002,2.7203005288356508e-06,3.1106672793157486e-08
2003,2.9714327283159037e-06,3.791899816363298e-08
2004,2.8291974274452514e-06,4.404791287271337e-08
2005,2.84321721011338e-06,4.5037495954858286e-08
2006,3.0950060931900225e-06,4.8591100920702957e-08
2007,3.3805279358034568e-06,4.513761764357582e-08
2008,3.5519819263640784e-06,3.618823674056415e-08
2009,3.661018190825871e-06,3.385416658119311e-08
2010,4.531534784746327e-06,5.668551672499689e-08
2011,4.854914891438966e-06,4.129889741300019e-08
2012,6.316590933863608e-06,5.446804340891731e-08
2013,7.086329823380311e-06,5.773488842564234e-08
2014,6.7843399875755495e-06,8.51019965608657e-08
2015,7.366123313090611e-06,7.203870122651779e-08
2016,8.214520626381727e-06,9.631730968351349e-08
2017,7.32973659722802e-06,3.8991976980540244e-08
2018,8.429521308528365e-06,5.498524036084973e-08
2019,8.10168209142148e-06,6.709097588597501e-08
