year,leurs_DET airs_NOUN,leurs_DET chairs_NOUN
1897,9.905413378419325e-08,1.0895954161149746e-07
1898,9.73237049839426e-08,8.148030916643734e-08
1899,8.954677177541726e-08,8.954676644634674e-08
1900,5.5544270072260815e-08,1.0018732488070725e-07
1901,6.482937253693422e-08,8.49488339671467e-08
1902,7.46363142400952e-08,9.476848061851229e-08
1903,9.342380824506336e-08,9.882403184668931e-08
1904,7.954445280233813e-08,7.578221872250879e-08
1905,5.728442398211797e-08,8.515252103435955e-08
1906,1.0751345680404256e-07,7.356184017481837e-08
1907,7.611408170404843e-08,1.0079973300491929e-07
1908,8.74227243929937e-08,7.858222494938616e-08
1909,9.131632561221181e-08,6.326131352096809e-08
1910,1.1115833142838483e-07,7.749018315905687e-08
1911,8.086969005560718e-08,8.619006064414236e-08
1912,8.439262089154909e-08,4.844761869460257e-08
1913,1.198475674257793e-07,8.96205238909431e-08
1914,1.0112083170810138e-07,6.161004062477105e-08
1915,6.832842192050492e-08,6.479418912519463e-08
1916,9.998590799753515e-08,8.02084709761175e-08
1917,6.68951898319392e-08,1.1185753123754694e-07
1918,8.155327257952649e-08,1.1256648502211419e-07
1919,1.2798909510003398e-07,9.944476020429249e-08
1920,1.0979736009275598e-07,8.708066800977576e-08
1921,8.405749696294151e-08,8.48147698739865e-08
1922,1.2690049133734504e-07,6.418803755181557e-08
1923,9.554353530560888e-08,1.1252905229852672e-07
1924,1.0055467192238154e-07,1.1989211001761646e-07
1925,8.908524051776112e-08,7.69872441352959e-08
1926,1.0811754602713108e-07,6.130376140056626e-08
1927,1.0703256236865855e-07,9.14236450988426e-08
1928,9.940655920637198e-08,8.798051664982154e-08
1929,1.2254447256943024e-07,7.018456305019072e-08
1930,9.348207452575252e-08,6.512234418387663e-08
1931,1.1633463614657558e-07,6.158892595919951e-08
1932,8.110057425625428e-08,5.4797681947604815e-08
1933,5.7353312543639845e-08,4.244144946596862e-08
1934,7.308763727564838e-08,4.4331846638101524e-08
1935,8.138433482685059e-08,3.2314366293917374e-08
1936,8.123559069872499e-08,6.547345732244025e-08
1937,6.547381470323188e-08,3.5255130370615007e-08
1938,7.649476430060531e-08,4.66747731575623e-08
1939,6.117620365841958e-08,5.964679772318959e-08
1940,6.085878911932241e-08,4.057252667166722e-08
1941,1.6233264865661567e-07,4.7224041566096275e-08
1942,7.58552971547033e-08,4.247896612241675e-08
1943,9.580676185727555e-08,5.2258234184421326e-08
1944,1.0603514510876266e-07,7.069009377858038e-08
1945,9.149717072887142e-08,5.8819610071481065e-08
1946,9.744773166175946e-08,7.378185351569755e-08
1947,7.390940259810463e-08,5.960435367491357e-08
1948,7.610321417494958e-08,6.414414044364491e-08
1949,5.006674186347482e-08,4.908504180889395e-08
1950,6.70027759941405e-08,4.892266147749069e-08
1951,8.742349344448286e-08,6.290227183569641e-08
1952,5.588746121443222e-08,3.1634410091463394e-08
1953,4.201792791480585e-08,4.5250076685654506e-08
1954,4.788542540268281e-08,5.0817188679275205e-08
1955,7.414630021074231e-08,5.443652550951583e-08
1956,4.534993758298356e-08,5.232685040823526e-08
1957,6.714628852932947e-08,4.3291686346869085e-08
1958,6.038737820901474e-08,5.2942357164909026e-08
1959,9.998464456373313e-08,5.813060788284474e-08
1960,8.304999910002664e-08,4.290916777449638e-08
1961,7.087122311233429e-08,5.628009169811321e-08
1962,6.468795565872654e-08,4.756467175681678e-08
1963,6.595373935880389e-08,2.6510818207370335e-08
1964,8.517555327713922e-08,3.9545793750761504e-08
1965,6.730613089089843e-08,6.730613311134448e-08
1966,9.637989828448212e-08,5.982200756982081e-08
1967,8.677390361810922e-08,6.26152607541286e-08
1968,1.0420084683993025e-07,7.590492723252851e-08
1969,6.358461177025099e-08,5.586362195053596e-08
1970,8.921526339911168e-08,8.277705054737794e-08
1971,9.40326732035146e-08,1.1201706406893663e-07
1972,8.259536166121961e-08,4.873639403157881e-08
1973,6.615844849733321e-08,4.961883237619702e-08
1974,5.5130603415776136e-08,4.6129688735518926e-08
1975,6.682431896720686e-08,4.7976432160368176e-08
1976,4.97076848571254e-08,4.285145038807059e-08
1977,4.583889934295371e-08,5.99431747017043e-08
1978,6.178215161689593e-08,6.653462136796406e-08
1979,6.96384847564957e-08,6.495690174634916e-08
1980,5.742002096020826e-08,6.594774437651552e-08
1981,6.768338045581856e-08,5.819505655146884e-08
1982,5.959202153960064e-08,4.5314768160054086e-08
1983,7.830991677337806e-08,3.789189761960188e-08
1984,7.19077029032178e-08,4.987147461665842e-08
1985,6.015558084992989e-08,3.970268314112957e-08
1986,6.234264771087794e-08,5.634816369060047e-08
1987,4.277571941102565e-08,5.927492452428851e-08
1988,5.336932984434384e-08,5.99655392008458e-08
1989,7.134558510646372e-08,5.872290642638944e-08
1990,7.192219286800139e-08,6.048002720859813e-08
1991,6.271768021592905e-08,5.2753188484189195e-08
1992,6.942529445774781e-08,6.005839292555493e-08
1993,5.705383482323967e-08,5.096070876398073e-08
1994,6.435410382366058e-08,8.334384193897648e-08
1995,6.235818617028599e-08,7.374533073090106e-08
1996,7.313186389801274e-08,6.032044108650325e-08
1997,6.13746503619339e-08,7.000545865221142e-08
1998,5.1018981039874234e-08,5.483348686219358e-08
1999,6.763897908435013e-08,6.215473613568889e-08
2000,7.554833558742757e-08,6.450325851226069e-08
2001,7.97380550476845e-08,8.061429634942385e-08
2002,5.8270244962521645e-08,8.280508501101735e-08
2003,7.167107307637366e-08,8.500522530319188e-08
2004,6.386947482006633e-08,6.827426268785075e-08
2005,8.737274237446968e-08,7.476223973235108e-08
2006,1.037708292628281e-07,8.112243321534152e-08
2007,6.950394615401478e-08,7.789235278998774e-08
2008,8.174284071849058e-08,9.238644071984936e-08
2009,7.390698275600016e-08,9.441021475709022e-08
2010,8.644541260593996e-08,1.1903958219150468e-07
2011,8.871615253536191e-08,1.3919258345929109e-07
2012,1.1472331484796428e-07,1.1982969816415334e-07
2013,1.2160585427523074e-07,1.4057189590133135e-07
2014,1.3663958675635968e-07,1.7540106078683948e-07
2015,1.3365950124466508e-07,1.4296911210465169e-07
2016,1.2863022025300097e-07,1.5887178062001794e-07
2017,1.0716504039720576e-07,1.3181803382167345e-07
2018,1.20038200268624e-07,1.6030907978858977e-07
2019,1.2168211460661382e-07,1.4540630655091036e-07
