year,ses_DET armes_NOUN,ses_DET charmes_NOUN
1903,3.173169339731885e-06,6.485664432176463e-07
1904,3.3414043940638294e-06,5.632607456007577e-07
1905,3.1243235838473993e-06,5.614905580486607e-07
1906,2.6204475105373604e-06,5.725477150164693e-07
1907,2.884106521605645e-06,6.855410115136351e-07
1908,2.7690411954495175e-06,6.610729945677463e-07
1909,3.0453444992417644e-06,7.464834945736243e-07
1910,2.7891123437484566e-06,7.476467054345903e-07
1911,3.0336773662043015e-06,6.655787858633744e-07
1912,2.8255900019757973e-06,7.022299648440367e-07
1913,2.774524169524284e-06,6.124952918185045e-07
1914,3.162202474982223e-06,6.636472908994051e-07
1915,3.4140648210723157e-06,3.7580630429800976e-07
1916,3.161092912762342e-06,4.1532606065430855e-07
1917,2.9411949213908883e-06,4.551066234981249e-07
1918,3.405710664594608e-06,4.916169258351033e-07
1919,2.811156100790413e-06,6.141635138234847e-07
1920,2.6252928222447736e-06,6.51969138232289e-07
1921,2.4376673621873124e-06,7.300128679332829e-07
1922,2.3727439710796716e-06,6.167954333946568e-07
1923,2.931063214361984e-06,7.930113454790444e-07
1924,2.591216542668917e-06,7.451358845500522e-07
1925,2.971707729670925e-06,6.719886744832593e-07
1926,2.840036010809399e-06,7.724273931586367e-07
1927,2.6156082455486285e-06,7.692965233729865e-07
1928,2.305775218758299e-06,7.986802810222571e-07
1929,2.514389699115327e-06,7.720301775648863e-07
1930,2.602793067296716e-06,7.940724024990686e-07
1931,2.440746420973028e-06,6.341378533392117e-07
1932,2.598506078754781e-06,5.819514017346705e-07
1933,2.1541902981425665e-06,5.471505719611969e-07
1934,2.422675564162091e-06,5.463600558641701e-07
1935,2.27277713094054e-06,6.27138081021883e-07
1936,2.3776565356570245e-06,6.025982912660766e-07
1937,2.3104702009391076e-06,5.640821192365308e-07
1938,2.2027899362342396e-06,5.523181627609119e-07
1939,2.026461629611731e-06,5.765856814221593e-07
1940,2.3785644600593514e-06,3.448664829264203e-07
1941,2.6976733593642166e-06,5.962035278805899e-07
1942,2.77630367051529e-06,6.007739496993736e-07
1943,2.882912532697901e-06,6.967764552001654e-07
1944,3.1617752824786294e-06,5.173229613575359e-07
1945,2.6817385503363766e-06,5.489830101623738e-07
1946,2.746633917638519e-06,6.417629183630424e-07
1947,2.5856369774146515e-06,6.246536621290488e-07
1948,2.2830963430919837e-06,5.881691542697354e-07
1949,1.8240001828928598e-06,5.350269649539996e-07
1950,1.974986709285531e-06,5.902625535014749e-07
1951,2.1706613537730846e-06,6.066337405741251e-07
1952,1.9159908184462893e-06,5.820731940886503e-07
1953,1.8714138576569894e-06,5.710128458957797e-07
1954,1.6867397647502003e-06,5.912384200001952e-07
1955,1.7738798803179634e-06,5.988018019209562e-07
1956,1.6282371468889778e-06,5.773395717056928e-07
1957,1.9074845880595603e-06,5.053641700669687e-07
1958,1.8521552895833793e-06,7.196852038759971e-07
1959,1.7772464566689905e-06,6.735399651347507e-07
1960,2.098396727490126e-06,8.055850102550721e-07
1961,2.0719410898095703e-06,7.733301359280631e-07
1962,2.0383048422445427e-06,6.316588363475262e-07
1963,1.9333498855189646e-06,6.194478832100003e-07
1964,2.021094360316056e-06,6.497678395334106e-07
1965,2.437795259879749e-06,7.354426472261366e-07
1966,2.3452441695326343e-06,6.12621677831271e-07
1967,2.379872896085544e-06,8.263242303740981e-07
1968,2.609063514569243e-06,8.690889909956923e-07
1969,2.7818266516987933e-06,5.836158569749728e-07
1970,2.2322211421510474e-06,6.755527195423383e-07
1971,2.1529886247151353e-06,7.383877242972403e-07
1972,2.0925868113863544e-06,6.853875955670219e-07
1973,2.1341612210790117e-06,4.923290708447325e-07
1974,2.055021369073984e-06,4.2079276818540734e-07
1975,2.0424252014095146e-06,5.106063172277686e-07
1976,2.1014350934933645e-06,5.033617038741056e-07
1977,1.7448164975064628e-06,4.6896719307909507e-07
1978,2.082177225304349e-06,7.669303716539844e-07
1979,2.142407495853149e-06,6.290871112923924e-07
1980,1.9801379593786805e-06,5.355411989427239e-07
1981,1.766726001051211e-06,6.078852958779635e-07
1982,2.1316562381912263e-06,6.101975005279314e-07
1983,1.8889110222630734e-06,5.285919728592603e-07
1984,1.8150896750057655e-06,6.297723098569463e-07
1985,1.7595507557643941e-06,5.678686845200787e-07
1986,1.8247213944277973e-06,7.846781198139752e-07
1987,1.8631880536190693e-06,7.143544875631846e-07
1988,1.6886295632900783e-06,5.816657444590589e-07
1989,1.7776028045091152e-06,5.850338382629161e-07
1990,1.885233189113933e-06,6.25505145457339e-07
1991,1.9084930649171383e-06,6.301074897407943e-07
1992,1.9020327286511929e-06,5.912169918076415e-07
1993,1.891085418037619e-06,7.328371696146974e-07
1994,1.8551917193576628e-06,6.741356051165326e-07
1995,1.7904932363421722e-06,6.902779885464838e-07
1996,1.8469798774845003e-06,6.405710664125763e-07
1997,1.9371373696230876e-06,6.257337430426446e-07
1998,2.038375185975383e-06,5.712218880127296e-07
1999,1.9409644309575924e-06,6.475974956288155e-07
2000,1.7610273275181498e-06,6.242678454171369e-07
2001,2.0341965836223608e-06,6.133696341947825e-07
2002,1.99082706942022e-06,6.817180420171098e-07
2003,2.2984746124166122e-06,6.596238737444082e-07
2004,1.6755826166559018e-06,6.060992499001827e-07
2005,1.7042188318328044e-06,6.737609261620037e-07
2006,1.979881364633229e-06,6.852168894511124e-07
2007,1.9564960709317347e-06,8.128765820458739e-07
2008,1.8098376308728348e-06,7.399430241861182e-07
2009,1.8777141619352733e-06,8.234668573692261e-07
2010,1.7747290286251882e-06,9.532614448914956e-07
2011,1.796884383509223e-06,9.23871647628971e-07
2012,2.0578706703133776e-06,1.0607651148575314e-06
2013,2.2014563398897735e-06,1.1229017093938864e-06
2014,2.313128618425253e-06,1.2360361161256606e-06
2015,2.3573278227217997e-06,1.2410606036183935e-06
2016,2.8619704650623135e-06,1.357141972135878e-06
2017,2.3533543327403095e-06,1.0444818130395106e-06
2018,2.154750266214478e-06,1.185151406346563e-06
2019,2.1790537907406815e-06,1.1316181289799943e-06
