year,ses_DET aises_NOUN,ses_DET chaises_NOUN
1871,2.761506152637594e-07,1.274541272522356e-08
1872,2.491503892088076e-07,1.2699412965666568e-08
1873,2.7116601586385514e-07,2.095101514498765e-08
1874,2.784167918434832e-07,1.4339061660262331e-08
1875,2.7577760874919477e-07,2.0597497041308088e-08
1876,2.678384589671623e-07,2.9625471853478302e-08
1877,2.492480746241199e-07,3.587193120324628e-08
1878,2.7175897798770166e-07,1.932508458812876e-08
1879,2.785852188935678e-07,1.8938908663557186e-08
1880,2.695495311400009e-07,3.5939940801199555e-08
1881,2.593772876480216e-07,1.673401861523871e-08
1882,2.8950924502169073e-07,2.6621540527571597e-08
1883,2.5087774702114984e-07,1.579834751908038e-08
1884,2.475636335930176e-07,2.8387297845711146e-08
1885,2.2882007044700003e-07,3.0939052209078e-08
1886,2.723361660628143e-07,1.8069698626277386e-08
1887,2.3112393421342858e-07,3.39504065416385e-08
1888,2.26994004037806e-07,3.043495055976564e-08
1889,2.875697759918694e-07,3.884384724983647e-08
1890,2.3136983884342044e-07,1.9663160266691904e-08
1891,2.2564738344499347e-07,2.2309770031370135e-08
1892,2.3005441107670777e-07,1.191017329205124e-08
1893,2.2047130698865658e-07,1.6011883374744684e-08
1894,2.3000617943580437e-07,3.339815735081686e-08
1895,2.6722648271970684e-07,3.189865793729041e-08
1896,2.1877977474105137e-07,3.3023361822870356e-08
1897,2.202497739745013e-07,9.322741689743452e-09
1898,2.766935551790084e-07,2.4330926606808134e-08
1899,2.691930660603248e-07,3.040167939616367e-08
1900,2.823933016316005e-07,3.114631752509922e-08
1901,2.2802055354986805e-07,2.3472702948001967e-08
1902,2.3176539798441809e-07,2.6024505217492333e-08
1903,2.1924894610947376e-07,2.2680925582108102e-08
1904,2.246593311383549e-07,3.815983973254333e-08
1905,2.533932672577066e-07,3.096455358786443e-08
1906,2.417766609141836e-07,3.858138314383197e-08
1907,2.535421685934125e-07,4.731415970127273e-08
1908,2.2592389825604187e-07,4.4202501214840595e-08
1909,2.403929784122738e-07,3.355599886845084e-08
1910,2.3460820841592067e-07,2.2979847358328698e-08
1911,2.442051822981739e-07,2.5537796655150657e-08
1912,2.5630353661654226e-07,3.6986891771562114e-08
1913,2.9166443482608884e-07,2.4924052155483878e-08
1914,2.9800509082633653e-07,3.147469485043075e-08
1915,2.344371665685685e-07,2.1205371680821372e-08
1916,2.549091107084678e-07,2.197492321442951e-08
1917,3.2131623584064073e-07,4.6058983849128765e-08
1918,2.4925435582190403e-07,3.44591288836682e-08
1919,2.845225139935792e-07,3.775218004875569e-08
1920,2.604847679776867e-07,5.3762847063154595e-08
1921,2.4838612944222405e-07,4.770830841493989e-08
1922,2.5896554234350333e-07,3.24629176873259e-08
1923,2.3673564442106e-07,2.229349149729387e-08
1924,2.3720589581444074e-07,3.351822286390416e-08
1925,3.0354971158885746e-07,2.969508017258704e-08
1926,3.143211131373391e-07,4.569916645102978e-08
1927,2.6981123824043607e-07,4.6826745148109694e-08
1928,2.8222322612236894e-07,4.113374696412819e-08
1929,1.982992330340494e-07,3.342121956961819e-08
1930,2.426332343929971e-07,1.995684684175103e-08
1931,2.189828478549316e-07,4.334035708097872e-08
1932,2.3672599525070837e-07,3.06867029564728e-08
1933,2.064719240024715e-07,3.4411986149507356e-08
1934,2.2285739476046729e-07,1.9170528275935794e-08
1935,2.2979105551712564e-07,5.2660450222674626e-08
1936,2.097575588777545e-07,2.424942913137329e-08
1937,1.901258883663104e-07,3.021868266728234e-08
1938,2.268912595582151e-07,4.019216603978748e-08
1939,3.074104029110458e-07,2.4470480752825097e-08
1940,2.3075624255852745e-07,4.564409294971483e-08
1941,2.803927543482132e-07,2.9515025090631752e-08
1942,2.791474855712295e-07,3.3376331032286544e-08
1943,3.629043874298077e-07,3.774205836748479e-08
1944,3.3417137501601246e-07,7.069009200222354e-08
1945,2.8320553724370257e-07,6.97121307347004e-08
1946,2.895589545914845e-07,4.037120149291695e-08
1947,3.1351891038866597e-07,4.887557025767819e-08
1948,2.75058766874281e-07,4.240036233227329e-08
1949,2.326630976767774e-07,1.7670614194109646e-08
1950,2.435497776787088e-07,2.7651939404904624e-08
1951,2.7079960318587837e-07,2.4521224162299404e-08
1952,2.2460432091975235e-07,3.1634410646574906e-08
1953,2.553396996063384e-07,3.124409886368085e-08
1954,2.8144904717919417e-07,6.156698062476096e-08
1955,2.2431602531014505e-07,3.378818913546411e-08
1956,2.0407470913141879e-07,3.4884565680570745e-08
1957,2.1027389607297664e-07,2.7388616541390576e-08
1958,1.8281657787611039e-07,3.3088973339090444e-08
1959,2.108203460693403e-07,3.95288145549344e-08
1960,2.0485666141212278e-07,3.460416714284875e-08
1961,2.2373072283699003e-07,4.307858914032181e-08
1962,2.2196847737632197e-07,3.932012904162008e-08
1963,2.276050707905597e-07,3.620989730279689e-08
1964,2.04421340299632e-07,3.467861886541357e-08
1965,2.0191839666949818e-07,3.8851506900527966e-08
1966,1.9220588853841036e-07,4.3758689449724386e-08
1967,2.0165072101008263e-07,3.451234892315469e-08
1968,2.1244396464226156e-07,3.5033043549459464e-08
1969,1.7622019754526264e-07,3.1338128952951294e-08
1970,1.8440887572523934e-07,2.7592349738370103e-08
1971,1.6391487633882207e-07,2.569198720436816e-08
1972,1.7391198525729124e-07,2.770279222685801e-08
1973,1.312142501319613e-07,2.0950174928202614e-08
1974,1.2995070619581384e-07,2.025205780853412e-08
1975,1.2793715598036215e-07,2.2845920266689745e-08
1976,1.5255116636581079e-07,1.942599142656931e-08
1977,1.398674100983044e-07,1.7630344850694257e-08
1978,1.6514843537152046e-07,3.3267311683182754e-08
1979,1.6502565358678112e-07,3.3941446986318624e-08
1980,1.7339709756925004e-07,2.1603572264439208e-08
1981,1.4675275394893106e-07,3.479052135269001e-08
1982,1.2104629831810598e-07,2.5450759721934446e-08
1983,1.660928177216192e-07,3.4734238596456635e-08
1984,1.5599333380578173e-07,3.595385322796574e-08
1985,1.6783407374987291e-07,4.63197971090068e-08
1986,1.6364946020530624e-07,3.656636071713848e-08
1987,1.8332450224534114e-07,4.1553555263362796e-08
1988,1.9488800262479344e-07,3.837794426697627e-08
1989,1.69034166219717e-07,3.237992241000853e-08
1990,1.5964546662416979e-07,4.3589209353100955e-08
1991,1.4653663527042227e-07,3.458264635769481e-08
1992,1.7080826353321754e-07,2.9202704476816166e-08
1993,1.9664186368117953e-07,3.43430848204207e-08
1994,1.8040249472051073e-07,3.5342008430916394e-08
1995,1.9141251073051535e-07,3.795715536325517e-08
1996,1.5854134005621745e-07,3.0427123709486636e-08
1997,1.6782131240233866e-07,3.8359157072953565e-08
1998,1.702222078847626e-07,3.1469653216653626e-08
1999,1.7503870708424074e-07,3.016332750238604e-08
2000,1.8732453099801205e-07,3.092622025135938e-08
2001,1.7086725279114034e-07,2.7163512855699068e-08
2002,2.0854614035670238e-07,3.285916044815096e-08
2003,1.7334399160517933e-07,3.458546093959569e-08
2004,1.9292986053187633e-07,3.7000248198637564e-08
2005,2.0492061025834118e-07,4.3686370521101026e-08
2006,2.1165953967283713e-07,5.106183420533483e-08
2007,2.3687263706051453e-07,4.114313725822605e-08
2008,2.460800203607505e-07,6.386159445703754e-08
2009,2.6320421397940663e-07,7.772153542973115e-08
2010,3.1932842148307827e-07,1.062853410838116e-07
2011,3.8239718946897483e-07,1.7054914414060818e-07
2012,4.081699103153369e-07,1.7940411378702947e-07
2013,3.9661358641751576e-07,1.2076911404257373e-07
2014,4.891740559287427e-07,1.3122597264381142e-07
2015,4.676974185713334e-07,1.434124289600991e-07
2016,4.540377460671152e-07,1.2552320183267796e-07
2017,4.3268514104966016e-07,1.2276183736226187e-07
2018,4.832505737795145e-07,1.275244601028902e-07
2019,5.234626883066085e-07,1.4693689764921913e-07
