year,premiers_ADJ ans_NOUN,premiers_ADJ chants_NOUN
1874,1.2666171755881805e-07,1.6131444019462648e-07
1875,9.898241870587299e-08,1.9968129549852165e-07
1876,1.0217765122888522e-07,2.9504551113390676e-07
1877,2.1461310950599e-07,1.8307055427158048e-07
1878,1.5218503790492832e-07,2.2525800291717246e-07
1879,9.713826898405387e-08,2.187138390397081e-07
1880,1.367001232210896e-07,2.5029601591342043e-07
1881,1.2132163362821302e-07,1.7919344941219606e-07
1882,1.024929332515967e-07,2.1496893509720394e-07
1883,9.984555759956493e-08,2.2876006866567877e-07
1884,8.648223115415021e-08,1.9342971757652094e-07
1885,9.732909944659696e-08,1.3793660658123486e-07
1886,1.1099957930582605e-07,1.6649936795953835e-07
1887,7.573552807116357e-08,2.813966455406103e-07
1888,9.827952851537702e-08,3.0181326193812197e-07
1889,1.0650732207295732e-07,2.2491840812044472e-07
1890,8.455158706510701e-08,1.651705332506026e-07
1891,8.159001652074949e-08,1.9760082636821608e-07
1892,9.402768341715273e-08,1.9683128504865977e-07
1893,1.0346139589501036e-07,1.0654060395021148e-07
1894,8.192001388351855e-08,1.8463509476873696e-07
1895,9.810341339289153e-08,1.7995657564107148e-07
1896,6.250850503874972e-08,1.527330461548182e-07
1897,6.059782009515402e-08,1.3226639339336543e-07
1898,8.940200757479033e-08,1.3410300425675814e-07
1899,7.793885714590942e-08,1.2326499465586949e-07
1900,9.291984781611973e-08,1.635181713366407e-07
1901,8.662545525339738e-08,1.0171504527534125e-07
1902,7.365425602756659e-08,1.0557110530218239e-07
1903,7.34429974613704e-08,1.4310583651422348e-07
1904,6.449550227216605e-08,1.1985414349879875e-07
1905,1.0682771289793891e-07,1.0579555720369171e-07
1906,1.033981078535362e-07,1.4558041527834575e-07
1907,9.925688004841504e-08,1.3268535492549915e-07
1908,6.090122184332358e-08,9.822777968793162e-08
1909,1.1222006435218645e-07,1.2047154029914964e-07
1910,9.13849760308949e-08,1.7208165559168265e-07
1911,8.24657959697106e-08,1.3247732233434562e-07
1912,1.2190045595161791e-07,1.323193039581838e-07
1913,9.863560990197584e-08,1.3204444515579894e-07
1914,7.567320636781005e-08,1.0982659515157422e-07
1915,4.7123048574349014e-08,5.7725735080893514e-08
1916,7.031975712834537e-08,8.020847275247434e-08
1917,4.496234140560773e-08,7.895825859804972e-08
1918,7.236417332023848e-08,8.499918635607173e-08
1919,1.2154359296800976e-07,1.3259301567813964e-07
1920,8.708066445706208e-08,1.1509792141595199e-07
1921,1.029893681447902e-07,1.8477503260783124e-07
1922,9.443757420513066e-08,2.257648223924491e-07
1923,8.068120394000289e-08,1.4331530451272556e-07
1924,1.2118127301619097e-07,1.6501279276326386e-07
1925,1.033828738172815e-07,1.4957521443648147e-07
1926,6.464760105018286e-08,2.1734969346542954e-07
1927,1.1818178080602593e-07,1.7504282390223835e-07
1928,6.170062505361784e-08,1.8624447761794727e-07
1929,6.572840050012019e-08,1.6042184824982542e-07
1930,5.671945757512731e-08,1.4494973099576924e-07
1931,7.413481739604322e-08,1.6195605834212756e-07
1932,6.02774505864545e-08,1.1178727277183498e-07
1933,7.11181087353907e-08,1.5944220876917825e-07
1934,5.751158482780738e-08,1.5336422620748635e-07
1935,7.89906735576551e-08,1.2686381012372294e-07
1936,8.608547119592913e-08,1.1882220141146149e-07
1937,7.428759829508635e-08,1.2213384348314094e-07
1938,4.2785206488815675e-08,1.7503040206090503e-07
1939,8.411727492330101e-08,1.7435218069294933e-07
1940,3.550096039361961e-08,9.382397081481031e-08
1941,7.083606590185809e-08,9.739958528598436e-08
1942,4.8547388331598995e-08,2.39702728777047e-07
1943,8.709705667797607e-08,9.870999662098257e-08
1944,8.675602458652065e-08,1.1888788975511488e-07
1945,6.971212940243277e-08,1.0892519952676594e-07
1946,7.238973864787113e-08,1.475636981496109e-07
1947,5.4836007734593295e-08,1.4424253969025358e-07
1948,6.84928949112873e-08,1.7286301257080083e-07
1949,3.6322930441201606e-08,1.325296068444004e-07
1950,5.636741562398129e-08,8.933703710134466e-08
1951,6.503454841322309e-08,1.4286278826602938e-07
1952,6.010538555756284e-08,1.5184517998534375e-07
1953,3.016671712430252e-08,9.373229759024326e-08
1954,4.9839933069506515e-08,1.4561078387487214e-07
1955,4.035811329572425e-08,1.2670570370687528e-07
1956,3.401245152190313e-08,1.5436420364167702e-07
1957,3.710716001137371e-08,1.599141825625594e-07
1958,6.204182767532984e-08,1.1002083821765041e-07
1959,5.735553543217975e-08,1.5966539823608628e-07
1960,6.021124931976374e-08,1.349562568364604e-07
1961,5.558527504945232e-08,1.1881352435239023e-07
1962,4.94672605100277e-08,1.1986297909771793e-07
1963,4.4615767080813384e-08,1.2350161515684022e-07
1964,6.38816644027429e-08,1.417564550187933e-07
1965,6.019247678068496e-08,1.723693623389977e-07
1966,5.206730335771681e-08,1.650644216866226e-07
1967,7.29689659806354e-08,1.809433181065856e-07
1968,8.893003666798904e-08,1.9492744174343102e-07
1969,4.723428048691858e-08,1.212649340942562e-07
1970,6.438214938953024e-08,1.361222622675573e-07
1971,7.347908592691965e-08,1.2280770000927532e-07
1972,3.5911028817281476e-08,1.226105066365335e-07
1973,4.3554308604143444e-08,9.537842871054636e-08
1974,2.418995848074701e-08,1.209497946241811e-07
1975,2.6843956391076063e-08,9.366827491419372e-08
1976,4.1137393935741784e-08,7.713261485076117e-08
1977,3.2322301279918975e-08,1.1107117492414886e-07
1978,3.9207904478644195e-08,1.2534647719775194e-07
1979,3.5111838769807946e-08,8.485361191468144e-08
1980,3.865902442612423e-08,1.0346973899899581e-07
1981,3.28928564385933e-08,1.1196222615694751e-07
1982,2.9175261317959666e-08,1.0925203719480692e-07
1983,2.5892795463278162e-08,9.030901670925573e-08
1984,2.7835241667162336e-08,1.0612185674663266e-07
1985,2.8874678648094232e-08,9.263959166450064e-08
1986,2.8773531113301942e-08,6.833713517284679e-08
1987,3.238733015109574e-08,8.61625197856597e-08
1988,2.878345739532051e-08,1.3072487448084757e-07
1989,3.457516939420202e-08,7.95777691520172e-08
1990,3.596109721115681e-08,1.432995171413154e-07
1991,3.106576684785978e-08,8.909426796321895e-08
1992,2.7549720726938176e-08,9.532203204543066e-08
1993,2.8803878393546256e-08,1.1133806987473349e-07
1994,3.3759530282395644e-08,8.017888530886808e-08
1995,5.476675468685244e-08,9.489288776975968e-08
1996,3.096093337262573e-08,7.686853042976338e-08
1997,3.5002731380018304e-08,9.973380232786155e-08
1998,2.6701524546979272e-08,1.0060752586582566e-07
1999,3.0163327835452947e-08,1.1288397128161876e-07
2000,2.2531960297555997e-08,8.703521858777208e-08
2001,2.2344179839706158e-08,1.064634447267565e-07
2002,3.1544793444027164e-08,1.003299754387399e-07
2003,3.2918691772465536e-08,1.0667322714041916e-07
2004,2.5988267537968568e-08,1.1981032432828442e-07
2005,2.296912349208924e-08,9.187648886133104e-08
2006,2.5530917824312382e-08,1.297135350242229e-07
2007,2.6363563776499177e-08,1.290216893323759e-07
2008,2.5118893631770334e-08,9.621814012206187e-08
2009,2.574823909640145e-08,8.964202202754734e-08
2010,2.0784689525044087e-08,6.943976044171407e-08
2011,1.5678285336662157e-08,5.315320891763342e-08
2012,2.2127641940983267e-08,7.795738665716812e-08
2013,3.0680375573410856e-08,5.076207543197597e-08
2014,3.009968807532459e-08,8.358618541759455e-08
2015,4.3888192635677115e-08,8.578146620807914e-08
2016,6.193306489876704e-08,8.865335221486248e-08
2017,1.5848351964109497e-08,6.389653128824335e-08
2018,3.8205708818850326e-08,6.660184226348065e-08
2019,3.1122048937959335e-08,5.739722541697745e-08
