year,plusieurs_DET ans_NOUN,plusieurs_DET champs_NOUN
1869,2.0510780074367574e-08,4.15099131734209e-08
1870,1.77755516972411e-08,2.465641024684828e-08
1871,1.3807530230280918e-08,7.859671158350068e-08
1872,6.652073114565837e-09,4.23313738506792e-08
1873,2.3944018323618366e-08,4.908523754121319e-08
1874,1.6131444624534197e-08,6.034355343187414e-08
1875,1.3731664694205392e-08,5.664311819586487e-08
1876,1.0278224937820823e-08,5.501873356905662e-08
1877,9.27722432209066e-09,4.5767637013582885e-08
1878,1.8117265465633636e-09,4.2877528638740614e-08
1879,2.2604503158163425e-08,3.237942414191508e-08
1880,1.8611753915820373e-08,6.610381975136193e-08
1881,6.9725074602899895e-09,4.392679642251096e-08
1882,1.0648615988984034e-08,5.124646662579835e-08
1883,8.21514056781325e-09,3.4756364453158994e-08
1884,1.5183903023796574e-08,2.970763546272792e-08
1885,1.4180398244523218e-08,4.3830321150295504e-08
1886,7.098810428374236e-09,3.033128009866104e-08
1887,1.828098877831863e-08,7.76942030711325e-08
1888,7.608737417896805e-09,3.36052567995182e-08
1889,2.318100555953606e-08,3.571127993318157e-08
1890,1.1797895660414781e-08,4.784702056781498e-08
1891,5.736798147637501e-09,4.9081493980196456e-08
1892,1.6298132621272998e-08,6.080457004564721e-08
1893,9.23762488724833e-09,3.38712916048145e-08
1894,3.150769645188234e-09,6.931693352640877e-08
1895,1.9259566386153892e-08,5.6574975593193244e-08
1896,1.533227589334274e-08,5.4842367869234465e-08
1897,1.5732126712464378e-08,3.903898004864459e-08
1898,6.7900258748920805e-09,5.2622700974502834e-08
1899,1.0502398950507086e-08,4.919544771553319e-08
1900,1.661137005726232e-08,7.11174277245874e-08
1901,7.265360757457984e-09,6.371162464269275e-08
1902,1.276673788908056e-08,6.08875169172407e-08
1903,5.400220270956879e-09,5.8322377594066666e-08
1904,9.674325340824907e-09,7.255743650347313e-08
1905,9.805442513499685e-09,4.902721234545382e-08
1906,9.773950537805831e-09,5.452835516450705e-08
1907,4.6285588695127444e-09,5.554270776642056e-08
1908,1.6698722404839828e-08,4.714933621308148e-08
1909,7.15127862482845e-09,7.151278297312658e-08
1910,6.947395991829808e-09,5.985448714440622e-08
1911,1.0640748726586935e-08,6.969690469205148e-08
1912,6.251305251225858e-09,4.584290524967116e-08
1913,1.0075680734189518e-08,6.681766923088972e-08
1914,1.7411533548283842e-08,7.500352805500654e-08
1915,1.4136913861761968e-08,9.188994432030029e-08
1916,3.2962386153911893e-09,4.504859463239086e-08
1917,1.64496359866817e-08,8.115154415122561e-08
1918,9.189101035644853e-09,9.303964709772572e-08
1919,6.4454939163738345e-09,8.93161282711219e-08
1920,5.300562211374427e-09,6.73928641781174e-08
1921,8.330022005509363e-09,8.254294631138137e-08
1922,8.115729421831475e-09,8.337066859098741e-08
1923,3.715581797791856e-08,5.201814579081088e-08
1924,6.4458122173149945e-09,6.187979895155848e-08
1925,7.698724546756353e-09,5.829034321891413e-08
1926,1.0031524610987219e-08,6.576221345255817e-08
1927,8.919380123373344e-09,7.692965020567044e-08
1928,1.3711249025050165e-08,5.713020456710183e-08
1929,7.798284684668033e-09,6.2386274812809e-08
1930,1.3654684494213143e-08,5.04172987803031e-08
1931,9.124285327288817e-09,4.219981963871078e-08
1932,1.6439305028370654e-08,6.137340680112402e-08
1933,1.3764794637438627e-08,9.750063068025838e-08
1934,7.188948103475923e-09,6.589868917217245e-08
1935,1.3165112555668657e-08,7.300653592778872e-08
1936,8.487300195980652e-09,6.183604739362636e-08
1937,6.295559185076627e-09,1.057653946645587e-07
1938,0.0,8.297737497109381e-08
1939,1.6823456405745674e-08,6.882322978185584e-08
1940,7.607348528892999e-09,9.635975173338807e-08
1941,8.854508237732261e-09,6.788455708672814e-08
1942,2.4273694165799498e-08,1.0012898843392293e-07
1943,2.0322646676618206e-08,6.967764676346633e-08
1944,3.213186161588055e-08,9.31823986860536e-08
1945,2.178504043826024e-09,7.189063477852642e-08
1946,1.1136883415474585e-08,6.82134135843171e-08
1947,2.3841741914054637e-09,8.702235998470087e-08
1948,5.435944139264848e-09,7.93647789709695e-08
1949,6.871905600114303e-09,5.3993545634511975e-08
1950,1.1698897850465073e-08,7.551106917524919e-08
1951,9.595261474260042e-09,6.50345532982044e-08
1952,1.0544804140977249e-08,8.541291296459974e-08
1953,9.69644453618912e-09,7.864893802889128e-08
1954,6.840775057526116e-09,7.818028624484441e-08
1955,4.6928039232341234e-09,9.573319736944086e-08
1956,5.232684729961079e-09,1.029094729432245e-07
1957,4.417518795207798e-09,7.421431647003374e-08
1958,1.1581141046157484e-08,8.768578024787033e-08
1959,1.2401196514133517e-08,5.735553232355528e-08
1960,8.305000021024966e-09,1.1350166628787406e-07
1961,4.86371165564492e-09,8.754680391742653e-08
1962,1.0147130080628841e-08,7.356669318170361e-08
1963,5.1728425987107585e-09,8.40586911188268e-08
1964,7.30076216148845e-09,8.335036283391162e-08
1965,9.302473458205895e-09,7.27781757081658e-08
1966,9.416427082520329e-09,6.702280397341553e-08
1967,1.3804939413830652e-08,6.015009512694292e-08
1968,9.431973424511852e-09,6.243067973699112e-08
1969,2.0437910364101697e-08,5.995120377910723e-08
1970,1.2876429700270364e-08,6.346240732924002e-08
1971,1.9012070140433934e-08,8.94081151336934e-08
1972,7.182205663536223e-09,9.336867057285758e-08
1973,8.269805840122046e-09,1.0254559335010072e-07
1974,8.438357623763437e-09,7.200731966250373e-08
1975,9.138368284311582e-09,7.99607207113695e-08
1976,5.713526984862938e-09,8.684561136895752e-08
1977,5.289103655048422e-09,9.931761513204407e-08
1978,9.504946496541322e-09,7.069303487039491e-08
1979,5.851973128301324e-09,8.836479992169188e-08
1980,2.8425753972882717e-09,8.868835310593681e-08
1981,7.590659656386833e-09,1.322039904216865e-07
1982,1.0552754226011984e-08,1.0180303755547015e-07
1983,4.420721011477724e-09,1.0672884209750322e-07
1984,5.799008384599347e-09,1.1887967099610819e-07
1985,3.609334831011779e-09,8.842870657943536e-08
1986,5.994485352545098e-09,1.1569356761498284e-07
1987,3.6664902225425067e-09,1.2527174453325074e-07
1988,1.2592763276586538e-08,1.1393452492569622e-07
1989,1.042743191792539e-08,1.1634819330197388e-07
1990,1.089730194969718e-09,1.4547898352645916e-07
1991,5.275318681885466e-09,1.4301975781449983e-07
1992,7.162927584403178e-09,1.3058567738255533e-07
1993,1.2186256725943423e-08,1.3238706308982273e-07
1994,5.802419322797903e-09,1.3978555513105562e-07
1995,8.133675954979935e-09,1.5345535953059652e-07
1996,1.8683323110835204e-08,1.4412848869937989e-07
1997,4.075660342550691e-08,1.7261620133268707e-07
1998,8.582632937681467e-09,1.5830189248333681e-07
1999,3.6561608462992723e-09,1.7001148888695639e-07
2000,6.627047355323157e-09,1.8511551758138012e-07
2001,8.762423675534592e-09,2.2650864561768458e-07
2002,7.009954283709874e-09,2.4140530818783645e-07
2003,5.8336921959778465e-09,2.0834614744558166e-07
2004,1.1011977996133737e-08,2.171562050179432e-07
2005,6.7556245042510454e-09,2.4365285788974234e-07
2006,8.647569216257978e-09,2.392493989589184e-07
2007,7.1900629894372514e-09,2.6882846704268104e-07
2008,2.554463751636149e-09,2.456542786966054e-07
2009,3.337734755248789e-09,2.3507189350624458e-07
2010,1.4171378737160012e-08,2.3193823528444568e-07
2011,2.6767803529281764e-09,2.500877753774944e-07
2012,3.0638274417515987e-09,1.8314880056991e-07
2013,3.3469500504423877e-09,1.7153118303525616e-07
2014,2.815078836704288e-09,1.3404106313785746e-07
2015,5.54143841924315e-09,1.3454612601826454e-07
2016,3.935546250000144e-09,1.2925161518850814e-07
2017,2.0124891197959016e-09,1.3609457294450067e-07
2018,1.8070267504555204e-09,1.3836662215993556e-07
2019,2.5509878653906526e-09,1.249984022955175e-07
