year,quelques_DET airs_NOUN,quelques_DET chers_ADJ
1855,9.127931832608738e-08,0.0
1856,9.991975602474668e-08,2.5885946719483854e-09
1857,1.0446429238308852e-07,1.4644527812635033e-09
1858,1.3506546281405463e-07,1.9574704079872163e-09
1859,1.2934120241503422e-07,4.073738679721828e-09
1860,1.281611448078479e-07,9.154367819341758e-10
1861,1.4713807061639272e-07,2.357981809808507e-09
1862,1.486417464668932e-07,1.8071945329101169e-09
1863,1.378515337435715e-07,5.993545049154392e-09
1864,1.3808816845539695e-07,4.794727948009836e-10
1865,9.225414704383539e-08,0.0
1866,1.0363755720277368e-07,9.731225825149181e-10
1867,1.2374669466908017e-07,0.0
1868,1.1015918943702019e-07,4.93987406535723e-09
1869,1.2159963236335614e-07,0.0
1870,1.536725093842506e-07,0.0
1871,6.266494367856978e-08,2.1242354542039266e-09
1872,8.829115505371021e-08,2.4189357183956872e-09
1873,8.200826018267549e-08,1.1972008939764578e-09
1874,9.499628728093512e-08,1.1949218281515073e-09
1875,1.218685312665002e-07,8.010138330405425e-09
1876,1.0520065596431039e-07,1.209202959984168e-09
1877,1.9667715378535178e-07,9.895705588292003e-09
1878,2.9349971697456567e-07,1.2078177347163432e-09
1879,1.3501609119614955e-07,0.0
1880,1.9574431320279473e-07,1.6686400927667933e-08
1881,1.1922988063517437e-07,6.972507571312292e-10
1882,1.1713477610086898e-07,1.9966155395678697e-09
1883,1.2385904391010172e-07,6.319338829996468e-09
1884,1.3335427606619987e-07,0.0
1885,1.0248560755599101e-07,4.511945095320158e-09
1886,9.292987668274577e-08,1.936039106809062e-09
1887,7.442974159221905e-08,6.528924623161458e-10
1888,8.179393273799462e-08,6.340614699951175e-10
1889,7.580815619689929e-08,1.8795409673089125e-09
1890,6.554386655643896e-08,3.9326319978272295e-09
1891,8.350228242193225e-08,1.2748440081367107e-09
1892,5.140180192597654e-08,1.2537024751679837e-09
1893,6.89742667425719e-08,6.158416554491453e-10
1894,1.0649601733803138e-07,0.0
1895,6.861220569476245e-08,6.018614495673091e-09
1896,7.607167251677538e-08,5.89702897624278e-10
1897,6.817254760704827e-08,5.826713556089658e-10
1898,5.4320205666869015e-08,1.13167097914868e-09
1899,6.909473171390346e-08,5.527578395003729e-09
1900,8.772879833696123e-08,5.19105292084987e-09
1901,6.985923667324201e-08,5.588738860584641e-09
1902,5.990546014800202e-08,3.437198747846537e-09
1903,4.158169653045718e-08,5.400220270956879e-10
1904,5.8045952933127865e-08,2.6873125946735854e-09
1905,5.212366521734069e-08,1.5482277682110634e-09
1906,4.835533462532737e-08,1.5432553013283723e-09
1907,7.508551180812617e-08,3.599990305858114e-09
1908,7.367083521003792e-08,1.4734167219643268e-09
1909,7.206288454852938e-08,2.2003934230241384e-09
1910,5.4510337355040406e-08,1.068830135508847e-09
1911,4.735132996813718e-08,5.3203743632934675e-09
1912,7.501566834378082e-08,1.0418842455450772e-09
1913,1.2727175668914015e-07,5.30298971401777e-10
1914,8.370929860390675e-08,6.696743715117748e-10
1915,3.887651434109074e-08,1.1780761921542648e-09
1916,1.2086207812345151e-08,1.0987462051303964e-09
1917,4.934891073560266e-08,0.0
1918,3.79050408838566e-08,0.0
1919,5.7088659133341935e-08,2.762354567309444e-09
1920,5.3762844842708546e-08,7.572231730534895e-10
1921,1.1207665906454167e-07,1.5145494858259667e-09
1922,1.1804696997685937e-07,0.0
1923,6.900366411599634e-08,1.0615948120573648e-09
1924,7.09039369439779e-08,6.445812328337297e-09
1925,6.708888511397504e-08,0.0
1926,6.79914426982009e-08,1.1146138456652466e-09
1927,1.0814748030441024e-07,2.2298449753321847e-09
1928,8.798051664982154e-08,4.570416489713125e-09
1929,8.800921280638363e-08,2.2280812750352652e-09
1930,1.0503603853351251e-07,4.201441416995522e-09
1931,7.299428173013212e-08,1.1405356659111021e-09
1932,9.425201463741928e-08,0.0
1933,9.520649668637304e-08,3.4411986593596566e-09
1934,9.585264137967897e-08,0.0
1935,9.574627135577884e-08,1.196828414151696e-09
1936,7.153581371710516e-08,3.6374143697059935e-09
1937,4.910535889024459e-08,1.2591118148108649e-09
1938,5.963998495062128e-08,1.2965214457594243e-09
1939,3.211750687626136e-08,0.0
1940,7.100191878883777e-08,0.0
1941,1.1215709783130023e-07,0.0
1942,6.371844740726829e-08,0.0
1943,6.677441199975931e-08,0.0
1944,8.675602458652065e-08,0.0
1945,7.842614380138002e-08,0.0
1946,8.909507087651036e-08,1.3921104269343232e-09
1947,7.152522862874378e-08,2.3841741914054637e-09
1948,9.45854274903013e-08,1.0871887834440486e-09
1949,6.282885278707795e-08,2.945102384188658e-09
1950,4.147791021757996e-08,8.508289184305795e-09
1951,5.970384997500133e-08,0.0
1952,5.799642188719645e-08,2.1089607837865287e-09
1953,6.464296520292123e-08,3.232148326759443e-09
1954,5.277169434769746e-08,9.772536113672459e-10
1955,7.883910368988722e-08,9.385607846468247e-10
1956,7.936238799466366e-08,1.744228317335228e-09
1957,8.39328593293942e-08,8.835037701437898e-10
1958,5.4596806187134916e-08,2.4816730892496253e-09
1959,4.2629114460623896e-08,2.325224457422337e-09
1960,9.550750013076481e-08,0.0
1961,6.114380157740129e-08,6.948159270159238e-10
1962,6.278537156845232e-08,6.341956404476434e-10
1963,8.729172185084622e-08,1.2932106496776896e-09
1964,4.623815813564747e-08,1.825190498738749e-09
1965,8.59110838580257e-08,2.736021686988721e-09
1966,7.366969256850098e-08,5.539074754423723e-10
1967,7.642020039000386e-08,2.9582012395223956e-09
1968,1.3833560785769805e-07,4.491415683816058e-09
1969,6.994306778196346e-08,2.7250546263957176e-09
1970,7.909806853945156e-08,0.0
1971,9.300499703712717e-08,1.0276794970565106e-09
1972,1.769900617176745e-07,3.0780880067027283e-09
1973,7.167164683963279e-08,2.205281512956958e-09
1974,5.569315963960264e-08,5.625571675160757e-10
1975,5.140332159925265e-08,1.7134440533084216e-09
1976,6.284879372486785e-08,1.7140580066410394e-09
1977,4.936496633689558e-08,2.3507127355770763e-09
1978,7.36633321007929e-08,1.7821774056514528e-09
1979,4.915657725312883e-08,2.3407893401383717e-09
1980,5.855705387247667e-08,5.6851505725319385e-09
1981,6.768337890150633e-08,6.325549528618524e-10
1982,6.642027328140898e-08,0.0
1983,6.94684785251809e-08,6.315316047889041e-10
1984,6.958810372381663e-08,5.799008495621649e-10
1985,5.5343134963692364e-08,3.0077789148208467e-09
1986,4.975422962516518e-08,5.994485463567401e-10
1987,6.966331089763855e-08,3.055408481777988e-09
1988,5.396898550280582e-08,1.798966087207532e-09
1989,6.366221461107102e-08,5.488122178931576e-10
1990,5.993515972413377e-08,2.724325431913144e-09
1991,8.968041687040795e-08,5.861465202094962e-10
1992,7.052728356882199e-08,1.1019888335184191e-09
1993,6.813224939783424e-08,5.539207426075166e-10
1994,4.74743404588196e-08,2.1099706426497278e-09
1995,7.64565588617927e-08,5.422450821690461e-10
1996,6.352329640080256e-08,1.067618438099771e-09
1997,7.096443965792787e-08,1.917957792585412e-09
1998,6.627699811190269e-08,4.768129224785866e-10
1999,6.581089673218798e-08,1.8280804647829996e-09
2000,7.731555307088911e-08,1.3254094488601709e-09
2001,6.265132834748499e-08,4.3812117822561447e-10
2002,5.783212309040664e-08,1.752488598683044e-09
2003,6.917091743829928e-08,8.333845835650777e-10
2004,7.532193269099707e-08,0.0
2005,5.5846496316291905e-08,4.5037495954858286e-10
2006,6.794518636610292e-08,1.6471559116659762e-09
2007,6.151498088691199e-08,7.988958938831558e-10
2008,1.0217855006544596e-07,0.0
2009,8.582746335861202e-08,1.430457752249481e-09
2010,8.502827131273705e-08,3.7790344187271785e-09
2011,8.718655908346307e-08,1.529588788962144e-09
2012,8.612759350157262e-08,6.808505426114664e-10
2013,7.921115185993699e-08,1.9523875849358774e-09
2014,8.553508390463094e-08,8.661780737106994e-10
2015,1.0839053654621011e-07,2.216575423208411e-09
2016,9.279603063738762e-08,6.214020409345267e-10
2017,6.968243160265786e-08,2.515611330355938e-10
2018,8.751172275722752e-08,1.5488800242380307e-09
2019,7.806022295220316e-08,1.275493877184175e-09
