year,les_DET armes_NOUN,les_DET charmes_NOUN
1845,4.3182592776247475e-05,2.7019463004762656e-06
1846,4.4782252757613605e-05,2.525631963123942e-06
1847,4.917433511764102e-05,2.2387270774970602e-06
1848,4.3262376266284264e-05,2.1392244988760467e-06
1849,4.1980870491897804e-05,2.0353599907707576e-06
1850,4.565260553590633e-05,2.270919139846228e-06
1851,4.283910561753146e-05,2.364364185325485e-06
1852,3.764853227039566e-05,2.578826986621152e-06
1853,3.837623160052317e-05,2.946551134641595e-06
1854,4.1560121417205664e-05,3.369907958017393e-06
1855,3.758744492188271e-05,3.2175960456015673e-06
1856,3.682224075873819e-05,2.781703713594652e-06
1857,4.0939264863482094e-05,2.678972080616404e-06
1858,3.9445477000299434e-05,2.916630833738054e-06
1859,4.086112733148184e-05,2.764031613367024e-06
1860,4.4022437691637606e-05,2.6712444238796706e-06
1861,3.9838576412876137e-05,2.6319794343976355e-06
1862,4.0954189103104e-05,2.6958824221878785e-06
1863,3.963331391787506e-05,2.651144846765874e-06
1864,3.463423956873157e-05,2.540726377731062e-06
1865,3.772959530579101e-05,2.461208964632533e-06
1866,3.9006644328765105e-05,2.3895025194065056e-06
1867,3.5798703493128414e-05,2.262380803585984e-06
1868,3.543371758496505e-05,2.090554765743491e-06
1869,3.251056318731571e-05,2.1057734613805223e-06
1870,3.7094709568918915e-05,2.3274504954429176e-06
1871,3.972957506448438e-05,1.7981652931098324e-06
1872,3.8075862676123506e-05,1.811782819771679e-06
1873,3.488403831397591e-05,1.9598178440105585e-06
1874,3.448126301464072e-05,1.7135178609350987e-06
1875,3.214067760382022e-05,2.162737146704785e-06
1876,3.081351519540476e-05,2.3011131204953017e-06
1877,3.0893774464857415e-05,2.350848532728378e-06
1878,3.280916280345991e-05,1.9204302219577585e-06
1879,3.158948834425246e-05,2.078392462578904e-06
1880,2.8954755521226616e-05,2.207097402617819e-06
1881,2.9014695655860123e-05,1.863053988415686e-06
1882,2.7055471832682088e-05,1.9280650604969196e-06
1883,2.7424035238254874e-05,1.8496704825565757e-06
1884,3.067808654577675e-05,1.6867335830283992e-06
1885,2.8626357220673526e-05,1.5656448724143956e-06
1886,3.065072633035015e-05,1.6598308931747852e-06
1887,2.5409268118892214e-05,1.5231981080887635e-06
1888,2.6523425958657754e-05,1.5635956138737583e-06
1889,2.8140488780081796e-05,1.4741867211398585e-06
1890,2.531435188757314e-05,1.4236127867661708e-06
1891,2.466249520693964e-05,1.5145147287398686e-06
1892,2.529156688524381e-05,1.6241715883325014e-06
1893,2.53763720365896e-05,1.4527704514932793e-06
1894,2.524081605770334e-05,1.4159558254789317e-06
1895,2.6066017312587064e-05,1.547987622529945e-06
1896,2.6116172875845223e-05,1.3527784936684384e-06
1897,2.3994989533093758e-05,1.200885670016305e-06
1898,2.2276378217611637e-05,1.3919552941388247e-06
1899,2.320587884696579e-05,1.370839484593489e-06
1900,2.2061456547817215e-05,1.3693997651387235e-06
1901,2.1032660924902302e-05,1.3094415685088734e-06
1902,1.8706708829085983e-05,1.1936899610986984e-06
1903,2.0135801378273754e-05,1.4164777617509117e-06
1904,2.0429487108231115e-05,1.4398621210887086e-06
1905,1.8904892726823164e-05,1.4321106007741946e-06
1906,1.7999502233578824e-05,1.3524061017733402e-06
1907,1.9151949231854815e-05,1.357710694094294e-06
1908,1.783227065743631e-05,1.2921864218640167e-06
1909,1.7284090858993295e-05,1.5116703124817832e-06
1910,1.7549122219406854e-05,1.4819330331761194e-06
1911,1.8352631514062523e-05,1.4583145571123168e-06
1912,1.8915929217655503e-05,1.4492609636818088e-06
1913,1.8555160409050586e-05,1.4185497079211018e-06
1914,2.0280417743379076e-05,1.3272946048914491e-06
1915,2.9091413694004586e-05,8.517490854842436e-07
1916,2.6767655299408943e-05,1.1163261142144165e-06
1917,2.4617429630779952e-05,1.141604812460173e-06
1918,2.4406253032793757e-05,1.1991776460718029e-06
1919,2.1580434690804395e-05,1.290019547184329e-06
1920,1.7684946669760393e-05,1.2463892957725875e-06
1921,1.5718752251814294e-05,1.302512597334271e-06
1922,1.5121816431928892e-05,1.3073701730093035e-06
1923,1.6184012395115133e-05,1.5849610619511623e-06
1924,1.5177309364844405e-05,1.6836461185221197e-06
1925,1.666883804318786e-05,1.6145325432148638e-06
1926,1.716059398404468e-05,1.6273362284380255e-06
1927,1.5217577015391726e-05,1.5664661106029598e-06
1928,1.417743175124997e-05,1.5505137724858287e-06
1929,1.5222251022350974e-05,1.4549371130101463e-06
1930,1.554953439608653e-05,1.5072671075699873e-06
1931,1.544513372664369e-05,1.3116160459958337e-06
1932,1.6635481074445124e-05,1.2351398268606317e-06
1933,1.5454423078153923e-05,1.1952430156725313e-06
1934,1.637882030536275e-05,1.213734048377546e-06
1935,1.3655812153956504e-05,1.2734254895008235e-06
1936,1.5017671557870926e-05,1.2706701042475288e-06
1937,1.4695093625505251e-05,1.1117957257056332e-06
1938,1.4907403567576694e-05,1.253736197526223e-06
1939,1.6012871014936536e-05,1.2250534595636964e-06
1940,1.7088640845486225e-05,6.745182510314862e-07
1941,1.6242118363152258e-05,1.3783516905618853e-06
1942,1.6111664024265338e-05,1.2227873540382461e-06
1943,1.7352636120904208e-05,1.2745202511155185e-06
1944,1.9372300243958307e-05,1.3495382091832653e-06
1945,1.9772103087234427e-05,1.1088585978313859e-06
1946,1.898281817602765e-05,1.2737810806129346e-06
1947,1.648179647872894e-05,1.167053298445353e-06
1948,1.662637737354089e-05,1.232872101297744e-06
1949,1.3216638308222173e-05,1.2369430564262984e-06
1950,1.4112060966908757e-05,1.2762433314605914e-06
1951,1.445366217467381e-05,1.3038894053352124e-06
1952,1.3240056034646841e-05,1.077678916772129e-06
1953,1.2842402554724686e-05,1.1592637818580442e-06
1954,1.3001381717003824e-05,1.2948610503826785e-06
1955,1.3293775168676802e-05,1.7325832466497104e-06
1956,1.2036047223773494e-05,1.3212529239581272e-06
1957,1.485788300215063e-05,1.2748959505870516e-06
1958,1.3157830721866048e-05,1.2797160451327727e-06
1959,1.2842988724059978e-05,1.1192079618638218e-06
1960,1.4025068367118365e-05,1.404237103486139e-06
1961,1.3951903611086891e-05,1.4431326675889977e-06
1962,1.5063415162330784e-05,1.2798068524944028e-06
1963,1.452340211471892e-05,1.2427754256805201e-06
1964,1.527319415117745e-05,1.4272989261598923e-06
1965,1.4713777432007191e-05,1.4101455576565058e-06
1966,1.4598785583075369e-05,1.4124640443924363e-06
1967,1.720391293247303e-05,1.6077824724902712e-06
1968,1.6594883163634222e-05,1.8509124899424023e-06
1969,2.0354341756956273e-05,1.3816027149005095e-06
1970,1.636042452446418e-05,1.3989320990503984e-06
1971,1.4508778747313045e-05,1.5548790415209623e-06
1972,1.4260782506880787e-05,1.4549096007954176e-06
1973,1.6397922479427507e-05,1.2674854943384162e-06
1974,1.5380313357127307e-05,1.026666801351439e-06
1975,1.4459754083873122e-05,1.2730889125123213e-06
1976,1.576762008426158e-05,1.1998406748148227e-06
1977,1.3688788328636292e-05,1.0883799710370567e-06
1978,1.4691676483380434e-05,1.5463359588352432e-06
1979,1.498865913163172e-05,1.3664357325637866e-06
1980,1.44056028830164e-05,1.209231520249432e-06
1981,1.3267840131447883e-05,1.3327932393281117e-06
1982,1.445230691388133e-05,1.1465256761766796e-06
1983,1.4443758971083298e-05,1.081182084305965e-06
1984,1.3959373006855458e-05,1.3975610357874757e-06
1985,1.5076793260959676e-05,1.2488298111179574e-06
1986,1.4868721564198495e-05,1.4015106870601812e-06
1987,1.4188094269229623e-05,1.425042476910221e-06
1988,1.4022341247255099e-05,1.2982538564187962e-06
1989,1.5805792259016016e-05,1.3045266769040609e-06
1990,1.4563153968083498e-05,1.2542794323167072e-06
1991,1.4765617379453033e-05,1.3123820394866925e-06
1992,1.497933419614128e-05,1.3570992081213262e-06
1993,1.4825134485363378e-05,1.3759390995460308e-06
1994,1.5153809272305807e-05,1.3472163047367758e-06
1995,1.5682269690842077e-05,1.5226242027210901e-06
1996,1.4310891515378898e-05,1.3233131070933268e-06
1997,1.5285164295164577e-05,1.3142806238874982e-06
1998,1.4615269606110814e-05,1.3145731898589474e-06
1999,1.5077094076332287e-05,1.3486663235084961e-06
2000,1.382490376045098e-05,1.2427922655433576e-06
2001,1.490619672495086e-05,1.2473309638494356e-06
2002,1.6203071368181554e-05,1.3700079861678205e-06
2003,1.6279751548609056e-05,1.2209083912750884e-06
2004,1.4788646296892693e-05,1.1928174430408944e-06
2005,1.5169979747042817e-05,1.2768129735718503e-06
2006,1.5294666354748188e-05,1.3346080791620807e-06
2007,1.4208363438683591e-05,1.3365527777864372e-06
2008,1.4796731989008549e-05,1.3078854479431357e-06
2009,1.3846831166119955e-05,1.3226965833723625e-06
2010,1.4297031782462e-05,1.2168491281272509e-06
2011,1.212772752978708e-05,1.2389669450385554e-06
2012,1.3006968572426558e-05,1.3572755719337692e-06
2013,1.3889284787182987e-05,1.3502153919375814e-06
2014,1.4894365108375496e-05,1.5216583832966535e-06
2015,1.4214897930742154e-05,1.491976945544593e-06
2016,1.5925291108942474e-05,1.7080269785196833e-06
2017,1.2346872324542346e-05,9.994524070577882e-07
2018,1.2618983362244762e-05,1.2685327703820803e-06
2019,1.2552134876386845e-05,1.2813612002560149e-06
