year,quelques_DET arts_NOUN,quelques_DET chars_NOUN
1852,1.0156450658271865e-07,4.557382027314816e-09
1853,7.285756886687977e-08,1.0749477752369785e-08
1854,4.676098053213451e-08,7.79349651480743e-09
1855,3.980202833986368e-08,6.8990182455763716e-09
1856,7.299837062602066e-08,4.1417513307884235e-09
1857,2.782460128969433e-08,0.0
1858,3.474509924217273e-08,5.383043677475996e-09
1859,5.652312506931878e-08,8.656694694408884e-09
1860,3.478659782452098e-08,4.119465657481669e-09
1861,2.923897596263103e-08,4.715963619617014e-09
1862,3.3884898442693157e-08,1.0391368654438793e-08
1863,2.1476870060155306e-08,1.2486552236623538e-08
1864,5.8495679411407764e-08,5.274200631788517e-09
1865,3.43599646512871e-08,9.41368871743009e-10
1866,2.6274309505858184e-08,3.405929149824516e-09
1867,3.34843974769683e-08,4.367530337390235e-09
1868,1.9265508632848594e-08,1.0373735648272486e-08
1869,3.125452263663675e-08,2.0022428159904848e-08
1870,3.325748254567884e-08,8.601073187008978e-09
1871,3.080141297573391e-08,2.1242354542039266e-09
1872,2.1770421909650395e-08,3.0236697590169115e-09
1873,4.3099231017418305e-08,2.9930022349411445e-09
1874,4.480956716790274e-08,1.6131444624534197e-08
1875,3.089624556196213e-08,8.58229043387837e-09
1876,3.929909553335165e-08,3.02300739996042e-09
1877,2.5976227391311113e-08,6.184815992682502e-10
1878,4.589707458535486e-08,4.8312708278430705e-09
1879,2.8713828426063515e-08,7.331190321480108e-09
1880,1.7328185109022343e-08,6.417846254436199e-10
1881,2.719277958362909e-08,1.3945015142624584e-09
1882,1.3976308776975088e-08,1.9966155395678697e-09
1883,4.4235374030421326e-08,1.0110942305630033e-08
1884,4.555170995956814e-08,3.300848483434038e-09
1885,3.931837810888794e-08,4.511945039809007e-09
1886,2.0005737511041843e-08,4.5174246565693466e-09
1887,2.6768590899450828e-08,8.48760173255414e-09
1888,2.282621380800265e-08,6.340614699951175e-09
1889,2.7566601445982997e-08,6.265136576200092e-09
1890,1.5075089287996946e-08,3.2771931834929546e-09
1891,1.3385862196457765e-08,5.099376032546843e-09
1892,3.19694137829174e-08,1.8805537127519756e-09
1893,2.2786141196107224e-08,3.6950499326948716e-09
1894,1.3863386882917439e-08,8.192000855444803e-09
1895,9.027921521465032e-09,7.824198622330414e-09
1896,4.717623180994224e-09,1.1794057730440954e-08
1897,1.5149455023788505e-08,1.514945524583311e-08
1898,6.790025763869778e-09,3.960848538042683e-09
1899,2.4874102777516782e-08,1.2713430308508578e-08
1900,2.284063338464648e-08,3.6337372000261325e-09
1901,2.179608138419553e-08,8.38310842965484e-09
1902,7.365426046845869e-09,3.437198747846537e-09
1903,5.400220270956879e-09,4.860198243861191e-09
1904,8.061937784020756e-09,4.837162670412454e-09
1905,1.0321518084666081e-08,7.741138674521864e-09
1906,5.658602919567102e-09,3.6009290549365858e-09
1907,2.005708904517789e-08,3.599990305858114e-09
1908,4.911388851169818e-09,3.929111258571538e-09
1909,1.6502950117569526e-08,4.400786846048277e-09
1910,5.34415089958884e-09,2.137660271017694e-09
1911,6.384448858476333e-09,3.7242620098965062e-09
1912,1.1981668990301841e-08,2.6047105583515417e-09
1913,1.643926872407775e-08,1.0075680734189518e-08
1914,2.4777952134513725e-08,1.0045115239609714e-08
1915,3.534228465440492e-09,4.712304768617059e-09
1916,9.888715624128963e-09,1.2086208478478966e-08
1917,1.315970976634162e-08,5.483212328627474e-09
1918,8.040463406189247e-09,2.1824114959656526e-08
1919,1.4732557396257562e-08,3.038589962978122e-08
1920,9.843901693784574e-09,1.817335615328375e-08
1921,9.087297137000405e-09,1.2116395498029675e-08
1922,1.3280283539529592e-08,1.3280283539529592e-08
1923,1.1677542488541803e-08,8.492758496458919e-09
1924,1.289162443462999e-09,2.578324886925998e-09
1925,1.2097995494286806e-08,8.798542117105512e-09
1926,7.802297141701331e-09,7.802297030679028e-09
1927,8.919379901328739e-09,1.4493992672726108e-08
1928,1.4853853147478446e-08,9.14083297942625e-09
1929,1.8938690837799754e-08,1.0026365959703298e-08
1930,9.453243521306831e-09,5.2518018822667045e-09
1931,1.8248570654577634e-08,6.843213995466613e-09
1932,1.3151444377967891e-08,1.3151443933878681e-08
1933,1.7205992852709073e-08,3.4411986593596566e-09
1934,7.188948103475923e-09,9.585264137967897e-09
1935,4.787313656606784e-09,9.574627313213568e-09
1936,9.699771652549316e-09,3.6374143697059935e-09
1937,3.777335444432595e-09,1.1332006444320086e-08
1938,1.2965214457594243e-08,1.0372171899142302e-08
1939,7.647025235257843e-09,1.988226649984881e-08
1940,3.803674397673262e-08,3.296517858686343e-08
1941,2.066051862925633e-08,4.132103548215582e-08
1942,0.0,3.6410541692788456e-08
1943,2.9032352077962287e-09,6.387117412742782e-08
1944,1.2852744646352221e-08,4.4984606262232774e-08
1945,4.357008087652048e-09,1.6120930190766103e-07
1946,0.0,6.821341447249551e-08
1947,8.344609447874518e-09,9.298279568525913e-08
1948,8.697510267552389e-09,3.370285339698853e-08
1949,3.9268033269479474e-09,8.24628703099961e-08
1950,8.508289184305795e-09,3.1906085995458966e-08
1951,1.4925962688039363e-08,4.371174888717633e-08
1952,1.265376459169687e-08,5.061505881087669e-08
1953,8.619061908632375e-09,3.9863160883335524e-08
1954,1.1727043558451555e-08,2.73631017844167e-08
1955,9.385608290557457e-09,1.783265490828967e-08
1956,6.104799110673298e-09,2.616342520411763e-08
1957,2.032058654677371e-08,3.799066305987253e-08
1958,8.272243445794913e-10,2.4816729671250926e-08
1959,5.425523585955716e-09,4.727956159911173e-08
1960,8.997083578154985e-09,3.737249848478896e-08
1961,5.558527582660844e-09,1.5285950616394928e-08
1962,8.878739188311613e-09,3.170978146727066e-08
1963,5.172842487688456e-09,2.3277790806019993e-08
1964,6.083968440151466e-09,3.224503147825075e-08
1965,6.019247544841733e-09,4.1587529864273165e-08
1966,1.6617224152248866e-08,2.8249281136538684e-08
1967,1.133977206579928e-08,5.1768524578221786e-08
1968,1.8863946849023705e-08,3.727875252934609e-08
1969,1.8621206215874153e-08,4.1329994870942244e-08
1970,1.1496812390987543e-08,4.1388526828001204e-08
1971,1.2845993824228685e-08,5.909157252403929e-08
1972,1.3851396807318395e-08,3.745007148836521e-08
1973,6.064523994098181e-09,5.2375436876417325e-08
1974,5.6255716751607565e-09,3.3190872494870405e-08
1975,1.0851811893530794e-08,3.25554365687708e-08
1976,9.141642942633865e-09,1.9997344002931072e-08
1977,5.289103821581875e-09,1.4104276413462458e-08
1978,1.0693064211864112e-08,2.3762365186641432e-08
1979,7.022368020415115e-09,2.0481906837233055e-08
1980,1.762396639737318e-08,2.8425752862659692e-08
1981,1.012087885721158e-08,2.5302197281806826e-08
1982,7.449002858983533e-09,2.545075949988984e-08
1983,1.0736037059366765e-08,3.410270821291306e-08
1984,6.958810083723677e-09,4.929157082500524e-08
1985,5.414002135495366e-09,4.3913574110376885e-08
1986,5.994485352545098e-09,2.7574633687521555e-08
1987,5.49973533381376e-09,1.8332451334757138e-08
1988,1.2592763165564236e-08,3.17817343553628e-08
1989,4.939309850016116e-09,2.195248938186012e-08
1990,8.717841670780047e-09,4.1409746520670865e-08
1991,3.5168792322792797e-09,2.8721180100887977e-08
1992,7.713921945651236e-09,2.259077103161644e-08
1993,9.970573700002205e-09,3.323524389031718e-08
1994,5.274926662135471e-09,9.072873918825053e-08
1995,4.3379608238858225e-09,3.849940100053573e-08
1996,5.871901409548741e-09,2.3487606526373384e-08
1997,2.3974471297094624e-09,3.6920686952157666e-08
1998,8.105819793158275e-09,2.9562400971627767e-08
1999,1.4167623435534793e-08,2.7421207082767296e-08
2000,7.068850504943214e-09,4.06458879886884e-08
2001,1.0514907999858991e-08,2.409666527425358e-08
2002,1.0514931592098264e-08,2.0153618329743495e-08
2003,4.166922806803086e-09,2.0417922463877858e-08
2004,7.488144965206445e-09,2.5988267760013173e-08
2005,5.404499514582994e-09,3.2426996643408756e-08
2006,9.47114670024618e-09,1.6471560115860484e-08
2007,7.1900631282151295e-09,1.3181782110294193e-08
2008,3.405951742863067e-09,1.8306990812178014e-08
2009,1.192048149079028e-08,2.28873242580363e-08
2010,7.558069059498962e-09,3.1649412646217456e-08
2011,8.030340808984349e-09,2.4473420512372002e-08
2012,7.82978132329859e-09,1.599998755708043e-08
2013,5.857162421740725e-09,2.8449075983871808e-08
2014,5.630157631775212e-09,3.811183368895854e-08
2015,7.53635653882867e-09,1.706763019804214e-08
2016,8.492494263379058e-09,1.5742184000799853e-08
2017,4.2765391228272165e-09,1.5848351075931078e-08
2018,5.6792268665617485e-09,2.0393586819267284e-08
2019,6.887667103327999e-09,1.4795729308403338e-08
