year,premiers_ADJ ans_NOUN,premiers_ADJ champs_NOUN
1879,9.713826898405387e-08,2.077170613290491e-08
1880,1.367001232210896e-07,1.2193908105473383e-08
1881,1.2132163362821302e-07,9.064259565150223e-09
1882,1.024929332515967e-07,1.3976308999019693e-08
1883,9.984555759956493e-08,1.0742875922176154e-08
1884,8.648223115415021e-08,3.9610181801208455e-09
1885,9.732909944659696e-08,2.3848851782304337e-08
1886,1.1099957930582605e-07,1.4197620856748472e-08
1887,7.573552807116357e-08,1.566941953967671e-08
1888,9.827952851537702e-08,1.521747527988282e-08
1889,1.0650732207295732e-07,2.5060547415023393e-08
1890,8.455158706510701e-08,2.6872983838188702e-08
1891,8.159001652074949e-08,1.8485238229004608e-08
1892,9.402768341715273e-08,2.570090096298827e-08
1893,1.0346139589501036e-07,3.202376674948937e-08
1894,8.192001388351855e-08,8.192000855444803e-09
1895,9.810341339289153e-08,1.3842813118003505e-08
1896,6.250850503874972e-08,1.47425724961181e-08
1897,6.059782009515402e-08,2.155884004650943e-08
1898,8.940200757479033e-08,2.8857609635224435e-08
1899,7.793885714590942e-08,1.879376654301268e-08
1900,9.291984781611973e-08,1.972600216504361e-08
1901,8.662545525339738e-08,1.0059729937950124e-08
1902,7.365425602756659e-08,1.5221880644844532e-08
1903,7.34429974613704e-08,9.1803746826713e-09
1904,6.449550227216605e-08,2.5260739278110123e-08
1905,1.0682771289793891e-07,1.4966200723165457e-08
1906,1.033981078535362e-07,1.3374879870298173e-08
1907,9.925688004841504e-08,1.697138252154673e-08
1908,6.090122184332358e-08,1.7189861978295085e-08
1909,1.1222006435218645e-07,2.7504917454734823e-08
1910,9.13849760308949e-08,2.0307773240801907e-08
1911,8.24657959697106e-08,9.576673676292558e-09
1912,1.2190045595161791e-07,7.814131564032323e-09
1913,9.863560990197584e-08,2.7575547179026216e-08
1914,7.567320636781005e-08,1.1384464038144415e-08
1915,4.7123048574349014e-08,2.8273827723523937e-08
1916,7.031975712834537e-08,1.0987461607214755e-08
1917,4.496234140560773e-08,2.9609346086090227e-08
1918,7.236417332023848e-08,3.790504266021344e-08
1919,1.2154359296800976e-07,2.4861190439651182e-08
1920,8.708066445706208e-08,2.0445025228355007e-08
1921,1.029893681447902e-07,1.5902768879527684e-08
1922,9.443757420513066e-08,5.902348387820666e-09
1923,8.068120394000289e-08,2.1231896241147297e-08
1924,1.2118127301619097e-07,1.675911143195208e-08
1925,1.033828738172815e-07,2.5295809891190402e-08
1926,6.464760105018286e-08,1.3375366592072169e-08
1927,1.1818178080602593e-07,2.5643217327342427e-08
1928,6.170062505361784e-08,2.2852082892654835e-08
1929,6.572840050012019e-08,2.785101571589621e-08
1930,5.671945757512731e-08,3.046045193855207e-08
1931,7.413481739604322e-08,2.6232321204133768e-08
1932,6.02774505864545e-08,1.4247397928102146e-08
1933,7.11181087353907e-08,2.1794258842078307e-08
1934,5.751158482780738e-08,4.7926320689839486e-09
1935,7.89906735576551e-08,1.9149254626427137e-08
1936,8.608547119592913e-08,2.182448710641438e-08
1937,7.428759829508635e-08,1.0072894518486919e-08
1938,4.2785206488815675e-08,3.8895642262559704e-09
1939,8.411727492330101e-08,2.4470480752825097e-08
1940,3.550096039361961e-08,3.296517903095264e-08
1941,7.083606590185809e-08,2.6563522936839945e-08
1942,4.8547388331598995e-08,2.730790527039062e-08
1943,8.709705667797607e-08,4.064529335323641e-08
1944,8.675602458652065e-08,6.4263723231761105e-09
1945,6.971212940243277e-08,3.0499055725385915e-08
1946,7.238973864787113e-08,4.733175273941015e-08
1947,5.4836007734593295e-08,2.5033829231801974e-08
1948,6.84928949112873e-08,3.696441908118686e-08
1949,3.6322930441201606e-08,2.4542520904446974e-08
1950,5.636741562398129e-08,2.1270722072586068e-08
1951,6.503454841322309e-08,3.0918066329377325e-08
1952,6.010538555756284e-08,5.166953798152463e-08
1953,3.016671712430252e-08,3.5553629373907825e-08
1954,4.9839933069506515e-08,1.8567819282111486e-08
1955,4.035811329572425e-08,2.627970197011109e-08
1956,3.401245152190313e-08,2.7907653077363648e-08
1957,3.710716001137371e-08,2.738861759610245e-08
1958,6.204182767532984e-08,2.3989505493204888e-08
1959,5.735553543217975e-08,3.2553142403912716e-08
1960,6.021124931976374e-08,2.6991250123842292e-08
1961,5.558527504945232e-08,2.292892631317045e-08
1962,4.94672605100277e-08,3.424656469519505e-08
1963,4.4615767080813384e-08,4.590897972889252e-08
1964,6.38816644027429e-08,1.8860301764789256e-08
1965,6.019247678068496e-08,2.188817305182056e-08
1966,5.206730335771681e-08,2.658755882123387e-08
1967,7.29689659806354e-08,2.5637744371920235e-08
1968,8.893003666798904e-08,2.380450325745187e-08
1969,4.723428048691858e-08,2.4071315607443466e-08
1970,6.438214938953024e-08,2.0694262303777577e-08
1971,7.347908592691965e-08,2.723350611688602e-08
1972,3.5911028817281476e-08,3.1293897251316594e-08
1973,4.3554308604143444e-08,3.087394162548662e-08
1974,2.418995848074701e-08,3.3753430273009144e-08
1975,2.6843956391076063e-08,2.056132863970106e-08
1976,4.1137393935741784e-08,1.8854638739185248e-08
1977,3.2322301279918975e-08,2.52701610747863e-08
1978,3.9207904478644195e-08,2.4356424432880885e-08
1979,3.5111838769807946e-08,2.1067103617156135e-08
1980,3.865902442612423e-08,2.9562784220615868e-08
1981,3.28928564385933e-08,3.0995192190630405e-08
1982,2.9175261317959666e-08,2.1726258125909226e-08
1983,2.5892795463278162e-08,2.9050454486423405e-08
1984,2.7835241667162336e-08,3.2474446243213606e-08
1985,2.8874678648094232e-08,4.271046094572739e-08
1986,2.8773531113301942e-08,4.136195030923773e-08
1987,3.238733015109574e-08,3.727598141267663e-08
1988,2.878345739532051e-08,2.398621568033832e-08
1989,3.457516939420202e-08,3.237991919036176e-08
1990,3.596109721115681e-08,3.923028657482064e-08
1991,3.106576684785978e-08,2.2859714121636898e-08
1992,2.7549720726938176e-08,2.5345743281945943e-08
1993,2.8803878393546256e-08,2.6034275180109034e-08
1994,3.3759530282395644e-08,2.7429617688312646e-08
1995,5.476675468685244e-08,2.6027763055935793e-08
1996,3.096093337262573e-08,1.6548085568501847e-08
1997,3.5002731380018304e-08,2.205651483677684e-08
1998,2.6701524546979272e-08,3.0516027038629545e-08
1999,3.0163327835452947e-08,3.107736645802106e-08
2000,2.2531960297555997e-08,2.3415566374751506e-08
2001,2.2344179839706158e-08,2.4534786646768225e-08
2002,3.1544793444027164e-08,3.548789351270898e-08
2003,3.2918691772465536e-08,3.041853702256958e-08
2004,2.5988267537968568e-08,2.686922684347337e-08
2005,2.296912349208924e-08,2.8373621674404603e-08
2006,2.5530917824312382e-08,2.5530917824312382e-08
2007,2.6363563776499177e-08,3.07574907765229e-08
2008,2.5118893631770334e-08,3.278228533076799e-08
2009,2.574823909640145e-08,2.4794601927169424e-08
2010,2.0784689525044087e-08,3.967986117459077e-08
2011,1.5678285336662157e-08,4.7799648683621854e-08
2012,2.2127641940983267e-08,2.8936147700164838e-08
2013,3.0680375573410856e-08,3.346950094851309e-08
2014,3.009968807532459e-08,2.5768796874103828e-08
2015,4.3888192635677115e-08,3.147536986602972e-08
2016,6.193306489876704e-08,2.651315256230191e-08
2017,1.5848351964109497e-08,2.2892063356039216e-08
2018,3.8205708818850326e-08,3.304277385041132e-08
2019,3.1122048937959335e-08,2.9591458172717466e-08
