year,six_DET ans_NOUN,six_DET chants_NOUN
1897,8.67306337681839e-06,4.428302435854903e-08
1898,8.799873086218213e-06,3.3384294884086785e-08
1899,9.519595380425017e-06,4.477338322317337e-08
1900,9.252533004655561e-06,3.633737222230593e-08
1901,8.830207377741317e-06,3.520905611509306e-08
1902,7.725840589500876e-06,2.7006560987530293e-08
1903,8.553949015777107e-06,6.102248550909906e-08
1904,9.039582124614753e-06,4.192207647690793e-08
1905,9.115964360262296e-06,3.71574655488871e-08
1906,9.140701195065049e-06,2.366324947100651e-08
1907,9.28437549418959e-06,3.239991386294605e-08
1908,9.266317562151016e-06,3.487086175368859e-08
1909,9.199295163853094e-06,3.355599798027242e-08
1910,8.924197516080312e-06,4.595969438359049e-08
1911,9.115396665038134e-06,4.628725525090971e-08
1912,9.872894793261366e-06,4.0633487130570245e-08
1913,9.067052019418043e-06,3.0227042202568555e-08
1914,9.057345749852175e-06,2.4108276541756624e-08
1915,6.9506495208315755e-06,1.4136914527895783e-08
1916,6.81881874697865e-06,2.197492410260793e-08
1917,6.603980949648758e-06,5.263883773309885e-08
1918,6.936622725106645e-06,6.087779524932557e-08
1919,7.513604458608825e-06,1.289098744416961e-08
1920,8.302195169562765e-06,4.164727540612034e-08
1921,7.881715504254316e-06,4.7708307637783776e-08
1922,7.11675654940791e-06,3.9103056792555435e-08
1923,7.289971534873985e-06,5.8387716439511905e-08
1924,7.915457615581545e-06,3.996403552530836e-08
1925,8.166147040356009e-06,3.95934391939079e-08
1926,7.673001761077103e-06,6.799144181002248e-08
1927,8.101026736540007e-06,5.574612460534922e-08
1928,7.646306698916305e-06,3.884854149482919e-08
1929,8.35307687907516e-06,4.567566680435675e-08
1930,8.281041317559357e-06,3.151081229280095e-08
1931,8.560860919715196e-06,4.676196141417677e-08
1932,8.659129548505007e-06,4.383814644626227e-08
1933,7.585548985389323e-06,1.7205992852709073e-08
1934,7.029593177776405e-06,1.4377896206951846e-08
1935,7.556774704653435e-06,4.6676309928272985e-08
1936,7.696768733467252e-06,4.122402952333459e-08
1937,7.2235244488183525e-06,1.6368453259474336e-08
1938,6.880639119799525e-06,6.09365062853584e-08
1939,6.9832632618727075e-06,3.5176316970364496e-08
1940,6.937902242043492e-06,2.5357829391836617e-08
1941,6.726474225615675e-06,2.3612021671226557e-08
1942,6.9089000476196816e-06,1.8205270846394228e-08
1943,6.662924818101601e-06,3.4838822049465534e-08
1944,6.410306468751514e-06,4.4984606262232774e-08
1945,7.78161637526864e-06,2.3963545370264683e-08
1946,7.978184697776669e-06,4.454753455007676e-08
1947,7.5077644510201935e-06,4.7683484716287694e-08
1948,7.035198734683945e-06,4.8923495921116e-08
1949,7.725003882796955e-06,2.748762362170254e-08
1950,7.0055124865575635e-06,1.4889506072535141e-08
1951,7.440592469265539e-06,3.838104611908477e-08
1952,7.144104500866888e-06,3.268889103846817e-08
1953,7.245399046951206e-06,4.417269172662941e-08
1954,6.996158447236667e-06,3.811289217559022e-08
1955,6.984769157725168e-06,4.6928040120519654e-08
1956,7.222849291110833e-06,2.529130993522699e-08
1957,6.597122762741492e-06,3.7107157180304995e-08
1958,7.1645901016381686e-06,2.895285167170414e-08
1959,7.522875876020407e-06,2.6352543258667538e-08
1960,7.4025233516294975e-06,3.7372498984389324e-08
1961,7.574883341021632e-06,3.404598020173566e-08
1962,7.210804341184485e-06,2.1562651775219877e-08
1963,7.304053582402048e-06,5.108182121738025e-08
1964,7.651806782860149e-06,3.46786201976812e-08
1965,7.128431093406107e-06,4.213473292491443e-08
1966,7.239016696303224e-06,4.5974319351493875e-08
1967,7.428536520137641e-06,5.521975854350103e-08
1968,7.658313080582957e-06,7.635406601425032e-08
1969,7.3544682663850836e-06,3.451736008130979e-08
1970,7.620087359327954e-06,5.932355343074569e-08
1971,7.716331481333327e-06,4.419021748525154e-08
1972,7.689064261739986e-06,7.028301207689935e-08
1973,7.4979571991207195e-06,2.591205694457699e-08
1974,7.482572868866555e-06,7.369499199771923e-08
1975,7.6202567811378685e-06,4.569184230973633e-08
1976,7.636699990598572e-06,3.713792412485262e-08
1977,7.18083981610107e-06,5.171568173700791e-08
1978,7.406729224612718e-06,4.158414024235668e-08
1979,7.044020520652339e-06,1.814111738607238e-08
1980,7.2963225079547556e-06,2.672020804617148e-08
1981,7.269321571357068e-06,2.024175915771309e-08
1982,7.458934646820126e-06,3.414126326095612e-08
1983,7.215879918476276e-06,1.8945947810600217e-08
1984,7.240641991757002e-06,2.8995042034019036e-08
1985,7.67284419112002e-06,3.0679345730533214e-08
1986,7.674140249491757e-06,2.457739123329361e-08
1987,7.637909988034153e-06,3.177624707806359e-08
1988,7.595834659923639e-06,2.4585870450621883e-08
1989,8.255782063315564e-06,3.183110897087005e-08
1990,8.078714387238506e-06,3.3236771224132156e-08
1991,7.856121783333947e-06,2.6962739596569918e-08
1992,7.919993919358603e-06,3.691662575633359e-08
1993,7.532214397087955e-06,3.6004847325799005e-08
1994,7.59694933094579e-06,3.6924485691258724e-08
1995,7.62396564368828e-06,3.578817675542467e-08
1996,8.184897012597503e-06,2.5089033517389225e-08
1997,7.957606953823415e-06,3.1646303577659296e-08
1998,8.393814994178683e-06,3.337690424043416e-08
1999,7.698960786228781e-06,3.88467090162159e-08
2000,7.680305770918494e-06,2.783359853708589e-08
2001,7.92561212392684e-06,2.3658542985804942e-08
2002,7.602295653441615e-06,3.2421039575236676e-08
2003,7.675888923586172e-06,3.416876853679085e-08
2004,7.529990540433573e-06,2.554778988361761e-08
2005,7.52756716337899e-06,3.5129247288878673e-08
2006,8.04553349098569e-06,3.6649220713780295e-08
2007,8.097608827029035e-06,2.676301283366378e-08
2008,8.237293855017924e-06,2.68218699195355e-08
2009,8.09448346217323e-06,2.5748240206624473e-08
2010,8.470233694879425e-06,1.5116137785931016e-08
2011,7.940860314192832e-06,9.559929625702068e-09
2012,8.63386549099232e-06,1.1574459224394928e-08
2013,8.719083496089297e-06,1.1714324954503752e-08
2014,9.545498869556468e-06,2.1654451412556064e-08
2015,9.12608402359183e-06,1.66243158822299e-08
2016,8.932861476296239e-06,2.0299132735823733e-08
2017,8.926898260597227e-06,9.559322777796808e-09
2018,8.934197921917075e-06,1.1100306784861402e-08
2019,9.003711227251188e-06,7.908062149564188e-09
