year,avez_VERB assez_ADV,avez_VERB chassé_VERB
1886,1.6714471939849318e-07,3.226731948302586e-08
1887,1.7823964526542113e-07,1.7628096316002484e-08
1888,2.0797216393475537e-07,3.233713385952797e-08
1889,1.917131839945796e-07,3.257871128425904e-08
1890,1.9269896256446373e-07,2.6217545467943637e-08
1891,1.338586201882208e-07,3.633305567518619e-08
1892,1.1283322010058328e-07,1.817868522380195e-08
1893,1.5026536459572526e-07,1.6627724974682678e-08
1894,1.8274464252954203e-07,2.2055386850183822e-08
1895,1.4023372330029815e-07,2.166701307260155e-08
1896,1.9047404009597813e-07,2.6536630670648265e-08
1897,1.7363606730214087e-07,2.6220211779559577e-08
1898,1.5673643360969436e-07,2.7160103499568322e-08
1899,1.69696662055685e-07,3.537650172802387e-08
1900,1.6663280177908746e-07,3.1665425836990835e-08
1901,1.4363058653543703e-07,3.409130755471779e-08
1902,1.4338029075133818e-07,2.553347577816112e-08
1903,1.0854442678009946e-07,1.5120615870500842e-08
1904,1.4189009789333795e-07,2.364835083312755e-08
1905,1.847551800437941e-07,2.9932401446330914e-08
1906,1.4866692765735934e-07,1.8519063615940468e-08
1907,1.650852681223114e-07,1.5942815068115124e-08
1908,1.596201428810673e-07,2.1118973236866623e-08
1909,1.512770495537552e-07,4.510806661528477e-08
1910,1.9345824853189697e-07,5.02350161468712e-08
1911,1.4045787111172103e-07,4.362706818028528e-08
1912,1.6201299501972244e-07,2.5526164293410147e-08
1913,1.3522624442430242e-07,2.704524781904638e-08
1914,1.2924715520057362e-07,1.6741859454327823e-08
1915,1.201637758185825e-07,1.1780762143587253e-08
1916,1.1756584683553228e-07,1.2086208478478966e-08
1917,1.1295416868506436e-07,1.6449636319748606e-08
1918,1.0108011139209339e-07,4.135095466040184e-08
1919,8.471220525052559e-08,4.6960025201769895e-08
1920,1.5068741276991204e-07,2.2716694303426266e-08
1921,1.128339377487464e-07,2.499006690470651e-08
1922,1.7633266224947874e-07,2.5084981203349344e-08
1923,1.7834793197835097e-07,1.9108707505210987e-08
1924,1.7661525930634525e-07,3.0939897754933554e-08
1925,2.1446446396566898e-07,3.409435223034052e-08
1926,2.3183967812201445e-07,2.229227646921572e-08
1927,2.2186956982750417e-07,4.3481975353643065e-08
1928,1.805314582270512e-07,2.5137291359556002e-08
1929,1.6376397127260134e-07,1.4482528065684619e-08
1930,1.7646054573106085e-07,3.151081173768944e-08
1931,1.0378874293337503e-07,1.9389105432310316e-08
1932,1.150751316458809e-07,2.082311922890767e-08
1933,1.273243555033332e-07,1.7205993074753678e-08
1934,1.2820291317439114e-07,2.036868629318178e-08
1935,1.48406726907524e-07,3.111753699158726e-08
1936,1.1397231958198972e-07,1.9399543305098632e-08
1937,1.44797851930889e-07,1.7627565185307503e-08
1938,1.4261735259424313e-07,1.4261735792331365e-08
1939,1.1164657109929976e-07,2.4470480752825097e-08
1940,9.889553354014424e-08,5.0715658339584024e-09
1941,1.5052663115966425e-07,1.4757512545315876e-08
1942,1.274368912618229e-07,3.034211770724937e-09
1943,1.5387146845569077e-07,1.7419411690866582e-08
1944,1.1888788975511488e-07,1.927911696952833e-08
1945,1.1763921747842687e-07,3.703456741277478e-08
1946,1.6566113458793552e-07,1.2528993842408909e-08
1947,1.7404471464033122e-07,2.26496545963073e-08
1948,1.369857898225746e-07,2.391815279167986e-08
1949,1.2173090624401084e-07,3.8286334103077024e-08
1950,1.35069086582007e-07,2.6588404367089424e-08
1951,1.8017769320977095e-07,2.7719645245838365e-08
1952,9.173979265142407e-08,2.2144087452602434e-08
1953,1.335954635806047e-07,2.2625037843226892e-08
1954,1.5538331865627697e-07,2.7363100230104465e-08
1955,1.4923116964382643e-07,1.6894095011821264e-08
1956,1.5436420142123097e-07,2.3547082506070183e-08
1957,1.0248643889099185e-07,1.3252556385623393e-08
1958,1.6875377184533136e-07,2.3989505493204888e-08
1959,1.7284168052356108e-07,1.1626121398933265e-08
1960,1.6333166286131018e-07,6.920833239831836e-09
1961,1.6328174012869567e-07,1.945484662257968e-08
1962,1.503043733919185e-07,1.7123282347597524e-08
1963,1.687639894498716e-07,1.939815952312074e-08
1964,2.0928851540702453e-07,1.8860301764789256e-08
1965,1.3078184224468714e-07,1.1491291473930687e-08
1966,1.5010893150702032e-07,2.1048483844765542e-08
1967,1.5136130571136164e-07,1.627010703941778e-08
1968,1.5225899119286623e-07,1.8414805680322388e-08
1969,1.3943196108812117e-07,2.952142530432411e-08
1970,1.3428277156890545e-07,1.7015283404475667e-08
1971,1.3822288735809707e-07,1.7470551227916076e-08
1972,1.3594889480827987e-07,1.5903454553267693e-08
1973,1.4609990728331468e-07,1.929621262775072e-08
1974,1.0576074771506683e-07,1.6314157136321228e-08
1975,1.1365845864474977e-07,1.8276736568623164e-08
1976,9.313048821013581e-08,7.998937512354587e-09
1977,9.226547348362146e-08,7.639816779203557e-09
1978,1.0277223339016928e-07,1.6633656230169436e-08
1979,1.457141394212158e-07,1.2289143924704149e-08
1980,1.1370301677970929e-07,1.0233271119375331e-08
1981,9.488324081985411e-08,9.488323904349727e-09
1982,1.2166704266292072e-07,1.5518756057986138e-08
1983,9.283514401658977e-08,9.47297440490047e-09
1984,9.800324107800407e-08,9.858314165001048e-09
1985,8.9030258720868e-08,1.0828004270990732e-08
1986,1.4626544952989207e-07,7.1933827783254856e-09
1987,9.227333208627897e-08,1.2221633483022742e-08
1988,1.0613900514044872e-07,9.594486094499644e-09
1989,1.2293394036078098e-07,8.780995486290522e-09
1990,8.499895187696893e-08,1.198703181159999e-08
1991,1.1429857238454133e-07,1.0550637696837839e-08
1992,8.926109273943439e-08,1.1019888113139586e-08
1993,9.749005158710133e-08,1.3848018731721368e-08
1994,1.0391605087534117e-07,1.476979427650349e-08
1995,8.513247706787297e-08,8.675921314704738e-09
1996,8.594328448907618e-08,1.3345230698291743e-08
1997,8.486963309906059e-08,1.6782131240233866e-08
1998,8.487270264367908e-08,1.3350762273489636e-08
1999,8.272063922731832e-08,1.416762351880152e-08
2000,1.0294013463862939e-07,1.2812291672048559e-08
2001,8.587175415186721e-08,1.5334240544007116e-08
2002,9.945372880793002e-08,1.4019908789464353e-08
2003,1.200073853624417e-07,9.58392298855415e-09
2004,1.0747690737389348e-07,8.80958239690699e-09
2005,1.1079224293553125e-07,1.8014997493764895e-08
2006,1.0624155777350097e-07,1.4000825387938676e-08
2007,1.637736630755171e-07,1.2382886716011399e-08
2008,1.9499073289352964e-07,1.7881246705542253e-08
2009,2.1409184114418167e-07,1.43045770784056e-08
2010,2.210735203789227e-07,1.842279218067233e-08
2011,3.135656925223884e-07,1.644307978665438e-08
2012,3.82978441848536e-07,3.2680826933528806e-08
2013,3.823890324383683e-07,2.649668751075751e-08
2014,4.05587883278713e-07,3.5080212512639264e-08
2015,4.098448016520706e-07,4.034167133681876e-08
2016,4.2545323708509386e-07,4.0391132216655024e-08
2017,3.682854980979755e-07,2.3395186232733067e-08
2018,3.735382279046462e-07,3.3559068413069326e-08
2019,3.716789080954186e-07,2.653027308952005e-08
