year,quelques_DET ans_NOUN,quelques_DET chants_NOUN
1909,3.300590289967431e-08,1.0011789930430837e-07
1910,3.7409055186898854e-08,7.16116170806913e-08
1911,2.128149745317387e-08,8.459394784665619e-08
1912,2.6047105361470813e-08,9.845805770680727e-08
1913,3.4469432752537443e-08,8.484783764473036e-08
1914,2.6117300322425763e-08,7.500352805500654e-08
1915,1.4136914527895783e-08,6.597226498428199e-08
1916,3.625862321499085e-08,7.3615997742138e-08
1917,3.3995917192441993e-08,1.1843738434436091e-07
1918,2.5270027848023346e-08,3.905367762513379e-08
1919,2.2098836149897494e-08,5.1563949554633837e-08
1920,3.407504101105019e-08,6.663563834052866e-08
1921,3.104826579169995e-08,6.133925545270813e-08
1922,3.2462917132214386e-08,6.418803799590478e-08
1923,3.927900760203329e-08,9.872831396862125e-08
1924,3.351822286390416e-08,9.153053337485062e-08
1925,5.2791253146722283e-08,7.91868828287079e-08
1926,4.6813780962828844e-08,6.57622145627812e-08
1927,6.912519356916391e-08,7.469980634056128e-08
1928,5.8272810354864646e-08,6.627103932288492e-08
1929,6.015819509208598e-08,7.12986016893069e-08
1930,6.72230648923744e-08,7.877702579150991e-08
1931,6.158892773555635e-08,8.097802961515299e-08
1932,5.150982262946968e-08,4.931791508511196e-08
1933,5.964744387298992e-08,6.538277297352124e-08
1934,6.11060571031885e-08,8.267290141361627e-08
1935,3.2314367182095793e-08,7.65970211702438e-08
1936,4.7286387694356335e-08,9.699771652549316e-08
1937,4.5328027109547975e-08,7.051026074123001e-08
1938,6.871563829058402e-08,8.168084875137538e-08
1939,5.199977159975333e-08,6.882322711732058e-08
1940,2.5357829613881222e-08,8.875240187222744e-08
1941,4.427253941230447e-08,1.0330259314628165e-07
1942,5.765002475399683e-08,8.192371581117186e-08
1943,3.774205836748479e-08,7.5484117623148e-08
1944,2.5705489292704442e-08,5.7837350908584995e-08
1945,3.485606603348401e-08,6.31766177150439e-08
1946,1.3921104269343232e-08,5.98607483581759e-08
1947,2.8610090296865565e-08,6.794896512118953e-08
1948,2.5005341797168512e-08,8.262634931810453e-08
1949,1.47255123650325e-08,7.657266820615405e-08
1950,1.914365110877725e-08,5.743095066179649e-08
1951,2.1322803078760444e-08,6.183612866195176e-08
1952,3.690681360524195e-08,9.912115395138699e-08
1953,1.939288907237824e-08,7.649417277377779e-08
1954,1.8567819282111486e-08,9.186183724807506e-08
1955,2.0648337706319353e-08,8.07162265914485e-08
1956,3.750090726839517e-08,9.157198732623328e-08
1957,3.710716001137371e-08,6.891329329405949e-08
1958,2.481672983778438e-08,5.542403158642628e-08
1959,3.642851353902188e-08,5.658045854062266e-08
1960,3.045166674375821e-08,5.329041741219953e-08
1961,3.821487437605242e-08,7.920901889946208e-08
1962,3.741754373010053e-08,6.59563461624657e-08
1963,2.90972388405919e-08,6.91867700908233e-08
1964,3.3461826975944575e-08,5.962289106875573e-08
1965,3.3379464525751246e-08,8.372226378838832e-08
1966,3.323444852654234e-08,7.034624815993595e-08
1967,3.451234892315469e-08,7.494110265682252e-08
1968,4.626158478515663e-08,8.12946296946393e-08
1969,5.0867688172751e-08,7.948076108377222e-08
1970,3.6329927954881214e-08,8.645603344348274e-08
1971,4.830093669472291e-08,6.577148914388431e-08
1972,3.642404422521395e-08,1.0003786687917682e-07
1973,4.465695235822409e-08,4.686223054051197e-08
1974,3.600365872102884e-08,7.256987188952735e-08
1975,3.369773260430975e-08,5.140332337560949e-08
1976,2.399681336973103e-08,6.056338497373304e-08
1977,1.82180240893004e-08,4.5838898232730685e-08
1978,1.9009891771837317e-08,6.297026811097339e-08
1979,2.4578287849408298e-08,4.915657503268278e-08
1980,3.183684260665842e-08,6.083111259158613e-08
1981,2.9097527054489092e-08,1.2524588299811512e-07
1982,2.9796011546956436e-08,6.704102473165108e-08
1983,1.5156758848000607e-08,6.946847985744853e-08
1984,1.5077422255149742e-08,5.683028270198065e-08
1985,2.285912037436333e-08,6.135869234924485e-08
1986,3.2969669661042644e-08,5.694761062713383e-08
1987,2.3832186002437084e-08,6.721898415662508e-08
1988,2.2786904585458956e-08,7.195864482056891e-08
1989,1.7013178421620978e-08,6.750390202370227e-08
1990,2.942271454253742e-08,7.24670581320197e-08
1991,2.9307326343541718e-08,6.5062262244453e-08
1992,2.3141765059797592e-08,6.391535123384529e-08
1993,3.268132309219851e-08,6.702440913386454e-08
1994,1.9517228500021133e-08,6.540908925600775e-08
1995,2.4943273557731516e-08,7.157635018018027e-08
1996,3.469759835006414e-08,5.978663253358718e-08
1997,3.06873251254558e-08,4.98669021631315e-08
1998,2.6224710625299963e-08,9.488577301652867e-08
1999,3.244842794458691e-08,6.672493935155899e-08
2000,2.3415566707818414e-08,5.831801530575831e-08
2001,1.883921035839009e-08,6.615629688511149e-08
2002,1.840113017514966e-08,7.053766548636986e-08
2003,2.291807565946158e-08,5.958699933472644e-08
2004,1.4976290207968646e-08,6.827426379807378e-08
2005,2.5220997068586826e-08,6.260212082054295e-08
2006,2.635449503074483e-08,6.259192586455242e-08
2007,3.2355283563489934e-08,5.312657558320666e-08
2008,2.000996635054264e-08,5.321799489976797e-08
2009,1.7165492360859957e-08,6.484741632561963e-08
2010,1.5588516810716158e-08,6.377120564948768e-08
2011,1.3001504706178224e-08,6.462512480709393e-08
2012,1.9063814638009546e-08,6.399995111650014e-08
2013,1.7292575871241667e-08,5.187772478265629e-08
2014,2.187099648609525e-08,6.32309991033253e-08
2015,2.1057465660057062e-08,6.538897423524759e-08
2016,2.1127669169729302e-08,6.545434372284831e-08
2017,1.6854595330517697e-08,5.987155127229471e-08
2018,1.626323964387666e-08,8.131619910756172e-08
2019,2.2448692738041842e-08,6.096860616366939e-08
