year,aux_ADP oies_NOUN,aux_ADP choix_NOUN
1870,4.243196194408938e-08,9.17447806614291e-08
1871,7.11618906024114e-08,1.7843578348220035e-07
1872,5.98686610286947e-08,9.8571632634048e-08
1873,6.524745010949573e-08,1.412697088198911e-07
1874,6.512323835750067e-08,1.3024647671500134e-07
1875,6.522541085018929e-08,2.2142310740491666e-07
1876,5.8041743855596906e-08,1.5659178131954832e-07
1877,6.494056759009936e-08,1.088527596948552e-07
1878,5.495570576385944e-08,1.2198958643239166e-07
1879,4.581993984231758e-08,1.1607718164441394e-07
1880,7.63723715380138e-08,9.241698251116759e-08
1881,6.484431835929172e-08,1.3526664588425774e-07
1882,1.0914831349850829e-07,9.849969728747965e-08
1883,1.0679683093428594e-07,9.794975142085605e-08
1884,5.2813575734944607e-08,9.176358872764467e-08
1885,4.318575907991118e-08,1.2826815520838863e-07
1886,5.162771010702727e-08,1.2132511528761825e-07
1887,6.137189068056159e-08,1.416776598262004e-07
1888,7.03808211710566e-08,1.2110574232337967e-07
1889,1.1089291618304742e-07,1.2780878932971973e-07
1890,8.520702365899524e-08,1.5206177295112866e-07
1891,5.290602622665119e-08,8.541454832311501e-08
1892,4.638699024894777e-08,8.337121215618026e-08
1893,5.665743257887712e-08,9.360793029600245e-08
1894,5.1042468918183204e-08,1.0838647312993999e-07
1895,5.5973115919982774e-08,1.2699275941940869e-07
1896,6.309820932415278e-08,9.848038473592169e-08
1897,5.477110853746581e-08,1.0604618694287637e-07
1898,5.545187775624072e-08,7.412445057752848e-08
1899,9.0652287454418e-08,9.894365149420992e-08
1900,5.6582480922884315e-08,1.1627959395354992e-07
1901,5.812288650375308e-08,1.1065703375834346e-07
1902,4.713872386874485e-08,9.034922499040476e-08
1903,5.2922157323109786e-08,1.188048486255866e-07
1904,6.449550227216605e-08,8.545654139879844e-08
1905,6.812202002492995e-08,1.052794829092818e-07
1906,1.358064730672126e-07,9.979717674468702e-08
1907,7.199980761596336e-08,6.839981381290272e-08
1908,6.139236319313568e-08,1.1050625658981517e-07
1909,7.86640649286241e-08,9.901770425813083e-08
1910,7.749018304803457e-08,9.566029746110871e-08
1911,6.969690247160543e-08,9.523469657324313e-08
1912,7.866225892882994e-08,8.178790977808603e-08
1913,6.522677464815274e-08,6.257528184505645e-08
1914,8.036092502550218e-08,1.0246017723147816e-07
1915,5.301342831387501e-08,1.0367070757411057e-07
1916,4.394984820521586e-08,8.46034566848175e-08
1917,4.276905407607501e-08,9.540789136508465e-08
1918,4.020231791912465e-08,5.054005569604669e-08
1919,7.090043319113448e-08,8.379142002468143e-08
1920,5.5277291188815525e-08,7.193619921963545e-08
1921,4.316465940235048e-08,6.512562578109282e-08
1922,7.894391068630213e-08,4.648099505288883e-08
1923,6.157249865523795e-08,4.564857647437748e-08
1924,6.059063462071634e-08,3.9964035636330664e-08
1925,5.719052609265418e-08,6.928851803422731e-08
1926,5.5730692949396143e-08,6.910605776511147e-08
1927,1.427100768669476e-07,7.469980545238286e-08
1928,4.227635308495792e-08,6.627104198742018e-08
1929,5.124586888172189e-08,5.23599084090165e-08
1930,6.197126012352783e-08,7.562594817045465e-08
1931,6.957267473239881e-08,5.816731984964463e-08
1932,6.794912410512666e-08,5.8085543486186e-08
1933,5.964744431707913e-08,3.4411986149507356e-08
1934,5.511526701695857e-08,5.511526879331541e-08
1935,5.146362269670135e-08,6.103825000991492e-08
1936,5.698615801463802e-08,6.183604739362636e-08
1937,4.0291578073947676e-08,8.813782415018068e-08
1938,3.5006079368571363e-08,6.871563584809337e-08
1939,9.788192567583565e-08,8.258787431714154e-08
1940,1.369322788491445e-07,9.63597486247636e-08
1941,1.26914614373419e-07,7.67390702094417e-08
1942,7.282108072104165e-08,1.0012898599143227e-07
1943,1.1612941008820599e-07,7.548411673496958e-08
1944,9.318239690969676e-08,7.069009200222354e-08
1945,7.624764108982163e-08,8.06046500656521e-08
1946,5.150808579656996e-08,7.517396483081029e-08
1947,4.7683483828109274e-08,1.001353169272079e-07
1948,5.3272248834446145e-08,7.392883816237372e-08
1949,3.141442572740516e-08,2.061571677813845e-07
1950,4.147791021757996e-08,8.401935502888591e-08
1951,6.823297127311889e-08,1.226061243642107e-07
1952,4.2179213899373735e-08,1.0333907596304925e-07
1953,4.417269394707546e-08,9.80418306539832e-08
1954,4.3976413399704484e-08,1.2508846225500747e-07
1955,4.22352348650179e-08,9.010183532609517e-08
1956,4.7966278060584955e-08,8.982775767663043e-08
1957,7.42143149157215e-08,9.01173820011536e-08
1958,4.6324563740540725e-08,1.1084806317285256e-07
1959,8.138285423342495e-08,1.2633718426968699e-07
1960,7.958958292419993e-08,1.4118499791493377e-07
1961,4.794229990778831e-08,1.653661882983215e-07
1962,4.693047800374828e-08,1.642566758164321e-07
1963,7.435961180135564e-08,1.913951734877628e-07
1964,4.137098486012292e-08,1.7886867453853483e-07
1965,4.541796094770234e-08,2.3310904850859515e-07
1966,7.200797114137458e-08,2.39288027614748e-07
1967,4.240088635754091e-08,2.2778149855184893e-07
1968,4.4914157726339e-08,2.685866604679177e-07
1969,6.994307166774405e-08,2.7704723493116035e-07
1970,5.610444731019015e-08,2.901795426168974e-07
1971,6.474380676024794e-08,3.7869989455430186e-07
1972,4.873639625202486e-08,3.3961572398766293e-07
1973,6.781240774467179e-08,3.7103862382537045e-07
1974,5.85059468649618e-08,3.9379000327244285e-07
1975,5.711480133285818e-08,4.3121676185364777e-07
1976,6.627691084837295e-08,4.427983242294431e-07
1977,6.053085321866547e-08,4.7366862077069527e-07
1978,6.178215161689593e-08,4.98415602123714e-07
1979,6.261611462665684e-08,4.740098518141167e-07
1980,1.205251900504578e-07,5.810223910884815e-07
1981,5.692994659023398e-08,6.483688252956199e-07
1982,7.697303061604543e-08,7.175872838161013e-07
1983,1.0483424506269046e-07,7.066838634273154e-07
1984,8.466552109398506e-08,6.622467481065542e-07
1985,6.376491445969634e-08,6.899845175212249e-07
1986,5.2751471690815066e-08,7.541062814198085e-07
1987,6.844115035820053e-08,7.088547704370285e-07
1988,7.315795608198172e-08,7.123906016204273e-07
1989,8.780995386370449e-08,7.145534937080811e-07
1990,5.557624138674555e-08,7.889646553849161e-07
1991,8.088821967788817e-08,7.995038799890608e-07
1992,4.407955345175907e-08,7.868200100347167e-07
1993,7.644106259085959e-08,7.849056942177413e-07
1994,9.653115773389231e-08,8.038988426051219e-07
1995,4.771756589860843e-08,8.648809171063476e-07
1996,6.512472250363999e-08,8.781161682236416e-07
1997,5.7538734665740776e-08,8.913708597901859e-07
1998,5.292623317387779e-08,8.239327371484251e-07
1999,5.712751499631352e-08,9.272937973037187e-07
2000,6.185244161294179e-08,9.242521628038958e-07
2001,4.6002722159377285e-08,8.508313271704537e-07
2002,7.448076466687326e-08,9.55982500272512e-07
2003,7.292115178358927e-08,9.458914860260847e-07
2004,5.770276489958093e-08,1.0456974450789858e-06
2005,8.241861693125685e-08,9.755121936905198e-07
2006,5.517972495594492e-08,9.689395028544823e-07
2007,4.993099303463033e-08,9.055485179487732e-07
2008,7.748540298280204e-08,9.430228828932741e-07
2009,1.7785358430444376e-07,9.078638640858117e-07
2010,4.818268850570462e-08,8.672884064253594e-07
2011,7.342026364653975e-08,8.561873414691945e-07
2012,6.638292626703901e-08,7.070632932482113e-07
2013,5.912944922581431e-08,6.710635034323786e-07
2014,4.763979455368883e-08,5.829378437738342e-07
2015,5.984753714827207e-08,5.689948920917232e-07
2016,7.456823958307268e-08,5.190777869756857e-07
2017,4.4023198086939885e-08,5.715468773814791e-07
2018,5.1887479757262156e-08,5.431405725175864e-07
2019,5.0509558091604845e-08,4.989731792193197e-07
