year,mes_DET chantiers_NOUN
1917,1.973956464951243e-08
1918,8.040463406189247e-09
1919,4.603924352863942e-09
1920,3.028892692213958e-09
1921,7.572747429129834e-10
1922,8.853522359686394e-09
1923,5.307974060286824e-09
1924,0.0
1925,6.598906754362588e-09
1926,8.916910765321973e-09
1927,4.4596899506643695e-09
1928,1.1426041224282812e-09
1929,2.2280812750352652e-09
1930,0.0
1931,1.1405356659111021e-09
1932,4.383814644626227e-09
1933,4.588264879146209e-09
1934,1.0783422155213884e-08
1935,0.0
1936,6.0623572828433225e-09
1937,2.5182236296217297e-09
1938,1.2965214679638848e-08
1939,9.176430282309411e-09
1940,2.5357829169792012e-09
1941,8.854508237732261e-09
1942,0.0
1943,1.1612940831184915e-08
1944,1.2852744646352221e-08
1945,1.089252066321933e-08
1946,9.744772988540262e-09
1947,7.152522574216391e-09
1948,5.435944139264848e-09
1949,7.853606542873592e-09
1950,6.381216888229346e-09
1951,6.396841278899501e-09
1952,7.381362632230548e-09
1953,3.232148326759443e-09
1954,1.07497895029951e-08
1955,0.0
1956,1.2209597999301991e-08
1957,2.6505113659425206e-09
1958,5.790570245522986e-09
1959,7.750747821333448e-09
1960,9.689166580173492e-09
1961,4.16889545107324e-09
1962,5.073564957047694e-09
1963,5.819448034571906e-09
1964,4.867174663303331e-09
1965,1.0396882466068291e-08
1966,7.754704434148607e-09
1967,5.9164028121116985e-09
1968,1.5270813835677188e-08
1969,8.629339909305145e-09
1970,3.678979926258208e-09
1971,3.5968783507200897e-09
1972,4.104117490300041e-09
1973,2.2052814296902312e-08
1974,5.06301445213353e-09
1975,6.8537762132336866e-09
1976,6.8562320265641574e-09
1977,1.1753563677885381e-09
1978,4.752473081737207e-09
1979,8.192762912528906e-09
1980,5.116635559687666e-09
1981,1.2651099057237047e-09
1982,4.345251713999687e-09
1983,3.157658134966823e-09
1984,8.118612115914914e-09
1985,6.617113967877231e-09
1986,7.1933827783254856e-09
1987,7.94406213033838e-09
1988,4.797243047249822e-09
1989,6.585746614717891e-09
1990,7.083246433836621e-09
1991,5.8614650910726596e-09
1992,1.597883780846132e-08
1993,6.647048800267896e-09
1994,5.802419433820205e-09
1995,3.795715741716776e-09
1996,5.871901409548741e-09
1997,1.006927874414032e-08
1998,3.814503379828693e-09
1999,3.1991408688814005e-09
2000,9.277865697931986e-09
2001,8.324302663842431e-09
2002,6.1337101509018055e-09
2003,7.917153377334785e-09
2004,1.1011977996133737e-08
2005,5.854874363109275e-09
2006,6.588623646663905e-09
2007,7.190063211481856e-09
2008,2.299017365370304e-08
2009,1.2874120214334539e-08
2010,2.172944801870358e-08
2011,2.02670511206815e-08
2012,1.6340413466764403e-08
2013,2.4265387921218462e-08
2014,2.0355184537912407e-08
2015,1.8175917840257405e-08
2016,1.7192121781750558e-08
2017,1.6603035390971854e-08
2018,1.7812120944871168e-08
2019,2.3213988398218532e-08
