year,les_DET aises_NOUN,les_DET chaises_NOUN
1854,1.9431785514001376e-07,4.166922842330223e-07
1855,1.1622191919968827e-07,6.018066436297431e-07
1856,1.8534337264952683e-07,4.695710478230808e-07
1857,1.1276286260297752e-07,6.243450291210095e-07
1858,7.389450740191705e-08,6.038796032115101e-07
1859,9.216833429803728e-08,7.017014769239438e-07
1860,1.1076785288999247e-07,6.5316415165384e-07
1861,1.527972308679182e-07,5.489381944556726e-07
1862,9.758850441632383e-08,5.304116088566957e-07
1863,1.0388811455541713e-07,5.504072346784739e-07
1864,9.349719354290187e-08,6.079715170193012e-07
1865,1.369691764452341e-07,5.949451225006896e-07
1866,1.2066720123105057e-07,4.821822301437351e-07
1867,9.89973560905355e-08,6.032044588266672e-07
1868,8.051994804247897e-08,5.270845895299914e-07
1869,1.1183258630254045e-07,5.435356591476648e-07
1870,8.543732610277743e-08,4.805132829410752e-07
1871,7.541035618174874e-08,6.786932438274107e-07
1872,6.833493226832132e-08,5.218853952326796e-07
1873,6.943765518130363e-08,6.279318514046395e-07
1874,8.722929289994852e-08,5.902913826627554e-07
1875,7.209124441853731e-08,5.984717125206984e-07
1876,8.101659965120689e-08,5.574425407939287e-07
1877,9.215375873505849e-08,5.980717154852044e-07
1878,7.609251539975048e-08,7.325414785874784e-07
1879,9.041801340980982e-08,6.347588737964927e-07
1880,9.498412367747733e-08,5.904418818314383e-07
1881,6.414707320878676e-08,7.181682613599527e-07
1882,1.0914831305441908e-07,7.513930100344623e-07
1883,8.278334018285705e-08,6.572112678515651e-07
1884,8.384155236740298e-08,6.944985164736295e-07
1885,7.992587935934381e-08,7.88301216525511e-07
1886,7.098810250738552e-08,7.163345030480883e-07
1887,8.683469587822401e-08,8.259089634421457e-07
1888,8.496424008797021e-08,6.575217348370188e-07
1889,5.0747608226764385e-08,6.828998874719439e-07
1890,8.258526618121209e-08,7.019748095027367e-07
1891,5.800540259226494e-08,6.590943697482032e-07
1892,6.20582725208152e-08,7.559825627723171e-07
1893,5.480990616923975e-08,6.694198804169105e-07
1894,6.742647062907281e-08,6.597711659228622e-07
1895,4.273216425154658e-08,6.668624972228088e-07
1896,5.7201180680976904e-08,7.01156758320387e-07
1897,4.0786996224895233e-08,7.714568944772182e-07
1898,7.525611778191887e-08,7.310594672960136e-07
1899,8.12554059592685e-08,6.948166060283256e-07
1900,8.305685195164614e-08,8.933802240207456e-07
1901,4.5827658168295926e-08,7.142408335880646e-07
1902,5.695929133908706e-08,7.704235280847627e-07
1903,5.076207076903927e-08,7.090489195782368e-07
1904,5.8045950268592605e-08,6.573166784207274e-07
1905,5.625227217365136e-08,7.116686847052911e-07
1906,4.5268822468358394e-08,8.477616333379956e-07
1907,5.3999857030362364e-08,7.467408345007698e-07
1908,4.272908515901008e-08,7.51933690201767e-07
1909,5.555993265460302e-08,8.020434023592315e-07
1910,5.344150533215242e-08,8.919387627370767e-07
1911,7.501727639080968e-08,7.0814177632883e-07
1912,6.095022930807659e-08,7.584917329772622e-07
1913,5.833288657663971e-08,8.277966898617706e-07
1914,7.701255211323144e-08,8.2771751819255e-07
1915,6.832841847881355e-08,7.139142006451493e-07
1916,3.296238504368887e-08,6.438652846441073e-07
1917,3.947912929902486e-08,7.08431038276558e-07
1918,3.560776473676697e-08,8.189786271373123e-07
1919,6.261336654711513e-08,8.379142129033568e-07
1920,6.209229930220772e-08,7.511653641323335e-07
1921,7.951384539683914e-08,6.739745113670814e-07
1922,7.451714922890318e-08,8.875656364315532e-07
1923,7.006525493125082e-08,7.717794274775258e-07
1924,7.090393672193329e-08,7.696299699766485e-07
1925,5.609070896639423e-08,8.875529331486831e-07
1926,6.24183749131646e-08,7.713127843089751e-07
1927,5.2401357919507063e-08,1.0101197855938437e-06
1928,6.969885102403595e-08,8.866607748014843e-07
1929,4.1219503144063196e-08,8.633814982950128e-07
1930,5.146765857944047e-08,6.585759377841782e-07
1931,3.649714219733369e-08,7.45910328170396e-07
1932,4.603005265835236e-08,7.474404154494962e-07
1933,2.867665571670841e-08,6.916809027757154e-07
1934,4.912447693072863e-08,7.093095639731928e-07
1935,9.215578611332376e-08,6.367127429740549e-07
1936,5.577368611398015e-08,7.032334252699002e-07
1937,7.302848437085174e-08,6.484425670860716e-07
1938,8.945997720388732e-08,6.677085160333718e-07
1939,3.058810094103137e-08,5.261153290803122e-07
1940,3.296517903095264e-08,6.03516319586106e-07
1941,7.378756849973911e-08,6.640880840791397e-07
1942,4.247896612241675e-08,7.373134707222562e-07
1943,8.709705667797607e-08,6.474214373497489e-07
1944,3.8558232162699824e-08,7.326064697110724e-07
1945,4.574858536443571e-08,9.933978701859303e-07
1946,4.5939644977011085e-08,8.143845926511517e-07
1947,5.125974689157431e-08,8.535343480886581e-07
1948,5.2185063159626566e-08,8.70838199773516e-07
1949,4.9085042586050065e-08,6.312336553460085e-07
1950,4.360498251365641e-08,8.33812355161001e-07
1951,4.37117475549087e-08,8.198617882371195e-07
1952,4.639713768739284e-08,8.54129147853655e-07
1953,5.386913870530918e-08,8.231204216002652e-07
1954,5.081718623678455e-08,9.57708532922652e-07
1955,4.035811373981346e-08,7.611727834699877e-07
1956,4.7094165012140365e-08,9.052544776011473e-07
1957,3.622365413180617e-08,8.039884527022423e-07
1958,3.970676876186019e-08,8.437688414630884e-07
1959,3.022791617013354e-08,8.17703909916645e-07
1960,3.5296249978333805e-08,8.021245712086511e-07
1961,4.7247482370949e-08,8.650458163117491e-07
1962,2.7904607513562496e-08,8.675796152601833e-07
1963,3.814971494264796e-08,8.483462039521328e-07
1964,4.380457041541774e-08,9.411898957978337e-07
1965,2.7360216592331454e-08,7.671804560516193e-07
1966,3.9881336899583175e-08,1.0186358352370917e-06
1967,3.4512349644799656e-08,8.682320853381498e-07
1968,4.3566734109212746e-08,8.156411492876714e-07
1969,3.4517358526997555e-08,7.398523411694669e-07
1970,5.3345208805843924e-08,7.215399726590022e-07
1971,3.031654594032318e-08,8.20602096496259e-07
1972,2.924183739594355e-08,8.028679800986538e-07
1973,2.2604134675141552e-08,8.082356899308252e-07
1974,2.418995859176931e-08,7.59452166931851e-07
1975,2.9128548906243168e-08,7.053677926194268e-07
1976,4.2280098977443004e-08,7.376162916017392e-07
1977,2.1744093192666014e-08,7.005123929815227e-07
1978,2.6138601616487733e-08,7.479204313654009e-07
1979,2.8674669416695053e-08,7.29155900103251e-07
1980,2.21720881654619e-08,7.692008665571848e-07
1981,1.8344094243616382e-08,7.805728010623625e-07
1982,3.041676066573018e-08,6.939987304832584e-07
1983,2.7155859227967483e-08,6.833172072617799e-07
1984,2.3196034426575807e-08,7.973636844127441e-07
1985,2.165600931913758e-08,7.687883218920888e-07
1986,2.1580148390487608e-08,8.044599439926969e-07
1987,1.5277041853778428e-08,7.449085721589199e-07
1988,2.4585871061244546e-08,8.844916870032193e-07
1989,2.0854864501984594e-08,7.535191883789594e-07
1990,2.1249739523554467e-08,8.28739793234945e-07
1991,1.8756689534882298e-08,9.48385078913816e-07
1992,2.093778761480536e-08,7.559643488974643e-07
1993,2.1048987719485268e-08,8.070625305833801e-07
1994,1.7407257801860254e-08,8.592855600397797e-07
1995,3.3076948291466124e-08,8.269237312674704e-07
1996,2.1352368317906212e-08,8.396819168865477e-07
1997,2.157702461147437e-08,7.254675633561192e-07
1998,1.9549330376733565e-08,7.729137223577709e-07
1999,3.107736779028869e-08,6.97869694477049e-07
2000,1.546311012567969e-08,7.691793051378681e-07
2001,2.5411028281574488e-08,7.465585127874874e-07
2002,2.2782351449812666e-08,8.705487175575399e-07
2003,1.5834307420803384e-08,8.496356116438619e-07
2004,2.334539361825705e-08,8.197316443414593e-07
2005,1.6213498543748983e-08,9.057040486482038e-07
2006,1.5647981577160408e-08,8.915231948236624e-07
2007,1.6377365241737607e-08,1.0086060857616985e-06
2008,2.1712943221174896e-08,1.0830926804317187e-06
2009,2.0026408975581944e-08,1.3336634481220244e-06
2010,1.4643758206034363e-08,1.6004211289555315e-06
2011,1.567828442072816e-08,1.9261346828614023e-06
2012,1.5999987890147338e-08,2.239657930669381e-06
2013,2.5659949720591158e-08,2.1554357454434125e-06
2014,2.6634976557637913e-08,2.3321844722090646e-06
2015,3.147537108727505e-08,2.2187919945793055e-06
2016,4.474094428275066e-08,2.2333189031442657e-06
2017,1.635147361955802e-08,2.105063519053374e-06
2018,2.6330960523068825e-08,2.471754477539889e-06
2019,2.0918100196443135e-08,2.2642567083508425e-06
