year,des_DET ans_NOUN,des_DET chants_NOUN
1849,1.055806320149344e-07,2.305176998618208e-06
1850,1.0251383653070434e-07,2.263451186479415e-06
1851,1.2060450571560466e-07,1.9051642663470147e-06
1852,1.1979403624629015e-07,2.2090279792053025e-06
1853,1.1107793307374436e-07,2.1182442697664783e-06
1854,1.1638288199833369e-07,2.220627038695966e-06
1855,1.3001995569084102e-07,2.5298170136522913e-06
1856,1.0354378376931095e-07,2.0335998911491515e-06
1857,1.7719877498656444e-07,2.2376837343074385e-06
1858,1.1549075340511195e-07,2.0279393240230092e-06
1859,1.9961319530636956e-07,2.2624526110348597e-06
1860,1.2953430317264036e-07,2.197505897250096e-06
1861,1.5421200871834628e-07,2.2495146456691373e-06
1862,1.6716549666728753e-07,2.330829194541195e-06
1863,1.4883970655965584e-07,2.171161780140096e-06
1864,2.1528328186803947e-07,2.0104293820821795e-06
1865,1.308502746155682e-07,2.115726543294727e-06
1866,1.5083400217719145e-07,2.2216389536922065e-06
1867,1.3199647597161857e-07,2.1604716096135235e-06
1868,1.126291309105909e-07,1.6879549447068598e-06
1869,1.411337060552853e-07,1.9201997787376968e-06
1870,1.25002265427554e-07,2.0063437204953516e-06
1871,1.1258447574213903e-07,1.5570645341966838e-06
1872,1.118757751994437e-07,2.0319059927942362e-06
1873,1.5743191833506032e-07,1.7335469166823714e-06
1874,1.0336073774652732e-07,1.6908143312122093e-06
1875,1.6363567656441091e-07,1.7519315704817018e-06
1876,1.1245587638875065e-07,1.8083630273224571e-06
1877,1.490540659787598e-07,1.5987748973600446e-06
1878,1.1172314384744197e-07,2.004977410763331e-06
1879,1.429582063838808e-07,1.5468811227492552e-06
1880,1.764907728851739e-07,1.7347438650006097e-06
1881,1.7082643788413066e-07,2.0164490948104685e-06
1882,1.5507047379514916e-07,1.621251764838405e-06
1883,1.4787252844428167e-07,1.6638819886338752e-06
1884,1.353347940380445e-07,1.7619928911472016e-06
1885,1.3471379101126502e-07,1.5701568383263975e-06
1886,1.1616234929512359e-07,1.6094939461197555e-06
1887,1.3514873686837348e-07,1.7020906373232947e-06
1888,1.8134157908633597e-07,1.5908602026826202e-06
1889,1.4159209094088965e-07,1.6671529010636732e-06
1890,1.1404632793698966e-07,1.5429025346236358e-06
1891,1.4278253157584686e-07,1.4730822037734015e-06
1892,1.4731003838974743e-07,1.4035199153994427e-06
1893,1.5272873232774486e-07,1.559926893435204e-06
1894,1.354831011823876e-07,1.555219938609298e-06
1895,1.5768769712209973e-07,1.657526450316027e-06
1896,1.5214335458146877e-07,1.4937174075413395e-06
1897,1.7829743748087878e-07,1.4275448165790294e-06
1898,1.6239478961566078e-07,1.7535242253785555e-06
1899,1.5200841119167308e-07,1.5864149673916472e-06
1900,1.4275396598151247e-07,1.387568532962291e-06
1901,1.5536694175644072e-07,1.2937931082035448e-06
1902,1.458354356165259e-07,1.1244550019995359e-06
1903,1.6632678656591793e-07,1.4251181248425837e-06
1904,1.6715084427687543e-07,1.4430868588988233e-06
1905,1.826908637703184e-07,1.427465935677219e-06
1906,1.9547901342065188e-07,1.3899586797094798e-06
1907,2.2731367899098132e-07,1.3283964079846555e-06
1908,1.6502266664275567e-07,1.332951002019911e-06
1909,2.2113953734859138e-07,1.5232223056216299e-06
1910,1.6727191454180002e-07,1.583471815003179e-06
1911,1.8408494040222934e-07,1.4061749222804565e-06
1912,1.9743707069252991e-07,1.7107739154198498e-06
1913,1.8878643670561246e-07,1.5596092666214645e-06
1914,2.0224166386029196e-07,1.5288666119772643e-06
1915,1.4961568284288518e-07,1.2405142104654487e-06
1916,2.2304548275009495e-07,1.46023375258153e-06
1917,2.8732033285905345e-07,1.7403715393271568e-06
1918,2.0790340560239429e-07,1.5334312557513385e-06
1919,2.6150289067494725e-07,1.7540951100514235e-06
1920,2.415541935363308e-07,1.6764921486611684e-06
1921,2.0294963065659033e-07,1.5455977262490705e-06
1922,2.6265450348006425e-07,1.4320572656600916e-06
1923,2.781378469762785e-07,1.526573363719308e-06
1924,2.5138667858470853e-07,1.5624649289947001e-06
1925,2.397602791859299e-07,1.7278137747211986e-06
1926,2.3964197293224743e-07,1.5515424554024548e-06
1927,2.1963973440009e-07,1.5508571316047437e-06
1928,2.513729078224003e-07,1.633923851329655e-06
1929,1.8604478735362306e-07,1.6097887574062497e-06
1930,1.7961161535851033e-07,1.5114685929518146e-06
1931,1.5739392367208893e-07,1.5545501295122222e-06
1932,1.3918611330154818e-07,1.3852854419127425e-06
1933,2.087660520011525e-07,1.3489498869034833e-06
1934,1.5576054757104885e-07,1.3239645575424674e-06
1935,1.962798581445213e-07,1.45294973918908e-06
1936,1.74595886193174e-07,1.4804276347035739e-06
1937,1.7375742622505186e-07,1.3031806895824616e-06
1938,1.8280952396310113e-07,1.4119118709743361e-06
1939,1.2847002484051018e-07,1.2510533569098925e-06
1940,1.3946806109998988e-07,1.2653556913377884e-06
1941,2.5382921764460775e-07,1.4816542908135943e-06
1942,1.6384744117026173e-07,1.404840070051705e-06
1943,3.0483970370198676e-07,1.5851664265653653e-06
1944,2.9561313041881476e-07,1.5326898115120002e-06
1945,2.6142048348276603e-07,1.6251640460041017e-06
1946,1.8654279099195037e-07,1.7011589719118092e-06
1947,1.478188063064323e-07,1.5699786750644762e-06
1948,1.7395021001398447e-07,1.5253258993652707e-06
1949,1.6590744289501913e-07,1.1927665202193793e-06
1950,2.180249101257914e-07,1.3900417581425017e-06
1951,1.1940770017204727e-07,1.4137018951032587e-06
1952,1.5079068971246556e-07,1.224251734655013e-06
1953,1.4867881814595307e-07,1.2454544489060027e-06
1954,1.7101937910268816e-07,1.4541533630563208e-06
1955,1.6800238666903056e-07,1.2792583881093833e-06
1956,1.500036306278929e-07,1.3692191860315006e-06
1957,1.5814717224671426e-07,1.2819639678696149e-06
1958,1.5303650968689908e-07,1.2433182430271472e-06
1959,1.3253778630151203e-07,1.4927940625852898e-06
1960,1.536425056070101e-07,1.3765536976961812e-06
1961,1.5146986953595842e-07,1.295831737024855e-06
1962,1.173261940934367e-07,1.3641547944587273e-06
1963,1.538920644250652e-07,1.2660532622277287e-06
1964,1.3871447324120822e-07,1.2934516746554436e-06
1965,1.9371033399551152e-07,1.4796405665151724e-06
1966,1.445698574187304e-07,1.4772712226829299e-06
1967,1.6418017434460808e-07,1.4288112062388336e-06
1968,2.0391028376920417e-07,1.7431184424765434e-06
1969,1.44427902526445e-07,1.3275557968484009e-06
1970,1.991247882138225e-07,1.270167853562043e-06
1971,2.0193902772192018e-07,1.5086335594105549e-06
1972,1.3338381932292975e-07,1.696539609241654e-06
1973,1.1687991730013891e-07,1.2746527708884514e-06
1974,1.5076531889590683e-07,1.293881458863666e-06
1975,1.1308730929471267e-07,1.2114049781075664e-06
1976,1.1541324052011248e-07,1.0987112393223697e-06
1977,1.469195431980097e-07,1.158901412168234e-06
1978,1.2950488903484825e-07,1.375840943396156e-06
1979,1.5566249178533553e-07,1.2353516112284524e-06
1980,1.3644361129827587e-07,1.3081531342606922e-06
1981,1.2714354746812262e-07,1.2379100979842406e-06
1982,1.5518755125398798e-07,1.2588814843894625e-06
1983,1.0230811975375786e-07,1.3571614250196262e-06
1984,1.2525858084089236e-07,1.2978181445078008e-06
1985,1.666309557002421e-07,1.2795092523276708e-06
1986,1.3967151102356468e-07,1.27442761055363e-06
1987,1.448263584613585e-07,1.3058815930833134e-06
1988,1.6370591726655448e-07,1.454164333836161e-06
1989,1.2677562333252013e-07,1.3347112997053046e-06
1990,9.80757208779437e-08,1.327836251618919e-06
1991,1.383305781033073e-07,1.3024176155340683e-06
1992,1.2893269341063274e-07,1.3840979988799518e-06
1993,1.4401939374408812e-07,1.4141596018646396e-06
1994,1.2818071448705837e-07,1.396800616504379e-06
1995,1.5670882458351798e-07,1.6196860705974814e-06
1996,1.50534193998908e-07,1.572068168087526e-06
1997,1.352160230450039e-07,1.4346323773395397e-06
1998,1.1681916367578538e-07,1.5629927929694531e-06
1999,1.3070775040091576e-07,1.5579816086130904e-06
2000,1.2193766951718032e-07,1.5357077263189467e-06
2001,1.0252035509417112e-07,1.612724094712803e-06
2002,1.3275101173881865e-07,1.6127276314392702e-06
2003,1.4250876523291822e-07,1.6117657750669423e-06
2004,1.1981032513319612e-07,1.6614872162534766e-06
2005,1.1124261511952227e-07,1.6880053923529204e-06
2006,1.1077123884817297e-07,1.5882700914460202e-06
2007,8.827799291566407e-08,1.636538197402615e-06
2008,1.1367363794700935e-07,1.622935982936724e-06
2009,1.3017166211604092e-07,1.743728049063975e-06
2010,1.2376337044095465e-07,1.5961697119593055e-06
2011,9.292251743064917e-08,1.6661046435828553e-06
2012,1.0382971105116212e-07,1.7106370275854488e-06
2013,9.064656347756994e-08,1.5730665596791482e-06
2014,1.0762262636632158e-07,1.6992248710323565e-06
2015,1.2102501556476852e-07,1.740011648543316e-06
2016,1.278016874550758e-07,1.82443628560236e-06
2017,7.320429240564863e-08,1.5878538528468766e-06
2018,1.032586713356487e-07,1.663497125825586e-06
2019,1.119883612510364e-07,1.5831430308921313e-06
