year,derniers_ADJ ans_NOUN,derniers_ADJ chants_NOUN
1972,1.128632298730281e-08,4.924941160444618e-08
1973,1.2129047988196362e-08,2.9219980490768904e-08
1974,1.0688586016271984e-08,4.387946006545462e-08
1975,1.1422960355389478e-08,3.0270845829960535e-08
1976,1.1427053969725876e-08,3.9994688449951354e-08
1977,5.876781727920388e-09,3.761140415781128e-08
1978,1.485147826940647e-08,4.396037600606917e-08
1979,1.462993370893173e-08,3.043026097770962e-08
1980,1.0233271119375331e-08,3.69534786104353e-08
1981,1.0753434587229549e-08,4.174862749950492e-08
1982,7.449002747961231e-09,3.9107263205551135e-08
1983,8.841442245000053e-09,2.336666926616715e-08
1984,1.1018116197192285e-08,4.697196964720263e-08
1985,8.421781494405423e-09,2.2257564347150094e-08
1986,9.591176741707841e-09,4.076250281759286e-08
1987,6.110816741511371e-09,3.6053818097681045e-08
1988,7.795519785247507e-09,3.537966680733362e-08
1989,1.4817929994137558e-08,4.00632915731336e-08
1990,1.3076762783725826e-08,5.0672455675915273e-08
1991,1.1136783939491579e-08,3.6341083309299194e-08
1992,5.509944056569793e-09,4.187557617330029e-08
1993,4.4313659408601325e-09,4.1544055862097196e-08
1994,4.2199412852994556e-09,3.3232037233155154e-08
1995,8.675921314704738e-09,4.9344302865961254e-08
1996,4.804283193493575e-09,3.683283655853131e-08
1997,3.3564262480467733e-09,3.9318133415733314e-08
1998,1.2873949017944142e-08,5.435667382869269e-08
1999,1.1882523409667556e-08,4.707307188489551e-08
2000,3.97622823555821e-09,3.490244981918522e-08
2001,9.20054432640427e-09,3.154472344446546e-08
2002,7.009954394732176e-09,4.162160488485611e-08
2003,1.4584229823810801e-08,4.291930721933568e-08
2004,7.047666006343434e-09,3.39168926277722e-08
2005,1.216012357474483e-08,3.6029997985131956e-08
2006,8.64756888319107e-09,4.282605442496035e-08
2007,5.192823504529542e-09,3.874644971535446e-08
2008,6.3861596011349775e-09,3.5336748166470144e-08
2009,7.629108011997232e-09,2.8609155267034225e-08
2010,5.668551850135373e-09,1.6533276081531767e-08
2011,1.529588788962144e-09,1.682547606796092e-08
2012,2.382976926895708e-09,1.974466526388774e-08
2013,6.9728125495771565e-09,1.4503450107561378e-08
2014,6.712880029624557e-09,2.988314419527516e-08
2015,8.201329393386914e-09,3.56868632422902e-08
2016,9.942432654952427e-09,3.5005646020769277e-08
2017,4.024978128569501e-09,1.7860839890415647e-08
2018,7.744399788123246e-09,1.6779532985289336e-08
2019,6.12237061048404e-09,4.2091297003388206e-08
