year,aviez_VERB assez_ADV,aviez_VERB chassé_VERB
1862,3.4336697041226216e-08,9.035972525772706e-10
1863,3.7459656709870615e-08,1.9978483312144135e-09
1864,2.205574922697906e-08,2.8768367688059016e-09
1865,2.58876440284439e-08,1.882737743486018e-09
1866,9.244664589402873e-09,0.0
1867,8.249779526181555e-09,9.7056229719783e-10
1868,1.0373735648272486e-08,2.4699371437009177e-09
1869,3.369628132077196e-08,7.813630631403612e-09
1870,1.4335121534259088e-08,2.8670243956696595e-09
1871,2.1242354542039266e-09,1.0621177271019633e-09
1872,1.3908880269752899e-08,1.69325495846806e-08
1873,9.577607151811662e-09,4.190203295451056e-09
1874,9.559374625212058e-09,5.974609140757536e-10
1875,9.7265964171811e-09,4.005069165202713e-09
1876,6.650616057868319e-09,6.04601479992084e-10
1877,6.80329748092845e-09,6.184815992682502e-10
1878,1.268208649207736e-08,1.2078177347163432e-09
1879,1.3440515367335593e-08,3.665595160740054e-09
1880,5.776061406947974e-09,6.417846254436199e-10
1881,5.5780060570498335e-09,1.3945015142624584e-09
1882,1.7304001787010748e-08,1.9966155395678697e-09
1883,7.58320695126713e-09,2.5277355764075082e-09
1884,8.582206056928499e-09,1.3203393933736152e-09
1885,3.86738152613475e-09,5.80107206715752e-09
1886,2.5813855497602844e-09,1.936039106809062e-09
1887,1.9586773092328258e-08,2.6115698492645834e-09
1888,3.1703073499755874e-09,1.268122939990235e-09
1889,1.8168895721260014e-08,6.265136853755848e-09
1890,5.243509182406569e-09,4.5880703680722945e-09
1891,1.3385862196457765e-08,6.374220040683554e-10
1892,1.6298132621272998e-08,2.5074049503359674e-09
1893,1.23168328869383e-08,2.463366621796581e-09
1894,6.301539290376468e-09,6.301539290376468e-10
1895,1.1435367319734269e-08,0.0
1896,2.0049897742069334e-08,1.7691086373616827e-09
1897,4.078699600285063e-09,0.0
1898,1.9804241802034994e-08,5.092519295146758e-09
1899,4.4220627160029835e-09,0.0
1900,5.19105292084987e-09,0.0
1901,5.029864968975062e-09,0.0
1902,4.910283735171106e-09,2.455141867585553e-09
1903,7.560307935250421e-09,1.0800440541913758e-09
1904,8.061937784020756e-09,5.374625189347171e-10
1905,1.0837593933388234e-08,3.096455536422127e-09
1906,1.4918134283448126e-08,1.0288369045596824e-09
1907,9.771402353919711e-09,1.5428529565042481e-09
1908,1.080505640516094e-08,4.911389073214423e-10
1909,3.850688656825696e-09,5.500983557560346e-10
1910,1.068830179917768e-08,5.344150677544235e-10
1911,4.788336838146279e-09,2.128149656499545e-09
1912,1.7712032729377825e-08,3.125652625612929e-09
1913,9.545381374209683e-09,0.0
1914,7.366418142140674e-09,1.3393487430235496e-09
1915,4.712304768617059e-09,0.0
1916,1.0987462051303964e-09,0.0
1917,3.289927441585405e-09,1.0966424435210342e-09
1918,0.0,0.0
1919,5.524709134618888e-09,9.207848372660976e-10
1920,1.665890891899835e-08,0.0
1921,1.3630945261411398e-08,6.058197943303867e-09
1922,0.0,1.4755870969551665e-09
1923,2.1231896241147297e-09,0.0
1924,7.734974438733389e-09,2.578324886925998e-09
1925,9.898360353588487e-09,5.499089184013428e-09
1926,1.3375366592072169e-08,2.229227691330493e-09
1927,6.689535148041159e-09,3.3447675740205796e-09
1928,1.0283437212876834e-08,4.570416489713125e-09
1929,2.0052731031228177e-08,0.0
1930,8.402882833991043e-09,0.0
1931,2.2810713318222042e-09,1.1405356659111021e-09
1932,8.767629289252454e-09,0.0
1933,8.02946331646126e-09,1.1470662197865522e-09
1934,5.990790086229936e-09,0.0
1935,7.180970484910176e-09,1.196828414151696e-09
1936,1.091224355320719e-08,0.0
1937,1.2591118370153254e-08,1.2591118148108649e-09
1938,1.2965214457594243e-09,0.0
1939,7.647025235257843e-09,3.058810094103137e-09
1940,2.5357829169792012e-09,0.0
1941,1.7709016475464523e-08,2.9515025978810172e-09
1942,9.102635090130207e-09,3.034211770724937e-09
1943,5.806470415592457e-09,0.0
1944,2.2492303131116387e-08,3.2131861615880553e-09
1945,2.178504043826024e-09,0.0
1946,1.1136883415474585e-08,1.3921104269343232e-09
1947,1.907339353124371e-08,3.5762612871081956e-09
1948,9.784699273041042e-09,6.523132700664291e-09
1949,5.890204768377316e-09,0.0
1950,1.914365022059883e-08,0.0
1951,9.595261474260042e-09,0.0
1952,7.381362632230548e-09,0.0
1953,1.723812381726475e-08,3.232148326759443e-09
1954,1.172704333640695e-08,9.772536113672459e-10
1955,1.407841132561316e-08,4.6928039232341234e-09
1956,2.0058624983221307e-08,0.0
1957,7.068030161150318e-09,4.417518795207798e-09
1958,1.8198935691771112e-08,8.272243445794913e-10
1959,1.5501495198577686e-08,0.0
1960,4.844583401109048e-09,6.920833350854139e-10
1961,6.94815938118154e-09,3.47407969059077e-09
1962,8.8787386332001e-09,1.2683912808952869e-09
1963,7.759263453976928e-09,1.939815863494232e-09
1964,1.520992043424485e-08,6.083968329129164e-10
1965,1.0396882466068291e-08,5.472043373977442e-10
1966,8.862519607077957e-09,1.1078149508847446e-09
1967,6.902469706915326e-09,4.930335584241163e-10
1968,8.982831367632116e-09,1.7965663401398047e-09
1969,9.991866889436096e-09,9.083515606356229e-10
1970,1.103694025061941e-08,4.5987250119061684e-10
1971,1.1818314327172175e-08,0.0
1972,6.669190977248718e-09,5.130146862875051e-10
1973,7.1671650836435674e-09,1.102640756478479e-09
1974,3.3753431161187564e-09,1.1251143350321513e-09
1975,3.4268881066168433e-09,3.4268881066168433e-09
1976,7.998937512354587e-09,5.713526873840635e-10
1977,2.3507127355770763e-09,0.0
1978,4.158414057542359e-09,0.0
1979,1.0533551808578068e-08,5.851973350345929e-10
1980,2.8425752862659692e-09,0.0
1981,6.958104314946922e-09,1.2651099057237047e-09
1982,5.586751949948621e-09,0.0
1983,1.0104505676622466e-08,0.0
1984,8.118611560803402e-09,5.799008495621649e-10
1985,6.617113967877231e-09,0.0
1986,1.019062523255343e-08,0.0
1987,3.0554083707556856e-09,0.0
1988,4.197587610832443e-09,1.1993107618124554e-09
1989,7.683371272548811e-09,0.0
1990,8.172976073694826e-09,5.44865097484859e-10
1991,7.033758464558559e-09,1.1722930404189924e-09
1992,4.958949695321735e-09,1.1019888335184191e-09
1993,6.647049133334804e-09,1.661762283333701e-09
1994,6.857404422078162e-09,5.274926606624319e-10
1995,8.133675954979935e-09,5.422450821690461e-10
1996,6.4057106285986265e-09,0.0
1997,8.151320507465698e-09,4.79489448146353e-10
1998,5.72175506974304e-09,4.768129224785866e-10
1999,5.0272213059088244e-09,1.3710603763428253e-09
2000,6.185244316725402e-09,1.7672125984802278e-09
2001,1.0514908055370142e-08,0.0
2002,4.381221607729913e-09,1.752488598683044e-09
2003,6.667076668520622e-09,2.9168460979889232e-09
2004,7.928623979580607e-09,1.7619165015858584e-09
2005,4.954124666056714e-09,2.251874686720612e-09
2006,7.823991232669414e-09,1.2353669198716943e-09
2007,8.38840730210677e-09,2.7961355453243186e-09
2008,8.940623352771127e-09,2.554463751636149e-09
2009,9.53638501499654e-09,0.0
2010,1.6060896612657416e-08,4.723793023408973e-10
2011,1.9502257586623273e-08,7.64794394481072e-10
2012,1.6340413466764403e-08,1.0212758416727752e-09
2013,1.8687137171014e-08,1.9523875849358774e-09
2014,3.1182409543362155e-08,2.815078836704288e-09
2015,2.1944096317838557e-08,2.21657536769726e-09
2016,2.5477483234226384e-08,3.72841224560716e-09
2017,2.3646746782901573e-08,1.509366853724714e-09
2018,2.323320025254816e-08,3.614053500911041e-09
2019,2.040790292312522e-08,1.7856913725466939e-09
