year,avions_VERB assez_ADV,avions_VERB chassé_VERB
1883,5.0554710639971745e-08,1.516641390253426e-08
1884,4.423137056619453e-08,3.9610181801208455e-09
1885,2.1915161241281567e-08,1.353583467533781e-08
1886,2.6459201052375647e-08,8.38950331427668e-09
1887,2.0892558794116667e-08,1.3710741875172516e-08
1888,5.2627100899371726e-08,1.268122939990235e-08
1889,2.8819629349641218e-08,1.4409814674820609e-08
1890,2.4906668727453507e-08,9.176140736144589e-09
1891,2.677172439291553e-08,1.5935549768641977e-08
1892,2.8835156484774416e-08,8.775916882086676e-09
1893,2.3401982574000613e-08,8.005941687372342e-09
1894,4.537108111435373e-08,5.041231432301174e-09
1895,4.273216447359118e-08,8.426059849853118e-09
1896,3.3023361822870356e-08,5.897029087265082e-09
1897,2.6220211779559577e-08,1.5149455023788505e-08
1898,2.9423445013776472e-08,2.8291773368493978e-09
1899,2.7085134135518274e-08,2.7637891975018647e-09
1900,1.1939421895590385e-08,3.633737311048435e-09
1901,2.4031576728589243e-08,2.794369402536745e-09
1902,1.5221880644844532e-08,0.0
1903,3.834156458992766e-08,8.640352433531007e-09
1904,3.278521276683932e-08,5.374625189347171e-09
1905,2.2707340008309984e-08,7.2250627702885595e-09
1906,1.6461390472954918e-08,3.0865106026567446e-09
1907,2.2114226894132116e-08,3.0857059130084963e-09
1908,2.553922229253658e-08,1.964555629285769e-09
1909,2.475442606453271e-08,4.400786846048277e-09
1910,2.0307773240801907e-08,1.6032452032632705e-09
1911,3.1922244403403965e-08,2.128149656499545e-09
1912,2.8651816919023076e-08,2.0837684910901544e-09
1913,1.8030165804816534e-08,6.363587878865928e-09
1914,3.8841115213017474e-08,4.018046340092951e-09
1915,2.591767689352764e-08,1.4136913861761968e-08
1916,5.7134801778602196e-08,8.789969641043172e-09
1917,4.0575770299255964e-08,1.0966424435210342e-09
1918,5.6283244731503146e-08,3.44591288836682e-09
1919,4.327688785110695e-08,9.207848372660976e-10
1920,2.2716694303426266e-08,3.786115865267448e-09
1921,2.4232791773215467e-08,2.2718242842501013e-09
1922,3.541408943874558e-08,4.426761179843197e-09
1923,3.290944050604594e-08,1.0615948120573648e-09
1924,2.5783249313349188e-08,0.0
1925,3.629398648286042e-08,2.1996355847875293e-09
1926,3.4553028882555736e-08,3.343841648018042e-09
1927,3.3447673075670536e-08,4.4596899506643695e-09
1928,3.5420729460611255e-08,5.713020723163709e-09
1929,2.6736975300423182e-08,2.2280812750352652e-09
1930,2.4158287814657342e-08,9.453243521306831e-09
1931,1.9389105432310316e-08,9.124285327288817e-09
1932,4.164623845781534e-08,2.082311922890767e-08
1933,1.4911860191091364e-08,0.0
1934,2.875579241390369e-08,1.1981580172459871e-09
1935,2.992070946561398e-08,5.98414207075848e-09
1936,1.6974599503782883e-08,2.424942913137329e-09
1937,3.5255130370615007e-08,5.0364472592434595e-09
1938,6.482607339819424e-09,0.0
1939,2.7529290846928234e-08,7.647025235257843e-09
1940,3.550096039361961e-08,2.5357829169792012e-09
1941,3.246652724442356e-08,1.7709016475464523e-08
1942,3.944475324146879e-08,3.034211770724937e-09
1943,1.7419411690866582e-08,2.9032352077962287e-09
1944,1.2852744646352221e-08,3.2131861615880553e-09
1945,6.317661416233022e-08,6.535512131478072e-09
1946,7.79581839083221e-08,8.352662561605939e-09
1947,2.9802176726434482e-08,2.3841741914054637e-09
1948,3.044128504825494e-08,2.174377566888097e-09
1949,1.8652315247891238e-08,4.908504269707237e-09
1950,2.7651939404904624e-08,2.1270722960764488e-09
1951,1.9190522948520083e-08,4.264560704569931e-09
1952,3.690681538159879e-08,1.0544803918932644e-09
1953,2.5857186614075545e-08,2.1547654771580937e-09
1954,2.9317607896928166e-08,9.772536113672459e-10
1955,3.2849627018549654e-08,1.8771215692936494e-09
1956,2.7907653077363648e-08,1.744228317335228e-09
1957,2.2087593976038988e-08,3.534015080575159e-09
1958,2.6471179026543723e-08,0.0
1959,3.1778064624177205e-08,0.0
1960,2.4914999841030294e-08,3.460416619915918e-09
1961,2.848745239703021e-08,4.86371165564492e-09
1962,3.424656469519505e-08,5.0735651235811474e-09
1963,3.297687101166957e-08,3.879631726988464e-09
1964,2.9203047091641565e-08,2.4335873316516654e-09
1965,2.9001830270658502e-08,2.188817349590977e-09
1966,2.76953731059848e-08,2.215629901769489e-09
1967,2.662381248796919e-08,4.930335584241163e-10
1968,2.8745061442236874e-08,4.042274071025531e-09
1969,1.7712855182594467e-08,3.1792304344691047e-09
1970,3.2650948611490094e-08,4.5987250119061684e-10
1971,2.363662865434435e-08,2.569198631618974e-09
1972,1.539044092169206e-08,3.5911027485013847e-09
1973,1.598829157956061e-08,3.3079223804577396e-09
1974,2.418995848074701e-08,6.1881286761433785e-09
1975,1.599214449754527e-08,5.711480177694739e-10
1976,3.028169359708954e-08,2.856763492431469e-09
1977,2.4682483612537e-08,3.526069214387917e-09
1978,2.673266052966028e-08,1.1881182704343018e-09
1979,1.8141117053005473e-08,1.1703946700691858e-09
1980,2.5583178242527538e-08,2.8425752862659692e-09
1981,2.6567308353264707e-08,3.1627747087981106e-09
1982,1.6760255405756652e-08,1.2415004579935385e-09
1983,2.1472073896688926e-08,1.2630632095778083e-09
1984,1.5657322549600394e-08,2.8995041922996734e-09
1985,1.6843562988810845e-08,6.015558051686298e-10
1986,1.6185110141009318e-08,5.994485463567401e-10
1987,2.0776777631681398e-08,1.8332451112712533e-09
1988,1.199310784016916e-08,3.597932174415064e-09
1989,2.469655058234821e-08,3.2928733073589456e-09
1990,1.961514328741032e-08,3.2691906959314565e-09
1991,1.2309077312977479e-08,5.861465202094962e-10
1992,2.0937788391961476e-08,3.856960972825618e-09
1993,2.2710750613441633e-08,5.539207426075166e-10
1994,1.7407257857371405e-08,1.0549853213248639e-09
1995,2.1689803730851054e-08,4.337960657352369e-09
1996,1.3345230698291743e-08,2.6690460952494277e-09
1997,1.5343662340683295e-08,3.835915585170824e-09
1998,2.1456582288692516e-08,3.337690568372409e-09
1999,1.9194844824710344e-08,5.484241505371301e-09
2000,1.8555732950176207e-08,3.092622158362701e-09
2001,2.3220422917802352e-08,3.066848330846028e-09
2002,2.1906107150471144e-08,8.76244299341522e-10
2003,2.2084691408963408e-08,2.083461403401543e-09
2004,2.686922684347337e-08,2.2023955992267474e-09
2005,1.9816498664226856e-08,2.251874686720612e-09
2006,1.976587071794711e-08,5.353256948836815e-09
2007,2.4366324069546863e-08,5.192823504529542e-09
2008,2.0435710013089192e-08,5.5346713878634546e-09
2009,2.7178696626606325e-08,1.907277002999308e-09
2010,2.8342757474320024e-08,4.2514138876015295e-09
2011,3.326855591012645e-08,2.6767803529281764e-09
2012,4.6978687606724634e-08,6.127654827992046e-09
2013,4.9088601628000106e-08,7.2517249982695375e-09
2014,4.958869581628278e-08,6.063246349441442e-09
2015,3.989835661855068e-08,6.428068743957738e-09
2016,5.841178918331025e-08,1.1599504468051691e-08
2017,4.4526320408522224e-08,4.2765391228272165e-09
2018,5.782485601457665e-08,1.1358453733123497e-08
2019,4.464228453571195e-08,6.12237061048404e-09
