year,tes_DET airs_NOUN,tes_DET chers_ADJ
2003,2.083461492219385e-08,2.9168460979889232e-09
2004,1.8059643919210444e-08,2.2023955992267474e-09
2005,1.6213498099659773e-08,2.251874686720612e-09
2006,2.388376207917986e-08,5.353256948836815e-09
2007,2.995859560428471e-08,3.1955835755326234e-09
2008,3.916844448781376e-08,6.811903485726134e-09
2009,3.862235842255757e-08,5.721831008997924e-09
2010,3.967986084152386e-08,4.2514138876015295e-09
2011,4.091650127047153e-08,1.0324724186716594e-08
2012,5.991484919309897e-08,8.170206733382201e-09
2013,6.833356436253268e-08,1.059867482666732e-08
2014,8.055455813504864e-08,8.445236510112863e-09
2015,8.13483167494411e-08,1.10828768384863e-08
2016,7.808952240395683e-08,9.32103016992869e-09
2017,7.446209449035734e-08,9.30776167251679e-09
2018,8.286508235144652e-08,9.551427204712581e-09
2019,8.520298888647915e-08,6.887666881283394e-09
