year,avez_VERB armé_VERB,avez_VERB charmé_VERB
1845,5.580227835366713e-09,6.138250796539069e-09
1846,1.1709002656346001e-08,8.781752214304106e-09
1847,9.168480197274675e-09,4.314578916364553e-09
1848,2.172209789819135e-08,8.04522137798358e-09
1849,3.6869426622843093e-08,5.02764896381791e-09
1850,1.2899092460827433e-08,7.467895635215882e-09
1851,7.739326512989919e-09,1.5478653025979838e-08
1852,0.0,1.1067927019325907e-08
1853,7.166318205520383e-09,1.791579506971175e-08
1854,1.9743524148907454e-08,9.352196350675968e-09
1855,8.491099379170919e-09,5.837630823180007e-09
1856,1.2942972915652717e-08,3.6240324075009767e-09
1857,2.001418764052687e-08,4.393358121745905e-09
1858,1.1744822003834088e-08,5.872411001917044e-09
1859,8.147477359443656e-09,3.5645213447565993e-09
1860,1.1442959468865865e-08,6.865775947773045e-09
1861,7.073945429425521e-09,5.659156698811785e-09
1862,9.487771457372673e-09,9.035972858839614e-09
1863,2.4973104473247076e-08,2.4973103585068657e-09
1864,2.8768367688059016e-09,1.102787461348953e-08
1865,1.0825742080555756e-08,1.2237795665726026e-08
1866,1.6543083347642096e-08,1.1677471434268227e-08
1867,1.4073153309368536e-08,1.455843445796745e-09
1868,1.0867722721741302e-08,2.4699371437009177e-09
1869,5.371870948067681e-09,1.1720445947105418e-08
1870,6.307453670473251e-09,3.4404292748035914e-09
1871,1.274541272522356e-08,2.1242354542039266e-09
1872,1.4513614310374123e-08,6.652073114565837e-09
1873,4.788803575905831e-09,5.9860045809045914e-09
1874,8.364453130127458e-09,1.7923826867161097e-09
1875,2.574687130163511e-08,6.293679799540541e-09
1876,1.1487427897804992e-08,6.04601479992084e-09
1877,3.0924081073635534e-09,5.566334504436554e-09
1878,7.2469061862534545e-09,3.6234530931267273e-09
1879,6.109325489944695e-09,9.163987790827832e-09
1880,8.343199908722454e-09,3.2089231272180996e-09
1881,6.972507571312292e-10,2.649552932609822e-08
1882,5.324308105514319e-09,1.6638463051776853e-08
1883,2.5277355764075082e-09,2.5277355764075082e-09
1884,9.242375753615306e-09,1.5844072720483382e-08
1885,2.0626034213933053e-08,1.2891271383708158e-09
1886,5.162771099520569e-09,1.936039106809062e-09
1887,6.528924512139156e-09,2.6115698492645834e-09
1888,2.53624587998047e-09,6.340614699951175e-10
1889,5.6386229019267375e-09,1.2530273485467092e-09
1890,2.6217545912032847e-09,2.6217545912032847e-09
1891,1.0836173736095134e-08,7.0116419337296065e-09
1892,3.761107425503951e-09,6.268512375839919e-09
1893,1.847525021858587e-09,8.621783287310336e-09
1894,1.2603078580752936e-08,1.2603078580752936e-09
1895,5.416753268150387e-09,3.611168697403855e-09
1896,3.5382172747233653e-09,1.7691086373616827e-09
1897,4.661370844871726e-09,1.7480140668268973e-09
1898,5.092519295146758e-09,2.26334195829736e-09
1899,3.8693048765026106e-09,2.2110313580014918e-09
1900,9.863001082521805e-09,3.114631885736685e-09
1901,2.794369402536745e-09,3.912117296778206e-09
1902,2.9461704187383475e-09,3.437198747846537e-09
1903,7.020286574288548e-09,4.860198465905796e-09
1904,3.2247751136083025e-09,5.374625189347171e-09
1905,3.6125313851442797e-09,2.0643036169332163e-09
1906,1.0288369045596824e-09,4.629765903985117e-09
1907,5.142843484406967e-09,3.599990305858114e-09
1908,4.911389073214423e-10,5.40252820258047e-09
1909,2.2003934230241384e-09,5.500983557560346e-10
1910,2.137660271017694e-09,1.6032452032632705e-09
1911,2.6601871816467337e-09,3.1922244847493175e-09
1912,6.772247651554153e-09,3.646594803896619e-09
1913,1.590896969716482e-09,1.590896969716482e-09
1914,0.0,7.366418142140674e-09
1915,1.0602685840410686e-08,0.0
1916,5.493730803607377e-09,6.592477230782379e-09
1917,1.0966424435210342e-09,0.0
1918,3.44591288836682e-09,1.1486376294556067e-09
1919,6.4454939163738345e-09,1.8415696745321952e-09
1920,3.786115865267448e-09,3.786115865267448e-09
1921,3.7863738810983705e-09,3.7863738810983705e-09
1922,0.0,2.951174193910333e-09
1923,5.307974060286824e-09,2.1231896241147297e-09
1924,1.289162443462999e-09,6.445812328337297e-09
1925,3.299453377181294e-09,9.898360353588487e-09
1926,2.229227691330493e-09,6.687683296036084e-09
1927,0.0,2.2298449753321847e-09
1928,0.0,4.570416489713125e-09
1929,1.1140406375176326e-09,4.4561625500705304e-09
1930,0.0,2.100720708497761e-09
1931,0.0,3.4216069977333063e-09
1932,1.0959536611565568e-09,1.0959536611565568e-09
1933,9.176529758292418e-09,3.4411986593596566e-09
1934,2.3963160344919743e-09,7.188948103475923e-09
1935,0.0,2.393656828303392e-09
1936,1.2124714565686645e-09,2.424942913137329e-09
1937,1.3850230295986421e-08,3.777335333410292e-09
1938,2.5930428915188486e-09,1.2965214457594243e-09
1939,0.0,0.0
1940,0.0,0.0
1941,2.9515025978810172e-09,0.0
1942,0.0,0.0
1943,0.0,2.9032352077962287e-09
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,0.0,0.0
1946,0.0,4.1763312808029696e-09
1947,1.1920870957027319e-09,5.960435700558264e-09
1948,4.348755133776194e-09,2.174377566888097e-09
1949,9.817008317369869e-10,9.817008317369869e-10
1950,1.0635361480382244e-09,1.0635361480382244e-09
1951,1.0661401761424827e-09,6.396841278899501e-09
1952,0.0,9.490323193972472e-09
1953,6.464296653518886e-09,3.232148326759443e-09
1954,9.772536113672459e-10,4.886268278880834e-09
1955,0.0,3.754243138587299e-09
1956,1.744228317335228e-09,2.616342476002842e-09
1957,8.835037701437898e-10,4.417518795207798e-09
1958,3.3088973783179654e-09,6.617794756635931e-09
1959,3.100299128533379e-09,1.5501495642666896e-09
1960,4.152500121534786e-09,6.2287499602575735e-09
1961,6.948159270159238e-10,4.16889545107324e-09
1962,2.5367825617905737e-09,5.7077609305622445e-09
1963,2.5864212993553792e-09,5.819448034571906e-09
1964,3.041984220075733e-09,5.475571551727398e-09
1965,3.830430195250756e-09,5.47204326295514e-09
1966,7.754704434148607e-09,1.1078149508847446e-09
1967,0.0,1.9721342336964653e-09
1968,3.1439910674890825e-09,1.7965663401398047e-09
1969,9.537691525451919e-09,1.3625273131978588e-09
1970,1.3796175313274261e-09,1.3796175313274261e-09
1971,2.569198631618974e-09,4.624557625731995e-09
1972,5.130146862875051e-10,1.0260293725750103e-09
1973,1.6539611902288698e-09,0.0
1974,0.0,1.6876715580593782e-09
1975,1.1422960355389478e-09,3.4268881066168433e-09
1976,3.4281160132820787e-09,2.856763492431469e-09
1977,2.3507127355770763e-09,2.3507127355770763e-09
1978,1.1881182704343018e-09,1.1881182704343018e-09
1979,1.7555920051037788e-09,5.851973350345929e-10
1980,1.7055452605774235e-09,2.8425752862659692e-09
1981,3.795329828193417e-09,2.5302198114474095e-09
1982,1.2415004579935385e-09,1.8622506869903077e-09
1983,6.315316047889041e-10,6.315316047889041e-10
1984,4.639206796497319e-09,0.0
1985,0.0,4.210890747202711e-09
1986,2.997242676272549e-09,0.0
1987,2.4443267410134695e-09,4.888653482026939e-09
1988,1.798966087207532e-09,1.1993107618124554e-09
1989,3.841685636274406e-09,1.6464366536794728e-09
1990,5.448650863826288e-09,5.44865097484859e-10
1991,4.10302547493302e-09,1.1722930404189924e-09
1992,1.1019888335184191e-09,1.1019888335184191e-09
1993,1.1078414852150331e-09,1.1078414852150331e-09
1994,2.1099706426497278e-09,1.5824779264761446e-09
1995,5.422450821690461e-10,1.626735190995987e-09
1996,1.067618438099771e-09,1.067618438099771e-09
1997,1.917957792585412e-09,1.438468344439059e-09
1998,2.86087753487152e-09,0.0
1999,4.570201161957499e-10,1.3710603763428253e-09
2000,0.0,1.3254094488601709e-09
2001,4.3812117822561447e-10,8.762423564512289e-10
2002,1.752488598683044e-09,4.38122149670761e-10
2003,2.5001538617175356e-09,1.6667691671301554e-09
2004,3.0833537945085254e-09,2.2023955992267474e-09
2005,4.5037495954858286e-10,0.0
2006,2.0589450144825605e-09,1.6471559671771274e-09
2007,1.5977917877663117e-09,3.1955835755326234e-09
2008,8.514879357157668e-10,3.405951742863067e-09
2009,3.337734755248789e-09,1.430457752249481e-09
2010,2.3618964561933353e-09,4.723793023408973e-10
2011,1.529588788962144e-09,1.529588788962144e-09
2012,2.0425516833455504e-09,5.1063788752969685e-09
2013,5.020424964641279e-09,5.578249862026041e-09
2014,3.897801192920269e-09,3.031623174720721e-09
2015,3.32486305154589e-09,3.989835573037226e-09
2016,3.314144070287739e-09,4.142679976837371e-09
2017,2.5156112748447867e-09,2.0124890642847504e-09
2018,4.130346731301415e-09,3.872199894061623e-09
2019,2.806086474294034e-09,5.612172948588068e-09
