year,des_DET ans_NOUN,des_DET champs_NOUN
1899,1.5200841119167308e-07,2.4664054514289546e-06
1900,1.4275396598151247e-07,2.774617996692541e-06
1901,1.5536694175644072e-07,2.550141545043516e-06
1902,1.458354356165259e-07,2.4571060315281557e-06
1903,1.6632678656591793e-07,2.866977006021898e-06
1904,1.6715084427687543e-07,2.657752084189724e-06
1905,1.826908637703184e-07,2.655726525802038e-06
1906,1.9547901342065188e-07,2.635365781600285e-06
1907,2.2731367899098132e-07,2.6614215329345825e-06
1908,1.6502266664275567e-07,2.964514457914902e-06
1909,2.2113953734859138e-07,3.027191183946343e-06
1910,1.6727191454180002e-07,3.2193163370664024e-06
1911,1.8408494040222934e-07,2.8745981666133957e-06
1912,1.9743707069252991e-07,2.574495901797036e-06
1913,1.8878643670561246e-07,2.9214169678937196e-06
1914,2.0224166386029196e-07,3.1675596972036146e-06
1915,1.4961568284288518e-07,3.880582909232544e-06
1916,2.2304548275009495e-07,3.4181995154369815e-06
1917,2.8732033285905345e-07,3.7768365750423527e-06
1918,2.0790340560239429e-07,3.359764946253563e-06
1919,2.6150289067494725e-07,3.0395107941671995e-06
1920,2.415541935363308e-07,2.65558171719249e-06
1921,2.0294963065659033e-07,2.9336822464642864e-06
1922,2.6265450348006425e-07,3.0308559431091453e-06
1923,2.781378469762785e-07,2.905585077428441e-06
1924,2.5138667858470853e-07,2.8761213393124763e-06
1925,2.397602791859299e-07,2.7561433952882908e-06
1926,2.3964197293224743e-07,2.884620691645523e-06
1927,2.1963973440009e-07,2.8073748481460825e-06
1928,2.513729078224003e-07,2.8119488391098457e-06
1929,1.8604478735362306e-07,2.6937503037061106e-06
1930,1.7961161535851033e-07,3.0145342719833934e-06
1931,1.5739392367208893e-07,2.9311765814554747e-06
1932,1.3918611330154818e-07,2.7223488814343e-06
1933,2.087660520011525e-07,3.1108435223359265e-06
1934,1.5576054757104885e-07,2.9989895082849216e-06
1935,1.962798581445213e-07,3.093801439035815e-06
1936,1.74595886193174e-07,3.0784649212023396e-06
1937,1.7375742622505186e-07,3.1213381355144065e-06
1938,1.8280952396310113e-07,3.0818314016300974e-06
1939,1.2847002484051018e-07,3.1979860608544186e-06
1940,1.3946806109998988e-07,4.04710963408661e-06
1941,2.5382921764460775e-07,3.5093366719252117e-06
1942,1.6384744117026173e-07,3.4620355719994222e-06
1943,3.0483970370198676e-07,3.6087214638769183e-06
1944,2.9561313041881476e-07,3.267810360085832e-06
1945,2.6142048348276603e-07,3.494320502284154e-06
1946,1.8654279099195037e-07,3.030624323940856e-06
1947,1.478188063064323e-07,2.9742571996393963e-06
1948,1.7395021001398447e-07,2.9560663037386803e-06
1949,1.6590744289501913e-07,2.9058345134558294e-06
1950,2.180249101257914e-07,2.8449592761603526e-06
1951,1.1940770017204727e-07,3.169634791078124e-06
1952,1.5079068971246556e-07,2.952545031575937e-06
1953,1.4867881814595307e-07,3.102862329740219e-06
1954,1.7101937910268816e-07,3.129166167070707e-06
1955,1.6800238666903056e-07,2.9658519764552693e-06
1956,1.500036306278929e-07,3.4308970811025574e-06
1957,1.5814717224671426e-07,3.47305329739811e-06
1958,1.5303650968689908e-07,3.1864682057403115e-06
1959,1.3253778630151203e-07,3.267715207755373e-06
1960,1.536425056070101e-07,3.364217093348998e-06
1961,1.5146986953595842e-07,2.9745070477815716e-06
1962,1.173261940934367e-07,3.309232788240024e-06
1963,1.538920644250652e-07,2.9996021240208393e-06
1964,1.3871447324120822e-07,3.139327709789086e-06
1965,1.9371033399551152e-07,2.7163224132209507e-06
1966,1.445698574187304e-07,3.0780639121985587e-06
1967,1.6418017434460808e-07,3.028212077538228e-06
1968,2.0391028376920417e-07,2.992181336480826e-06
1969,1.44427902526445e-07,2.747309324035996e-06
1970,1.991247882138225e-07,2.732102601044062e-06
1971,2.0193902772192018e-07,2.8492413406411288e-06
1972,1.3338381932292975e-07,2.5573781456955658e-06
1973,1.1687991730013891e-07,2.786373293872657e-06
1974,1.5076531889590683e-07,2.69464886315518e-06
1975,1.1308730929471267e-07,3.0584977110947875e-06
1976,1.1541324052011248e-07,2.82419633634845e-06
1977,1.469195431980097e-07,2.762675165968176e-06
1978,1.2950488903484825e-07,2.6013850558115337e-06
1979,1.5566249178533553e-07,2.5854019156668073e-06
1980,1.3644361129827587e-07,2.7874293593299626e-06
1981,1.2714354746812262e-07,2.7775488504744317e-06
1982,1.5518755125398798e-07,2.744336839555217e-06
1983,1.0230811975375786e-07,2.856417545160639e-06
1984,1.2525858084089236e-07,2.8989242721877417e-06
1985,1.666309557002421e-07,2.5716510876350185e-06
1986,1.3967151102356468e-07,2.7226953562831113e-06
1987,1.448263584613585e-07,2.820141936865639e-06
1988,1.6370591726655448e-07,2.7296312836710968e-06
1989,1.2677562333252013e-07,2.609602177017223e-06
1990,9.80757208779437e-08,2.792978555987702e-06
1991,1.383305781033073e-07,2.7249952339047923e-06
1992,1.2893269341063274e-07,2.7698488977989655e-06
1993,1.4401939374408812e-07,2.7014715513473675e-06
1994,1.2818071448705837e-07,2.7018173014425884e-06
1995,1.5670882458351798e-07,2.8348571774472475e-06
1996,1.50534193998908e-07,2.6823912619988732e-06
1997,1.352160230450039e-07,2.854880186475839e-06
1998,1.1681916367578538e-07,2.810812098630322e-06
1999,1.3070775040091576e-07,2.876941586293924e-06
2000,1.2193766951718032e-07,2.840794358860421e-06
2001,1.0252035509417112e-07,2.945050610492217e-06
2002,1.3275101173881865e-07,3.1763856611632946e-06
2003,1.4250876523291822e-07,3.043103912858669e-06
2004,1.1981032513319612e-07,2.9996628256867552e-06
2005,1.1124261511952227e-07,2.964367922686506e-06
2006,1.1077123884817297e-07,2.968175152773256e-06
2007,8.827799291566407e-08,2.9315484368908074e-06
2008,1.1367363794700935e-07,2.9516828945475027e-06
2009,1.3017166211604092e-07,3.0401994806084076e-06
2010,1.2376337044095465e-07,3.195173654546579e-06
2011,9.292251743064917e-08,3.2496114528157705e-06
2012,1.0382971105116212e-07,3.292252792164163e-06
2013,9.064656347756994e-08,3.1095955925763974e-06
2014,1.0762262636632158e-07,3.0359541582924976e-06
2015,1.2102501556476852e-07,3.0276203233370325e-06
2016,1.278016874550758e-07,3.1621078129262514e-06
2017,7.320429240564863e-08,3.240862177733561e-06
2018,1.032586713356487e-07,2.961200504358885e-06
2019,1.119883612510364e-07,2.8234333626642183e-06
