year,aux_ADP armes_NOUN,aux_ADP charmes_NOUN
1897,6.386078268860729e-06,2.721075227363201e-07
1898,8.237433007707295e-06,3.3723794556905773e-07
1899,5.895162388469544e-06,3.062278342014224e-07
1900,6.661159545728879e-06,3.348229213884224e-07
1901,5.08519354980308e-06,2.5764085309631923e-07
1902,5.1867330341792695e-06,2.568078438791588e-07
1903,4.2607737213984365e-06,3.9097595161408094e-07
1904,5.2805692405399896e-06,3.0742855461340923e-07
1905,4.246788677164659e-06,2.838417462180942e-07
1906,4.280990140159702e-06,3.240836363715971e-07
1907,5.337757045253966e-06,3.4611334953638107e-07
1908,4.310726211542715e-06,2.878073952494731e-07
1909,4.910727824380956e-06,4.0267199707955115e-07
1910,4.453280837424245e-06,3.8371000510295517e-07
1911,4.313227151442334e-06,3.910475090407317e-07
1912,4.580644201723771e-06,2.797459170977845e-07
1913,4.1029232420441986e-06,3.4575491891786214e-07
1914,4.452664796872341e-06,3.3885524253207677e-07
1915,5.547560931518092e-06,2.2501255081408544e-07
1916,5.246513069323555e-06,1.9008309593004924e-07
1917,4.427145739782645e-06,2.094587095990974e-07
1918,4.8483994419257215e-06,2.664839193755597e-07
1919,4.04316631374968e-06,2.9649271326981363e-07
1920,3.73083867089008e-06,3.271204072063938e-07
1921,3.0048661159298717e-06,2.976089841788543e-07
1922,3.2758033086111027e-06,3.784880968638049e-07
1923,4.091386358595628e-06,4.363154797459856e-07
1924,3.8081857951510756e-06,3.854595678198791e-07
1925,3.940647161471134e-06,4.0693258807067423e-07
1926,4.670232016223963e-06,4.190948148519169e-07
1927,4.636962813719947e-06,3.9691241759953755e-07
1928,5.102869877759986e-06,3.279273768086455e-07
1929,3.840098031560046e-06,3.787738300786714e-07
1930,4.423067451853058e-06,3.4556855266210107e-07
1931,3.5094282253567144e-06,3.2505267544280514e-07
1932,4.0188620573644585e-06,2.8933176077217126e-07
1933,3.6706119175278218e-06,3.2806095262571944e-07
1934,4.1120781872905354e-06,3.774197772088428e-07
1935,3.225452559263431e-06,3.0279758611584384e-07
1936,3.541629126857515e-06,3.758661391017881e-07
1937,3.422265891117604e-06,2.5685881643866537e-07
1938,3.452636676115617e-06,3.5395036013241565e-07
1939,5.057742697545109e-06,3.2882208156337356e-07
1940,4.569480594796005e-06,2.3075624877577638e-07
1941,3.1551563637322033e-06,3.659863256899598e-07
1942,3.768490955735615e-06,3.5500277340005937e-07
1943,3.6377536503096053e-06,3.0774292358870525e-07
1944,3.383484951768878e-06,3.6951640325355584e-07
1945,3.1283318406849503e-06,3.267756198965799e-07
1946,3.3953573108647106e-06,3.396749415074396e-07
1947,3.0541271485162724e-06,3.039822003003678e-07
1948,3.2256891984161484e-06,3.2833101215601346e-07
1949,2.5082457000280556e-06,3.043272700509192e-07
1950,2.32701712832295e-06,3.477763179660087e-07
1951,3.1770976107736715e-06,3.507601138430516e-07
1952,2.518099279313901e-06,3.036903595265983e-07
1953,2.403640834813814e-06,3.059767106350364e-07
1954,2.547700191257718e-06,4.221735738774157e-07
1955,3.0906806216535188e-06,3.1911066455947434e-07
1956,2.299764943813898e-06,3.2268222494025167e-07
1957,2.650511241597542e-06,3.321974064718347e-07
1958,2.7885731981314166e-06,3.772143127855898e-07
1959,2.559296930826349e-06,3.1158006041920316e-07
1960,2.6956645058362483e-06,3.446574998733354e-07
1961,3.1989324753567416e-06,3.689472682921746e-07
1962,2.777776984430602e-06,3.887619244302698e-07
1963,2.7383735528019315e-06,3.7567769073376667e-07
1964,2.944032189589052e-06,3.3461824688885144e-07
1965,3.0293231816358457e-06,3.6224928479100527e-07
1966,2.8985978701712156e-06,3.8053444839647455e-07
1967,3.1736570349494286e-06,4.6788885565973715e-07
1968,3.6313096529738687e-06,4.715986525738458e-07
1969,3.63340629405684e-06,3.6561149219238587e-07
1970,3.4688182353193042e-06,3.697374806321818e-07
1971,2.97615987676636e-06,3.828106116543495e-07
1972,2.8862205851964973e-06,4.252891669942471e-07
1973,3.2682271609019153e-06,3.1976582448578483e-07
1974,3.067624291475113e-06,3.3528406540028755e-07
1975,2.83175177173689e-06,3.501137442185609e-07
1976,3.410404232795372e-06,3.462397191178468e-07
1977,2.7321159876692036e-06,3.3556424661185247e-07
1978,2.9697016401541987e-06,4.467324794532601e-07
1979,2.6310472662771645e-06,4.0261576828015677e-07
1980,3.243378515094264e-06,3.8033656712954667e-07
1981,2.4593736327460647e-06,4.2001647759803973e-07
1982,3.569313790308115e-06,4.1155739394227453e-07
1983,2.9473580696048884e-06,4.180739121562027e-07
1984,2.772505965253913e-06,4.795780093047597e-07
1985,2.9422093774655877e-06,4.228937225958518e-07
1986,2.7736483190210492e-06,4.699676647845763e-07
1987,2.5469885684969995e-06,4.4914502961290736e-07
1988,2.6912533996892307e-06,4.977139402839725e-07
1989,3.1545727097181953e-06,4.7197850383540185e-07
1990,2.442630233190357e-06,4.6585964685874615e-07
1991,2.9952087743367883e-06,4.894323284432289e-07
1992,2.688301776743174e-06,4.947930034582271e-07
1993,2.6460794941840504e-06,5.328717387342863e-07
1994,2.4322686300592977e-06,5.032280219197105e-07
1995,3.037657037907593e-06,5.042879118732913e-07
1996,2.9103279644004942e-06,5.669053759760345e-07
1997,2.5902019018531064e-06,4.631868177895626e-07
1998,2.5662072289378557e-06,5.302159964415409e-07
1999,2.637463126120565e-06,4.885544981902967e-07
2000,2.394573002106881e-06,4.84658063015786e-07
2001,2.4390206334601316e-06,4.7229463429054874e-07
2002,2.6033219171495148e-06,5.239940961132561e-07
2003,2.5864089394644907e-06,4.575281504770601e-07
2004,2.497076110330454e-06,4.6294356836895645e-07
2005,2.6441514791031295e-06,4.900079648706424e-07
2006,2.6749812320758792e-06,5.110301204425127e-07
2007,2.4725827501015374e-06,5.328635639401114e-07
2008,2.266235057390986e-06,6.011504867231565e-07
2009,2.2081499650994374e-06,5.49772570579421e-07
2010,2.018949132320813e-06,5.781922833847375e-07
2011,1.840860079482809e-06,5.92333277316115e-07
2012,1.8961687260343751e-06,6.066378186453392e-07
2013,2.0996533152128904e-06,5.385800236901161e-07
2014,2.148338126062299e-06,6.290618066451259e-07
2015,2.1868733028895804e-06,5.924905748244669e-07
2016,2.62376636328554e-06,6.122880904513295e-07
2017,1.5873508090180621e-06,4.814880147918643e-07
2018,1.8261295622323814e-06,5.106141278687915e-07
2019,1.8994654880089001e-06,5.183606881509206e-07
