year,des_DET aises_NOUN,des_DET chaises_NOUN
1848,1.448139919091318e-08,5.213303815310155e-07
1849,7.54147322368226e-09,6.016419753507307e-07
1850,8.82569484161877e-09,4.3110125336198735e-07
1851,1.4188765717904062e-08,4.521056435891069e-07
1852,1.8229528109259263e-08,4.752698226084817e-07
1853,1.6124216628554677e-08,4.968647147052252e-07
1854,3.22131201713205e-08,5.034598604680696e-07
1855,8.491099379170919e-09,5.593511787083116e-07
1856,2.329735160344626e-08,5.021873423771694e-07
1857,1.610898081594314e-08,5.721128886193583e-07
1858,2.202154192332273e-08,5.339000370696567e-07
1859,1.2221216039165483e-08,5.968027210201399e-07
1860,1.327383358784573e-08,6.820004205820851e-07
1861,1.8863854478468056e-08,4.871590633115375e-07
1862,1.7168348548368684e-08,5.222792029968559e-07
1863,1.0988165932701577e-08,5.279314470030272e-07
1864,1.726102105692462e-08,6.362603901521879e-07
1865,2.165148416111151e-08,5.229304065323959e-07
1866,1.2650593461671633e-08,5.921450974000209e-07
1867,4.85281148598915e-09,6.381447068548596e-07
1868,9.87974857480367e-09,4.944813714047314e-07
1869,1.12320943657096e-08,6.1630011316538e-07
1870,8.601073631098188e-09,5.774187084028881e-07
1871,8.496941816815706e-09,6.032828823165914e-07
1872,5.442605477412599e-09,5.285374653496433e-07
1873,8.979006871356887e-09,5.81241012653777e-07
1874,1.3144139998644278e-08,5.705751728868336e-07
1875,8.58229043387837e-09,6.71707307553504e-07
1876,3.02300739996042e-09,5.507919320635324e-07
1877,5.566334504436554e-09,6.599198809631446e-07
1878,9.662541877730746e-09,6.498059370585452e-07
1879,3.665595160740054e-09,6.958521758804181e-07
1880,1.0910338410496934e-08,5.71188300213521e-07
1881,2.1614773970668466e-08,6.463514683474614e-07
1882,2.1297232422057277e-08,7.400788248901335e-07
1883,2.0853818227806187e-08,5.78219537139546e-07
1884,2.6406787867472303e-09,7.624960112195822e-07
1885,6.445635580831777e-09,7.599404590052927e-07
1886,1.2906927970846027e-08,6.582532865451185e-07
1887,1.1099172247952538e-08,7.070825240873546e-07
1888,1.3315291313986677e-08,6.816160702527441e-07
1889,2.0048437576747347e-08,7.900337291033566e-07
1890,1.3108772733971819e-08,6.416744540160835e-07
1891,1.4023283867459213e-08,6.661059774870637e-07
1892,1.5044429702015805e-08,6.519252995218494e-07
1893,2.0322774574310642e-08,6.300060153563436e-07
1894,8.192000855444803e-09,6.648123918040483e-07
1895,6.018614495673091e-09,7.252430354043327e-07
1896,6.48673198488936e-09,6.15649806690044e-07
1897,4.661370955894029e-09,6.432691694868709e-07
1898,8.487532454637403e-09,6.807000900721505e-07
1899,1.3818945987509323e-08,6.738117956928136e-07
1900,2.076421168339948e-08,7.724287272026231e-07
1901,1.0618603774048552e-08,8.008662906178188e-07
1902,1.178468167495339e-08,7.139552984369857e-07
1903,1.4040573148577096e-08,6.739475146844143e-07
1904,8.061937784020756e-09,6.014205435889153e-07
1905,1.651442893546573e-08,6.569646089360504e-07
1906,9.773950537805831e-09,8.194686156315356e-07
1907,1.131425531042396e-08,6.932552807370485e-07
1908,3.929111258571538e-09,7.101868852998905e-07
1909,1.980354014108343e-08,7.03025673232105e-07
1910,6.412980813053082e-09,7.765050700214715e-07
1911,1.276889793899727e-08,6.474895055674779e-07
1912,1.1460726589973547e-08,6.454472920580656e-07
1913,1.8030165804816534e-08,7.371155437141397e-07
1914,5.357394972094198e-09,8.016002066568717e-07
1915,1.4136913861761968e-08,7.539687505442316e-07
1916,1.9777431248257926e-08,8.086771865478681e-07
1917,6.57985488317081e-09,7.983556891133503e-07
1918,1.1486376294556067e-08,7.087094004987193e-07
1919,8.287063479883727e-09,8.029244025209437e-07
1920,1.590168707821249e-08,7.784254272280577e-07
1921,1.438822039290244e-08,6.23994404591599e-07
1922,1.3280283539529592e-08,6.846723898945584e-07
1923,1.0615948120573648e-08,7.887649360327487e-07
1924,2.3204924204378585e-08,6.871235616046079e-07
1925,1.7597084678300234e-08,8.028669746806827e-07
1926,2.5636118117233764e-08,6.966336556502029e-07
1927,8.919379901328739e-09,8.640649191704597e-07
1928,1.5996457491951332e-08,8.329584311184135e-07
1929,2.2280811862174232e-08,6.66196296350563e-07
1930,1.155396367469308e-08,5.409355878782662e-07
1931,5.7026783295555106e-09,6.478242848828586e-07
1932,7.671675850140502e-09,5.556484765634195e-07
1933,1.261772819560747e-08,5.712389938850038e-07
1934,1.1981580172459871e-09,5.259913695709884e-07
1935,5.98414207075848e-09,6.319253813558134e-07
1936,0.0,5.116629342438728e-07
1937,1.1332006444320086e-08,5.313451652000367e-07
1938,1.1668692678767911e-08,5.523181414446299e-07
1939,1.5294050470515685e-08,5.352917682444058e-07
1940,7.607348528892999e-09,4.7165561856132854e-07
1941,1.1806010391524069e-08,6.404760632960915e-07
1942,0.0,6.55389769121939e-07
1943,8.709705845433291e-09,6.474214595542094e-07
1944,9.639558484764166e-09,5.815867201164338e-07
1945,6.535512131478072e-09,7.319773658309714e-07
1946,4.1763312808029696e-09,7.684449645495306e-07
1947,8.344609447874518e-09,7.140601461230744e-07
1948,1.4133454406817236e-08,6.001281924739033e-07
1949,9.817008539414473e-09,5.252099484209793e-07
1950,7.444753258312176e-09,6.040885125457862e-07
1951,3.1984206394497505e-09,6.610069362977811e-07
1952,9.490323193972472e-09,6.622136652367772e-07
1953,1.0773827163745864e-08,5.7963190336352e-07
1954,1.3681550115052232e-08,7.231677017216498e-07
1955,1.0324168631115072e-08,5.790919956893958e-07
1956,1.2209598665435806e-08,6.933307687972956e-07
1957,7.951533653738352e-09,6.564433121525326e-07
1958,2.4816730892496253e-09,6.45234997875832e-07
1959,1.6276571201956358e-08,6.03783270491931e-07
1960,5.536666680683311e-09,6.387929154527683e-07
1961,1.2506686519753174e-08,6.051846472843181e-07
1962,5.7077609305622445e-09,6.741499660734007e-07
1963,1.0992290633282664e-08,6.065158046908437e-07
1964,3.6503808864551957e-09,6.960059586447187e-07
1965,3.2832261354087677e-09,6.030191901373883e-07
1966,3.3234448526542337e-09,7.411282005875819e-07
1967,8.381570104631919e-09,6.231944382761867e-07
1968,1.0330256650092906e-08,6.454164545033336e-07
1969,4.5417576088890854e-09,5.431942184941363e-07
1970,6.438214850135182e-09,5.454087919076755e-07
1971,9.762954888969944e-09,5.986232931576296e-07
1972,7.182205497002769e-09,5.786805701291087e-07
1973,4.410563025913916e-09,5.259596651541187e-07
1974,6.750686232237513e-09,5.698703890999468e-07
1975,6.282628195464213e-09,5.283119133281389e-07
1976,5.142174241967723e-09,5.616396983043614e-07
1977,2.938390863960194e-09,5.030524974358741e-07
1978,5.940591130126904e-09,5.334650925448159e-07
1979,3.5111840102075575e-09,5.342851707723639e-07
1980,1.7055452605774235e-09,5.156431743813528e-07
1981,4.427884725544118e-09,5.496902737434084e-07
1982,5.586751949948621e-09,5.170849188829152e-07
1983,3.78918940668882e-09,5.671153626707337e-07
1984,4.059305891424003e-09,6.1005568952055e-07
1985,6.617113745832626e-09,5.600484307421993e-07
1986,1.7384008066390066e-08,6.21628164054755e-07
1987,6.110816741511371e-09,5.713613724367406e-07
1988,5.396898483667201e-09,6.266399008580947e-07
1989,7.134558721588746e-09,6.503424554438197e-07
1990,1.0897301838674878e-08,5.998965004749834e-07
1991,6.4476117778156095e-09,6.465196147331653e-07
1992,4.958949695321735e-09,5.879110318574021e-07
1993,1.1632335983335906e-08,6.403323506987135e-07
1994,5.274926717646622e-09,6.498709517188672e-07
1995,9.760411145975922e-09,5.888781391405473e-07
1996,4.270473752399084e-09,5.86656321743817e-07
1997,1.486417322560385e-08,5.696334923754875e-07
1998,6.198567881199324e-09,6.093669320250683e-07
1999,1.1882523409667556e-08,6.265745540190437e-07
2000,6.185243983658495e-09,6.127809868416989e-07
2001,4.8193329327261836e-09,5.809486971486422e-07
2002,7.448076377869484e-09,6.979286091279846e-07
2003,2.083461403401543e-09,7.192108952835952e-07
2004,3.9643119897903034e-09,6.752544781107872e-07
2005,5.854874363109275e-09,7.48072803702371e-07
2006,7.412201963319376e-09,7.758104842991997e-07
2007,4.7933754743212376e-09,7.733312124003078e-07
2008,3.405951742863067e-09,9.332307584486443e-07
2009,4.768192729542875e-09,9.89399950412917e-07
2010,7.085689368580006e-09,1.1308760505812643e-06
2011,8.41273803398046e-09,1.5773883887959528e-06
2012,7.489355857703828e-09,1.8386368694223165e-06
2013,5.578249973048344e-09,1.7975911177359194e-06
2014,7.362513709807672e-09,1.8796063727677392e-06
2015,6.871383906315032e-09,1.7994159193790438e-06
2016,6.83542228374634e-09,1.7796953883930655e-06
2017,6.037467414898856e-09,1.6728814884459098e-06
2018,3.872199894061623e-09,1.8829218504379241e-06
2019,5.612173281654975e-09,1.7497225499596425e-06
