year,autres_ADJ armes_NOUN,autres_ADJ charmes_NOUN
1853,1.0391161140432814e-06,2.6276499198729653e-08
1854,1.0022437209045165e-06,3.948704829781491e-08
1855,8.650307563584647e-07,4.4578271740647324e-08
1856,8.573425134272838e-07,3.675804194358534e-08
1857,8.474299875160796e-07,6.492407322866711e-08
1858,8.583508019910369e-07,5.1872966366772744e-08
1859,1.0001028840633808e-06,4.124660435422811e-08
1860,9.699052725409274e-07,3.661747172145624e-08
1861,8.248220524365024e-07,4.197207559286653e-08
1862,8.100749369077676e-07,6.46072066956549e-08
1863,9.090209687201423e-07,4.0955889346605545e-08
1864,8.352416216439451e-07,4.554991406280351e-08
1865,8.472320018881874e-07,5.17752880568878e-08
1866,8.568344469495059e-07,2.77339928800302e-08
1867,7.618913855367282e-07,3.202855580752839e-08
1868,8.881893336365465e-07,4.890475224783586e-08
1869,8.761033427617804e-07,4.248661511496721e-08
1870,7.660689220756467e-07,3.4404294524392753e-08
1871,1.1130994153063511e-06,1.5931766128574054e-08
1872,9.071009117178619e-07,3.3260366905096816e-08
1873,1.045754970618873e-06,1.3169209722718733e-08
1874,1.0449591627548216e-06,2.8678122987457755e-08
1875,1.1345788379912847e-06,1.7736734747586524e-08
1876,8.996469773592253e-07,3.627608791134662e-08
1877,9.679237109594396e-07,4.329371350308975e-08
1878,7.911206125754688e-07,1.1474268646338714e-08
1879,8.479743200950907e-07,3.9710613464194466e-08
1880,7.7270868814594e-07,2.5029599726167362e-08
1881,8.269394129456487e-07,3.69542902944886e-08
1882,6.588831524823036e-07,1.1979693681496428e-08
1883,8.480552651235485e-07,2.5909288936531993e-08
1884,8.60201112118375e-07,2.9047466654219534e-08
1885,8.005479799066961e-07,2.0626034213933053e-08
1886,1.0119031230715336e-06,2.710454793941608e-08
1887,7.958759056236886e-07,1.566941953967671e-08
1888,8.407654945585818e-07,1.4583413587843097e-08
1889,7.449247618751542e-07,2.318100555953606e-08
1890,7.413011076096154e-07,7.865263995654459e-09
1891,7.489708764296665e-07,1.5935549768641977e-08
1892,8.355926865988295e-07,2.193979398157353e-08
1893,7.199188871709339e-07,2.155445777418663e-08
1894,7.234166901071148e-07,1.8904618315218613e-08
1895,7.384840046142926e-07,1.9259566386153892e-08
1896,7.141301807678246e-07,2.8305738197786923e-08
1897,6.566706360899843e-07,1.9228155068162778e-08
1898,6.96543509093317e-07,1.584339415217073e-08
1899,6.754700621058873e-07,1.6582735185011188e-08
1900,6.083914172450022e-07,6.748368974740515e-09
1901,5.549617867472989e-07,2.1237207548097103e-08
1902,7.458721142938884e-07,1.5221880644844532e-08
1903,7.311898002626549e-07,2.052083658554693e-08
1904,5.99270720158529e-07,1.9886112312406112e-08
1905,5.965837317489786e-07,2.838417501038748e-08
1906,5.015579631617584e-07,1.9547901075611662e-08
1907,5.549127877202409e-07,1.8514235478050978e-08
1908,6.036096920070122e-07,2.0136695866312948e-08
1909,7.31630791506177e-07,2.585462333115629e-08
1910,5.338806658983231e-07,3.153049021875631e-08
1911,6.629186373174889e-07,1.3832972989291648e-08
1912,6.532613952003885e-07,1.927485904218429e-08
1913,6.729493975399237e-07,2.0151361468379037e-08
1914,6.42217742097273e-07,2.276892807628883e-08
1915,6.691472549391619e-07,8.246533234057551e-09
1916,6.25186601155292e-07,2.0876177231343718e-08
1917,5.998634264869906e-07,3.5092558192673096e-08
1918,8.373568221031746e-07,2.412139110674616e-08
1919,6.758560857633711e-07,2.301962176431971e-08
1920,5.0052449296345e-07,1.9687803387569147e-08
1921,5.308496042744082e-07,2.196096815509918e-08
1922,5.62198692932725e-07,1.475587119159627e-08
1923,6.114786401667516e-07,7.431163684401554e-09
1924,5.195324774831533e-07,2.4494086758863887e-08
1925,5.807037837257667e-07,3.299453510408057e-08
1926,4.491893719205109e-07,3.78968714187522e-08
1927,5.530015414478839e-07,3.4562596340492746e-08
1928,5.838707011207589e-07,2.9707706517001498e-08
1929,4.935200195177458e-07,2.4508894469477127e-08
1930,5.251801553640689e-07,3.466189113510154e-08
1931,4.5507371737585345e-07,2.5091784650044247e-08
1932,5.556485120905563e-07,3.7262424257278326e-08
1933,4.4735583060173667e-07,1.9500125958415992e-08
1934,5.128116526975646e-07,3.1152108448395666e-08
1935,4.5240113877298427e-07,2.6330225111337313e-08
1936,3.758661648589623e-07,2.7886843056990074e-08
1937,4.885353632744227e-07,2.1404900962807005e-08
1938,3.500607874684647e-07,2.5930429359277696e-08
1939,4.3588045173237333e-07,3.6705721129237645e-08
1940,4.031894889067189e-07,2.5357829613881222e-08
1941,4.545314027382119e-07,2.3612020783048138e-08
1942,3.489343498586095e-07,5.158160121254696e-08
1943,4.325820555095561e-07,2.6129116648121453e-08
1944,4.948306582264195e-07,3.534504600111177e-08
1945,5.119484285387443e-07,3.0499055725385915e-08
1946,5.693731850442418e-07,3.897909195416105e-08
1947,4.494168308610824e-07,4.2915136333476767e-08
1948,5.142402983437933e-07,2.9354097819123126e-08
1949,4.91832111038093e-07,2.6505922789965553e-08
1950,4.5625699840456946e-07,3.722376362702562e-08
1951,4.627048326710792e-07,1.0661401539380222e-08
1952,6.801398626521404e-07,1.8980646387944944e-08
1953,4.298757119158836e-07,3.124409886368085e-08
1954,4.974220928488648e-07,2.34540866728139e-08
1955,4.96498671509471e-07,1.6894095011821264e-08
1956,4.6483685878229153e-07,9.593255967388359e-09
1957,3.887416539782862e-07,2.6505112771246786e-08
1958,3.209630392575491e-07,3.1434524316864554e-08
1959,3.1778066045262676e-07,1.2401196514133517e-08
1960,4.429333273492375e-07,2.353083417006019e-08
1961,3.2169978680940403e-07,3.057190056665604e-08
1962,3.779805979320372e-07,1.8391673961559718e-08
1963,3.737378904133948e-07,2.7157422977097667e-08
1964,4.33178541925372e-07,1.7035111099517053e-08
1965,3.710045461957634e-07,1.7510538796727815e-08
1966,3.628094020768913e-07,2.8249282024717104e-08
1967,4.5704211970587494e-07,2.021437595089992e-08
1968,4.087188472112757e-07,1.8863946849023705e-08
1969,5.209396363170526e-07,3.5425710365188934e-08
1970,4.6493110517076275e-07,2.4373242979436327e-08
1971,4.454990687463578e-07,2.4664307929356255e-08
1972,3.996384521087748e-07,2.1033601527165047e-08
1973,4.0522047584090615e-07,1.929621262775072e-08
1974,4.47795514446625e-07,2.5877628928583363e-08
1975,3.55254059059007e-07,1.028066431985053e-08
1976,4.5479674781745416e-07,1.0284348483935446e-08
1977,4.0197187445301097e-07,9.990529292736028e-09
1978,4.271285263257596e-07,1.900989232694883e-08
1979,4.190012816707167e-07,2.57486831856113e-08
1980,4.178585868430673e-07,2.2740602290127754e-08
1981,3.8649108091703965e-07,1.644642821929665e-08
1982,4.3514592107385397e-07,1.4898005495922462e-08
1983,3.820766210083093e-07,1.7682884490000106e-08
1984,3.7055664847684966e-07,2.0296528902008504e-08
1985,3.9822992903282284e-07,2.045289804186723e-08
1986,3.962354924169631e-07,2.2179596825822046e-08
1987,4.1309121456833964e-07,2.627651163322753e-08
1988,3.4300288120903133e-07,2.7584148298842592e-08
1989,3.655089244603005e-07,1.4817929994137558e-08
1990,3.3672662880235293e-07,1.7980548605578406e-08
1991,4.16750168596991e-07,2.1101275393675678e-08
1992,4.088378489086608e-07,1.983579878128694e-08
1993,3.4952398664245266e-07,2.6034275180109034e-08
1994,3.8243217659328366e-07,2.1099706870586488e-08
1995,4.2837362457248673e-07,3.687266669771816e-08
1996,4.644140290110954e-07,9.60856638698715e-09
1997,4.483226234697213e-07,2.3015493511024943e-08
1998,4.787201532963081e-07,2.193339376788117e-08
1999,3.4322209785386804e-07,1.5081663917726473e-08
2000,3.507917085698864e-07,1.9439339027371716e-08
2001,3.575068774352985e-07,1.840108865280854e-08
2002,3.956243119773717e-07,2.409671751024689e-08
2003,3.7877327940805117e-07,1.1667384391955693e-08
2004,3.603119296258228e-07,2.070251881036711e-08
2005,3.715593379638449e-07,1.261049931144953e-08
2006,3.5413853538557305e-07,2.84134404893166e-08
2007,3.5590812785812886e-07,2.0371844655642235e-08
2008,3.8061511986597907e-07,2.4693150635357597e-08
2009,3.0611795409640763e-07,2.145686650578682e-08
2010,3.5381208363105543e-07,2.267420740054149e-08
2011,3.0247619520196167e-07,2.5238215073386527e-08
2012,3.322550696793769e-07,3.029784778618705e-08
2013,3.6900124200656137e-07,2.7891250198308626e-08
2014,3.828507146863558e-07,5.088796228847059e-08
2015,3.814726312612038e-07,3.480023380575403e-08
2016,4.4492384176919586e-07,3.9355459335865817e-08
2017,3.184763954777736e-07,2.4149869659595424e-08
2018,3.4307691976209753e-07,2.6072813241739823e-08
2019,3.4463843689991336e-07,4.719327506563786e-08
