year,trois_DET ans_NOUN,trois_DET chants_NOUN
1842,2.238548006516794e-05,1.2276125627153078e-07
1843,2.2683129827782977e-05,1.3999379810947232e-07
1844,2.318697545433679e-05,1.1306436542568576e-07
1845,2.1413566400951822e-05,8.984166743886135e-08
1846,2.2437375776007684e-05,5.971591576781066e-08
1847,2.2942233385947475e-05,8.467360768094068e-08
1848,2.399246011464129e-05,6.91889070481011e-08
1849,2.2808766573234607e-05,1.0390474458610299e-07
1850,2.3167448205185792e-05,9.436704573317911e-08
1851,2.4214417294388113e-05,1.2382922265352647e-07
1852,2.2298618773675116e-05,1.0156451213383377e-07
1853,2.2237085147480684e-05,8.300985010478712e-08
1854,2.141912614206376e-05,1.5586992940797018e-07
1855,2.3691758997301804e-05,1.1728330662208464e-07
1856,2.2106079882178165e-05,1.3408920018775916e-07
1857,2.161092913866014e-05,1.1715622072472343e-07
1858,2.193443492615188e-05,9.34692110377e-08
1859,2.1087199911562493e-05,1.29341201970945e-07
1860,2.104177292494569e-05,8.879736590472476e-08
1861,2.051019737336901e-05,1.174274952830956e-07
1862,2.2135422227620438e-05,1.197266366048666e-07
1863,2.3288418901756813e-05,1.06385424913924e-07
1864,2.312832930329023e-05,8.870246970271722e-08
1865,2.2560845991392853e-05,7.342677077470938e-08
1866,2.119947566825431e-05,1.0363755631459526e-07
1867,2.270048128139024e-05,8.540948215340904e-08
1868,2.237170212993078e-05,9.484558027850198e-08
1869,2.2142363320654113e-05,7.471784346790855e-08
1870,2.3080692812982306e-05,1.680076362475802e-07
1871,2.110427908519341e-05,5.5230121143168276e-08
1872,2.2592858954340045e-05,1.0280477003021815e-07
1873,2.293477791681653e-05,9.936767275675606e-08
1874,2.4774911025815527e-05,6.751308223584829e-08
1875,2.381757360581105e-05,9.268873912837705e-08
1876,2.354560041339937e-05,1.457089542356016e-07
1877,2.3249342348208302e-05,1.2555176454043249e-07
1878,2.304455892954138e-05,1.4252248980994864e-07
1879,2.5270002311117423e-05,1.2585209674398357e-07
1880,2.438589001485525e-05,1.5723723523208832e-07
1881,2.4694529884072836e-05,1.0389036608771107e-07
1882,2.5368331648678577e-05,6.38917003747963e-08
1883,2.5234384679606592e-05,6.003371888496645e-08
1884,2.6099149067704275e-05,8.846274113238906e-08
1885,2.59469069305851e-05,7.799219431392501e-08
1886,2.535694977723324e-05,9.228453634602118e-08
1887,2.574420284418011e-05,8.226445186165776e-08
1888,2.613855019717448e-05,6.657645457153194e-08
1889,2.535500766498444e-05,1.2217016287507931e-07
1890,2.684217861315119e-05,4.456982954925692e-08
1891,2.418952783500572e-05,7.2666107908681e-08
1892,2.4509883246537356e-05,5.5789761033153695e-08
1893,2.524519766211597e-05,4.6803965148001225e-08
1894,2.5070673700611223e-05,5.7974161471463503e-08
1895,2.583430057256919e-05,7.04177907095982e-08
1896,2.653898934568133e-05,9.553186686162007e-08
1897,2.5237243789888453e-05,6.5259193604561e-08
1898,2.6292112238479604e-05,1.0071871936467858e-07
1899,2.762849510418164e-05,9.120504351756153e-08
1900,2.6809194423549343e-05,7.734669316139531e-08
1901,2.6167034434365632e-05,8.103671744752461e-08
1902,2.3879693230810517e-05,3.633610035080892e-08
1903,2.6142466367673478e-05,6.912281746984661e-08
1904,2.649851501246303e-05,5.643356537632371e-08
1905,2.6482950715944753e-05,5.780050288395344e-08
1906,2.6181327143603994e-05,5.349952036937111e-08
1907,2.5561474330970668e-05,9.359974678657679e-08
1908,2.555199364451255e-05,4.714933643512609e-08
1909,2.5955841465474805e-05,7.591356981917485e-08
1910,2.5955471642191696e-05,4.756294103014369e-08
1911,2.5373928224325937e-05,5.6928002645229014e-08
1912,2.6378425786788284e-05,7.866226070518678e-08
1913,3.145574316931743e-05,7.424185366478042e-08
1914,3.0512372518387565e-05,5.089525156876107e-08
1915,2.3767686400333332e-05,4.005459075528961e-08
1916,2.2189180413079157e-05,3.515987789803887e-08
1917,3.0912156830709137e-05,5.592876561877347e-08
1918,2.9761200266875676e-05,5.168869154914546e-08
1919,2.5794866019168694e-05,6.353415382687189e-08
1920,2.347846157135791e-05,5.6034515694136644e-08
1921,2.324984893675719e-05,5.982470530074835e-08
1922,2.4451953322568443e-05,6.197465740598318e-08
1923,2.3331730176323617e-05,6.05109042872698e-08
1924,2.347435952287924e-05,5.1566498182609166e-08
1925,2.392103704096371e-05,9.898360420201868e-08
1926,2.3410234689436038e-05,8.805449702720125e-08
1927,2.3821433273951698e-05,7.024011472456237e-08
1928,2.3230283773045812e-05,5.1417184621094236e-08
1929,2.4733930899856205e-05,6.572839850171874e-08
1930,2.3167798985923582e-05,7.56259460610309e-08
1931,2.3871410689935146e-05,7.071321039830991e-08
1932,2.4644709128551767e-05,7.56208020646909e-08
1933,2.4466921672683384e-05,6.194157697869684e-08
1934,2.255652350413584e-05,9.585264137967897e-08
1935,2.3047324020808446e-05,7.540019364427053e-08
1936,2.2615017769567203e-05,1.1033490032730242e-07
1937,2.2642607177658647e-05,3.147779581436083e-08
1938,2.1637645772898395e-05,6.482607339819424e-08
1939,2.0906966142320016e-05,6.729382207026902e-08
1940,2.1067284592390934e-05,4.564409383789325e-08
1941,2.1129806668795936e-05,9.149658142248995e-08
1942,2.195859110543097e-05,4.551317789314169e-08
1943,2.144039217455429e-05,1.0161323293900182e-07
1944,2.175648410229769e-05,4.819779420017767e-08
1945,2.2120530275060446e-05,4.574858580852492e-08
1946,2.2322490394799388e-05,5.4292307538617024e-08
1947,2.2332559410642716e-05,6.794896489914493e-08
1948,2.2080804683355382e-05,8.26263479858369e-08
1949,2.4222486786129593e-05,5.988374940368857e-08
1950,2.2786261808960262e-05,6.487570614055471e-08
1951,2.2842054136162915e-05,5.4373148872244315e-08
1952,2.1641100829583593e-05,6.537778274307016e-08
1953,2.1768518763565226e-05,5.171437322815109e-08
1954,2.1434103132378368e-05,6.547599173956087e-08
1955,2.1927595184934034e-05,4.598947844769441e-08
1956,2.211071011970489e-05,3.488456545852614e-08
1957,2.1420548364403658e-05,4.947621257134216e-08
1958,2.2601422870138776e-05,4.880623766245762e-08
1959,2.264458544232184e-05,4.805463693635659e-08
1960,2.1691275833291e-05,9.343124673932834e-08
1961,2.222299212917278e-05,5.3500826158181525e-08
1962,2.2427060230256757e-05,6.278536784920519e-08
1963,2.2090624383963586e-05,5.8841083561134155e-08
1964,2.2542928491020575e-05,6.388166950976881e-08
1965,2.1709785301027296e-05,7.332538354276608e-08
1966,2.1010263935750118e-05,7.477750807449723e-08
1967,2.188625296639657e-05,9.712761306346351e-08
1968,2.198817458065605e-05,8.264204814922849e-08
1969,2.206431292961497e-05,7.675570473653082e-08
1970,2.254478999930143e-05,8.185730837606542e-08
1971,2.213673053574894e-05,9.60880353062521e-08
1972,2.2983057874625956e-05,9.849882132151322e-08
1973,2.248119187697739e-05,7.056900885871187e-08
1974,2.3857486326051003e-05,8.775892013090925e-08
1975,2.4234380816778867e-05,6.853776035598003e-08
1976,2.3469454731639416e-05,4.9707683691391225e-08
1977,2.24357902425254e-05,6.640763317022902e-08
1978,2.2778008883506118e-05,5.227720512035461e-08
1979,2.1723696363551426e-05,4.330460345869369e-08
1980,2.14853218949429e-05,4.604971964861093e-08
1981,2.1374032144194643e-05,4.6176509838069535e-08
1982,2.168156379411812e-05,5.586752194197686e-08
1983,2.2520416564475454e-05,4.7996402408045924e-08
1984,2.4002676809686818e-05,6.552879727728111e-08
1985,2.4357596544177795e-05,4.872601810923527e-08
1986,2.3507974674430443e-05,5.2751471690815066e-08
1987,2.3487535941058013e-05,6.660790430323971e-08
1988,2.3617427359567955e-05,3.957725464021067e-08
1989,2.493528404556855e-05,4.6649038965007605e-08
1990,2.4277009401885152e-05,5.93902940715374e-08
1991,2.3243054897648108e-05,5.568392086319207e-08
1992,2.3078401454768027e-05,4.683452442533209e-08
1993,2.323420642369456e-05,4.652934360027672e-08
1994,2.415863696114684e-05,5.116678897243432e-08
1995,2.363537896599155e-05,5.585124185358836e-08
1996,2.3839920118007285e-05,5.5516157893009677e-08
1997,2.3756305495226115e-05,8.582860999695185e-08
1998,2.488343511686253e-05,9.5362583274472e-08
1999,2.3606003765053174e-05,5.895559312962817e-08
2000,2.3897574692455237e-05,5.036555850157498e-08
2001,2.34429886631915e-05,6.571817756650944e-08
2002,2.281039201079693e-05,6.308958866441117e-08
2003,2.3260180682882492e-05,5.291992266620582e-08
2004,2.3878372530816705e-05,4.1845517190219894e-08
2005,2.3451924221262743e-05,6.395324403385416e-08
2006,2.3848759155953303e-05,5.106183409431253e-08
2007,2.281766421674547e-05,4.513761733826449e-08
2008,2.3765879859638517e-05,3.8742701213845265e-08
2009,2.2844409841127344e-05,4.9112383049276787e-08
2010,2.3019516333988577e-05,4.251413687761385e-08
2011,2.1793580572193605e-05,2.676780419541558e-08
2012,2.2037430767340993e-05,3.4723378172785146e-08
2013,2.248676253202575e-05,1.840822511089968e-08
2014,2.405809539141046e-05,7.470785928775925e-08
2015,2.3099153622752056e-05,3.169702762761961e-08
2016,2.1769990212305856e-05,3.044869800739036e-08
2017,2.261559814087377e-05,2.6665480712395606e-08
2018,2.1504907977032417e-05,1.5746946968597797e-08
2019,2.2133900984044885e-05,6.709097877255488e-08
