year,quelques_DET airs_NOUN,quelques_DET chairs_NOUN
1994,4.74743404588196e-08,1.0549853213248639e-09
1995,7.64565588617927e-08,5.422450821690461e-10
1996,6.352329640080256e-08,2.135236876199542e-09
1997,7.096443965792787e-08,0.0
1998,6.627699811190269e-08,4.768129224785866e-10
1999,6.581089673218798e-08,1.3710603763428253e-09
2000,7.731555307088911e-08,0.0
2001,6.265132834748499e-08,4.3812117822561447e-10
2002,5.783212309040664e-08,8.76244299341522e-10
2003,6.917091743829928e-08,0.0
2004,7.532193269099707e-08,1.3214374039449694e-09
2005,5.5846496316291905e-08,4.5037495954858286e-10
2006,6.794518636610292e-08,1.2353669198716943e-09
2007,6.151498088691199e-08,3.994479469415779e-10
2008,1.0217855006544596e-07,3.405951742863067e-09
2009,8.582746335861202e-08,2.384096253749135e-09
2010,8.502827131273705e-08,2.3618964561933353e-09
2011,8.718655908346307e-08,1.1471915639660324e-09
2012,8.612759350157262e-08,1.7021263287730903e-09
2013,7.921115185993699e-08,2.2313000336282585e-09
2014,8.553508390463094e-08,2.3819897165822113e-09
2015,1.0839053654621011e-07,2.21657536769726e-09
2016,9.279603063738762e-08,1.4499380585064614e-09
2017,6.968243160265786e-08,1.2578056374223934e-09
2018,8.751172275722752e-08,2.323319980845895e-09
2019,7.806022295220316e-08,2.5509878653906526e-09
