year,vastes_ADJ champs_NOUN
1868,2.0401679989845434e-07
1869,2.461293604483217e-07
1870,1.594065537346978e-07
1871,2.0392660360357695e-07
1872,1.7718704725666612e-07
1873,1.66410927704419e-07
1874,1.8461541628767009e-07
1875,1.8709393145854847e-07
1876,1.971000784806165e-07
1877,2.1461310950599e-07
1878,1.7634138771427388e-07
1879,1.8572349347323325e-07
1880,1.5210295600809332e-07
1881,2.475240137300716e-07
1882,1.6971232241758116e-07
1883,1.8326082340536232e-07
1884,1.9210938262403943e-07
1885,1.4309311779925338e-07
1886,1.5101105077519605e-07
1887,1.619173275457797e-07
1888,1.6866034968643362e-07
1889,1.67279154084099e-07
1890,1.625487868750497e-07
1891,1.376831590960137e-07
1892,1.673692793247028e-07
1893,1.6011883019473316e-07
1894,1.644701796976733e-07
1895,1.6611376452146942e-07
1896,1.315037394533647e-07
1897,1.8470682050519827e-07
1898,1.8729154760421807e-07
1899,1.7135492669240193e-07
1900,2.4865144609975687e-07
1901,1.620734337848262e-07
1902,1.6056628737715073e-07
1903,1.6146658765592292e-07
1904,1.3974025137031276e-07
1905,1.4346909438245348e-07
1906,2.0422412205789442e-07
1907,1.3988534419695497e-07
1908,1.1492650742184196e-07
1909,1.9858551070228714e-07
1910,1.7261606899410253e-07
1911,1.803606863859386e-07
1912,1.479475599808211e-07
1913,1.5484729942727427e-07
1914,1.7210631142461352e-07
1915,2.1323178600596293e-07
1916,1.7140440888852027e-07
1917,2.774505389879778e-07
1918,2.4925435582190403e-07
1919,1.8047383321118105e-07
1920,1.5977408907019708e-07
1921,1.5145495524393482e-07
1922,2.272404060477129e-07
1923,1.4650008495209477e-07
1924,1.5856697643812367e-07
1925,1.979671964136287e-07
1926,1.9171358189851162e-07
1927,1.9176667365172761e-07
1928,1.9424270192303084e-07
1929,1.2365850921014498e-07
1930,1.6595693352883245e-07
1931,1.4712910001435375e-07
1932,1.1726704229886309e-07
1933,1.307655423943288e-07
1934,1.1861764193099589e-07
1935,1.2327332399308943e-07
1936,1.1760972995489283e-07
1937,1.4731608644069638e-07
1938,1.1020432566510863e-07
1939,1.3764645245828433e-07
1940,1.2171757646228798e-07
1941,1.3576911328527785e-07
1942,1.3047110769548453e-07
1943,1.9161352327046188e-07
1944,1.702988612350964e-07
1945,1.4378126422798232e-07
1946,1.3642682006320683e-07
1947,1.2397705972944095e-07
1948,1.587295628269203e-07
1949,1.4725512187396816e-07
1950,1.2230665902279725e-07
1951,1.0021717855579482e-07
1952,1.3497349016233784e-07
1953,1.2820854067285836e-07
1954,1.6613311970559153e-07
1955,1.2952138206401287e-07
1956,1.5174786938132456e-07
1957,1.3429257705865894e-07
1958,1.1994752924238128e-07
1959,1.193615162264905e-07
1960,1.1211749750827948e-07
1961,9.241051657227217e-08
1962,1.0147130069526611e-07
1963,1.1186271819951799e-07
1964,9.856028526655791e-08
1965,9.63079642701814e-08
1966,1.4235422440833645e-07
1967,1.2030018581299373e-07
1968,1.176750927811554e-07
1969,8.402251694406004e-08
1970,1.0025220831266779e-07
1971,9.968491099243693e-08
1972,1.0516801296489575e-07
1973,1.0419955032148209e-07
1974,9.619727592280469e-08
1975,9.19548313049745e-08
1976,9.19877791716317e-08
1977,9.402850764672621e-08
1978,8.49504573352533e-08
1979,7.95868402292399e-08
1980,9.38049851129108e-08
1981,7.40089305395486e-08
1982,9.249178134496105e-08
1983,8.399370443612497e-08
1984,9.394393885031604e-08
1985,9.023337099733908e-08
1986,9.77101137777936e-08
1987,8.127386763590039e-08
1988,7.375761157391025e-08
1989,7.573608939992482e-08
1990,9.262706868184978e-08
1991,9.730032246579867e-08
1992,1.0579093157048192e-07
1993,9.693612668115748e-08
1994,9.811363810285911e-08
1995,8.24212520456058e-08
1996,1.0996470223290089e-07
1997,9.110299714620851e-08
1998,7.915094357713315e-08
1999,9.688826452247667e-08
2000,8.570981435696012e-08
2001,1.0032974984142129e-07
2002,9.463438743750885e-08
2003,9.167230530238157e-08
2004,1.0527450911013148e-07
2005,1.0989148790940817e-07
2006,8.071064172554543e-08
2007,9.906309372809119e-08
2008,1.0260429661457238e-07
2009,9.870158379499117e-08
2010,9.400348233157274e-08
2011,1.1663114207749459e-07
2012,1.4127648739759024e-07
2013,1.160275999723126e-07
2014,1.264619982066506e-07
2015,1.389792743111684e-07
2016,1.528648994053583e-07
2017,1.1119001896986447e-07
2018,1.246848455593863e-07
2019,1.1530464405495877e-07
