year,leurs_DET airs_NOUN,leurs_DET chers_ADJ
1975,6.682431896720686e-08,3.8838065652413434e-08
1976,4.97076848571254e-08,3.1995749938396045e-08
1977,4.583889934295371e-08,3.290997696581144e-08
1978,6.178215161689593e-08,3.207919463399378e-08
1979,6.96384847564957e-08,3.394144487689488e-08
1980,5.742002096020826e-08,3.1268328370970266e-08
1981,6.768338045581856e-08,3.6055631369436014e-08
1982,5.959202153960064e-08,3.289976169273956e-08
1983,7.830991677337806e-08,3.031351525351056e-08
1984,7.19077029032178e-08,4.697196942515802e-08
1985,6.015558084992989e-08,3.308556917325234e-08
1986,6.234264771087794e-08,4.016305427123612e-08
1987,4.277571941102565e-08,3.483165689210921e-08
1988,5.336932984434384e-08,4.3175187869337606e-08
1989,7.134558510646372e-08,3.84168536982088e-08
1990,7.192219286800139e-08,4.086488264443133e-08
1991,6.271768021592905e-08,4.5133283776976896e-08
1992,6.942529445774781e-08,4.4630546369717194e-08
1993,5.705383482323967e-08,4.265189740282338e-08
1994,6.435410382366058e-08,3.956195016030506e-08
1995,6.235818617028599e-08,4.22951167422525e-08
1996,7.313186389801274e-08,4.217092808289635e-08
1997,6.13746503619339e-08,4.842843281949172e-08
1998,5.1018981039874234e-08,4.86349165385036e-08
1999,6.763897908435013e-08,4.844413292737215e-08
2000,7.554833558742757e-08,4.5063920595111995e-08
2001,7.97380550476845e-08,5.5641390162008975e-08
2002,5.8270244962521645e-08,4.731719316364291e-08
2003,7.167107307637366e-08,4.7502920541564464e-08
2004,6.386947482006633e-08,4.6250306695583276e-08
2005,8.737274237446968e-08,5.044199724579812e-08
2006,1.037708292628281e-07,3.2119541859554346e-08
2007,6.950394615401478e-08,4.0743692197864334e-08
2008,8.174284071849058e-08,5.1515020776937703e-08
2009,7.390698275600016e-08,5.006602066259802e-08
2010,8.644541260593996e-08,5.99921708976936e-08
2011,8.871615253536191e-08,6.615471803694817e-08
2012,1.1472331484796428e-07,6.97871839205888e-08
2013,1.2160585427523074e-07,7.75376768347158e-08
2014,1.3663958675635968e-07,8.813361676573983e-08
2015,1.3365950124466508e-07,8.090500394630773e-08
2016,1.2863022025300097e-07,8.844621790515816e-08
2017,1.0716504039720576e-07,7.219804309954725e-08
2018,1.20038200268624e-07,6.789257095407564e-08
2019,1.2168211460661382e-07,6.887667214350301e-08
