year,les_DET ans_NOUN,les_DET chants_NOUN
1858,9.45213560044067e-06,4.383754969694564e-06
1859,9.868123015621677e-06,4.747433031582204e-06
1860,1.0040510460385121e-05,4.681086011260049e-06
1861,9.688475984148681e-06,4.6211727635636635e-06
1862,1.0097247468365822e-05,4.631839651381142e-06
1863,1.0330873919883743e-05,4.243929421221537e-06
1864,9.519452760287095e-06,4.148878161913672e-06
1865,9.946033060259651e-06,4.188150207085073e-06
1866,9.192115612677298e-06,4.2564382312093585e-06
1867,9.765797585714608e-06,4.563583900107915e-06
1868,1.0073391422338318e-05,3.938561661698259e-06
1869,9.157086424238514e-06,4.4347237242448045e-06
1870,9.029407010530122e-06,3.92036915997096e-06
1871,8.709364919923246e-06,3.390279893267234e-06
1872,9.156276064459234e-06,4.458703273257925e-06
1873,8.97002792044077e-06,4.010622998151803e-06
1874,1.0045110684586689e-05,4.26646847628831e-06
1875,9.419922207598574e-06,3.7567546797845353e-06
1876,9.910022527037654e-06,4.306576460777478e-06
1877,9.389169463247526e-06,3.7449061451866328e-06
1878,9.713874533190392e-06,4.140399120444727e-06
1879,1.0815949281095527e-05,3.578231716261371e-06
1880,9.620993296266533e-06,3.4431745916663203e-06
1881,9.83193331194343e-06,4.622075138627224e-06
1882,1.0076918442791793e-05,3.2704562933361103e-06
1883,1.0116629709955305e-05,3.517976004729917e-06
1884,9.628574844100513e-06,3.564916305265342e-06
1885,9.615599083190318e-06,3.307255642681639e-06
1886,9.386562851432245e-06,3.626846641680004e-06
1887,9.400998351338785e-06,3.40744587390418e-06
1888,9.421519280294888e-06,3.2533693712366585e-06
1889,9.19220838113688e-06,3.742166192921559e-06
1890,9.003761078929529e-06,3.1185770907882215e-06
1891,8.952591997513082e-06,3.0207428380890633e-06
1892,8.901287401386071e-06,2.9073359684161915e-06
1893,8.342806722794194e-06,2.9868319231241003e-06
1894,8.549928679713048e-06,3.1784963354652973e-06
1895,8.554859050491359e-06,3.3788502733500536e-06
1896,8.641506610729266e-06,3.0929916050581596e-06
1897,8.419600817433093e-06,2.9553090783451808e-06
1898,8.237999281845987e-06,3.564763645158564e-06
1899,9.059148396772798e-06,3.0766500955792253e-06
1900,8.995575626613572e-06,2.7875955055378654e-06
1901,8.17911950434791e-06,2.7904574224635326e-06
1902,7.427295258821687e-06,2.609815815901584e-06
1903,8.568529665353708e-06,3.0376239692486706e-06
1904,8.498895113007165e-06,3.0791226635074054e-06
1905,8.56840779306367e-06,2.6970127322556436e-06
1906,8.298084139823914e-06,2.7737442991337957e-06
1907,8.477462870359886e-06,2.876392187545207e-06
1908,8.340030035469681e-06,2.7528336730142655e-06
1909,8.003380571608432e-06,3.256582331800928e-06
1910,7.751690645818599e-06,3.1781664375785112e-06
1911,7.850743713788688e-06,3.012395943358115e-06
1912,7.621904387633549e-06,3.2897496140549265e-06
1913,7.231156814668793e-06,3.2189147418648645e-06
1914,6.806570127082523e-06,2.9023687631024586e-06
1915,6.017613031872315e-06,2.8132460130336767e-06
1916,5.304746537149185e-06,2.901788619169565e-06
1917,5.152026005816879e-06,3.659495831698223e-06
1918,5.2573145694623236e-06,2.9761200721623027e-06
1919,5.5311543292191345e-06,3.3249541218083323e-06
1920,5.472451903187903e-06,3.3189091084295796e-06
1921,5.203234650252853e-06,3.1161855318373455e-06
1922,5.073068223282462e-06,3.2071884774609316e-06
1923,5.827093900734326e-06,3.161429461329135e-06
1924,5.576916919380892e-06,3.3092799895939606e-06
1925,5.7465481404506136e-06,3.639296963342531e-06
1926,5.318937382980948e-06,3.2791939474918763e-06
1927,5.533360308618285e-06,3.1797589059578968e-06
1928,5.39766188012436e-06,3.7248893818286888e-06
1929,5.891046839678893e-06,3.2039809667594454e-06
1930,5.328477982402546e-06,3.288678371404785e-06
1931,5.560111276281532e-06,3.358877449954889e-06
1932,5.027139650337631e-06,2.928388234124668e-06
1933,4.939267000736436e-06,2.8378418477359446e-06
1934,5.011895154893864e-06,2.774933847149441e-06
1935,5.340248208085541e-06,3.3942053789814963e-06
1936,4.579504548019031e-06,3.109989194172158e-06
1937,4.5453934944816865e-06,2.6970175355245374e-06
1938,4.676552634919062e-06,3.5848818384920378e-06
1939,4.670802809414454e-06,2.852340379888574e-06
1940,4.412262114783516e-06,2.5002819441510837e-06
1941,3.825147359748371e-06,2.8718120148596427e-06
1942,4.308580628276104e-06,3.2860512462207225e-06
1943,4.105174411961343e-06,3.091945394828599e-06
1944,3.6662454476754647e-06,3.2710235799982e-06
1945,3.224186002626084e-06,3.191508540112409e-06
1946,3.3104386147897458e-06,3.3187912436005718e-06
1947,3.6847411593043944e-06,3.1304207226412473e-06
1948,3.527927674440434e-06,3.3039666504919296e-06
1949,3.9680348891124595e-06,2.6240863704174444e-06
1950,4.111630914849229e-06,3.0363956966539263e-06
1951,4.114234798180405e-06,3.2282725754839703e-06
1952,3.5504353945725597e-06,2.78382822216372e-06
1953,3.6727976748807123e-06,2.978963195232609e-06
1954,3.7956531286909012e-06,3.106689234755322e-06
1955,3.6472472402238054e-06,2.8297607741478714e-06
1956,4.090215497853933e-06,3.1186802118554624e-06
1957,3.8370567381207366e-06,2.9067274027738677e-06
1958,3.7183733638812555e-06,2.8431700656028625e-06
1959,3.6630033264373196e-06,3.2963929470497533e-06
1960,3.618903747337754e-06,3.01748342224073e-06
1961,3.8020327792764874e-06,2.8390178528070464e-06
1962,3.980846031481633e-06,2.925544521303891e-06
1963,4.063268079335103e-06,2.9207162555167088e-06
1964,4.051923042425187e-06,3.037117096482689e-06
1965,3.946985088987276e-06,3.5207126529712696e-06
1966,3.998104148195125e-06,3.360002750696367e-06
1967,4.4999173951509874e-06,3.26486828328143e-06
1968,4.706554591393797e-06,4.1626441316111595e-06
1969,5.346103080228204e-06,2.9212585559434956e-06
1970,4.393161816551583e-06,3.283489689920316e-06
1971,4.0300451473740395e-06,3.4345048618433793e-06
1972,4.065128450747579e-06,3.7147392788483558e-06
1973,4.028498096886324e-06,2.820555010885073e-06
1974,3.973341335949954e-06,2.9269849051161145e-06
1975,3.6307878872321453e-06,2.8962915337160666e-06
1976,3.633231699495809e-06,2.7116397944837445e-06
1977,3.6729886687680846e-06,2.948381492728913e-06
1978,3.816235675913049e-06,3.1764341201778734e-06
1979,3.885710157192079e-06,2.717656528261614e-06
1980,3.6618055219150847e-06,3.0921535625338947e-06
1981,3.5764658150583273e-06,3.157081891913549e-06
1982,3.7611255265801447e-06,2.8957998523537753e-06
1983,3.298489673397853e-06,3.4361635670165924e-06
1984,3.4475106076570228e-06,3.222508922817724e-06
1985,3.517296818245086e-06,3.180425522941732e-06
1986,3.406066753086634e-06,3.087159953452101e-06
1987,3.5094421946268994e-06,3.3468944735659534e-06
1988,3.40424367095693e-06,4.117233856959501e-06
1989,3.7884508401475614e-06,2.9048630807437803e-06
1990,3.3607279874559026e-06,3.3825224363681627e-06
1991,3.2032908166002017e-06,3.0637877586059403e-06
1992,3.353351985424524e-06,3.574851831444903e-06
1993,3.5124114674545126e-06,3.512965420782166e-06
1994,3.367513045304804e-06,3.1507137379094274e-06
1995,3.470368483249331e-06,3.6411756383358806e-06
1996,3.361930566825322e-06,3.6352406738160425e-06
1997,3.134422513539903e-06,3.486847205635968e-06
1998,3.479303813946899e-06,3.863138289261769e-06
1999,3.5309374197822763e-06,3.7818414568846492e-06
2000,3.3987917049671523e-06,3.5538646443455946e-06
2001,3.2508592084923293e-06,3.615814165414122e-06
2002,3.469489229246392e-06,3.7284195428810563e-06
2003,3.536467374942731e-06,3.367707108736795e-06
2004,3.4000584037130466e-06,3.673595955433484e-06
2005,3.3805144994403236e-06,3.664700983563307e-06
2006,3.566916348063387e-06,3.627037557407675e-06
2007,3.7528134271269664e-06,3.397704233520926e-06
2008,4.069260739925085e-06,3.5664571527149747e-06
2009,4.024354439025046e-06,3.710607316520509e-06
2010,3.916497007594444e-06,3.0553493743923354e-06
2011,4.301968601794215e-06,3.173131929656847e-06
2012,4.583145255310228e-06,3.1244230385141236e-06
2013,4.036142854602076e-06,2.973486289192806e-06
2014,4.123224243812729e-06,3.1970632505817775e-06
2015,4.473713943298208e-06,3.104313869073394e-06
2016,4.857292424276238e-06,3.2892879815449305e-06
2017,3.7947997952869628e-06,2.785787991399502e-06
2018,3.977265805588104e-06,2.846583313953488e-06
2019,4.157599960308289e-06,2.907870928936518e-06
