year,vos_DET aises_NOUN,vos_DET chaises_NOUN
1893,1.1700991287000306e-08,2.463366621796581e-09
1894,6.301539290376468e-09,4.411077725308132e-09
1895,1.1435367319734269e-08,1.3240951446391591e-08
1896,1.0614652268259306e-08,3.5382172747233653e-09
1897,2.0393496669157685e-08,5.826713556089658e-10
1898,1.4145887128336199e-08,6.224190496340043e-09
1899,5.527578395003729e-09,6.633094074004475e-09
1900,1.86877908703309e-08,9.343895990276962e-09
1901,4.470991132876634e-09,3.912117185755903e-09
1902,1.2275709337927765e-08,2.9461704187383475e-09
1903,9.1803746826713e-09,5.400220270956879e-09
1904,9.674325340824907e-09,4.299700151477737e-09
1905,6.708986699521802e-09,3.6125313851442797e-09
1906,4.629765903985117e-09,4.115347618238729e-09
1907,4.6285588695127444e-09,1.0285686968813934e-08
1908,1.080505640516094e-08,1.2769611368312894e-08
1909,1.1552065082298668e-08,9.901770070541716e-09
1910,1.6566866989364826e-08,7.481810726517324e-09
1911,1.0640748726586935e-08,3.1922244847493175e-09
1912,1.4586379215586476e-08,5.2094213387476884e-09
1913,1.7499866444836698e-08,4.242391771214216e-09
1914,1.2054139020278853e-08,0.0
1915,2.591767689352764e-08,7.068456930880984e-09
1916,3.186363883855847e-08,1.2086208478478966e-08
1917,2.8512703309502285e-08,1.2063066989753679e-08
1918,2.067547733020092e-08,5.743188147278033e-09
1919,1.1970202606903513e-08,1.8415696745321952e-09
1920,1.3630017114962811e-08,3.028892692213958e-09
1921,6.058197943303867e-09,3.7863738810983705e-09
1922,1.8444838545406128e-08,1.0329110011753073e-08
1923,5.307974060286824e-09,1.0615948120573648e-08
1924,1.804827398643738e-08,1.289162443462999e-09
1925,1.3197813508725176e-08,6.598906754362588e-09
1926,1.0031524944054127e-08,4.458455382660986e-09
1927,1.5608915049369898e-08,5.574612327308159e-09
1928,7.998228745975666e-09,2.0566874425753667e-08
1929,5.570202965543558e-09,7.798284462623428e-09
1930,7.352522590764465e-09,6.3021621254932825e-09
1931,2.2810713318222042e-09,2.2810713318222042e-09
1932,5.4797681947604815e-09,5.4797681947604815e-09
1933,5.735331320977366e-09,4.588264879146209e-09
1934,4.7926320689839486e-09,5.990790086229936e-09
1935,7.180970484910176e-09,8.377798899061872e-09
1936,3.6374143697059935e-09,1.2124714565686645e-09
1937,7.554670666820584e-09,6.295559185076627e-09
1938,1.1668692678767911e-08,1.2965214457594243e-09
1939,4.588215141154706e-09,4.588215141154706e-09
1940,5.0715658339584024e-09,0.0
1941,2.066051862925633e-08,0.0
1942,1.2136847082899749e-08,0.0
1943,0.0,5.806470415592457e-09
1944,2.5705489292704442e-08,0.0
1945,8.714016175304096e-09,2.178504043826024e-09
1946,1.3921104269343232e-08,2.7842208538686464e-09
1947,1.1920871401116528e-08,4.7683483828109274e-09
1948,4.348755133776194e-09,7.610321262063735e-09
1949,1.0798709482173763e-08,4.908504269707237e-09
1950,1.701657836861159e-08,5.317680518146517e-09
1951,1.3859822622919182e-08,2.1322803522849654e-09
1952,1.687168627029223e-08,5.272402070488624e-09
1953,1.508335856215126e-08,7.54167928107563e-09
1954,7.818028890937967e-09,1.9545072227344917e-09
1955,9.385607846468247e-09,6.569925492527773e-09
1956,1.2209598665435806e-08,6.976913269340912e-09
1957,8.835037590415595e-09,2.6505113659425206e-09
1958,5.790570245522986e-09,9.099467845885556e-09
1959,5.425523585955716e-09,5.425523585955716e-09
1960,7.612916519406099e-09,3.460416619915918e-09
1961,7.64297514166401e-09,4.168895617606694e-09
1962,6.341956293454132e-09,1.1415521861124489e-08
1963,1.681173777967615e-08,9.052474325699222e-09
1964,1.0951143103454797e-08,7.30076216148845e-09
1965,4.377634699181954e-09,9.302473458205895e-09
1966,6.6468897053084675e-09,8.308612242657887e-09
1967,9.367637332502454e-09,6.409436092980059e-09
1968,1.661823922916028e-08,9.881114537702018e-09
1969,8.629339909305145e-09,5.904285060864822e-09
1970,4.598724956395017e-09,1.103694025061941e-08
1971,8.221435976452085e-09,9.24911525146399e-09
1972,1.2825367434743384e-08,9.234264020108185e-09
1973,3.859242703185828e-09,1.102640756478479e-09
1974,6.1881286761433785e-09,5.625571564138454e-09
1975,1.0851811893530794e-08,3.998036124386317e-09
1976,9.141642998145016e-09,8.570290255249802e-09
1977,4.7014254711541525e-09,3.526069214387917e-09
1978,5.346532105932056e-09,4.158414057542359e-09
1979,8.777959692451986e-09,6.437170796402825e-09
1980,5.116635559687666e-09,4.548120546843393e-09
1981,8.855769451088236e-09,3.795329661659963e-09
1982,1.5518756057986138e-08,8.690503427999374e-09
1983,1.136756910824488e-08,3.157658134966823e-09
1984,1.8556827185989277e-08,3.479405208395292e-09
1985,6.617113967877231e-09,1.2031115881327992e-08
1986,1.1389522214244607e-08,4.196139935519483e-09
1987,6.110816741511371e-09,3.0554083707556856e-09
1988,6.596209356501959e-09,4.7972429917386705e-09
1989,1.1525056464734007e-08,4.939310072060721e-09
1990,5.448650863826288e-09,5.448650863826288e-09
1991,5.2753188484189195e-09,8.7921980806982e-09
1992,1.1570882918476855e-08,5.509944056569793e-09
1993,3.877445031719162e-09,7.754890618549837e-09
1994,6.329911705904578e-09,6.857404755145069e-09
1995,8.133675954979935e-09,1.6267352465071383e-09
1996,3.2028553142993132e-09,1.1209993822092201e-08
1997,1.006927874414032e-08,2.3974471297094624e-09
1998,6.675381136744818e-09,2.86087753487152e-09
1999,5.0272213059088244e-09,5.484241505371301e-09
2000,1.3254094488601709e-09,8.836062992401139e-10
2001,7.448059946568719e-09,5.257454027685071e-09
2002,4.81934359086722e-09,4.8193434798449175e-09
2003,1.1667384391955693e-08,4.166922806803086e-09
2004,1.189293641346012e-08,7.488145215006625e-09
2005,1.261049931144953e-08,1.0358624180639708e-08
2006,8.64756888319107e-09,7.000412693969338e-09
2007,1.6377365241737607e-08,8.38840730210677e-09
2008,1.1069342775726909e-08,8.51487946817997e-09
2009,1.7642312499788204e-08,1.43045770784056e-08
2010,1.4171378737160012e-08,9.919965127114239e-09
2011,2.4855816960211996e-08,2.2561435331081015e-08
2012,3.029784778618705e-08,2.246806790617839e-08
2013,3.095928846619245e-08,2.3707562746277944e-08
2014,2.6201886882404324e-08,1.8839373533419135e-08
2015,3.191868458429781e-08,2.3717356967267733e-08
2016,3.541991588917881e-08,2.050626690675017e-08
2017,2.440143020976393e-08,1.8615523927900668e-08
2018,3.5882386839602987e-08,1.5230653405140515e-08
2019,3.596892739210489e-08,1.6326320795290172e-08
