year,leurs_DET arts_NOUN,leurs_DET chars_NOUN
1956,9.069987516596711e-08,1.3081712246787447e-07
1957,7.156380599226964e-08,1.007194327939942e-07
1958,7.279574276708445e-08,8.768578307893904e-08
1959,7.130687862400009e-08,6.665642793279858e-08
1960,7.958958292419993e-08,1.2803541471484436e-07
1961,7.78193811612482e-08,1.0074830880668628e-07
1962,8.815319607613503e-08,1.5347535020637793e-07
1963,7.112658551022832e-08,1.1056951088050937e-07
1964,8.821754166055129e-08,1.320221174605507e-07
1965,8.153344310812827e-08,1.4993398878004882e-07
1966,7.920876576861247e-08,1.1465884552919192e-07
1967,1.1536984922955185e-07,1.5530557195830852e-07
1968,1.167768121090873e-07,1.7247037176204572e-07
1969,8.538504903121691e-08,1.7576602195923385e-07
1970,7.771845106363529e-08,1.2370570701136785e-07
1971,1.1150322665187673e-07,1.1355858497985594e-07
1972,9.798580569153614e-08,1.1901940832892421e-07
1973,7.112032562872628e-08,1.124693591592063e-07
1974,5.62557183059198e-08,1.0126028726631375e-07
1975,6.682431896720686e-08,9.138368062266977e-08
1976,6.056338519577764e-08,1.1312783221306688e-07
1977,5.5829427136888654e-08,8.168726639556922e-08
1978,6.891085702065425e-08,1.0871281952429257e-07
1979,6.378650851956991e-08,1.1118749376759496e-07
1980,5.5145962907232615e-08,1.2962142870165394e-07
1981,6.009272213169936e-08,1.1385989179268918e-07
1982,8.007677954058323e-08,1.1359729024107423e-07
1983,5.999550367619122e-08,9.78873966328564e-08
1984,6.26292886996005e-08,1.3163749867928232e-07
1985,6.316336120804067e-08,1.0707693376410532e-07
1986,6.773768662649005e-08,1.0010790707504214e-07
1987,5.988600415562928e-08,8.49403578584429e-08
1988,5.75669182323324e-08,9.054796357155226e-08
1989,6.421102871634332e-08,8.835876996737824e-08
1990,7.628111675650473e-08,1.2477410238354025e-07
1991,4.747786724879077e-08,1.1781544895228535e-07
1992,6.777231020826946e-08,1.118518671017199e-07
1993,5.982344042365639e-08,9.305868609033041e-08
1994,7.80689148327518e-08,1.21323309620891e-07
1995,6.886512282644475e-08,8.838594478532968e-08
1996,5.65837787736001e-08,9.234899600585322e-08
1997,6.185414025416947e-08,1.1603644511914979e-07
1998,6.72306215143692e-08,1.0060752486662494e-07
1999,7.358023684789217e-08,9.825932290041806e-08
2000,7.289751802197486e-08,1.069163628741876e-07
2001,9.419605467853032e-08,8.105241489086978e-08
2002,6.30895898856565e-08,1.349416174356577e-07
2003,6.25038470980499e-08,1.0583984144663106e-07
2004,7.796480350208412e-08,1.0571499209355295e-07
2005,7.656374578779435e-08,8.422011832376342e-08
2006,8.688748032170679e-08,7.45338044616517e-08
2007,8.668020123892006e-08,8.108793494998601e-08
2008,7.961412284984704e-08,1.1282215250929539e-07
2009,7.343016772409783e-08,1.4256896063713498e-07
2010,5.5268379206552254e-08,1.0156154917062565e-07
2011,4.8564443078102926e-08,1.0821840978891828e-07
2012,6.70637801958307e-08,1.320850016028885e-07
2013,5.0204252033392294e-08,1.5646991302631363e-07
2014,6.734534219177135e-08,1.396712194789984e-07
2015,6.9600469054798e-08,1.2567982810018918e-07
2016,8.88604909654589e-08,1.4499380718291377e-07
2017,6.263872442957563e-08,2.0502232800367892e-07
2018,6.995774493034901e-08,1.2184522524272268e-07
2019,5.637682898296248e-08,1.1709033609363928e-07
