year,tes_DET arts_NOUN,tes_DET chars_NOUN
1955,9.385607846468247e-10,1.220129064449793e-08
1956,6.976913047296307e-09,2.180285396669035e-08
1957,5.30102267637389e-09,1.7670075402875796e-09
1958,2.4816730892496253e-09,5.790570245522986e-09
1959,3.8753740216890264e-09,3.8753737996444215e-09
1960,2.076250060767393e-09,6.920833350854139e-10
1961,2.779263652552544e-09,5.55852741612739e-09
1962,5.0735651235811474e-09,0.0
1963,4.526237051827309e-09,5.819448034571906e-09
1964,5.475571440705096e-09,1.2167936658258327e-09
1965,4.377634699181954e-09,1.0944086747954884e-09
1966,4.431259914561281e-09,2.215629901769489e-09
1967,1.5284039922569548e-08,3.4512349644799656e-09
1968,8.084548419606818e-09,2.6948494546985557e-09
1969,3.6334061870313406e-09,4.541757636644661e-09
1970,3.678980065036086e-09,2.2993624781975086e-09
1971,3.083038491169532e-09,5.652237344833111e-09
1972,3.0780880622138795e-09,3.5911027485013847e-09
1973,6.064524160631635e-09,5.513203782392395e-10
1974,2.8127858375803783e-09,1.1251143350321513e-09
1975,4.569184142155791e-09,6.282628195464213e-09
1976,5.1421741309454205e-09,5.142174241967723e-09
1977,6.464459911814657e-09,1.1753563677885381e-09
1978,7.72276864680066e-09,1.1881182704343018e-09
1979,4.0963813452421505e-09,3.5111840102075575e-09
1980,4.548120602354544e-09,0.0
1981,1.012087935681194e-08,5.060439622894819e-09
1982,2.483000915987077e-09,3.1037510339615437e-09
1983,5.0522529493335355e-09,1.89459470334441e-09
1984,5.799008662155103e-09,1.7397025486864948e-09
1985,3.609334831011779e-09,2.4062232206745193e-09
1986,1.138952232526691e-08,1.1988970927134801e-09
1987,3.666490056009053e-09,6.110816741511371e-09
1988,2.398621523624911e-09,5.996553809062277e-10
1989,4.939309961038418e-09,1.0976244357863152e-09
1990,5.44865097484859e-09,3.814055737905164e-09
1991,6.447611611282156e-09,5.2753188484189195e-09
1992,9.366905195928865e-09,2.2039776670368383e-09
1993,8.308811250135051e-09,4.4313659408601325e-09
1994,9.49486766987917e-09,1.0549853213248639e-09
1995,3.79571546416102e-09,1.0844901643380922e-09
1996,4.270473752399084e-09,3.2028553142993132e-09
1997,7.1923417221952946e-09,2.3974471297094624e-09
1998,1.144350969539687e-08,3.814503379828693e-09
1999,1.3253583619476927e-08,4.570201161957499e-10
2000,1.1045078296412214e-08,6.627047355323157e-09
2001,1.0514907861081113e-08,4.8193329327261836e-09
2002,1.4019908567419748e-08,3.9430991805033955e-09
2003,7.500461418619153e-09,2.083461403401543e-09
2004,1.0131019634318505e-08,2.642874724623212e-09
2005,1.2160123907811737e-08,2.251874686720612e-09
2006,9.882935525507008e-09,1.2353669198716943e-09
2007,1.3980678170710803e-08,5.19282339350724e-09
2008,1.3623807137985722e-08,5.108927503272298e-09
2009,6.675469510497578e-09,4.291373478793048e-09
2010,4.723793189942427e-09,4.2514138876015295e-09
2011,4.206369030868018e-09,3.823971805871906e-09
2012,4.7659537427691134e-09,5.7872298064864935e-09
2013,3.62586255464592e-09,8.08846234434668e-09
2014,4.763979266630969e-09,1.0827226226695075e-08
2015,3.768178130636457e-09,5.54143841924315e-09
2016,3.72841224560716e-09,5.3854840587064245e-09
2017,2.264050197320344e-09,6.540589225778604e-08
2018,5.421079973810805e-09,3.872199894061623e-09
2019,3.3162841917011576e-09,4.08158040698936e-09
