year,aux_ADP airs_NOUN,aux_ADP chers_ADJ
1883,1.0742876366265364e-07,3.854796715163644e-08
1884,1.558000528589787e-07,4.291102939646407e-08
1885,1.0055191379532147e-07,5.0920521577069167e-08
1886,1.5423778870760074e-07,4.7755631005230725e-08
1887,1.3514874475095695e-07,2.154545153398857e-08
1888,1.0842450848258522e-07,3.804368686743942e-08
1889,1.2029062695928516e-07,5.200063529775534e-08
1890,8.455158556630593e-08,3.2116493686729086e-08
1891,7.394095424828606e-08,3.3145944433599084e-08
1892,8.650546878818943e-08,5.265550373501071e-08
1893,1.1146733691624888e-07,4.249307422599102e-08
1894,1.102769380256774e-07,3.21378510470538e-08
1895,1.3361324713301315e-07,3.972285611553161e-08
1896,1.0614652418139414e-07,5.484236975661361e-08
1897,7.982597916011969e-08,3.612562293753285e-08
1898,1.0637707481553349e-07,7.186111006252105e-08
1899,1.0668226124721514e-07,4.311511148102909e-08
1900,1.1835600921550338e-07,5.0872320356276646e-08
1901,8.327221268089602e-08,4.5268785164864767e-08
1902,7.660042644630494e-08,3.780918689244572e-08
1903,1.1880484729331897e-07,5.238213818259396e-08
1904,7.524475620357407e-08,6.34205763461182e-08
1905,8.463644651790503e-08,3.1996706617576365e-08
1906,1.116288048663705e-07,3.6009292214700395e-08
1907,1.1777111208477464e-07,4.937129644000393e-08
1908,1.502885083048966e-07,6.188349965796647e-08
1909,1.4907666123775698e-07,6.051081785640733e-08
1910,1.1436482716398189e-07,4.5425281647304416e-08
1911,1.500345536697978e-07,6.756875137181595e-08
1912,1.2346328115420135e-07,5.938740255118091e-08
1913,1.6386237833287964e-07,5.3560195389934506e-08
1914,1.325955188424821e-07,7.03158091752698e-08
1915,5.890380805340101e-08,9.778032250551405e-08
1916,1.0108465020586266e-07,1.4942948456386773e-07
1917,1.5681987053373092e-07,1.1624409612664977e-07
1918,1.1486376561009592e-07,8.844510013261697e-08
1919,1.1049418369157848e-07,8.839534459958998e-08
1920,1.0979736009275598e-07,4.921950669256603e-08
1921,1.4009583387819546e-07,4.165011252554862e-08
1922,1.7190590284599239e-07,3.393850356303574e-08
1923,1.910870719434854e-07,3.8217413234065134e-08
1924,1.4825367922188804e-07,5.672314795646116e-08
1925,2.0236647046978362e-07,3.5194167802288234e-08
1926,1.0700293096022051e-07,4.2355327800613907e-08
1927,1.4939961312521177e-07,4.0137208667800905e-08
1928,1.5996458113676226e-07,3.1992914539813455e-08
1929,1.1697426360868235e-07,2.6736975522467787e-08
1930,1.6385622059189586e-07,4.201441383688831e-08
1931,1.4370748857572835e-07,1.9389106320488736e-08
1932,9.534796863164274e-08,3.3974563717897865e-08
1933,8.144170404733586e-08,2.638252261100149e-08
1934,1.3778817731235904e-07,2.875579241390369e-08
1935,9.095895769917206e-08,5.2660450222674626e-08
1936,1.6125869706229423e-07,2.182448666232517e-08
1937,1.170974018860349e-07,2.8959572295761404e-08
1938,1.1150084711086805e-07,4.1488686597368485e-08
1939,9.635251796424882e-08,5.8117392676138024e-08
1940,1.0143131645712344e-07,5.832300797870005e-08
1941,1.9184767552360427e-07,2.3612021227137348e-08
1942,1.5474480608013153e-07,5.765002231150618e-08
1943,8.419382258040287e-08,5.806470504410299e-08
1944,1.2210107591670294e-07,4.177142010064472e-08
1945,1.219962295628818e-07,3.921307367704685e-08
1946,1.1972149405181653e-07,4.1763313696208115e-08
1947,1.0728783705893363e-07,4.529931052488223e-08
1948,1.06544502331829e-07,3.8051608974853934e-08
1949,1.0995049448681016e-07,3.926803493481401e-08
1950,1.2230665924484185e-07,3.403315673722318e-08
1951,1.3113524643948438e-07,2.6653503737428252e-08
1952,8.96308345321728e-08,2.4253048236388963e-08
1953,1.0342874157132087e-07,4.201792735969434e-08
1954,1.2508846047865063e-07,2.345408756099232e-08
1955,1.2764426982059263e-07,2.5341140297285847e-08
1956,1.552363162460324e-07,1.9186511046598298e-08
1957,9.718541371661615e-08,2.650511243817988e-08
1958,8.603133344609049e-08,2.729840264947825e-08
1959,8.525822625671253e-08,3.4878364196799794e-08
1960,1.0727291965828556e-07,2.6991250123842292e-08
1961,1.0908610048598888e-07,2.2234109386953804e-08
1962,1.1098423446931349e-07,2.1562652552375994e-08
1963,1.1832877122586183e-07,2.1984581155543026e-08
1964,8.517555871723204e-08,2.372747665013719e-08
1965,1.1491290985432556e-07,3.173785056986844e-08
1966,1.2739872157219168e-07,2.1602392319408636e-08
1967,1.1980715464154912e-07,3.106111368111897e-08
1968,1.6797895230347137e-07,2.9194203721161216e-08
1969,8.720174657361746e-08,2.997560066830829e-08
1970,1.0439106001847165e-07,1.4715920260144344e-08
1971,1.346260187773396e-07,2.466430770731165e-08
1972,1.3697492673436784e-07,2.5137719461554298e-08
1973,9.31731425346527e-08,2.591205827684462e-08
1974,6.075617275946854e-08,1.1251143405832664e-08
1975,8.224531455880424e-08,1.6563292071225533e-08
1976,9.998671690603089e-08,2.114004943321035e-08
1977,9.344082807505316e-08,1.6454989593128744e-08
1978,9.504946363314559e-08,2.1386128090661316e-08
1979,9.772795150908564e-08,1.9311512056141567e-08
1980,9.835310998962399e-08,2.1035058250795657e-08
1981,9.867857464485041e-08,2.8464973600428323e-08
1982,9.497478570263951e-08,2.669225995788338e-08
1983,7.767838539063376e-08,1.0546577544623403e-07
1984,1.3627670258919977e-07,1.333771937339634e-08
1985,9.083492735761922e-08,1.4437338990980209e-08
1986,1.1689246526280783e-07,2.8773530669212732e-08
1987,1.1549443801328607e-07,2.7498675891912683e-08
1988,8.215278701761974e-08,1.679035038781862e-08
1989,1.1909225272610513e-07,2.46965502492813e-08
1990,1.0951788154134334e-07,1.6890817855497176e-08
1991,1.2250461961516024e-07,3.3410349931095595e-08
1992,1.1405584365853372e-07,1.5427844002324775e-08
1993,1.3903410955862228e-07,1.938722649086344e-08
1994,1.0497104285800418e-07,2.162719958676007e-08
1995,1.3664575782001975e-07,2.1689804174940264e-08
1996,1.1797184074069378e-07,3.576521812043154e-08
1997,1.2179031649850458e-07,2.1097534941283413e-08
1998,1.2397135984443253e-07,2.3840645457795517e-08
1999,1.2385245440338366e-07,2.87922664599094e-08
2000,1.3784258490190382e-07,1.5904913275299748e-08
2001,1.2355017253717904e-07,2.1029817165452158e-08
2002,1.58162092089853e-07,1.7524886319897348e-08
2003,1.7001045560238737e-07,2.7918382827785138e-08
2004,1.5064385938678981e-07,1.894060180918089e-08
2005,1.5582973145189527e-07,2.1617997503220465e-08
2006,1.7583389411157668e-07,2.306018376252439e-08
2007,1.9652838578743115e-07,1.9972397430345623e-08
2008,2.494859703272567e-07,3.1930798088941614e-08
2009,2.3364142820447853e-07,1.7165493915172192e-08
2010,2.5225053845723266e-07,2.5980862627950074e-08
2011,3.6518933521634267e-07,1.5678285086861976e-08
2012,3.5744652374103403e-07,2.008509181194995e-08
2013,3.2521199094803777e-07,2.231300105792755e-08
2014,3.5123521820168424e-07,2.641843202533245e-08
2015,3.5598200205655406e-07,1.7954261410935146e-08
2016,3.657986657190637e-07,2.5477482401559115e-08
2017,3.569652507473542e-07,1.6854595275006545e-08
2018,4.2852346959776355e-07,1.4972506789945328e-08
2019,5.130036373479641e-07,1.5305926692743554e-08
