year,tes_DET armes_NOUN,tes_DET charmes_NOUN
1841,1.7207070346358933e-07,1.1749604134081437e-07
1842,1.864897631875806e-07,1.2812785765703438e-07
1843,1.5771453232282795e-07,9.805472367396817e-08
1844,1.3666518183796939e-07,7.793756773288862e-08
1845,1.3559954270547792e-07,1.0769840291802169e-07
1846,1.0421012097694415e-07,9.191567174049453e-08
1847,1.181116005000149e-07,7.766242049456196e-08
1848,1.3837781498438062e-07,7.401604307233356e-08
1849,1.8518506794684697e-07,1.2233945767547993e-07
1850,1.6768820376711346e-07,8.7578046148451e-08
1851,1.1608989680667037e-07,1.0512585491007087e-07
1852,7.096494769598394e-08,9.505395981435072e-08
1853,1.045088060536159e-07,6.509405969801207e-08
1854,1.2209811811603188e-07,7.273930063833589e-08
1855,1.17283313727512e-07,9.97704177052583e-08
1856,1.5479796378059518e-07,1.1959307055775525e-07
1857,1.459571241646529e-07,7.615154468121332e-08
1858,1.6295940596933178e-07,9.053300498162997e-08
1859,1.2679511418589584e-07,1.1457389947899799e-07
1860,1.5699740368857462e-07,1.0573294806359712e-07
1861,1.3676294985387472e-07,1.0139321737767659e-07
1862,1.4322016289591843e-07,9.171512260763848e-08
1863,1.3934992293407333e-07,1.1787305054244968e-07
1864,1.1603241312219126e-07,9.685350732535625e-08
1865,1.1767111218752291e-07,9.649030729974584e-08
1866,9.390633071149068e-08,8.0769172072781e-08
1867,1.0239432413072791e-07,7.521857625647499e-08
1868,1.5116015239513558e-07,6.174842392958624e-08
1869,1.3429677936382944e-07,7.325278406078439e-08
1870,1.1009373412917967e-07,7.33958254173217e-08
1871,1.0514965809171883e-07,1.0514965742558502e-07
1872,9.071008832961525e-08,5.8054458684786425e-08
1873,5.2676839057408387e-08,7.662085788062711e-08
1874,1.3383123798060836e-07,7.109784938563735e-08
1875,8.296214559777582e-08,9.326089184247266e-08
1876,6.892456783091916e-08,6.227395488167531e-08
1877,7.174386695840695e-08,1.0019402263417021e-07
1878,9.541759737885513e-08,7.54886080311934e-08
1879,5.6205792464680826e-08,5.98713887356439e-08
1880,8.279021890267302e-08,6.417846032391594e-08
1881,8.157833519817359e-08,7.111957911476452e-08
1882,6.655385220710741e-08,4.658769525711648e-08
1883,7.077659303078576e-08,7.772786858595282e-08
1884,8.71423999626586e-08,6.46966329398424e-08
1885,5.9299847698923713e-08,3.609556031847205e-08
1886,6.647067507525861e-08,5.2273057216112306e-08
1887,5.41900742612178e-08,5.223139698529167e-08
1888,5.135897751529228e-08,5.7065530523203734e-08
1889,7.392861434141196e-08,4.6362010841516366e-08
1890,6.292211196523567e-08,5.505684552709056e-08
1891,6.56544663080183e-08,4.0157587477551715e-08
1892,6.769993587951717e-08,7.584899641699394e-08
1893,4.803564856992182e-08,5.1114856791656393e-08
1894,6.931693152800733e-08,5.7344008874693486e-08
1895,5.958428506147584e-08,6.078800396380757e-08
1896,4.1279202667166004e-08,2.653663000451445e-08
1897,6.409385244765531e-08,3.554295135987928e-08
1898,3.395012837525968e-08,4.5266837833679574e-08
1899,5.693405924489525e-08,2.984892333302014e-08
1900,3.89329001260208e-08,5.813979697677496e-08
1901,4.638653239297241e-08,4.918090135141995e-08
1902,3.1425816615637814e-08,3.191684427861219e-08
1903,4.644189388613995e-08,5.832237826020048e-08
1904,4.460938729522468e-08,3.654745128756076e-08
1905,7.689531306143138e-08,3.1996706173487155e-08
1906,4.321115087968508e-08,1.8519063615940468e-08
1907,4.371416828519159e-08,5.091414889690782e-08
1908,4.911389095418883e-08,4.665819730576004e-08
1909,2.8605114721358404e-08,6.601180313481336e-08
1910,3.046165797382372e-08,6.092331594764744e-08
1911,6.384448880680793e-08,4.575521950211936e-08
1912,6.251305312288125e-08,5.730363505929148e-08
1913,5.2499597558153255e-08,4.5075411403416865e-08
1914,5.0895253012051e-08,5.156492532965018e-08
1915,5.301343009023185e-08,3.416420923940677e-08
1916,1.0547963258389359e-07,3.955486249651585e-08
1917,4.276905585243185e-08,5.373548150888752e-08
1918,5.168869421368072e-08,5.283732917860107e-08
1919,5.708865835618582e-08,5.616787390749778e-08
1920,6.209230019038614e-08,3.483226640454973e-08
1921,6.815472630705699e-08,6.361107995900284e-08
1922,4.0578644444622114e-08,4.869437475463201e-08
1923,7.218845032852528e-08,5.732612073927612e-08
1924,6.059063639707318e-08,6.059063628605088e-08
1925,8.24863319870417e-08,9.128487477028102e-08
1926,7.802297052883489e-08,6.576221522891501e-08
1927,5.3516278075704804e-08,7.581473226991875e-08
1928,6.627104198742018e-08,8.112489524592092e-08
1929,6.35003181148619e-08,5.5702030543614e-08
1930,5.987054163547612e-08,6.092090143461348e-08
1931,5.246463974373228e-08,6.272945984875378e-08
1932,5.041386874626852e-08,5.2605774403247096e-08
1933,5.047091433674211e-08,4.588264967964051e-08
1934,4.553000465534751e-08,3.354842448288764e-08
1935,4.787313656606784e-08,5.8644592293433107e-08
1936,7.759817322039453e-08,5.092380028770549e-08
1937,4.1550688223424004e-08,3.777335588761588e-08
1938,5.704694316932546e-08,3.3709557811789637e-08
1939,3.211750509990452e-08,3.058810094103137e-08
1940,4.564409095131339e-08,3.803674530900025e-08
1941,4.132103725851266e-08,4.132103725851266e-08
1942,7.58552971547033e-08,6.068423630267716e-08
1943,6.67744117777147e-08,4.064529335323641e-08
1944,4.4984606262232774e-08,4.819779242382083e-08
1945,8.714016086486254e-08,6.535511820615625e-08
1946,6.821341180796026e-08,4.454753455007676e-08
1947,5.722018059373113e-08,6.079644343515156e-08
1948,4.348755111571734e-08,4.566192757238241e-08
1949,4.123143426681963e-08,7.559096504294871e-08
1950,4.3604980959344175e-08,8.508289117692414e-08
1951,4.584402901741669e-08,4.797630781538942e-08
1952,4.850609758300095e-08,5.483298082253896e-08
1953,5.4946519445486786e-08,4.309531009827339e-08
1954,3.9090146231046674e-08,5.374894951337694e-08
1955,2.815682398349395e-08,3.378818780319648e-08
1956,6.19201054874452e-08,4.534993758298356e-08
1957,5.477723308278115e-08,4.770920369878695e-08
1958,3.970676876186019e-08,7.03140687896564e-08
1959,5.658045876266726e-08,5.348015985617849e-08
1960,4.844583401109048e-08,9.273916701246776e-08
1961,6.670232721717184e-08,6.392306728386643e-08
1962,4.375950057866618e-08,4.3759500467643875e-08
1963,4.526237384894216e-08,4.332255520989037e-08
1964,5.658090684868e-08,7.057403172971988e-08
1965,5.1984411442163037e-08,6.402290475548966e-08
1966,5.3729024784843205e-08,5.151339688147516e-08
1967,7.05037969672695e-08,7.444806593426279e-08
1968,8.219290936750667e-08,8.533689754841589e-08
1969,5.722614804248849e-08,4.04216445870631e-08
1970,4.920635846006327e-08,4.3228013890672656e-08
1971,5.395317292933299e-08,7.245140132283723e-08
1972,5.1814482260326145e-08,6.104874800128002e-08
1973,3.252790353736046e-08,3.583582419697251e-08
1974,2.925297254430248e-08,2.362740153527554e-08
1975,3.5982323343120015e-08,3.998036079977396e-08
1976,3.885198274211632e-08,4.456550839471163e-08
1977,5.465407221239005e-08,2.527016151887551e-08
1978,3.7425726739925835e-08,4.158413824395524e-08
1979,4.9741773811007306e-08,3.394144632018481e-08
1980,3.183684343932569e-08,2.8425754305949624e-08
1981,4.7441620409927054e-08,2.3404533033843933e-08
1982,3.7245012407538525e-08,2.4830009937026887e-08
1983,4.799640274111283e-08,2.841892232652299e-08
1984,4.3492564494318486e-08,2.029652917956426e-08
1985,3.729645892125433e-08,3.849957019852468e-08
1986,3.3569117374732116e-08,4.016305155118971e-08
1987,3.910922785621551e-08,6.660790607959655e-08
1988,3.837794415595397e-08,2.578518176754585e-08
1989,4.61002245266684e-08,4.116091512074149e-08
1990,3.323677177924367e-08,3.5961096434000694e-08
1991,5.1580893334346456e-08,3.51687923227928e-08
1992,5.014049264673304e-08,4.132458131245187e-08
1993,4.4313660296779744e-08,3.877445209354846e-08
1994,4.536436998270332e-08,2.7957110182441625e-08
1995,4.7175322315240464e-08,3.9583890609762307e-08
1996,5.017806570251082e-08,2.7224270171544163e-08
1997,6.18541418084817e-08,3.1166815128713665e-08
1998,4.86349165385036e-08,4.052909652330072e-08
1999,5.758453430759758e-08,3.1991408633302854e-08
2000,4.4622119554915685e-08,2.4740975601567072e-08
2001,4.819333054850716e-08,2.3658543346627425e-08
2002,4.994592517348906e-08,3.636413814511741e-08
2003,4.958638105678759e-08,3.2501997204725797e-08
2004,2.863114345608153e-08,2.9512100679918163e-08
2005,4.819012167089909e-08,3.5579623025583373e-08
2006,4.406142362078924e-08,4.406142206647701e-08
2007,6.151498088691199e-08,5.432492217183338e-08
2008,5.194076568848516e-08,4.768332509397233e-08
2009,5.960240567759456e-08,5.912558709297855e-08
2010,7.08568954621569e-08,7.03845184357732e-08
2011,6.73019096009142e-08,7.150827927016046e-08
2012,8.578716825802246e-08,7.046803457422257e-08
2013,1.1881672490332562e-07,8.674178619827444e-08
2014,1.1130388566371607e-07,1.0112628889835662e-07
2015,1.1548358114232826e-07,1.1038545633113017e-07
2016,1.1827351498183702e-07,1.2925162096166787e-07
2017,1.212524634031098e-07,9.609635087670654e-08
2018,1.0558199026178272e-07,1.2055449594150502e-07
2019,1.1530464716358324e-07,1.0714148612755992e-07
