year,aurez_VERB assez_ADV,aurez_VERB chassé_VERB
1890,5.1124214195397144e-08,3.9326319978272295e-09
1891,2.6134301833735663e-08,6.374220040683554e-10
1892,4.325273650351846e-08,3.1342561879199593e-09
1893,2.3401982574000613e-08,6.158416554491453e-10
1894,2.835692747282792e-08,2.520615716150587e-09
1895,2.7083764564395096e-08,4.213029924926559e-09
1896,4.009979548413867e-08,1.179405795248556e-09
1897,3.6708296846654775e-08,4.078699600285063e-09
1898,4.0740154361174064e-08,2.8291773368493978e-09
1899,3.924580482816964e-08,2.7637891975018647e-09
1900,3.218453059616877e-08,3.633737311048435e-09
1901,3.409130755471779e-08,2.1237207548097103e-08
1902,2.897067474805226e-08,6.874397495693074e-09
1903,3.67214987306852e-08,9.1803746826713e-09
1904,3.9772224624812225e-08,0.0
1905,3.560923644840841e-08,6.192911072844254e-09
1906,2.983626856689625e-08,0.0
1907,2.262851062084792e-08,2.057137349353866e-09
1908,3.1432890068572306e-08,4.911389073214423e-09
1909,3.4106097501762633e-08,9.901770070541716e-09
1910,2.137660359835536e-08,4.809735720812114e-09
1911,3.511446777793026e-08,2.128149656499545e-09
1912,2.344239469209697e-08,1.0418842455450772e-09
1913,3.553003224965323e-08,1.060597942803554e-09
1914,2.9465672568562695e-08,2.678697486047099e-09
1915,2.1205371680821372e-08,0.0
1916,1.3184954461564757e-08,2.6369908923129515e-08
1917,1.315970976634162e-08,2.1932848870420685e-09
1918,2.8715941624568586e-08,2.2972752589112133e-09
1919,3.1306683467846597e-08,9.207848372660976e-10
1920,2.2716694303426266e-08,0.0
1921,3.0290991048786964e-08,0.0
1922,1.4018077365562931e-08,7.377935484775833e-10
1923,3.6094224498128824e-08,8.492758496458919e-09
1924,2.707241186783449e-08,1.289162443462999e-09
1925,4.06932585406139e-08,1.0998177923937646e-09
1926,3.6782257240020044e-08,1.1146138456652466e-09
1927,4.0137209111890115e-08,1.1149224876660924e-09
1928,2.9707706517001498e-08,0.0
1929,3.8991423423340166e-08,2.2280812750352652e-09
1930,2.7309368988426286e-08,4.201441416995522e-09
1931,3.307553342324354e-08,5.7026783295555106e-09
1932,2.6302888755935783e-08,1.0959536611565568e-09
1933,3.4411986149507356e-08,0.0
1934,2.516131836216573e-08,2.3963160344919743e-09
1935,2.6330225111337313e-08,1.196828414151696e-09
1936,3.031178508194898e-08,4.849885826274658e-09
1937,2.2664012888640173e-08,3.777335333410292e-09
1938,2.3337385357535823e-08,2.5930428915188486e-09
1939,1.988226472349197e-08,1.5294050470515685e-09
1940,4.81798743123818e-08,0.0
1941,4.427253941230447e-08,0.0
1942,2.730790527039062e-08,6.068423541449874e-09
1943,2.6129116648121453e-08,0.0
1944,2.2492303131116387e-08,0.0
1945,2.832055301382752e-08,2.178504043826024e-09
1946,2.645009899993056e-08,0.0
1947,2.622591566137089e-08,1.1920870957027319e-09
1948,1.522064252412747e-08,2.174377566888097e-09
1949,1.7670615193310368e-08,2.945102384188658e-09
1950,2.4461330738745346e-08,0.0
1951,3.1984203729962246e-08,0.0
1952,2.9525450528922192e-08,0.0
1953,1.6160740301529586e-08,0.0
1954,2.052232517257835e-08,9.772536113672459e-10
1955,2.1586897602787758e-08,9.385607846468247e-10
1956,2.0930739808022736e-08,8.72114158667614e-10
1957,1.9437083054185678e-08,8.835037701437898e-10
1958,2.3162280982091943e-08,2.4816730892496253e-09
1959,1.4726420971555854e-08,0.0
1960,2.353083417006019e-08,0.0
1961,1.737039845295385e-08,1.3896318540318475e-09
1962,3.0441391629665304e-08,0.0
1963,1.2285501505004959e-08,0.0
1964,2.3727476872181796e-08,1.8251904432275978e-09
1965,2.407699106754535e-08,1.0944086747954884e-09
1966,2.0494576702390077e-08,0.0
1967,2.7116845657815247e-08,5.423369309198733e-09
1968,2.6050212653672133e-08,2.245707841908029e-09
1969,3.0429777808649305e-08,2.2708788183223305e-09
1970,1.9314645882673176e-08,2.7592350626548523e-09
1971,2.8261185391897925e-08,1.541519245584766e-09
1972,1.539044092169206e-08,0.0
1973,2.3706776985932265e-08,0.0
1974,2.1377172032543967e-08,5.625571675160757e-10
1975,1.4849848462006321e-08,1.1422960355389478e-09
1976,1.7711933253394818e-08,5.713526873840635e-10
1977,1.469195431980097e-08,2.3507127355770763e-09
1978,2.257424647211792e-08,1.1881182704343018e-09
1979,1.345953837272873e-08,5.851973350345929e-10
1980,2.785723829390463e-08,1.1370301367108482e-09
1981,1.707898356073656e-08,2.5302198114474095e-09
1982,2.3588508923921836e-08,6.207502289967692e-10
1983,1.7682884490000106e-08,6.315316047889041e-10
1984,2.145633182237816e-08,5.799008495621649e-10
1985,1.0226449020933615e-08,3.609334831011779e-09
1986,3.11713250766843e-08,5.994485463567401e-10
1987,3.116516467116526e-08,1.2221633705067347e-09
1988,1.3792074149421296e-08,0.0
1989,2.3050112929468014e-08,5.488122178931576e-10
1990,1.7980548605578406e-08,5.44865097484859e-10
1991,1.52398094144246e-08,0.0
1992,1.5427843891302473e-08,0.0
1993,1.661762283333701e-08,0.0
1994,1.160483886764041e-08,1.0549853213248639e-09
1995,1.2471637056421514e-08,5.422450821690461e-10
1996,1.5480466686312866e-08,0.0
1997,1.965906726297817e-08,0.0
1998,1.621164003040576e-08,1.9072516899143466e-09
1999,1.5081663917726473e-08,1.3710603763428253e-09
2000,1.502130686503733e-08,1.3254094488601709e-09
2001,1.445799924226776e-08,1.7524847129024579e-09
2002,2.891606243338174e-08,2.1906108038649563e-09
2003,1.4167538253673229e-08,8.333845835650777e-10
2004,2.378587282692024e-08,2.2023955992267474e-09
2005,1.9816498664226856e-08,9.007499190971657e-10
2006,1.8118715416903797e-08,0.0
2007,1.8774054311165855e-08,1.997239706952314e-09
2008,2.4693150635357597e-08,8.514879357157668e-10
2009,2.9085974517784052e-08,4.76819250749827e-10
2010,2.267420740054149e-08,9.447586046817946e-10
2011,3.47981448101109e-08,2.2943831279320648e-09
2012,4.9702091331482734e-08,6.808505426114664e-10
2013,4.769403716409215e-08,2.789125042035323e-10
2014,5.1321052296771086e-08,4.330890368553497e-10
2015,5.918256462678073e-08,1.329945265027277e-09
2016,5.551191151198509e-08,3.935546111222266e-09
2017,4.704193301563464e-08,2.7671724911471074e-09
2018,5.292006832746665e-08,1.0325866828253538e-09
2019,6.300939503489644e-08,1.2754939326953263e-09
