year,des_DET eaux_NOUN
1964,4.560542503639908e-06
1965,4.31798943267836e-06
1966,5.06160660762589e-06
1967,5.0047836275268764e-06
1968,4.77662083397945e-06
1969,4.685277286142764e-06
1970,4.679662534812223e-06
1971,4.647680352576344e-06
1972,4.618158200742073e-06
1973,4.508698193461669e-06
1974,4.984256406714849e-06
1975,4.726249731135113e-06
1976,4.724515587639644e-06
1977,4.3552831421322935e-06
1978,3.976631784752271e-06
1979,4.152560173054098e-06
1980,4.253629711570284e-06
1981,3.919943097230316e-06
1982,4.038600888378596e-06
1983,3.4879489696493238e-06
1984,3.709045756750129e-06
1985,4.073134419968483e-06
1986,3.33952788267311e-06
1987,3.661601468252229e-06
1988,3.44262155849151e-06
1989,3.4772741805966234e-06
1990,3.6582242799454434e-06
1991,3.1874648271923434e-06
1992,3.114220390898481e-06
1993,3.0160983719440537e-06
1994,3.1296139688663516e-06
1995,3.113028970602727e-06
1996,3.033103904925838e-06
1997,2.9220088073600436e-06
1998,2.8899631168144424e-06
1999,3.118248304900817e-06
2000,2.7762909446948925e-06
2001,2.794336861455804e-06
2002,2.485466890078669e-06
2003,2.755586173464053e-06
2004,2.3332178891166677e-06
2005,2.4833675205115924e-06
2006,2.58891749460588e-06
2007,2.371921908661534e-06
2008,2.570216256714275e-06
2009,2.640624948924142e-06
2010,2.650992591668455e-06
2011,3.1027709646025414e-06
2012,2.6028916657594436e-06
2013,2.386096483064648e-06
2014,2.5058532671096145e-06
2015,2.4663834317095734e-06
2016,2.929910493776333e-06
2017,2.845408030083263e-06
2018,2.4431000227309596e-06
2019,2.2912971751054556e-06
