year,aux_ADP airs_NOUN,aux_ADP chairs_NOUN
1887,1.3514874475095695e-07,1.1099172070316854e-07
1888,1.0842450848258522e-07,1.1856949555522078e-07
1889,1.2029062695928516e-07,7.706118054784383e-08
1890,8.455158556630593e-08,8.061895329092295e-08
1891,7.394095424828606e-08,1.1664822352486226e-07
1892,8.650546878818943e-08,1.3163875678401382e-07
1893,1.1146733691624888e-07,1.1208317829414227e-07
1894,1.102769380256774e-07,1.1909909147789222e-07
1895,1.3361324713301315e-07,9.44922504686474e-08
1896,1.0614652418139414e-07,7.48922701632182e-08
1897,7.982597916011969e-08,1.0954221352221793e-07
1898,1.0637707481553349e-07,7.808530000374958e-08
1899,1.0668226124721514e-07,1.2492327527979796e-07
1900,1.1835600921550338e-07,1.1887511419672592e-07
1901,8.327221268089602e-08,1.0786266102513764e-07
1902,7.660042644630494e-08,1.0458904853294371e-07
1903,1.1880484729331897e-07,1.0800440719549442e-07
1904,7.524475620357407e-08,1.1555444245914259e-07
1905,8.463644651790503e-08,8.050783861790478e-08
1906,1.116288048663705e-07,1.2448926156594098e-07
1907,1.1777111208477464e-07,9.771402176284028e-08
1908,1.502885083048966e-07,1.4635939749041427e-07
1909,1.4907666123775698e-07,1.259725195268402e-07
1910,1.1436482716398189e-07,1.2719078767986502e-07
1911,1.500345536697978e-07,1.5322677882068092e-07
1912,1.2346328115420135e-07,1.2085857292731816e-07
1913,1.6386237833287964e-07,1.161354745704557e-07
1914,1.325955188424821e-07,1.1317496984020181e-07
1915,5.890380805340101e-08,6.479419312199752e-08
1916,1.0108465020586266e-07,8.350470892537487e-08
1917,1.5681987053373092e-07,7.23783983858084e-08
1918,1.1486376561009592e-07,8.499918635607173e-08
1919,1.1049418369157848e-07,1.0589025833951382e-07
1920,1.0979736009275598e-07,1.1131180599477375e-07
1921,1.4009583387819546e-07,1.2949398353612196e-07
1922,1.7190590284599239e-07,1.556744422259726e-07
1923,1.910870719434854e-07,1.1783702547063513e-07
1924,1.4825367922188804e-07,1.521211743238382e-07
1925,2.0236647046978362e-07,1.055825080698014e-07
1926,1.0700293096022051e-07,1.3486827299402648e-07
1927,1.4939961312521177e-07,1.638936026893134e-07
1928,1.5996458113676226e-07,1.8624447761794727e-07
1929,1.1697426360868235e-07,1.3591295555670513e-07
1930,1.6385622059189586e-07,7.982738736700412e-08
1931,1.4370748857572835e-07,9.808606904471162e-08
1932,9.534796863164274e-08,8.87722464426588e-08
1933,8.144170404733586e-08,9.061822936473618e-08
1934,1.3778817731235904e-07,1.0064527344866292e-07
1935,9.095895769917206e-08,9.574627313213568e-08
1936,1.6125869706229423e-07,8.851041854995856e-08
1937,1.170974018860349e-07,7.680581859403901e-08
1938,1.1150084711086805e-07,1.0631475788613898e-07
1939,9.635251796424882e-08,9.941133072288721e-08
1940,1.0143131645712344e-07,7.353770570261986e-08
1941,1.9184767552360427e-07,8.264207451702532e-08
1942,1.5474480608013153e-07,1.365395263519531e-07
1943,8.419382258040287e-08,1.2774235358392616e-07
1944,1.2210107591670294e-07,7.390327994016843e-08
1945,1.219962295628818e-07,1.3506725338174874e-07
1946,1.1972149405181653e-07,9.187928640130849e-08
1947,1.0728783705893363e-07,1.454346261198225e-07
1948,1.06544502331829e-07,1.0328293598149685e-07
1949,1.0995049448681016e-07,7.755436826073492e-08
1950,1.2230665924484185e-07,9.146410917537651e-08
1951,1.3113524643948438e-07,7.676209179408033e-08
1952,8.96308345321728e-08,6.85412260281737e-08
1953,1.0342874157132087e-07,9.911921239336152e-08
1954,1.2508846047865063e-07,1.2508846225500747e-07
1955,1.2764426982059263e-07,7.039206195713632e-08
1956,1.552363162460324e-07,7.849027383599605e-08
1957,9.718541371661615e-08,7.244730682032241e-08
1958,8.603133344609049e-08,7.196851470325782e-08
1959,8.525822625671253e-08,5.813060965920158e-08
1960,1.0727291965828556e-07,6.851625045101173e-08
1961,1.0908610048598888e-07,7.642974964028326e-08
1962,1.1098423446931349e-07,8.244543181490371e-08
1963,1.1832877122586183e-07,8.599850787049945e-08
1964,8.517555871723204e-08,8.51755572739421e-08
1965,1.1491290985432556e-07,7.223097497899289e-08
1966,1.2739872157219168e-07,8.142439611447116e-08
1967,1.1980715464154912e-07,8.381570637538971e-08
1968,1.6797895230347137e-07,1.0959054463910434e-07
1969,8.720174657361746e-08,7.039724891910737e-08
1970,1.0439106001847165e-07,8.875539236896657e-08
1971,1.346260187773396e-07,1.1612778649805477e-07
1972,1.3697492673436784e-07,9.336867634601731e-08
1973,9.31731425346527e-08,6.229920046507686e-08
1974,6.075617275946854e-08,7.0882201441691e-08
1975,8.224531455880424e-08,6.682432029947449e-08
1976,9.998671690603089e-08,7.313314398516013e-08
1977,9.344082807505316e-08,5.230335986539103e-08
1978,9.504946363314559e-08,6.891085746474346e-08
1979,9.772795150908564e-08,7.783124544857856e-08
1980,9.835310998962399e-08,6.367368854398592e-08
1981,9.867857464485041e-08,7.40089305395486e-08
1982,9.497478570263951e-08,5.959202198368985e-08
1983,7.767838539063376e-08,6.883694680936969e-08
1984,1.3627670258919977e-07,8.814492957753828e-08
1985,9.083492735761922e-08,1.040691515186154e-07
1986,1.1689246526280783e-07,9.351397523005289e-08
1987,1.1549443801328607e-07,8.921792726823696e-08
1988,8.215278701761974e-08,6.11648474091453e-08
1989,1.1909225272610513e-07,7.189439799049069e-08
1990,1.0951788154134334e-07,7.355679088050238e-08
1991,1.2250461961516024e-07,8.088822056606659e-08
1992,1.1405584365853372e-07,5.56504353710352e-08
1993,1.3903410955862228e-07,8.14263501069945e-08
1994,1.0497104285800418e-07,7.64864367397422e-08
1995,1.3664575782001975e-07,5.802022329248757e-08
1996,1.1797184074069378e-07,8.48756656068872e-08
1997,1.2179031649850458e-07,6.808750185882673e-08
1998,1.2397135984443253e-07,6.484656012162304e-08
1999,1.2385245440338366e-07,6.855301393215996e-08
2000,1.3784258490190382e-07,6.096883709005851e-08
2001,1.2355017253717904e-07,5.783199696907104e-08
2002,1.58162092089853e-07,9.025315961253e-08
2003,1.7001045560238737e-07,6.708745559080853e-08
2004,1.5064385938678981e-07,7.356001674452273e-08
2005,1.5582973145189527e-07,6.755624326615361e-08
2006,1.7583389411157668e-07,7.453380845845459e-08
2007,1.9652838578743115e-07,6.471056934742592e-08
2008,2.494859703272567e-07,5.960415450090295e-08
2009,2.3364142820447853e-07,6.961560927720711e-08
2010,2.5225053845723266e-07,7.888734643302087e-08
2011,3.6518933521634267e-07,8.298019338326412e-08
2012,3.5744652374103403e-07,8.98722731790258e-08
2013,3.2521199094803777e-07,9.483024854262112e-08
2014,3.5123521820168424e-07,1.2299729235110135e-07
2015,3.5598200205655406e-07,1.0351406842801225e-07
2016,3.657986657190637e-07,1.1848064929154134e-07
2017,3.569652507473542e-07,6.666370211405592e-08
2018,4.2852346959776355e-07,9.887017426990496e-08
2019,5.130036373479641e-07,7.627453157965647e-08
