year,ses_DET chantiers_NOUN
1989,1.2458037701446045e-07
1990,1.4003033133036524e-07
1991,1.4301975514996457e-07
1992,1.289326871933838e-07
1993,1.0967630470481993e-07
1994,1.2290578821350095e-07
1995,1.3881474703048013e-07
1996,1.4839896511631423e-07
1997,1.2083133782425648e-07
1998,1.2349454170390572e-07
1999,1.2430947471386844e-07
2000,1.4005159210128681e-07
2001,1.3537944409947045e-07
2002,1.204835902157697e-07
2003,1.2417430683697717e-07
2004,1.457985878694501e-07
2005,1.3421173994387914e-07
2006,1.395964632777691e-07
2007,1.469968498035712e-07
2008,1.7114907890913855e-07
2009,1.5019806931526603e-07
2010,1.6863940599520788e-07
2011,1.510468912169216e-07
2012,1.2527649584370693e-07
2013,1.4001407966368618e-07
2014,1.6067603092473348e-07
2015,1.33216178088702e-07
2016,1.3629417150440304e-07
2017,1.3483676153391855e-07
2018,1.388829136139691e-07
2019,1.6147752734951837e-07
