year,ses_DET arts_NOUN,ses_DET chars_NOUN
1958,8.8513003926316e-08,8.768578219076062e-08
1959,9.068375017573516e-08,7.518225741964812e-08
1960,9.689166952098205e-08,9.689166802218097e-08
1961,1.1256018117578037e-07,9.72742331128984e-08
1962,9.32267576470025e-08,1.2620493583526127e-07
1963,8.729171874222175e-08,1.0087043067485979e-07
1964,1.0342746348257492e-07,1.5149081411536258e-07
1965,1.0232721209257889e-07,1.5321721358318996e-07
1966,8.253221250864584e-08,9.970334446940399e-08
1967,1.1389075182943742e-07,1.474170370219241e-07
1968,1.1767509688898059e-07,1.450727253882178e-07
1969,9.310603688028607e-08,1.0218954904495092e-07
1970,9.9792333729809e-08,1.34742644597452e-07
1971,1.2948761385356278e-07,1.1664162646862763e-07
1972,1.0824610097159848e-07,9.439470427530239e-08
1973,7.001768648207118e-08,8.600598122576741e-08
1974,8.550868596524097e-08,1.0801097838353257e-07
1975,6.453972556386134e-08,9.595286876162845e-08
1976,7.541855784332085e-08,1.1369918329062756e-07
1977,7.345977626194156e-08,7.404745439032467e-08
1978,8.673263318659252e-08,9.920787213957283e-08
1979,7.666084822499641e-08,8.777959981109973e-08
1980,6.310517353114165e-08,1.1029192514833142e-07
1981,7.970192106299123e-08,1.1955288514720053e-07
1982,9.373328524464597e-08,1.0987278986629434e-07
1983,7.515226174703571e-08,1.2630632539867293e-07
1984,8.06062170899402e-08,1.3163749112976575e-07
1985,8.542092089225406e-08,1.1309249259294774e-07
1986,8.871838264035148e-08,9.711066195627893e-08
1987,7.455196215921944e-08,1.0266172001394125e-07
1988,6.896036780501547e-08,9.77438285865162e-08
1989,7.738252483235897e-08,1.0372550718340534e-07
1990,9.09924736114398e-08,1.2313951236464504e-07
1991,6.564841292799883e-08,1.1019554446711766e-07
1992,8.760811326391504e-08,1.0799490823831803e-07
1993,8.142634710939234e-08,7.81028255403271e-08
1994,8.545381180447009e-08,1.5402785868978697e-07
1995,8.025226971852817e-08,9.109717558075658e-08
1996,8.594328759770065e-08,9.128137712366424e-08
1997,7.815677949274402e-08,1.3329807169171204e-07
1998,6.770743710138305e-08,1.0013071516379313e-07
1999,8.363467784988643e-08,8.774785920095951e-08
2000,1.073581634702947e-07,1.2105406188567258e-07
2001,8.762423475694447e-08,1.152258682912688e-07
2002,7.798574308548467e-08,1.2968416163161578e-07
2003,9.583922927491884e-08,8.583861532684978e-08
2004,7.708385030280596e-08,1.0571499320377598e-07
2005,8.016674468702689e-08,1.0358623914186182e-07
2006,9.265252165491233e-08,8.153421865442212e-08
2007,1.0585370890936474e-07,9.786474422512903e-08
2008,8.302007631355579e-08,1.1154491952325429e-07
2009,1.0251614246392649e-07,1.2492663881147337e-07
2010,7.983210137396668e-08,1.1526055043731276e-07
2011,6.424272736005321e-08,1.2121991099789398e-07
2012,7.829781029089489e-08,1.3889351713203268e-07
2013,6.303422850351126e-08,1.6176924910737966e-07
2014,6.994387691250381e-08,1.3945467491893737e-07
2015,8.467318257654455e-08,1.2723142761572603e-07
2016,1.1744498351617949e-07,1.2469467147724345e-07
2017,6.766994486984146e-08,5.707921868491894e-07
2018,8.338137724717143e-08,1.1874746808082648e-07
2019,6.428489429666229e-08,1.0612109013763416e-07
