year,as_VERB assez_ADV,as_VERB chassé_VERB
1905,5.7800502162308476e-08,7.2250627702885595e-09
1906,6.841765554099766e-08,7.201858220895474e-09
1907,7.559980019777868e-08,4.6285588695127444e-09
1908,6.188350454294778e-08,8.349361202419914e-09
1909,5.666013080940502e-08,2.7504918342913243e-09
1910,9.191938943331479e-08,2.67207544979442e-09
1911,6.278041553287039e-08,6.384448969498635e-09
1912,6.355493553655833e-08,7.814131564032323e-09
1913,6.681766961946778e-08,6.893886794756554e-09
1914,6.428874144148722e-08,2.678697486047099e-09
1915,4.005459075528961e-08,0.0
1916,4.614734194774428e-08,0.0
1917,3.070598708632133e-08,5.483212106582869e-09
1918,8.270190932080368e-08,8.040463406189247e-09
1919,9.668240608107226e-08,3.6831393490643904e-09
1920,6.96645301445642e-08,1.0601124422748853e-08
1921,6.815472630705699e-08,7.572747762196741e-09
1922,7.377935418162451e-08,7.377935595798135e-09
1923,7.325004247604738e-08,2.229349149729387e-08
1924,8.508472149060253e-08,2.578324886925998e-09
1925,8.908524051776112e-08,5.499089184013428e-09
1926,7.467912865877224e-08,5.57306911730393e-09
1927,1.0814748208076708e-07,2.2298449753321847e-09
1928,8.112489524592092e-08,6.8556245125250825e-09
1929,9.023729319324048e-08,1.0026365515614089e-08
1930,6.722306267192835e-08,1.575540586884472e-08
1931,7.86969636124013e-08,4.5621426636444085e-09
1932,8.110057336807586e-08,4.383814644626227e-09
1933,4.817677989876756e-08,3.4411986593596566e-09
1934,6.709684896577528e-08,1.0783422155213884e-08
1935,1.0651773152403621e-07,4.787313656606784e-09
1936,7.1535815493462e-08,4.849885826274658e-09
1937,8.310137644684801e-08,3.777335333410292e-09
1938,7.779128452511941e-08,5.186085783037697e-09
1939,7.494084997006212e-08,9.176430282309411e-09
1940,3.296517903095264e-08,7.607348528892999e-09
1941,7.083606590185809e-08,2.9515025978810172e-09
1942,6.068423630267716e-08,0.0
1943,5.2258233296242906e-08,1.4516175816936538e-08
1944,9.318240046241044e-08,3.2131861615880553e-09
1945,1.0238969139209075e-07,2.178504043826024e-09
1946,1.1693727230976947e-07,1.3921104269343232e-08
1947,8.344609625510202e-08,1.0728784083369192e-08
1948,7.175445659868274e-08,8.697510267552389e-09
1949,9.620668350862616e-08,4.908504269707237e-09
1950,8.720996191868835e-08,6.381216888229346e-09
1951,7.569595084078173e-08,5.330700769690111e-09
1952,8.014050933979888e-08,7.381362632230548e-09
1953,7.97263197682696e-08,1.0773827385790469e-09
1954,1.0261162941560542e-07,8.795282724349818e-09
1955,6.945349895204345e-08,5.631364707880948e-09
1956,1.0378158776802593e-07,2.616342476002842e-09
1957,8.481636371016066e-08,2.6505113659425206e-09
1958,1.0257581806172311e-07,9.926692356998501e-09
1959,6.433120347537624e-08,6.200598257066758e-09
1960,9.965999936412118e-08,9.689166802218097e-09
1961,9.31053349972899e-08,7.64297514166401e-09
1962,1.0147130069526611e-07,1.0147130247162295e-08
1963,1.0798309091342162e-07,1.1638896069143811e-08
1964,9.247631993503092e-08,4.258777774879263e-09
1965,1.0287441654099894e-07,9.849678406226303e-09
1966,9.748771390150068e-08,9.416426749453422e-09
1967,9.762064223650668e-08,1.035370456037299e-08
1968,7.410836388999087e-08,6.287982134978165e-09
1969,9.446856097383716e-08,3.6334062425424918e-09
1970,7.955794245617653e-08,5.518470125309705e-09
1971,6.88545256366524e-08,1.0790635052160269e-08
1972,6.361381821307077e-08,1.2825367434743384e-08
1973,7.608220897736828e-08,1.102640756478479e-09
1974,6.806941854620163e-08,1.0688586016271984e-08
1975,6.168398414274634e-08,5.140332159925265e-09
1976,5.142174330785565e-08,2.285410749536254e-09
1977,6.111853423362845e-08,6.464460078348111e-09
1978,7.128709711423653e-08,7.72276909088987e-09
1979,7.783124544857856e-08,4.681578680276743e-09
1980,8.243468840873902e-08,9.664756106531058e-09
1981,9.804601575069682e-08,1.0753434587229549e-08
1982,7.014477887423709e-08,2.483000915987077e-09
1983,6.69423485533116e-08,3.157658134966823e-09
1984,8.118611560803402e-08,7.538710988796993e-09
1985,6.857736423171445e-08,6.015557829641693e-09
1986,7.253327538592202e-08,8.991728250862252e-09
1987,6.294141030593892e-08,6.721898593298192e-09
1988,7.075933439182336e-08,2.99827696004229e-09
1989,7.408964819433095e-08,4.390497743145261e-09
1990,6.974273247806195e-08,4.358920779878872e-09
1991,5.6856212182765375e-08,3.5168792322792797e-09
1992,6.99762878753063e-08,4.958949695321735e-09
1993,6.259304541345045e-08,3.323524566667402e-09
1994,6.382661155157621e-08,3.6924485691258724e-09
1995,6.506940763983948e-08,5.4224509327127635e-09
1996,6.245567618634595e-08,5.3380921904988554e-09
1997,6.377209871288869e-08,5.753873377756236e-09
1998,7.056831208274161e-08,6.675381136744818e-09
1999,7.769342147412317e-08,5.0272213059088244e-09
2000,7.731554774181859e-08,5.743440834038438e-09
2001,8.28049024903521e-08,7.0099388516098315e-09
2002,8.149071817342701e-08,1.0953053575235572e-08
2003,7.625468612104669e-08,9.167230530238157e-09
2004,8.148863628321124e-08,7.928623979580607e-09
2005,5.899912025597587e-08,6.7556245042510454e-09
2006,7.247486166761519e-08,4.529678854225949e-09
2007,1.5658359586723236e-07,5.192823504529542e-09
2008,1.3964401546218141e-07,5.108927503272298e-09
2009,1.5973445499639638e-07,6.198650481792356e-09
2010,2.1823923646024923e-07,7.558068837454357e-09
2011,2.3555666928132268e-07,1.4913490886669933e-08
2012,2.8970191578991944e-07,1.463828702696901e-08
2013,3.330215179175866e-07,1.617692468869336e-08
2014,3.679091378216981e-07,1.6240838007774983e-08
2015,3.728279693859804e-07,2.438232904466986e-08
2016,3.7698387700402236e-07,1.905632807108759e-08
2017,3.828760384294583e-07,4.653880836258395e-08
2018,4.453030157947069e-07,2.090988004965766e-08
2019,4.3137202965226606e-07,1.811201322254874e-08
